Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,0.2903832,1.266683,0.2943854,0.80364764,0.74711823,0.32368186,0.8280868,0.30066258,0.2518826,0.44860634,0.28959846,0.14044034,0.38018793,0.12502979,0.06275439,0.39602554,0.012945504,0.34075618,0.28116494,0.36071944,0.2876036,0.0067600003,0.40274632,0.33353457,0.1651116,0.14624466,0.19917677,0.23785654,0.19318543,0.15337025,0.45821923,0.12054463,0.04979939,0.49286336,0.07076047,0.18430898,0.20710301,0.18991825,0.28793404,0.0589176,1.7317868e-06
1,0.14402121,0.14884153,0.3187207,0.12574357,0.45028618,0.16039085,0.32093945,0.26914752,0.02458787,0.105728775,0.098392315,0.069318086,0.24405736,0.07670682,0.15726084,0.01895205,0.2066896,0.018656438,0.06896907,0.32425284,0.078636594,0.22857998,0.088166796,0.037788596,0.19396257,0.022117639,0.0077864127,0.06552724,0.020254038,0.058898527,0.115583405,0.22636779,0.17664506,0.377076,0.24750993,0.057279535,0.45359385,0.14801425,0.13305283,0.21341684,0.002561841
2,0.013462916,0.1070803,0.06998812,0.05052613,0.012715061,0.37058234,0.17258796,0.37457734,0.13844517,0.04947431,0.18041797,0.054840405,0.12599324,0.18703587,0.036048137,0.14228587,0.029927842,0.18240078,0.083983794,0.22656013,0.00614795,0.08116676,0.01770814,0.35483786,0.039995063,0.20116886,0.051806025,0.055264324,0.013578957,0.36110815,0.40768468,0.017573051,0.028305832,0.16109557,0.07661282,0.29142788,0.02537489,0.009641951,0.16612118,0.0108296415,0.0008638718
3,0.011146274,0.020744361,0.015040014,0.06883576,0.031356253,0.11001144,0.12698223,0.03806176,0.011105355,0.17001022,0.028261365,0.080383554,0.0010615152,0.03271275,0.24247876,0.0037620177,0.072769314,0.05714791,0.12497941,0.05746115,0.122888,0.022744816,0.013444537,0.049864154,0.03436479,0.02470735,0.07951377,0.037886404,0.07681144,0.02991831,0.15149099,0.5395331,0.0059278454,0.051783934,0.06838602,0.027777035,0.060748234,0.030441575,0.010558251,0.006128319,0.047727983
4,0.037773285,0.039181676,0.51564497,0.07797846,0.01159923,0.008432554,0.013578741,0.013026098,0.0204299,0.035651866,0.0917184,0.007274979,0.017643781,0.025285939,0.026666665,0.007233805,0.1570626,0.01821588,0.0139353825,0.017093252,0.03592467,0.037589975,0.03418633,0.005114081,0.0030270943,0.026639642,0.11891194,0.030962463,0.027115813,0.015817119,0.06833451,0.01153818,0.25228924,0.01536004,0.036329005,0.032472048,0.01061673,0.012868663,0.05356133,0.018034872,0.12580065
5,0.014574063,0.011519962,0.019990848,0.11827655,0.015649594,0.0041370564,0.0034379635,0.026861042,0.16287863,0.0708211,0.002022812,0.004752551,0.35591802,0.048448533,0.0012219286,0.0063044894,0.015652066,0.015453393,0.019490866,0.0071080932,0.032469783,0.02146809,0.04056312,0.013975486,0.009877085,0.015387253,0.013670215,0.014719269,0.012834347,0.06296222,0.05424225,0.015004514,0.056976438,0.030517574,0.04753341,0.00542855,0.004089985,0.06858356,0.012891844,0.039299212,0.0064692786
6,0.018367186,0.010432441,0.0017467933,0.0114530325,0.02777131,0.007751705,0.0037797792,0.0038656811,0.0055649728,0.007884404,0.028546182,0.018460555,0.008964959,0.024150807,0.026920019,0.0044296836,0.016638383,0.086677864,0.044405818,0.05091257,0.01996108,0.34345803,0.010521967,0.002970036,0.02632354,0.049187846,0.03753741,0.03525087,0.0051015564,0.005095413,0.0038322352,0.0026748271,0.0083650965,0.06377984,0.009212527,0.016466456,0.010967815,0.009173183,0.03204515,0.21147346,0.020352753
7,0.0047198413,0.012958112,0.0059323637,0.0023948958,0.0076222452,0.0024418577,0.017649092,0.1016792,0.050482865,0.0853419,0.05044064,0.071831375,0.028455336,0.02637815,0.051656645,0.012499513,0.0138068665,0.013788671,0.014746796,0.03886887,0.08715218,0.095881805,0.07050523,0.024811262,0.0050131455,0.029104747,0.022333778,0.02226155,0.011758743,0.008762699,0.02267169,0.23162812,0.047806703,0.066351354,0.005867217,0.022223089,0.0042978046,0.0042956998,0.009751722,0.015207933,2.1023385e-05
8,0.024555031,0.020436022,0.045876037,0.023566766,0.013998326,0.0023804181,0.011107816,0.007348686,0.014442783,0.0013822742,0.012900255,0.008331777,0.004937607,0.02298795,0.020324212,0.0043626903,0.009830607,0.024098089,0.09321996,0.2480732,0.089361385,0.04561596,0.014131845,0.01914632,0.0409185,0.06327163,0.027961198,0.029504802,0.02278309,0.06830614,0.018678494,0.01972709,0.0025753847,0.009470713,0.0139400065,0.011836649,0.0219663,0.008252754,0.0141373,0.00783656,0.008293079
9,0.0009693725,0.03078739,0.038465366,0.0043082926,0.002643843,0.045638304,0.020791834,0.0016744978,0.007733251,0.012569897,0.017953554,0.050258975,0.009286996,0.02747004,0.02830605,0.0042869323,0.005775532,0.01443557,0.03974951,0.041056834,0.002481622,0.01048678,0.024652094,0.06223907,0.01695496,0.014530512,0.03978264,0.011353662,0.014786093,0.0027831157,0.007132994,0.009390965,0.012336124,0.005077862,0.04274193,0.03399003,0.13378063,0.032443736,0.0007684889,0.018549215,0.011092699
