Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
10,0.044069216,0.018925207,0.3338991,0.043822467,0.17556308,0.053988565,0.10684337,0.011017626,0.055059873,0.15261883,0.09925571,0.07489568,0.13178656,0.19750817,0.14732723,0.05516801,0.0043014926,0.022763822,0.031398736,0.077979356,0.028564984,0.025753561,0.0006919715
11,0.07456814,0.09244143,0.023744524,0.054517243,0.08737446,0.013330136,0.04075429,0.19076058,0.101097226,0.087563194,0.02908323,0.16714929,0.042380854,0.058634438,0.15213653,0.017706389,0.16576633,0.11547703,0.11293965,0.045471266,0.034828637,0.09043835,0.003841268
12,0.05825284,0.059309803,0.060979635,0.18308054,0.06086259,0.0057727555,0.049410027,0.25163922,0.0513347,0.06039151,0.14282426,0.030697342,0.043596357,0.068948776,0.111258216,0.14572647,0.14213888,0.090211496,0.04730002,0.03956637,0.084126614,0.07306546,0.00092006417
13,0.040766247,0.053787753,0.09239167,0.08949122,0.0632476,0.016239138,0.07832621,0.59681433,0.047251735,0.045290627,0.024657547,0.020926125,0.04756288,0.075538285,0.015311089,0.010173858,0.023283504,0.03587082,0.015208023,0.017156893,0.034980807,0.030486766,0.064044125
14,0.041599326,0.1045113,0.018346187,0.020729061,0.015820311,0.022952534,0.05505286,0.023211868,0.029136585,0.08915283,0.08393032,0.0070865443,0.014526546,0.008721758,0.58310515,0.037636854,0.048376076,0.047704175,0.08680769,0.03255217,0.0823322,0.056031756,0.002680249
15,0.023455938,0.032403283,0.0161257,0.009595103,0.017143313,0.015034937,0.013700802,0.020806413,0.030065272,0.024157725,0.020028237,0.02112144,0.038853727,0.018782917,0.44044688,0.004326875,0.035611648,0.03014046,0.004905629,0.092765495,0.10715562,0.030807167,0.08712712
16,0.0044746227,0.014138769,0.10167724,0.04592156,0.011847601,0.021526968,0.22148019,0.05322042,0.07200744,0.09284082,0.11579664,0.0041000773,0.016845902,0.0032839444,0.020626497,0.038520556,0.01505629,0.014668858,0.010821023,0.0038609717,0.034659658,0.0035191996,0.0064148447
17,0.030849466,0.030119853,0.02659136,0.036227822,0.011615247,0.0300874,0.017028466,0.028147765,0.012260961,0.043322098,0.010760296,0.027481016,0.07102561,0.16998497,0.021547504,0.020155367,0.016050998,0.031835902,0.3316041,0.014979135,0.021650828,0.023475371,0.00790015
18,0.020680211,0.020691669,0.23096102,0.0118382415,0.040290616,0.025597582,0.06233696,0.0055780765,0.027371293,0.036051407,0.038653016,0.0010576474,0.010795632,0.02842779,0.015011692,0.013202006,0.20423017,0.052277677,0.030819312,0.0021276597,0.010547021,0.049776383,0.05659642
19,0.023384485,0.016681861,0.028116856,0.014258955,0.014547849,0.013507173,0.22317913,0.008830618,0.0030787443,0.014618365,0.021504316,0.009403052,0.0041965926,0.012154173,0.109957665,0.0032462745,0.008919054,0.024460126,0.017724738,0.010824159,0.025559315,0.013138753,0.0050481996
20,0.009372274,0.031977423,0.009930204,0.020116054,0.017123723,0.28051051,0.011755418,0.002691239,0.0013069182,0.029105265,0.016823206,0.0041211685,0.019062456,0.03543721,0.021763919,0.0024064286,0.023455238,0.040446408,0.0769414,0.07029387,0.014297254,0.017568717,0.02126463
21,0.0087111965,0.003650503,0.010086536,0.013082809,0.017500736,0.0067048976,0.008154912,0.02543262,0.015737366,0.05498227,0.0071417103,0.25815532,0.0046701683,0.0135578355,0.022715794,0.0023255816,0.020823061,0.02421235,0.023199327,0.009044995,0.009350874,0.029896963,0.06460996
22,0.015438346,0.015896479,0.015056228,0.0008043834,0.003747731,0.007915879,0.005508134,0.0023345735,0.0021307748,0.010941812,0.052607257,0.19900279,0.025740758,0.0037057467,0.0063800495,0.022644788,0.016140338,0.014967558,0.006650315,0.0101866685,0.0057727015,0.0016310563,0.03866725
23,0.021964401,0.019865524,0.028461915,0.033433177,0.006768266,0.0038553048,0.0063884556,0.009894041,0.00989919,0.0104641775,0.0066663953,0.0015443849,0.0038133864,0.012195596,0.019111846,0.016199604,0.021380574,0.007853765,0.23364726,0.016523927,0.07950703,0.021908022,0.0028809938
24,0.022584494,0.035018906,0.010251627,0.045804534,0.0062999753,0.023454063,0.032073922,0.01923298,0.025129212,0.020161508,0.029150167,0.015843563,0.016184809,0.22196573,0.022261653,0.012090763,0.009181464,0.020217948,0.009526746,0.0017562571,0.018733175,0.0043216012,0.0001447789
25,0.010806521,0.004724031,0.0032794948,0.42202055,0.03619841,0.025846083,0.010582043,0.028865928,0.006245911,0.009512261,0.012131624,0.004160643,0.070532754,0.010957459,0.025330693,0.01504482,0.0054354006,0.0120432,0.034136735,0.02212036,0.017475858,0.025724262,0.008718146
26,0.0037468337,0.018932216,0.030397665,0.0197901,0.014106095,0.09537518,0.0015901051,0.04301459,0.045037977,0.03167136,0.056939483,0.037863612,0.022289857,0.009500769,0.00405014,0.015019299,0.005058902,0.0054900735,0.0037802295,0.00714894,0.042258047,0.030833874,0.81068146
27,0.05251368,0.017766844,0.011963448,0.0043840064,0.013220269,0.010556614,0.0259735,0.004798699,0.0074701402,0.036776587,0.0483929,0.0115993135,0.023493012,0.010776361,0.23965688,0.018897045,0.06517036,0.026692435,0.038100712,0.017269602,0.019015534,0.09368272,0.027642496
28,0.012999099,0.03820526,0.28210577,0.0012753067,0.010173464,0.0023075903,0.018056747,0.032157283,0.032422595,0.057988957,0.01939648,0.0219367,0.005701661,0.005305236,0.019554298,0.015644878,0.055780485,0.011162972,0.004710091,0.0019368504,0.0041382103,0.011483954,0.044141725
29,0.018464126,0.0035399268,0.02007686,0.011976929,0.0075769993,0.0050376817,0.005075697,0.00602394,0.006994975,0.007831105,0.0124292355,0.006831498,0.009247781,0.011805197,0.0065311734,0.012990086,0.011953278,0.020232916,0.008246293,0.008157747,0.26166108,0.006355553,0.015116044
