Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
14,0.053725325,0.0332643,0.05075249,0.05746187,0.05572165,0.010872865,0.018316949,0.0072304863,0.144606,0.02987185,0.013605397,0.018027954,0.017020427,0.006397859,0.0055113463,0.013750844,0.02757207,0.058032896,0.020429343,0.012153685,0.0016767721,0.006171589,0.056226395,0.012113371,0.008841187,0.025614422,0.018692905,0.058705576,0.009297208,0.024622135,0.029043384,0.0038463522,0.027272297,0.03471235,0.02412105,0.015181707,0.031490613,0.0021468725
15,0.0024535647,0.06630124,0.04784825,0.0018424655,0.047738083,0.08424504,0.010910219,0.028219247,0.016027141,0.030032244,0.10089445,0.070242465,0.031230003,0.012426921,0.01714601,0.057683423,0.090700775,0.10227506,0.09979999,0.031713564,0.033285603,0.0017921692,0.022940855,0.00025622192,0.011933533,0.09085565,0.036805347,0.061430693,0.1707153,0.04167159,0.04122067,0.018615758,0.051064253,0.096813284,0.04975652,0.028470378,0.02451019,0.13279587
16,0.11885782,0.020004477,0.04228672,0.051568884,0.0037941744,0.06999629,0.017800735,0.026789716,0.030091293,0.014666211,0.009050498,0.037731774,0.01832278,0.010846659,0.07102674,0.046757825,0.13185881,0.008419838,0.074804075,0.010165676,0.024360582,0.039685283,0.024297034,0.035745494,0.0146970255,0.023859603,0.026447643,0.004908344,0.024856407,0.012024162,0.0032447854,0.010248894,0.012564438,0.009532442,0.011881635,0.0033803491,0.002059282,0.009151676
17,0.009629821,0.0009487087,0.008711176,0.043462906,0.036723614,0.013827758,0.021982253,0.018078849,0.025576165,0.039402705,0.020863377,0.004137375,0.011313355,0.012807128,0.06982137,0.052262645,0.026118066,0.016659971,0.027714208,0.00538129,0.0322211,0.0075382055,0.02333421,0.052684084,0.15177892,0.039742142,0.093299344,0.033840753,0.038170848,0.026554868,0.039408848,0.014240517,0.008950317,0.008877921,0.018068267,0.020544954,0.04354109,0.0036588798
18,0.0056960667,0.021725567,0.021545265,0.030150322,0.019650836,0.010510029,0.009225741,0.0008523809,0.011532199,0.012744145,0.030627772,0.016916066,0.028198859,0.009634369,0.080985114,0.0059137037,0.03632169,0.0074388143,0.018340498,0.01112459,0.008288467,0.0032654766,0.0209532,0.010579331,0.042733327,0.010019798,0.0054500084,0.08777113,0.015801579,0.005480144,0.013759047,0.017323142,0.008007365,0.005492006,0.061356608,0.017365217,0.016830528,0.001567853
19,0.012359435,0.0047446326,0.018838663,0.05365455,0.02600925,0.022811707,0.0070473664,0.0071875886,0.14121982,0.03465329,0.025317093,0.025508605,0.004380476,0.01255164,0.002065775,0.012511757,0.035829127,0.003651023,0.01518923,0.00040339923,0.03928963,0.012793912,0.010443611,0.014822306,0.005202504,0.007733117,0.016725145,0.011872696,0.015508176,0.064190425,0.007092611,0.06984077,0.026509365,0.029304113,0.080987856,0.00691044,0.01007442,0.011094332
20,0.10907627,0.0077534793,0.010511239,0.02752398,0.00770684,0.0064765695,0.004889152,0.0045303795,0.0053818584,0.010491235,0.019118272,0.0117274225,0.009055794,0.008392598,0.0039193276,0.012811897,0.003931589,0.007957875,0.031310163,0.006278637,0.08518367,0.003338649,0.046080805,0.0044469414,0.009721244,0.0067081153,0.07594107,0.0007931808,0.005546084,0.0026073619,0.010801034,0.01863092,0.007972052,0.024326365,0.0044863047,0.011866955,0.017467424,0.013087648
21,0.017158486,0.021103445,0.010615028,0.011980199,0.015974794,0.015021776,0.025719028,0.017818186,0.015469818,0.008424139,0.002469599,0.011915359,0.0260804,0.043320242,0.02726204,0.03720307,0.028942855,0.09004192,0.03624586,0.028758302,0.023573775,0.051638536,0.058928207,0.015955206,0.011785976,0.0074605374,0.022222519,0.0077497726,0.036243755,0.07965054,0.0023669237,0.064966835,0.025671663,0.01405065,0.018011305,0.02020473,0.00361834,0.0019712476
22,0.026694931,0.02454802,0.038635872,0.00695682,0.00411665,0.0098781325,0.015483426,0.035229526,0.02484275,0.022950731,0.027678927,0.013822277,0.0009797541,0.0023670516,0.0044098804,0.06811405,0.011400545,0.021309849,0.013514741,0.08631707,0.010883529,0.018544756,0.017878778,0.0024734451,0.017403493,0.015889306,0.051546767,0.022897353,0.015454477,0.014430939,0.00056292675,0.013355852,0.043262154,0.057923064,0.022524007,0.0095290225,0.0032051809,0.015261479
23,0.0443591,0.006853726,0.01170703,0.019255813,0.005663716,0.0030899318,0.0073934244,0.024979558,0.018596351,0.024420857,0.011737378,0.037795454,0.007481575,0.021867782,0.030904623,0.02312669,0.011223609,0.011232969,0.0074883094,0.054302976,0.027013058,0.07452805,0.06272421,0.061820142,0.04865011,0.060382813,0.006605517,0.032423433,0.088739835,0.040892176,0.0154742,0.009746548,0.05636032,0.009694453,0.012471262,0.02462831,0.0061237393,0.005688723
24,0.014088821,0.0070409914,0.0030896484,0.035220575,0.016090985,0.014315884,0.012766896,0.006937148,0.049832076,0.05298809,0.026518028,0.031959206,0.00402507,0.028801283,0.0037985398,0.016252253,0.04076569,0.09504396,0.16428906,0.03650357,0.03409756,0.013142018,0.01871199,0.109053925,0.008212877,0.010834696,0.013813651,0.015599183,0.0010225083,0.015730761,0.009017456,0.0054910425,0.0045092246,0.010779409,0.020872293,0.01639549,0.0051017813,0.018715866
25,0.017376553,0.0022679295,0.02296875,0.0027150742,0.0006017039,0.0076051923,0.03569432,0.014042696,0.01724267,0.024997054,0.015315727,0.022322454,0.013271509,0.016922863,0.007852975,0.0057294457,0.042026736,0.03458158,0.010920033,0.044265836,0.008051584,0.020612124,0.0036591007,0.002785066,0.0034700357,0.002886748,0.0029252379,0.006331719,0.019862488,0.0065675937,0.015487005,0.002179399,0.016524153,0.013726718,0.006724529,0.003035042,0.026828391,0.022707252
26,0.0035803332,0.003294878,0.005493364,0.018924303,0.009045446,0.013857157,0.009196449,0.01470929,0.014236877,0.0031925556,0.005132471,0.008078165,0.011179045,0.005727023,0.005784908,0.02216649,0.0017367224,0.005871582,0.12951477,0.012049312,0.032408144,0.021561729,0.01302083,0.010494465,0.013834397,0.019869685,0.011834889,0.013099086,0.009506504,0.0119857155,0.01453819,0.016348915,0.012571098,0.013298224,0.013349857,0.0095236385,0.03824181,0.007743362
27,0.008804528,0.016258677,0.005859331,0.05633609,0.0054936204,0.005957288,0.003159382,0.0020851085,0.009009668,0.025968758,0.010160316,0.012441667,0.004306183,0.0025629704,0.0028155437,0.007182601,0.020945754,0.002330719,0.00659535,0.0061574117,0.004083205,0.005872671,0.019084748,0.016948733,0.0030245278,0.008373162,0.0070261476,0.0011837423,0.008211587,0.00401948,0.0033465833,0.010017596,0.011507549,0.0025446117,0.0014870274,0.0010010566,0.00074891263,0.0017949083
28,0.011601262,0.0039366065,0.0076681753,0.0028548543,0.0012772639,0.0027387438,0.0003720275,0.016502008,0.008198812,0.008423978,0.004812108,0.0015354637,0.0018917762,0.0028779237,0.011765251,0.024526399,0.012356213,0.0067049395,0.063031495,0.0045541693,0.005645797,0.0013381538,0.040346693,0.008176899,0.004490097,0.0026247962,0.002900843,0.00017254385,0.00066968356,0.002936275,0.004018427,0.0026107454,0.0060239043,0.0023774889,0.0029987157,0.0040868567,0.02409928,7.484889e-05
29,0.009115857,0.010068052,0.034782592,0.012274723,0.0016205098,0.011065747,0.010281436,0.008496117,0.014490752,0.009340583,0.0007658581,0.009671657,0.009447123,0.016898388,0.0259494,0.0032565342,0.0062030647,0.007348931,0.011523716,0.011341395,0.023047026,0.023254164,0.014586568,0.05839806,0.0075886543,0.021860562,0.031405855,0.0292108,0.036825415,0.021968357,0.019464325,0.05221026,0.009626936,0.026071358,0.030728009,0.023364324,0.011270749,0.0075987745
