Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
20,0.003523508,0.0021213852,0.015421066,0.0066909622,0.012650365,0.021541579,0.054391913,0.046629276,0.019518852,0.01055952,0.0049480787,0.0043805293,0.029741514,0.019878218,0.013564397,0.0056702327,0.008395829,0.025897527,0.0049688295,0.014835315,0.005052507,0.00061687647,0.026594989,0.009262749,0.0049477527,0.010645411
21,0.007378501,0.0011254493,0.0131946355,0.010724615,0.013126709,0.0072190273,0.0035614753,0.007296227,0.005395919,0.009758929,0.0037302347,0.0045654187,0.0030129715,0.007463364,0.0023456796,0.087492764,0.0016625063,0.0016055793,0.0048798146,0.013215164,0.00030871513,0.0013730079,0.0010759361,0.013615295,0.02150665,0.0032237885
22,0.01297317,0.002326365,0.007361684,0.0037910866,0.008407069,0.0010008793,0.0024023587,0.007401751,0.0069681946,0.002994858,0.0014223526,0.015960833,0.00028609528,0.0044408,0.0018451988,0.0051986137,0.008897327,0.06556107,0.0006505984,0.000492438,0.0023259227,0.001826555,0.025588777,0.004665212,0.0016720814,0.0016467784
23,0.0016055122,0.009454084,0.0017622744,0.0019089974,0.006347564,0.010252095,0.01311118,0.008127417,0.0017078561,0.0012845009,0.0043527745,0.0061486172,0.016050482,0.0071956087,0.0034311675,0.008301261,0.006323352,0.029112145,0.010586593,0.003146986,0.0045961235,0.00824251,0.011731216,0.019403834,0.059615627,0.004825748
24,0.025702015,0.034503773,0.0439136,0.04540669,0.020940322,0.0027568892,0.004296277,0.018585887,0.04503527,0.04934455,0.056363083,0.037435003,0.021175798,0.005036228,0.0030475871,0.049237773,0.029312305,0.022517238,0.022883663,0.009855783,0.002479039,0.014614262,0.02470753,0.03467664,0.017888285,0.0222598
25,0.0019117044,0.0039533908,0.018620754,0.01804651,0.016416363,0.006430602,0.00549937,0.0015497281,0.0059421435,0.0144596305,0.029487096,0.0030969698,0.00011168792,0.0033490714,0.01395819,0.014900038,0.0028293913,0.003777578,0.005472201,0.01692418,0.025719184,0.030096263,0.022452189,0.0052508656,0.010778738,0.008539071
26,0.011637734,0.0016989151,0.0030456302,0.0038498403,0.0018743551,0.002900888,0.0014007906,0.006864765,0.020397373,0.007047957,0.009993138,0.004791354,0.064736806,0.017147342,0.024821714,0.029092316,0.0069634626,0.008659044,0.033809032,0.015587416,0.0040296526,0.0035038497,0.002268144,0.016383141,0.02842622,0.0053393976
27,0.012088497,0.0034620978,0.024005378,0.014865659,0.005579563,0.006063855,0.007891765,0.0006129851,0.009946754,0.012540566,0.0013128917,0.008185131,0.026332926,0.028175272,0.0070089167,0.018379055,0.020450981,0.021781748,0.028953323,0.014185737,0.011876142,0.000728511,0.008917244,0.0057781218,0.011062853,0.037194483
28,0.0042577037,0.008310419,0.0073485393,0.008369845,0.004759644,0.013916021,0.0028759614,0.01521289,0.005413335,0.010735354,0.0010889795,0.008413038,0.003006497,0.00035020523,0.003906707,0.008906549,0.004217117,0.0011800764,0.006369102,0.0045581665,0.0124048665,0.0050614728,0.020181354,0.003192633,0.008275261,0.013252562
29,0.005281059,0.024783997,0.013273015,0.018416697,0.014371497,0.0029195282,0.023967208,0.00313548,0.005685108,0.0017023684,0.002798561,0.007681328,0.0010296202,0.0057191,0.006690782,0.021198515,0.0073119495,0.010478867,0.002623883,0.0029442287,0.00081294123,0.002588927,0.0090992255,0.0007877076,0.0019472672,0.0035708048
