Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0,1.5071969,3.0133004,3.5407805,3.3169107,2.5428696,3.5624633,6.895015,3.102068,3.1616414,2.7266364,3.016088,3.676207,2.096699,2.9435382,1.7297529,1.685829,2.885974,1.6898036,2.1622257,2.1233873,1.3040042,0.9844291,1.8345215,1.8427217,0.90021235,1.9851842,0.53876317,0.8853339,0.8430865,0.6138226,0.47323328,0.28591895,0.30049366,0.3360527,0.13653743,0.37837297,0.11493654,0.09795412,0.3929896,0.10896524,0.034100644,0.23777942
1,0.042326555,0.05660072,0.11875653,0.50498664,0.073717676,0.45433402,0.1313294,0.4137192,0.18742839,0.027211081,0.10844122,0.1706718,0.10331303,0.15695426,0.019723438,0.13067743,0.062227376,0.046253007,0.6518273,0.3473308,0.04270267,0.32539237,0.077716134,0.101101935,0.32305202,0.2030014,0.22003458,0.05246803,0.03375101,0.36574537,0.07180986,0.025840202,0.36589766,0.5059668,0.2172928,0.660368,0.35781753,0.17767268,0.1940505,0.08005702,0.5104276,0.05811176
2,0.3746435,0.04532095,0.2824412,0.18895938,0.028041264,0.313791,0.32321614,0.028370991,0.16904493,0.16739598,0.19401467,0.03997591,0.23752724,0.23930737,0.2733388,0.289065,0.300344,0.22857945,0.2085366,0.030878149,0.04521792,0.25727266,0.04830014,0.29052052,0.012463638,0.14800699,0.24475653,0.034645755,0.110667676,0.11200045,0.12248333,0.4204367,0.014326444,0.23317476,0.2632384,0.016202709,0.06587311,0.2545862,0.016974514,0.052053645,0.0036989553,0.06049423
3,0.2988168,0.00504529,0.054949187,0.18281509,0.0028802792,0.2552266,0.11587619,0.1943515,0.25985852,0.04981886,0.029300535,0.016062396,0.16244332,0.02630008,0.08550727,0.19844595,0.39340717,0.07948541,0.051268406,0.3101013,0.03402118,0.0770396,0.020458883,0.23657566,0.1637376,0.026661627,0.17512259,0.037171483,0.014229992,0.0115876775,0.11307957,0.20134075,0.0064993305,0.009603729,0.22916266,0.09399837,0.34952316,0.49375758,0.23659004,0.07522244,0.16610281,0.29527828
4,0.036163468,0.13035326,0.1639069,0.20383127,0.017854325,0.17643261,0.23484749,0.0912853,0.07335451,0.044543043,0.12535897,0.07155793,0.31148258,0.009713665,0.102660246,0.042153638,0.0199904,0.026505986,0.084732324,0.040531535,0.057122167,0.23877853,0.064677164,0.21314646,0.01934002,0.16757809,0.36826658,0.08630045,0.038508095,0.06098903,0.06220685,0.09110917,0.19497056,0.06033051,0.34484372,0.04921763,0.036899462,0.13689435,0.32400098,0.10420847,0.13038614,0.29785737
5,0.095726795,0.05339754,0.024865508,0.112796254,0.021175977,0.18680915,0.011427188,0.06092876,0.05647912,0.050192527,0.17110002,0.24710956,0.06294145,0.17885363,0.08163056,0.16296697,0.032063004,0.032817293,0.11026625,0.05599161,0.12976967,0.03722244,0.009389708,0.018747129,0.0099751195,0.15307392,0.061583214,0.28609276,0.36397237,0.20025809,0.04711666,0.07026176,0.0071276054,0.008412385,0.07985988,0.004085863,0.18001887,0.023534853,0.15792674,0.011021267,0.036762796,0.15114124
6,0.16231015,0.027176619,0.20892407,0.10354242,0.014844747,0.022300001,0.027899913,0.20501539,0.0027411613,0.034385454,0.02649615,0.018975519,0.036944102,0.15311071,0.054198585,0.060605817,0.054358087,0.00674518,0.026646476,0.059394542,0.036377538,0.066626444,0.005992188,0.040732834,0.16978738,0.015292568,0.008697245,0.006244125,0.116030656,0.05532656,0.020122679,0.05303774,0.004654238,0.044845402,0.09270048,0.041654654,0.022238445,0.12761836,0.008996886,0.07502308,0.1818874,0.103562124
7,0.0592841,0.0420116,0.0130866505,0.021279374,0.0329738,0.04026762,0.0038230077,0.03364903,0.0058922344,0.04793912,0.07597986,0.030235149,0.020314293,0.029347938,0.026656374,0.026401926,0.014343207,0.10438351,0.02569664,0.053477183,0.07618618,0.025521725,0.028432928,0.10157715,0.012534491,0.018032003,0.039301068,0.03540916,0.056154717,0.025929077,0.030081348,0.00879274,0.12520315,0.12315744,0.08097723,0.0529114,0.042920787,0.0038023477,0.51531625,0.096545845,0.24056517,0.17458126
8,0.20503062,0.1475348,0.032805808,0.025113918,0.054624148,0.21132526,0.20827347,0.18969688,0.20875618,0.012098703,0.05420652,0.0628504,0.10000013,0.06270118,0.1616446,0.06791251,0.018617,0.15387467,0.034263678,0.018522471,0.045532838,0.013956429,0.038592108,0.033516932,0.013522197,0.0088596735,0.03313377,0.023883108,0.09170522,0.00663199,0.050005972,0.02868694,0.0053423606,0.46453995,0.059718736,0.055154867,0.081827424,0.16786541,0.025112426,0.08605947,0.044666678,0.04572979
9,0.049746275,0.073278345,0.05904218,0.06110016,0.012993484,0.025573619,0.035293475,0.01755637,0.022625575,0.05777502,0.01737466,0.007243885,0.026737854,0.010461455,0.01048114,0.0445178,0.015777761,0.016815253,0.011025315,0.009175979,0.005093764,0.014605412,0.10102125,0.01587651,0.36735174,0.080393255,0.05950326,0.039879862,0.06049455,0.024713147,0.0025304717,0.07919961,0.14385149,0.061850205,0.03102199,0.02057415,0.029798955,0.08863759,0.024088299,0.0074235573,0.10958262,0.04820852
