Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
10,0.020783747,0.009842879,0.058828764,0.03180286,0.009492483,0.024696343,0.019180952,0.014718056,0.004679825,0.011697175,0.021783303,0.102143064,0.021589449,0.042332627,0.07289339,0.066037856,0.04059074,0.12688318,0.12617716,0.13458517,0.25747257,0.07853959,0.029420039,0.07215965,0.16678654,0.17626987,0.15146044,0.08269164,0.028127776,0.10146445,0.038373508,0.039905936,0.029680893,0.10975047,0.09302018,0.032904435,0.030673645,0.012002931,0.05281411,0.11794465,0.1201426,0.09858109,0.014200713
11,0.0019609937,0.011334777,0.03406334,0.06443554,0.018431123,0.0021109395,0.32940355,0.08525945,0.13195425,0.08901484,0.07434392,0.053895094,0.012591371,0.114148356,0.27077234,0.15647545,0.21742722,0.36356556,0.10384917,0.055673197,0.019412503,0.029689806,0.08476714,0.06292874,0.08577383,0.08327383,0.053736415,0.019637529,0.03998904,0.020564744,0.021083765,0.0051581063,0.016734904,0.026486766,0.027747195,0.008791027,0.04908736,0.015674653,0.017062094,0.12107647,0.009735368,0.0068254396,0.021781942
12,0.041389063,0.046383664,0.03416303,0.036691483,0.012960985,0.030942801,0.013941597,0.016845565,0.0039462782,0.017617485,0.027671607,0.0054071,0.0105164945,0.013147313,0.019137528,0.23556647,0.098387115,0.0521195,0.07723111,0.0048930664,0.005190178,0.024961023,0.034960054,0.0367079,0.07134565,0.052658137,0.043349314,0.013583105,0.038819734,0.063526586,0.056129776,0.014636407,0.020355396,0.016213845,0.017544106,0.054645956,0.030212834,0.010829888,0.020891024,0.02419703,0.0046586045,0.035891954,0.015745288
13,0.032917812,0.04501516,0.017053045,0.019335143,0.002975317,0.036298655,0.09171354,0.06620383,0.06444111,0.0749108,0.041192107,0.037757784,0.009821095,0.046421435,0.055585224,0.028781278,0.013686591,0.0032142294,0.008886318,0.001953135,0.0067986287,0.1827016,0.0039826846,0.021737643,0.011300347,0.022457305,0.022464689,0.0070053767,0.023769688,0.034116223,0.053196922,0.01809312,0.061904114,0.033443347,0.012689978,0.021004913,0.08565919,0.024540585,0.008438502,0.012162949,0.006795231,0.028959677,0.03830022
14,0.03664685,0.0119929435,0.00687885,0.009952153,0.069884375,0.023014337,0.00701754,0.052258812,0.10509448,0.0039892336,0.022806145,0.018597735,0.0918994,0.0025238094,0.0029170462,0.028453209,0.014411526,0.0015835356,0.08110315,0.015960585,0.0042216396,0.017383255,0.013756496,0.019535061,0.015895631,0.027861467,0.01763223,0.008967653,0.011662681,0.010179024,0.023871817,0.057594445,0.014672723,0.0092945155,0.009719938,0.011085444,0.02742723,0.018179474,0.13266638,0.0056536207,0.022136083,0.0016875102,0.009465158
15,0.007549059,0.0136874365,0.04872886,0.0052875043,0.014403961,0.002011513,0.015311955,0.014202068,0.00635122,0.036510732,0.15511718,0.006462706,0.028989919,0.034751825,0.008250499,0.013900451,0.020234844,0.03349176,0.026654772,0.0042608995,0.007958436,0.012254633,0.006017497,0.032520734,0.036412977,0.0331408,0.038538612,0.019230122,0.0012432912,0.008816373,0.017233722,0.010874813,0.025924826,0.050497882,0.06389267,0.018280394,0.0048530255,0.0072612334,0.010754829,0.032682076,0.033729896,0.018851954,0.0009182426
16,0.010941629,0.0032745323,0.022362418,0.021565527,0.010798967,0.017870106,0.02595713,0.0019369379,0.035874188,0.009148434,0.034166224,0.031175027,0.03428238,0.024724716,0.010826016,0.00943038,0.036009237,0.022928875,0.016679898,0.013464434,0.0024918881,0.10360888,0.031388212,0.031789396,0.006341638,0.0045076595,0.010550222,0.058517575,0.010387052,0.0072842985,0.014849994,0.023730794,0.00087752147,0.05332406,0.09435795,0.019762127,0.020504598,0.0068462654,0.0063651795,0.011758172,0.0039572106,0.00070536125,0.009176124
17,0.014528225,0.00756038,0.0094000865,0.0033129165,0.0007128813,0.009122314,0.004488006,0.0032249424,0.016490715,0.0021379474,0.0008383088,0.024048686,0.0017644919,0.0028521256,0.003029676,0.09067682,0.025992775,0.025330769,0.020898722,0.01832178,0.006710088,0.0057855994,0.019260213,0.017180046,0.005963154,0.07904963,0.014054791,0.0026697987,0.0026667276,0.009155561,0.0037496996,0.044944014,0.022796176,0.024809843,0.03458165,0.014263338,0.0070843603,0.008795763,0.0012124999,0.004896094,0.011475616,0.0060847257,0.024377182
18,0.007409815,0.016457269,0.004252972,0.017513184,0.018113853,0.020956922,0.00393454,0.0036958274,0.0053037023,0.031447615,0.004552829,0.005379976,0.008507632,0.010126326,0.004056952,0.0008137184,0.0022353434,0.01280287,0.0038518556,0.008606195,0.012103731,0.011749661,0.021024138,0.016474005,0.007526444,0.0032026088,0.0067144427,0.049119305,0.13142836,0.0137981465,0.025746513,0.014683209,0.006610672,0.017730879,0.025571585,0.015749533,0.0070695463,0.0075105196,0.01327986,0.03371137,0.022791801,0.029556602,0.024048468
19,0.016440218,0.021917708,0.018899607,0.026394652,0.009187145,0.016701218,0.009777851,0.008642353,0.011576338,0.0053262557,0.0059261615,0.0144515,0.012488852,0.0020546773,0.005314638,0.014370567,0.0072438293,0.0028679683,0.0018273017,0.021168888,0.0043411637,0.01703636,0.02264489,0.007925575,0.004622542,0.0012050746,0.0058090575,0.018233877,0.014672013,0.0072451397,0.036108404,0.018116241,0.1153536,0.0057531893,0.005838066,0.0034333924,0.026356582,0.0109561235,0.005945726,0.007880915,0.006935848,0.0040388554,0.0053536296
20,0.013467428,0.027243618,0.03447334,0.00854284,0.0018829135,0.0059115035,0.0030681756,0.0045909774,0.002138884,0.013387794,0.0029428373,0.0013823037,0.007466101,0.0055923536,0.0022368853,0.005310034,0.005415501,0.0067862966,0.030196618,0.018887613,0.015455522,0.024207799,0.006683742,0.0027170684,0.005785607,0.019189682,0.0051357145,0.0023606762,0.022440527,0.014475734,0.0034951875,0.0016215091,0.00087842956,0.005680928,0.15681924,0.00073999824,0.0122597385,0.004388815,0.008269191,0.0006658921,0.0033037977,0.0017780734,0.042478997
21,0.005983319,0.0035039356,0.01688745,0.00279348,0.0012010661,0.004377542,0.004615103,0.002629299,0.0066106906,0.0012555115,0.022158751,0.00267289,0.0011446117,0.0017982023,0.1207593,0.005764237,0.009316151,0.004124903,0.0043612905,0.004987362,0.004046381,0.009430993,0.0022272887,0.0018218859,0.004017041,0.0047683427,0.022495512,0.0026433233,0.004861588,0.004664278,0.013298785,0.005308656,0.006241958,0.02072295,0.002656853,0.0013661545,0.0050058356,0.01132634,0.0055200597,0.003144452,0.0111581255,0.025023278,0.04745927
22,0.022261232,0.006650323,0.0054369885,0.024413995,0.062373836,0.038636018,0.0026913565,0.0029102813,0.015764866,0.014894983,0.038848814,0.022562928,0.012645499,0.0028074796,0.0058777174,0.020861257,0.013049299,0.0033403072,0.008165352,0.022663599,0.0033409242,0.07309701,0.009108096,0.013578727,0.03025156,0.011863548,0.0061739436,0.0028400898,0.024854956,0.03703718,0.038627554,0.019203778,0.003959926,0.0057892017,0.009195062,0.013087715,0.012076344,0.022255607,0.0028525675,0.005774077,0.0030676224,0.04131828,0.0034879537
23,0.023009848,0.013965673,0.011700353,0.0054213027,0.002482236,0.0018825501,0.0068980097,0.0043357103,0.0063156593,0.01683556,0.013340628,0.022356456,0.010383904,0.012602241,0.0024273687,0.0038280082,0.0038422726,0.0118894195,0.0055269236,0.0021857983,0.014325087,0.011742054,0.007595662,0.0069632633,0.01041124,0.0046609575,0.010714888,0.007993903,0.004291827,0.115285784,0.03769392,0.009803236,0.0065464196,0.008334377,0.006464357,0.0014970637,0.0048589236,0.0067999247,0.0024327494,0.0061478177,0.021183496,0.0028754398,0.019055909
24,0.007914098,0.0037955793,0.0041379784,0.009427672,0.0031335447,0.0006291774,0.0059363362,0.0008306039,0.002800796,0.002815347,0.0026470874,0.0026053016,0.041923888,0.0010711574,0.06818454,0.014781803,0.016540796,0.014003219,0.0043542,0.013058181,0.0096799955,0.012145936,0.004550273,0.008910118,0.0038271784,0.006039154,0.0011805238,0.0044556595,0.0076275943,0.002311136,0.0050697136,0.011837118,0.0043975925,0.001244304,0.007675983,0.0031913668,0.0040006195,0.026472816,0.001477406,0.005243083,0.0030003118,0.0047928444,0.0067457273
25,0.015729737,0.0130020995,0.014401869,0.0090862345,0.033653837,0.0008295056,0.008408098,0.02292278,0.025777765,0.019283023,0.017101925,0.009754916,0.0052365446,0.009927063,0.02674216,0.015597138,0.020494264,0.00648073,0.02967585,0.018891457,0.02598008,0.014512124,0.021296903,0.0069084866,0.007740383,0.0029625725,0.018789165,0.029109955,0.029889064,0.019244954,0.013476742,0.0109086605,0.0028319708,0.004901151,0.10230235,0.038266763,0.030616354,0.031071818,0.028640814,0.0125054065,0.003919518,0.0008791243,0.038099416
26,0.048575975,0.04768358,0.03893824,0.07051663,0.02316371,0.009476898,0.009065718,0.002343478,0.0003898968,0.0048400955,0.028014023,0.00042548167,0.00039703547,0.0069829617,0.0040358026,0.011532497,0.08435408,0.003949064,0.0058494755,0.00255065,0.012859661,0.021619765,0.015889456,0.0089999195,0.013526929,0.0068039834,0.0051161745,0.008155752,0.012384153,0.0074900393,0.010055802,0.0046794424,0.01647007,0.009742916,0.0030058953,0.004450707,0.001000392,0.0107993055,0.023729058,0.0072794203,0.015249345,0.0098219775,0.007762596
27,0.0020072847,0.014941095,0.01978111,0.0043402775,0.011589305,0.016271444,0.0018969567,0.0043257046,0.003833607,0.013747532,0.0070483927,0.007447141,0.0068499814,0.008493373,0.016980056,0.003990277,0.0064953794,0.0020409727,0.0040545426,0.00081527466,0.007642513,0.013480034,0.01814108,0.009782151,0.00526324,0.009891415,0.0034172344,0.10867601,0.007479456,0.003851382,0.00066189177,0.0033273902,0.0030091929,0.0053152726,0.0070594484,0.0004806232,0.0044850637,0.002186098,0.017277502,0.009409875,0.022178326,0.0058219824,0.006134143
28,0.011310193,0.0089995805,0.01157213,0.0112414155,0.014002768,0.005201184,0.0036423556,0.013914004,0.0092774695,0.023415208,0.03239937,0.013775708,0.0077940635,0.00021919276,0.007077187,0.014653947,0.007687147,0.008854471,0.0016161333,0.0009965406,0.009198094,0.008193414,0.014588399,0.0022245576,0.00061716966,0.0031648404,0.0015536665,0.030725569,0.0073187957,0.0048155813,0.009276929,0.0063337735,0.007601629,0.0039130184,0.0036380002,0.0011467709,0.009627132,0.004409368,0.0017610628,0.0010157262,0.0033591688,0.10569474,0.00437883
29,0.0058332216,0.011483266,0.0036457675,0.005046554,0.0128748,0.0031759227,0.00019471308,0.008744476,0.003501888,0.0054761525,0.0038646157,0.0046421154,0.004623996,0.0030407303,0.007531938,0.004815328,0.006366823,0.0045865853,0.0030426213,0.007904019,0.0036481125,0.0018121691,0.01489063,0.06435858,0.0071587153,0.017485648,0.012985584,0.016921323,0.0050259656,0.006221533,0.0016099163,0.0015862015,0.018753173,0.010598199,0.016548611,0.007948752,0.0025753388,0.005476104,0.0038526985,0.024186531,0.0075766128,0.011154914,0.022232404
