Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
11,0.12382537,0.009393204,0.012910988,0.045412384,0.06510753,0.038985748,0.03125907,0.032341093,0.04047882,0.035008296,0.017542958,0.2253046,0.027030844,0.059894517,0.032352895,0.041641984,0.014014867,0.026203427,0.030062392,0.013611024,0.00201964,0.080089904,0.054319534,0.06178824,0.11754872,0.049526654,0.11667548,0.095591806
12,0.017895695,0.044863738,0.019661708,0.015562687,0.030555725,0.034599278,0.053908724,0.01711871,0.0071253795,0.11909789,0.045251764,0.041938163,0.06933698,0.0587644,0.069374405,0.03578814,0.07267824,0.0378898,0.022839028,0.00880498,0.031905763,0.045820974,0.05486596,0.024254639,0.13863969,0.14090022,0.3284633,0.24848108
13,0.0673659,0.04025343,0.011056505,0.02326304,0.04769959,0.22807948,0.2401616,0.051341597,0.15865102,0.037165448,0.030390706,0.08342479,0.0819515,0.13636339,0.10101892,0.062391885,0.037676685,0.046914473,0.048636626,0.044712592,0.12548858,0.28163534,0.17070405,0.24018848,0.2143735,0.054442275,0.090247914,0.04122129
14,0.06719689,0.1123209,0.17466834,0.10092305,0.053277276,0.0057325764,0.008876826,0.045205183,0.0035039634,0.1433542,0.025612175,0.005944514,0.021797832,0.0033263771,0.032831013,0.028696256,0.02596016,0.088559344,0.015995016,0.03477021,0.025163073,0.022808857,0.020570964,0.04919691,0.054078378,0.017087812,0.007951031,0.002943937
15,0.018336754,0.0054636975,0.05264766,0.004952434,0.019398872,0.0038542375,0.0077896207,0.0024974127,0.0028132158,0.062840015,0.03630939,0.04068311,0.023992527,0.010946356,0.002415669,0.043367866,0.047887646,0.012199422,0.00537009,0.004022393,0.013166634,0.014874649,0.0020869218,0.058049902,0.02885025,0.057585716,0.012585169,0.05441608
16,0.021655776,0.02259776,0.029073594,0.04627979,0.019054757,0.026455702,0.02266887,0.037989818,0.032449182,0.028529158,0.024130482,0.034665473,0.030307993,0.029406846,0.15024143,0.06312265,0.10905866,0.011744106,0.027803577,0.023507893,0.041316018,0.09595004,0.04060494,0.09790998,0.03558487,0.010217782,0.05154661,0.061066564
17,0.13284615,0.11967854,0.0722851,0.08225267,0.033709615,0.018603405,0.013439909,0.12280531,0.05878794,0.019360665,0.02430097,0.031272788,0.010025484,0.08884129,0.06561808,0.023830626,0.01878824,0.008778507,0.014766507,0.003887861,0.022055957,0.004577673,0.031390317,0.040961206,0.009966279,0.007320342,0.018415751,0.081096604
18,0.011680934,0.035640292,0.022815885,0.036278833,0.015999772,0.02724675,0.04966468,0.015526645,0.0068921214,0.0071926266,0.0058590304,0.003710622,0.022041123,0.0035285307,0.033186696,0.02300566,0.018338665,0.023802323,0.00983551,0.020636167,0.03425762,0.024839377,0.021955006,0.0047474643,0.01440407,0.032210782,0.010846112,0.008288427
19,0.0051933094,0.009908536,0.022779552,0.031018954,0.0022268808,0.004597649,0.007847518,0.010832384,0.0052750837,0.016264074,0.0062498203,0.01155149,0.008123706,0.002251276,0.029736768,0.040236086,0.021510761,0.025837578,0.015555164,0.02297238,0.006927736,0.009970782,0.0024098807,0.010534413,0.010914344,0.0073210276,0.010691665,0.007490846
20,0.02657863,0.005040982,0.0022878216,0.0026584056,0.047677636,0.01703694,0.018934894,0.018523086,0.0038204815,0.0112037305,0.012568534,0.032099992,0.007128752,0.0059356447,0.012232419,0.01926378,0.00045163557,0.009279005,0.03103432,0.0057221837,0.0016260364,0.024755463,0.005527784,0.036439244,0.011254434,0.11644098,0.04787978,0.03230246
21,0.009434475,0.05214656,0.025592385,0.03166201,0.0049853246,0.008053038,0.0066554016,0.004578599,0.019009573,0.009680101,0.050750833,0.0137136495,0.0011691111,0.019446623,0.010185007,0.005360638,0.024032699,0.003449571,0.0043829363,0.011658422,0.015389891,0.00044822454,0.007159095,0.02082219,0.03441167,0.03169356,0.006307371,0.009365027
22,0.014462681,0.009562809,0.010329969,0.0039768815,0.012600223,0.012168767,0.009604707,0.002971651,0.0019061365,0.027579105,0.031168174,0.00074703,0.012470781,0.0031994928,0.005019482,0.0048877513,0.006605071,0.022764271,0.006989478,0.03287099,0.0006526107,0.0046374584,0.025430508,0.048327073,0.03190113,0.033791304,0.01907526,0.032866936
23,0.05972749,0.022739196,0.113340005,0.0143349,0.039208554,0.010082446,0.018669285,0.016415954,0.030594166,0.05227554,0.020874605,0.007142176,0.020207137,0.008344712,0.013051016,0.02394106,0.02909662,0.0062256767,0.036576025,0.0024080414,0.02926822,0.0070054475,0.005180723,0.010667234,0.02964099,0.008427158,0.01095159,0.010865006
24,0.017327633,0.022856498,0.025714105,0.007170061,0.011275893,0.0058411453,0.018127909,0.015800867,0.03104747,0.0053519513,0.020702291,0.018536609,0.0073252423,0.014634696,0.011725698,0.020911578,0.0044693276,0.005254208,0.014936084,0.007850324,0.009975882,0.013543023,0.0060297325,0.005446773,0.008910777,0.021187015,0.011565752,0.0060206424
25,0.0043398943,0.017401082,0.0033951374,0.024032395,0.019131549,0.0010734724,0.004988814,0.003797344,0.0021494685,0.010483699,0.0030892706,0.0035668062,0.014522954,0.0023289227,0.0025625187,0.005290786,0.006524012,0.015965158,0.004171968,0.0073914793,0.009698121,0.008269412,0.0128193535,0.008316483,0.0034618366,0.021624815,0.013050075,0.004508569
26,0.0117974095,0.0034491327,0.007863073,0.012747118,0.0137758795,0.0017861496,0.0043154852,0.007673137,0.0014218341,0.005441399,0.0066418042,0.0008112318,0.0055424203,0.006693902,0.0043544387,0.0023078315,0.0035812878,0.009208413,0.0070484905,0.0040633054,0.010098701,0.015021647,0.0054337215,0.015427332,0.025604008,0.0098977955,0.004282837,0.0065786843
27,0.020618182,0.02708358,0.013217488,0.00649858,0.009780592,0.008913523,0.020328278,0.0061592585,0.0041964753,0.0029092259,0.012240629,0.007571223,0.0047138417,0.02038832,0.010711247,0.001188339,0.013648454,0.015810043,0.0019514953,0.0053280895,0.0068825036,0.0101790875,0.015502207,0.0041446127,0.00811733,0.015841244,0.019458653,0.010682754
28,0.0059511606,0.008658349,0.0208885,0.028865665,0.031295404,0.038823273,0.023170955,0.0024760845,0.0023823748,0.018653125,0.021951258,0.035252474,0.031341624,0.028588064,0.001482873,0.0072581978,0.007241565,0.0036784038,0.0052059563,0.014031678,0.024946611,0.0018622797,0.008659127,0.03248777,0.033509597,0.0037511764,0.007402265,0.022221146
29,0.015437039,0.017587222,0.018675165,0.0011430082,0.005920922,0.0016934774,0.020950926,0.001941732,0.022559639,0.00902845,0.0042671394,0.0019394355,0.0048194956,0.01099715,0.010047292,0.003537657,0.001748444,0.007585413,0.007084886,0.008895267,0.0014916849,0.0044237766,0.013581999,0.01017118,0.0035275777,0.016642133,0.009587015,0.00647373
