Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
10,0.055247847,0.09300811,0.029681602,0.056735586,0.033314817,0.05849816,0.0795853,0.019072281,0.050807662,0.114130646,0.05947714,0.0439388,0.027364245,0.02008702,0.023088396,0.022434141,0.036477648,0.04611377,0.02127923,0.009697987,0.0016715063,0.04713822,0.03896298,0.08262268,0.039297786,0.022825139,0.016811669,0.064851,0.038782448,0.061992846,0.022473298,0.0057130065,0.024138996,0.041387476,0.05927819,0.064707644,0.017239077,0.041834988,0.090232074,0.12710765,0.037195455,0.040922515,0.01703222,0.08972767,0.09771791,0.050990842,0.01712549,0.039999325,0.03726105,0.05090955,0.007597595,0.112794004,0.058171384,0.08122118,0.030828804,0.0059465608,0.14291936,0.05639282
11,0.020345073,0.03282191,0.028954616,0.088798076,0.047714073,0.028422989,0.05931229,0.019656418,0.019485474,0.026850026,0.020849826,0.017771289,0.028776478,0.037564024,0.0154694095,0.0022938575,0.032670517,0.07971342,0.044320688,0.03877686,0.058585998,0.010738008,0.01586114,0.034612596,0.055990174,0.009134455,0.014011219,0.06314528,0.03247187,0.07478661,0.033086143,0.040644262,0.069822386,0.013408315,0.016594306,0.025824975,0.026895711,0.02814737,0.06728562,0.02362601,0.06018785,0.037230123,0.014042795,0.013204614,0.059503034,0.008765973,0.011962559,0.028548265,0.02447952,0.04018501,0.05358488,0.12097862,0.04628945,0.0077742385,0.05738596,0.028899405,0.11130975,0.14147033
12,0.0681553,0.060241524,0.11217828,0.047814503,0.07618512,0.011362113,0.0059695104,0.07093505,0.007585749,0.01110253,0.018490445,0.009062635,0.020639114,0.077764854,0.012752899,0.03725106,0.1271363,0.0283444,0.041610382,0.021569725,0.03621643,0.040373,0.0656668,0.07848811,0.0056837345,0.11306128,0.03093039,0.07501342,0.025943238,0.06495711,0.02109994,0.024683664,0.1218313,0.12667064,0.10889202,0.07713722,0.041916825,0.03418556,0.053323988,0.033555537,0.06420988,0.032010876,0.15632877,0.18247974,0.004030276,0.021646714,0.039276205,0.05668912,0.029445684,0.025500756,0.006218493,0.015681019,0.007619895,0.008476073,0.037760388,0.06706417,0.041364536,0.00082230906
13,0.02062414,0.011043943,0.005805482,0.016817534,0.07004747,0.0348991,0.023745935,0.0071755825,0.016768146,0.017749991,0.018490765,0.008461617,0.012516379,0.03500587,0.05590182,0.051158365,0.032144934,0.0056614717,0.026312564,0.07503699,0.0204828,0.11404334,0.050434034,0.028849442,0.06652858,0.0179367,0.028671345,0.0037081428,0.028751435,0.014281036,0.0066497587,0.04486545,0.045438077,0.016597932,0.011012996,0.035386197,0.015565788,0.0043260637,0.02380171,0.049991287,0.037566997,0.046433978,0.024475008,0.0027594403,0.05495507,0.0523591,0.13031855,0.06150531,0.06292398,0.021606935,0.035920188,0.03391067,0.013558259,0.021333795,0.044490136,0.10804924,0.05652032,0.00056962774
14,0.024073381,0.10020237,0.043229364,0.06259936,0.008557129,0.046629068,0.0047167917,0.038090516,0.017639011,0.037185803,0.03315547,0.03851084,0.0105408495,0.04495443,0.011292303,0.015034927,0.030427545,0.026818762,0.016435914,0.005146363,0.02563348,0.017823035,0.03355737,0.02059652,0.05159077,0.030616779,0.09487901,0.10658586,0.010357991,0.0054883794,0.022407044,0.07924517,0.041596647,0.09809022,0.04904352,0.02480091,0.02577028,0.003018097,0.0113507705,0.023701442,0.01171608,0.013935305,0.030585611,0.012968385,0.010151939,0.016765019,0.0022212847,0.029990293,0.008708298,0.0066319383,0.05136741,0.009053601,0.09474101,0.012482645,0.0004962091,0.02615625,0.01325289,0.009345092
15,0.0145869395,0.006139355,0.013096593,0.0033718497,0.0135963345,0.007537666,0.034990802,0.029274099,0.009053616,0.01323366,0.015804742,0.024759186,0.009748368,0.0033929711,0.02259497,0.008213465,0.03767191,0.018199127,0.025319709,0.005898237,0.0053589493,0.08327903,0.103566565,0.048777744,0.04564667,0.06151956,0.009560842,0.03572213,0.0037956154,0.01221437,0.055086475,0.030661784,0.009458628,0.092470475,0.016457636,0.05478413,0.01783723,0.0029657877,0.022668751,0.051057715,0.00416632,0.011774704,0.05818736,0.029313399,0.0389918,0.027439695,0.036965296,0.016556296,0.009359945,0.023990203,0.023185741,0.021066336,0.013348032,0.02413114,0.010909359,0.02828145,0.018061947,0.09912274
16,0.014607798,0.012373072,0.009606149,0.022183852,0.033531025,0.021006383,0.020637855,0.058200695,0.057905287,0.008586796,0.011100723,0.08300078,0.009247316,0.08453947,0.01356262,0.015491196,0.015696157,0.008153832,0.013896094,0.03670292,0.057371724,0.034988794,0.046381675,0.00918742,0.009765331,0.02571505,0.037395433,0.008385166,0.023882408,0.07729051,0.020776553,0.00088731316,0.10521697,0.02604603,0.0016775812,0.012782697,0.022726808,0.022987176,0.0053840736,0.008830109,0.021920096,0.0041791117,0.012109704,0.0049576596,0.038904067,0.030969724,0.014327528,0.0078007253,0.016820831,0.017940795,0.029030144,0.0047386936,0.02991682,0.022565845,0.01490272,0.048442345,0.021152316,0.011319586
17,0.007565569,0.008438232,0.022868764,0.014646155,0.008922463,0.009683698,0.009162148,0.020962907,0.01520222,0.016051577,0.00511284,0.008274429,0.037129506,0.053096913,0.0010437063,0.021237489,0.0048956294,0.01366215,0.0046453318,0.017426407,0.021791749,0.0075305966,0.012193929,0.023099374,0.042481985,0.020448677,0.016225204,0.0044486895,0.007844062,0.010547665,0.03677355,0.006537457,0.0063983663,0.14188853,0.03375673,0.02224389,0.004378712,0.024636913,0.006148405,0.007896566,0.004694775,0.0125793675,0.007676747,0.05526795,0.11538495,0.01633954,0.012130711,0.006378857,0.012777408,0.010549707,0.024082296,0.013523488,0.0115540065,0.013292333,0.013276458,0.0074592982,0.0069534415,0.011586446
18,0.0042836545,0.0016294082,0.016472032,0.0076558553,0.0032420764,0.013177957,0.016476702,0.0022354918,0.028062925,0.01980784,0.027464656,0.0027350797,0.02190835,0.0078074923,0.042329878,0.011427029,0.010586489,0.03936971,0.023019213,0.004384746,0.056598984,0.0957757,0.11789156,0.08425111,0.053664878,0.09076503,0.04429786,0.0016148917,0.008560192,0.025266476,0.010375915,0.0016904033,0.03277802,0.0025012516,0.0348335,0.0229724,0.014673546,0.034514584,0.015156205,0.031972352,0.1232797,0.0064528743,0.0090396665,0.07853189,0.026129656,0.029987317,0.031792,0.036537655,0.020403968,0.01716746,0.0100815585,0.00878081,0.005353348,0.011575736,0.0018852386,0.008172991,0.0078093447,0.012245967
19,0.00356818,0.025455754,0.01593726,0.0036167898,0.007957234,0.014568474,0.0042766836,0.011389493,0.04550621,0.03561218,0.012544446,0.0147469845,0.0019788484,0.030123783,0.024310319,0.045829214,0.043855306,0.032633282,0.008701517,0.014571253,0.0025453765,0.010059153,0.008917769,0.06516718,0.023389306,0.019363504,0.014824176,0.007353005,0.041610308,0.1272122,0.015929738,0.011879571,0.0033827876,0.010274833,0.018105816,0.008655828,0.0014751299,0.0048713083,0.003487735,0.0017487099,0.0033763722,0.00048838434,0.0031728027,0.0037543946,0.003964174,0.0049683116,0.013790215,0.026580043,0.025215968,0.0067179212,0.0042939303,0.0059402823,0.01950024,0.0042348485,0.006261034,0.008139074,0.0054700626,0.0035155294
20,0.0038354732,0.0025682144,0.011695486,0.0073957723,0.0030405624,0.0677305,0.012949238,0.0071179112,0.0068373336,0.01237511,0.009610409,0.026174732,0.012228262,0.00876933,0.0036625746,0.029699236,0.0049372376,0.012088993,0.002792552,0.007539049,0.00946348,0.038788375,0.025323642,0.047280114,0.024317976,0.014386335,0.01644718,0.016826164,0.022016399,0.008599821,0.004049698,0.003505226,0.09029787,0.0037630291,0.021385735,0.004528391,0.0056283986,0.0055508157,0.0110125495,0.019978289,0.023284469,0.020425273,0.011061193,0.065524496,0.02278508,0.028170552,0.017254189,0.0037099996,0.0126081575,0.021351133,0.05757461,0.06328312,0.005732315,0.017727995,0.013410865,0.0067058024,0.005473759,0.044134747
21,0.011937593,0.0055263382,0.027106453,0.059522435,0.0059182053,0.015044921,0.008100722,0.01934613,0.02575803,0.027350169,0.006996336,0.006378661,0.01569108,0.004390308,0.008356459,0.00691198,0.012813604,0.013548152,0.020065555,0.020227987,0.0017143675,0.014798469,0.04414653,0.009247701,0.016117174,0.008929208,0.007881429,0.0067270743,0.009872042,0.023219852,0.0042610313,0.0019542908,0.008236869,0.015230792,0.019151017,0.010312941,0.02738717,0.027139725,0.0014029419,0.01458847,0.02579458,0.016708009,0.005096758,0.016968424,0.014388451,0.018741913,0.032828372,0.035136025,0.016581267,0.011516007,0.0023001498,0.002120635,0.0067092637,0.04921156,0.01348039,0.05933042,0.017413521,0.014088666
22,0.0140172765,0.0032092808,0.011344777,0.017414853,0.0040237796,0.011998669,0.009666301,0.01979213,0.007411073,0.012464172,0.012228654,0.0045468556,0.0071556256,0.008708632,0.015705733,0.0205522,0.0059670242,0.0019982355,0.0042854575,0.008946052,0.021240335,0.023018703,0.011556802,0.02239848,0.0030868482,0.0029305706,0.03749396,0.0037411149,0.026475241,0.012155968,0.079882845,0.020844117,0.0010801983,0.013222338,0.0030769797,0.012744849,0.0067196735,0.019414226,0.013551781,0.0019683656,0.02003551,7.928593e-05,0.0095017655,0.0023856284,0.027162977,0.004528338,0.004764364,0.0025204471,0.010712288,0.003985786,0.0031211348,0.004476708,0.01351821,0.003964104,0.0041389493,0.005204569,0.006640604,0.02685719
23,0.0050353063,0.0053163893,0.003922861,0.04341989,0.08048738,0.023863614,0.062601306,0.012340609,0.012293891,0.02730922,0.0059953877,0.00580004,0.0056693144,0.0075572897,0.017385105,0.082236156,0.01175124,0.022705197,0.022355296,0.024807591,0.022351546,0.015175398,0.015806163,0.01061558,0.003003948,0.021974763,0.011669284,0.044514187,0.010104765,0.011332609,0.010730322,0.019717805,0.006602562,0.0071516023,0.005402141,0.00494198,0.026500687,0.015873987,0.027713964,0.005189066,0.0011916233,0.008532785,0.007958307,0.009206596,0.0046403073,0.0018983567,0.00075257994,0.0051269718,0.0060111694,0.042649902,0.03028012,0.011156614,0.0068660025,0.049465433,0.003821815,0.0034869888,0.009941447,0.05690415
24,0.014877015,0.010493258,0.01937244,0.00073860696,0.0076906923,0.005156861,0.007711812,0.0025059506,0.00951859,0.016426684,0.007234387,0.017814683,0.010747272,0.0070560477,0.024686415,0.017814923,0.020609107,0.0051189973,0.0029800192,0.007636702,0.0064232987,0.004651023,0.0056650117,0.029993948,0.012661617,0.0037080012,0.0059938175,0.01723066,0.014441069,0.0062669013,0.006814924,0.016636685,0.00069335854,0.0019139692,0.004279514,0.042664252,0.008873241,0.009131304,0.00800132,0.006627461,0.011559669,0.010045288,0.0041578133,0.026628524,0.037652552,0.017671563,0.015990667,0.012235258,0.0057393783,0.013800742,0.0036848749,0.07853733,0.010107627,0.03238471,0.0050135436,0.0030343442,0.008395324,0.0037287818
25,0.007602999,0.040802717,0.059164643,0.04551829,0.047106832,0.022566218,0.011960966,0.0014342779,0.008842649,0.0027566715,0.0067065223,0.020398807,0.032500416,0.0072337305,0.002262711,0.0075370334,0.0137655195,0.030037882,0.049820855,0.026897904,0.01868625,0.005175487,0.005931609,0.0075714327,0.0028525577,0.010456725,0.0036171852,0.0053281067,0.013291189,0.0054772315,0.018347614,0.012686127,0.008800201,0.01130135,0.0052890046,0.008252792,0.018892745,0.0013675981,0.0040005147,0.0030602394,0.0031985508,0.017728606,0.0038954476,0.008493036,0.020703781,0.008157322,0.014500866,0.017918553,0.002357965,0.0011779814,0.0011614733,0.0032332367,0.0033142506,0.0048266063,0.0053041973,0.07460179,0.017661836,0.000611736
26,0.00502771,0.016572332,0.0028319466,0.0020363335,0.0029835165,0.008927821,0.0026675353,0.0011442179,0.0009645259,0.0024188245,0.0039879913,0.008032259,0.007974999,0.0069703343,0.041360516,0.010703628,0.0053256713,0.005649298,0.012423567,0.0116991475,0.004641129,0.0027676786,0.007345263,0.0115068,0.0028169833,0.017734269,0.005904115,0.005270628,0.011452055,0.00072684465,0.00414012,0.0050570606,0.00067375926,0.0014874601,0.0031992479,0.023088563,0.0058007436,0.010450922,0.004656791,0.006741379,0.051782835,0.0061239335,0.0034661193,0.0007818232,0.012619768,0.008914273,0.0090905735,0.0028863782,0.007706376,0.025042837,0.0017966672,0.0045758197,0.00072263717,0.011758508,0.0022287366,0.0153009035,0.0014726161,0.0011636299
27,0.0028532597,0.0036450722,0.0032540483,0.003011954,0.0034525741,0.0016170572,0.0023831688,0.006175481,0.0050926274,0.0052985908,0.002340082,0.0025479402,0.0020821155,0.010857704,0.0011081162,0.0022215834,0.013229465,0.0029813882,0.01223533,0.026642907,0.013499241,0.030615732,0.04853609,0.01882761,0.008514568,0.0048307176,0.0023568515,0.0016420393,0.0029360482,0.0102944905,0.008804223,0.0004091216,0.0036089113,0.008892838,0.0029511717,0.002203969,0.0068052383,0.0032196003,0.00795337,0.00038530293,0.0053108735,0.001272466,0.0039470657,0.01626379,0.0010249108,0.008804357,0.0019560826,0.0018955464,0.060988445,0.010128688,0.008533399,0.02214007,0.013270034,0.0016436086,0.007322005,0.005447101,0.0038100318,0.0005899451
28,0.00073497626,0.004471221,0.0024475115,0.0012197109,0.0031597803,0.006050246,0.00051689683,0.003223306,0.0012070318,0.0044578807,0.003977131,0.005496002,0.0010427324,0.002138715,0.014199527,0.0073819766,0.008209709,0.002610327,0.008371825,0.0015908054,0.004006351,0.003160717,0.014798346,0.031972732,0.0042083566,0.015189733,0.0017795762,0.004754372,0.0026967668,0.0048290035,0.0018715897,0.0060307635,0.002625118,0.011553166,0.006693014,0.0020743187,0.007273434,0.002233,0.0009981607,0.018583935,0.0020742132,0.002684648,0.00028013284,0.0015894751,0.001962406,0.0047738613,0.0016029889,0.000502078,0.0012534308,0.0026259501,0.06709504,0.0056611393,0.0061078453,0.0031391412,0.002736906,0.004590997,0.009659255,0.0039546457
29,0.0057336935,0.00075873954,0.0032330533,0.044669375,0.0113618225,0.004438958,0.0040611313,0.0011305048,0.00082136586,0.028097825,0.00900344,0.037035137,0.017930206,0.018287715,0.016321266,0.005027357,0.0028942735,0.007567814,0.016368283,0.0107454825,0.017677639,0.0073378556,0.0010216918,0.0007909894,0.0058219517,0.007854097,0.010508114,0.0023760782,0.0017206388,0.0016427537,0.005860497,0.0016773174,0.0011663755,0.0015568277,0.0017296793,0.01698964,0.0062390603,0.00097323884,0.0023602878,0.010713657,0.0041116835,0.010652634,0.00786788,0.0012347074,0.013009855,0.0070107765,0.017189473,0.004883174,0.006813256,0.0038405173,0.0026612321,0.002654823,0.0071443887,0.001874546,0.0024243365,0.012018679,0.007358591,0.00103303
