Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0,0.1793293,0.25929126,0.14027125,0.014997056,0.5894859,0.20241404,0.0636985,0.07631871,0.5310548,0.6209744,0.23089214,0.09650247,0.7811191,0.7407225,0.3038613,0.3111351,0.17771061,0.26967952,0.5732446,0.25145334,0.296399,0.28434902,0.13719094,0.34729525,0.23017575,0.09522976,0.17271483,0.066864036,0.05120581,0.45083138,0.07166572,0.4233626,0.5764571,0.28613973,0.07172206,0.1349638,0.15956953,0.12299575,0.29421496,0.1744379,0.3154437,0.04691489
1,0.20091817,0.28035483,0.16902158,0.043839324,0.014369488,0.24575117,0.012065085,0.2897176,0.111404166,0.17010419,0.1168074,0.037647128,0.32913765,0.16692756,0.36193523,0.29577297,0.06562174,0.44567806,0.039471924,0.032815278,0.17484036,0.11042842,0.25434628,0.03065714,0.4459615,0.2528517,0.16422236,0.041814893,0.19975148,0.005294563,0.12658747,0.18173769,0.016321354,0.18510957,0.3584534,0.01202152,0.16860175,0.35625565,0.38009372,0.0019704804,0.1519256,0.024702622
2,0.24480328,0.10060764,0.018161822,0.24009708,0.31757703,0.05326033,0.13035744,0.1450364,0.36917213,0.17924424,0.11758854,0.24904992,0.031656593,0.09677953,0.067669906,0.11412516,0.03320183,0.089114144,0.01916464,0.015391814,0.47354048,0.059843186,0.0068937344,0.047925472,0.020022515,0.102508575,0.12934306,0.31227258,0.123993464,0.34949255,0.3177683,0.25835088,0.17261213,0.026115716,0.02152484,0.0076795765,0.22225028,0.039409377,0.21305189,0.11061287,0.012612706,0.0105072195
3,0.04102406,0.016802551,0.0454599,0.026118604,0.04347278,0.24914996,0.11925122,0.061661974,0.056622438,0.007682654,0.012328276,0.010336228,0.17001276,0.32716084,0.0080866115,0.029503943,0.21588445,0.120149076,0.3713053,0.086560585,0.23751575,0.17352715,0.02968119,0.17347819,0.2107611,0.035092555,0.07950848,0.51291883,0.04229299,0.0662408,0.31883058,0.0456319,0.06917185,0.22193782,0.21622223,0.067401335,0.26776233,0.03219773,0.13687658,0.13045205,0.039635956,0.056207668
4,0.033934653,0.06362889,0.083582535,0.044801574,0.022033716,0.08849731,0.030373193,0.36210632,0.19162853,0.1947374,0.10408293,0.0012782068,0.0047001936,0.09746621,0.39957434,0.09302188,0.03696311,0.11886945,0.011348121,0.13365863,0.022673208,0.026411127,0.077471234,0.06313639,0.11530191,0.11571108,0.023940923,0.11449456,0.20426348,0.04767052,0.07826827,0.1839675,0.038875695,0.080020115,0.2545207,0.017341854,0.029928027,0.06153869,0.12748678,0.1493609,0.052304003,0.009504202
5,0.039472193,0.08972789,0.023482133,0.11709373,0.02478409,0.20437159,0.1384838,0.025180839,0.12953728,0.07986449,0.02284057,0.003285953,0.07148476,0.25676873,0.03509716,0.052649435,0.032463495,0.08325809,0.31514618,0.04857658,0.08338053,0.1642115,0.021949613,0.08342086,0.027982488,0.104795896,0.11926061,0.07590017,0.015159505,0.20488094,0.0063266903,0.060513914,0.01708608,0.010657052,0.24473192,0.015323876,0.028366793,0.07098516,0.038917854,0.12093438,0.09274104,0.017743815
6,0.0072810273,0.012169091,0.008249746,0.051287428,0.15487814,0.08583477,0.071244955,0.045355972,0.028452452,0.03084622,0.11553812,0.09104222,0.18278828,0.08152072,0.11878302,0.069239676,0.03720001,0.05255405,0.057589054,0.07533471,0.061299935,0.020769658,0.03971358,0.04394846,0.07429497,0.05967021,0.021680601,0.0065989527,0.4784914,0.024906352,0.00848189,0.07003495,0.021692581,0.061418142,0.01600734,0.0809679,0.023458011,0.008340578,0.029540628,0.13966036,0.050678324,0.16670759
7,0.15582204,0.028751021,0.018772189,0.025960363,0.18525848,0.21376371,0.07649019,0.08682352,0.032151464,0.0071678106,0.02539983,0.014339923,0.055985585,0.10813888,0.01454466,0.022346372,0.017625185,0.014042588,0.20497382,0.07477869,0.03399742,0.05815929,0.014978571,0.13770431,0.053981576,0.024198126,0.07174689,0.057026587,0.026276518,0.0032343713,0.10758692,0.04834705,0.10749228,0.097154364,0.02439519,0.0857409,0.03351546,0.011003777,0.0654867,0.14111638,0.01750275,0.026097866
8,0.007681333,0.012146615,0.0012843648,0.028832532,0.019697623,0.028583732,0.016285226,0.014438875,0.049070437,0.012508213,0.029525008,0.07654197,0.1163783,0.004124307,0.057990745,0.017815642,0.043722246,0.09251882,0.18809259,0.09336424,0.031417552,0.004546212,0.008086615,0.009431161,0.06969875,0.098170795,0.09713882,0.028279018,0.015566676,0.038097706,0.05035767,0.33768505,0.014278988,0.14110903,0.043631226,0.07655798,0.0073105274,0.018777784,0.026655728,0.052916966,0.15593322,0.08390511
9,0.08152193,0.5015364,0.051360074,0.13142183,0.051654283,0.0041637598,0.11856076,0.11444904,0.022984214,0.066581294,0.054797303,0.009274706,0.0048523233,0.028199373,0.15163888,0.045449547,0.09613207,0.03809794,0.02463364,0.06603336,0.1084079,0.0500144,0.017470263,0.03933681,0.07119979,0.0045299144,0.07723437,0.024842335,0.01587474,0.03783414,0.019297129,0.020629466,0.10557115,0.12686315,0.072688155,0.03461998,0.06197472,0.018597288,0.026341477,0.12788594,0.100424394,0.052048367
