Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
10,0.031015009,0.08630386,0.22535446,0.1174416,0.020135194,0.020621385,0.10223551,0.11028932,0.06590362,0.11196647,0.014569049,0.09079061,0.101111,0.21992254,0.17481247,0.22049358,0.06602694,0.029734373,0.040988255,0.057931963,0.016991176,0.08292884,0.016907562,0.033930764,0.0109500615,0.053811766,0.04496401,0.10924834,0.00071381655,0.018723764,0.016053032,0.0054945047,0.0075281807,0.08445094,0.08709896,0.076423064,0.043213367,0.0534942,0.089579895,0.21509972,0.070337065,0.047593027,0.0785328,0.044013675,0.10673825,0.035335407,0.025504522,0.004330425
11,0.03528699,0.06671403,0.0041911504,0.008217985,0.05528797,0.0053540966,0.0076539824,0.024477793,0.008203689,0.2869918,0.0071588513,0.03846965,0.08011164,0.012305063,0.048240416,0.021870581,0.012168897,0.0071221236,0.09803067,0.027942715,0.014809402,0.010155275,0.059213404,0.015218278,0.0407503,0.0066719307,0.025175931,0.07022432,0.058035962,0.11963004,0.07385836,0.024658037,0.11488278,0.103921734,0.23522311,0.092562914,0.17348452,0.047673076,0.03216704,0.042440824,0.0680868,0.09111214,0.1470061,0.08537144,0.045385733,0.0157573,0.0059349923,0.0012840421
12,0.024089724,0.004838356,0.015551572,0.21000652,0.022643138,0.013693217,0.00520819,0.018613027,0.0044762543,0.017998649,0.009637462,0.024825232,0.015566573,0.052924052,0.0208668,0.01739485,0.037205413,0.055726305,0.047321767,0.050149195,0.02042034,0.022856966,0.11881862,0.056111388,0.13577099,0.08948867,0.21144763,0.18635021,0.036882482,0.026557993,0.0048293923,0.1926655,0.145351,0.40485188,0.11387596,0.08091818,0.016401008,0.019621417,0.014824649,0.0476991,0.05770012,0.018954763,0.058446355,0.05251948,0.0111731,0.07840033,0.08162911,0.0358631
13,0.028433876,0.06283975,0.011527178,0.004111539,0.002613441,0.017146641,0.012849629,0.0032144922,0.01976045,0.0007026561,0.062455267,0.035476748,0.02134252,0.055266615,0.037092596,0.03607917,0.042556565,0.05973792,0.036708675,0.02709806,0.03102142,0.035135675,0.039710544,0.010107443,0.0065881694,0.0036288928,0.0110758,0.020949721,0.059708077,0.06293843,0.015177786,0.041569646,0.040631462,0.057171986,0.013148149,0.047340848,0.011873499,0.031822998,0.06312512,0.028431151,0.046166994,0.124878675,0.018876616,0.024417812,0.036084138,0.011022341,0.020296803,0.08407662
14,0.026569394,0.053029235,0.08265433,0.007942387,0.0063005453,0.0077541997,0.0047919275,0.022842124,0.08268318,0.0320354,0.046052188,0.022047633,0.005978864,0.027636243,0.040942967,0.05410325,0.021789396,0.01588216,0.011236677,0.014075239,0.07710325,0.06360899,0.044236727,0.029093333,0.0100856535,0.023805901,0.034400992,0.072638445,0.038119785,0.11545825,0.025661897,0.022315662,0.098748915,0.031058274,0.034687065,0.01771326,0.009729244,0.083008796,0.082382604,0.014975721,0.045825932,0.006049948,0.012123599,0.020798331,0.043062426,0.06328461,0.014893358,0.011420275
15,0.030065589,0.004983196,0.0047074957,0.011370972,0.03739517,0.02299637,0.011188415,0.012046458,0.0136007145,0.022500496,0.014481429,0.0068906173,0.049337234,0.03384345,0.039610542,0.021722646,0.1098624,0.023331609,0.023448003,0.010567979,0.03976932,0.021272928,0.0059522353,0.0036835887,0.018323798,0.083236754,0.033919953,0.028463194,0.018878825,0.012758423,0.024620878,0.015715083,0.009888599,0.036698315,0.0033546544,0.015086284,0.009271909,0.080037646,0.024599781,0.026341826,0.0045417026,0.017719327,0.004470495,0.013211532,0.0036776396,0.0076414384,0.01021488,0.050388858
16,0.004208382,0.0022906037,0.017170975,0.02031584,0.007168486,0.006665666,0.048604075,0.035789106,0.033124875,0.0012810513,0.007885159,0.012755756,0.058016352,0.021281539,0.014976708,0.013208421,0.016333077,0.014600198,0.020769684,0.01172125,0.015234985,0.020521063,0.016061058,0.020782921,0.0050970963,0.03375276,0.0030842228,0.063190095,0.0011803841,0.014583521,0.15466647,0.0044018747,0.007960937,0.008719534,0.027298694,0.008968715,0.026035516,0.014660176,0.011454267,0.016390886,0.023083437,0.049344644,0.02843447,0.040518265,0.024059057,0.02100789,0.022802267,0.08492545
17,0.016827162,0.047782224,0.008592036,0.011190535,0.01422436,0.0065700477,0.031089846,0.0046061827,0.0345484,0.018166928,0.0059049963,0.009404552,0.02499006,0.005009806,0.036873676,0.023322439,0.018300934,0.020931693,0.021983787,0.022686759,0.001328425,0.055479772,0.015951913,0.13274077,0.0068576266,0.027861238,0.012486579,0.0012071383,0.022822052,0.004178227,0.004230704,0.007378117,0.0033760495,0.005312652,0.0667756,0.00042805832,0.002484649,0.032598674,0.0061023007,0.008433245,0.0291372,0.053772144,0.015021857,0.0031960988,0.027958952,0.030615814,0.027711887,0.016892308
18,0.041099947,0.0137971165,0.0045573553,0.0058619245,0.015261985,0.02379055,0.0050142105,0.00911584,0.01250883,0.012291967,0.022244228,0.015273534,0.0017190012,0.007965167,0.016731806,0.0047703534,0.0064129243,0.0043792026,0.010856967,0.009958073,0.005091,0.060109485,0.16853198,0.007222705,0.004039158,0.036467977,0.012183519,0.025118757,0.03657794,0.074439034,0.06059334,0.02814411,0.01188112,0.024691526,0.010961739,0.021932703,0.014050524,0.0076360544,0.011880638,0.005773293,0.0407915,0.0009171759,0.020015124,0.0015789903,0.0121337045,0.01075934,0.04595915,0.0008520993
19,0.011173583,0.004299351,0.015741844,0.008573393,0.007131975,0.011226011,0.012219425,0.01554805,0.00831543,0.0016587306,0.0055492823,0.08199512,0.0028054218,0.018617995,0.01295569,0.01816677,0.024494877,0.006459018,0.008609442,0.023616727,0.021307502,0.013953632,0.020038553,0.010454649,0.012245413,0.017945863,0.0073192823,0.0029338924,0.010507418,0.014363613,0.018288217,0.019654477,0.011491843,0.0086214915,0.007829402,0.025319371,0.057775985,0.039279312,0.023154393,0.005161832,0.0076549044,0.0254628,0.027140085,0.009359683,0.025761498,0.013809452,0.017336806,0.0014706543
20,0.0025183738,0.060686424,0.026568826,0.0007801621,0.011317792,0.020432493,0.017389685,0.0084278155,0.010487351,0.0030613262,0.010131428,0.0149439275,0.010500882,0.005983391,0.01223751,0.004598953,0.006487582,0.004933892,0.016170686,0.024892367,0.018676259,0.025129188,0.007781089,0.061233036,0.012892883,0.05310157,0.0215349,0.04878241,0.016017457,0.0049910177,0.0153662935,0.035636973,0.06666957,0.033018008,0.040604815,0.013023712,0.11572833,0.014171762,0.006405305,0.0027838356,0.0071012434,0.0051158546,0.008369645,0.023539618,0.021851083,0.005231834,0.014034413,0.012773008
21,0.012045298,0.008818511,0.014617454,0.003317801,0.0022960855,0.003949319,0.026985273,0.0021873917,0.0038360115,0.014723655,0.0065058125,0.010121953,0.0040789964,0.011631555,0.009434578,0.022388522,0.0053362763,0.010375822,0.010443792,0.045392483,0.007342222,0.009536297,0.079418354,0.026896928,0.004304288,0.014577722,0.023638386,0.0095125185,0.0072616534,0.0032903985,0.004821435,0.0060306266,0.012676012,0.016074106,0.00433075,0.009865802,0.024564737,0.00650461,0.003213718,0.013894833,0.035547994,0.023877554,0.0065713287,0.011044327,0.008657789,0.01738228,0.0034868354,0.009266292
22,0.03422852,0.017628426,0.0062626647,0.008909179,0.0044560367,0.0064078085,0.011105999,0.003179587,0.016719045,0.01941374,0.012351554,0.025757145,0.008396359,0.01465047,0.0063625565,0.02935536,0.0032067308,0.0051482623,0.037672877,0.0024886339,0.015388742,0.020479005,0.013323036,0.013019793,0.014920924,0.017122429,0.005781942,0.013040572,0.008051616,0.002229379,0.0031858832,0.0075647226,0.008109294,0.007402023,0.0074622887,0.119642936,0.005742744,0.006258754,0.010468965,0.013537172,0.020734267,0.0032513072,0.0067973975,0.008527739,0.0027506582,0.019394342,0.00445831,0.00422206
23,0.005555885,0.061907094,0.017028172,0.0008948908,0.0074654175,0.007396846,0.0128586935,0.02023308,0.0025201945,0.011782748,0.009337684,0.0054965005,0.016072111,0.009100533,0.005113363,0.012809123,0.019878246,0.011801028,0.014090721,0.022117885,0.00770792,0.004515132,0.0028086384,0.001564428,0.014192182,0.0037845124,0.0011433042,0.0027431967,0.0032450089,0.009641383,0.024896525,0.014608249,0.011918812,0.017486881,0.004089663,0.02395546,0.0054698735,0.021660473,0.038768083,0.020922024,0.008179924,0.015992677,0.009106329,0.012872318,0.0102408435,0.01703826,0.05714171,0.007929081
24,0.006249088,0.008502182,0.007267206,0.011860057,0.083269924,0.029253356,0.009048722,0.0032420144,0.0011432513,0.011896314,0.02973399,0.024821829,0.009356102,0.0052172616,0.013651561,0.006577585,0.00437087,0.008025111,0.0010042223,0.013469773,0.011491149,0.013891935,0.018048434,0.04172225,0.012755025,0.006320027,0.0064413645,0.0069739344,0.06747308,0.020987773,0.061340563,0.06100951,0.066651,0.017572775,0.00575996,0.014121644,0.00671965,0.014777273,0.01458751,0.033471163,0.025339207,0.005199628,0.0046338197,0.004889099,0.022092868,0.040791247,0.025888063,0.16603191
25,0.024816308,0.0048109847,0.0032789106,0.00764562,0.026536703,0.00536878,0.011663946,0.0029323758,0.0067951647,0.02433872,0.015632123,0.0058884253,0.01530845,0.00084358046,0.0030936473,0.0036736422,0.0025685506,0.0103013255,0.007006175,0.01244836,0.00979265,0.0073731905,0.0047526076,0.008002356,0.004069158,0.011835821,0.0021632004,0.0036670095,0.034987234,0.0033023627,0.0042818617,0.001982774,0.007671008,0.0017859123,0.0077665923,0.0127288345,0.002819244,0.1195226,0.0039163968,0.019587023,0.0064435145,0.0072220964,0.0014345597,0.0021140894,0.009150725,0.0048289746,0.010594696,0.0006345285
26,0.007926021,0.009394392,0.0057946253,0.007328,0.017535392,0.012857699,0.0009776886,0.016307851,0.1050622,0.029496487,0.016782457,0.022948192,0.02995652,0.016586762,0.0074996212,0.0020815001,0.018726837,0.047922794,0.015463421,0.04588814,0.037431464,0.005983663,0.015320124,0.008781863,0.020412084,0.038964294,0.016007412,0.012793631,0.02067731,0.004796652,0.006476884,0.019882731,0.04334093,0.00862858,0.01793386,0.021939764,0.0056975996,0.0030765275,0.007947991,0.012634439,0.025705557,0.016872756,0.008189916,0.00039312817,0.005350644,0.010025678,0.011230367,0.032063242
27,0.008610306,0.012486634,0.016340388,0.0049935896,0.0009062579,0.0050759786,0.0029227398,0.014778239,0.0031987773,0.0011250766,0.016558915,0.007847566,0.0029684808,0.003913936,0.00861649,0.021474686,0.0015144234,0.0036951127,0.004486472,0.0038847467,0.0019223792,0.015323391,0.009385691,0.0006478876,0.001475085,0.00091618765,0.0029954673,0.009230839,0.086281955,0.016313344,0.010597991,0.009605289,0.0059803007,0.004697018,0.0033409542,0.016635481,0.023884341,0.008912252,0.008330322,0.0008526827,0.0031454214,0.0026431088,0.009000661,0.03053512,0.008797771,0.009482007,0.006705707,0.002455739
28,0.030763578,0.01358608,0.009543158,0.010951789,0.013178475,0.0038445713,0.005315507,0.00517246,0.058135856,0.008977831,0.006138855,0.013705211,0.0046272264,0.007403075,0.0123463925,0.008544507,0.03516739,0.0014996603,0.0016131701,0.0036276772,0.004891332,0.009614077,0.008779073,0.004204481,0.0038255402,0.005369182,0.0069025205,0.02418852,0.00065805623,0.01279442,0.011078253,0.0021197838,0.0014585954,0.00024119095,0.0025033306,0.0046273433,0.008885445,0.0008189099,0.006441555,0.0067763627,0.0042406293,0.0012466508,0.0011344436,0.00262307,0.0092284065,0.0021620668,0.00023605491,0.0011944885
29,0.000723389,0.0007245932,0.007178691,0.00068236375,0.0057756323,0.0040715653,0.0034894897,0.007782576,0.00035859642,0.06987509,0.027647953,0.014605289,0.0007390231,0.0060098814,0.005661786,0.0015994727,0.0045222794,0.0041524773,0.0046901694,0.0018441218,0.017159447,0.010643437,0.003615234,0.005705033,0.0030309127,0.007885198,0.0026925905,0.004812192,0.0022239601,0.00065337756,0.0060632285,0.006564284,0.0054361853,0.002119767,0.008947196,0.0017046378,0.0016090777,0.0005641281,0.004436124,0.0032646593,0.00038873323,0.0046271738,0.0044934433,0.010781718,0.0014334408,0.0032605845,0.003802179,0.0026453685
