Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0,0.051726602,0.2690078,0.47033718,0.059365682,0.16779162,0.27847135,0.13328853,0.8284266,0.0286878,0.07904081,0.06642963,0.19148538,0.31682906,0.10285044,0.15562096,0.13487382,0.263717,0.23914447,0.34501866,0.007786862,0.12466403,0.041407783,0.39920613,0.19892943,0.09286858,0.0049934494,0.09895484,0.0040088855,0.32048655,0.21952654,0.6225856,0.31187934,0.1425274,0.17769252,0.05384402,0.42923936,0.041775584,0.07254709,0.044510655,0.30287278,0.29806113,0.037120845
1,0.043362938,0.11169967,0.052498642,0.1433675,0.261706,0.0300377,0.27048236,0.34158725,0.27666536,0.25362632,0.12541099,0.31774133,0.030008148,0.054906074,0.17838196,0.07494016,0.27986684,0.060098313,0.07371865,0.12624107,0.04233847,0.1776876,0.07042518,0.4431185,0.26552293,0.073828645,0.30996203,0.17738478,0.5455222,0.025633343,0.1915259,0.04385092,0.2619232,0.11986401,0.24510488,0.07241607,0.24617508,0.026936535,0.42769772,0.1265179,0.08043381,0.33770493
2,0.1469968,0.029690681,0.03222947,0.06933051,0.20390344,0.13027276,0.5668951,0.02914831,0.08567855,0.2267399,0.18768775,0.11697432,0.054088593,0.031282526,0.30722722,0.020837039,0.14936066,0.03749053,0.1169322,0.14442903,0.08595958,0.22260945,0.18583159,0.03938114,0.034724817,0.04349331,0.21387656,0.015349696,0.20761426,0.23660621,0.13394341,0.19899072,0.050400026,0.16019566,0.0071973437,0.21414024,0.22180605,0.18746498,0.018735886,0.25878,0.43531787,0.01892429
3,0.39950472,0.20746452,0.10584373,0.098526634,0.23839313,0.077513024,0.1376299,0.22045931,0.2459245,0.012563509,0.10769072,0.008407639,0.026170751,0.09494804,0.10874882,0.1857341,0.15563235,0.05243969,0.040944237,0.23956741,0.17830132,0.004085143,0.03943962,0.07829459,0.276136,0.020848004,0.049144637,0.037046954,0.012001034,0.004966452,0.054825287,0.17952652,0.16619077,0.26890194,0.051269915,0.20639405,0.31036022,0.030933958,0.02498003,0.018819267,0.18186618,0.02853758
4,0.07755797,0.13605945,0.018643867,0.026059117,0.0072733965,0.38003114,0.4060561,0.033099182,0.10534484,0.020101573,0.21193838,0.064750604,0.08460651,0.12671575,0.008652536,0.0047397576,0.012549715,0.00889574,0.06267194,0.09020453,0.0678835,0.14826941,0.04381268,0.04876563,0.039713584,0.3550467,0.030080076,0.15633872,0.03521441,0.03512196,0.040453304,0.15739046,0.005780474,0.3887798,0.13089037,0.032243434,0.14191592,0.062005535,0.010021444,0.03283974,0.046711467,0.054049432
5,0.17791991,0.050982773,0.06279724,0.04101806,0.10944,0.022917617,0.007246993,0.008965462,0.0045636506,0.121277414,0.085481,0.039393086,0.009916107,0.01258748,0.023989093,0.024510238,0.204265,0.49982053,0.24063945,0.33159143,0.07553409,0.15522479,0.10054505,0.024170347,0.04055082,0.026269078,0.05195893,0.059201196,0.29416853,0.021585267,0.123581715,0.0029169274,0.02738777,0.011967612,0.049761344,0.10632563,0.17504226,0.0316978,0.0883523,0.078657895,0.0072845407,0.020483412
6,0.040870022,0.050760176,0.039610695,0.16280697,0.007176553,0.025579724,0.13504994,0.03630412,0.09480038,0.09860932,0.019185262,0.0075078486,0.047632456,0.037000477,0.052483615,0.015431447,0.079925254,0.007416566,0.066927314,0.048091855,0.047475237,0.0073224995,0.11142101,0.018058583,0.08386986,0.08514114,0.5868649,0.083792806,0.035880536,0.0071515967,0.11930807,0.029888518,0.023036381,0.0748757,0.038240485,0.23004846,0.018221788,0.04989227,0.2932095,0.117851004,0.09515946,0.21818106
7,0.14068547,0.110421464,0.025172729,0.024664974,0.20713872,0.16615635,0.09052023,0.11306939,0.06271903,0.05243459,0.014267501,0.0095821945,0.12319211,0.008163779,0.056183327,0.038811162,0.008262784,0.07143738,0.055308882,0.082016565,0.21871746,0.05276435,0.067882165,0.01074459,0.05138211,0.06761518,0.027189102,0.10343598,0.0063992087,0.05296292,0.11072076,0.044131614,0.08974871,0.041956224,0.038828492,0.00850592,0.1279225,0.104410656,0.018565021,0.023348825,0.024629712,0.015079309
8,0.012188735,0.014024137,0.09074789,0.04151137,0.15239567,0.02851476,0.036734372,0.052778803,0.023230141,0.0039233756,0.038699564,0.058690537,0.057685867,0.025479916,0.05841521,0.010627884,0.053304274,0.029749338,0.036592994,0.023719706,0.0065493835,0.3776487,0.01965547,0.024170205,0.107408196,0.038920786,0.036705036,0.012981655,0.05408662,0.04246248,0.034736104,0.13586946,0.0739529,0.11162561,0.0071262685,0.0221384,0.05000077,0.06324355,0.029429033,0.09754521,0.025079574,0.023354108
9,0.057937868,0.012281363,0.024921963,0.017037844,0.013176882,0.0529752,0.043343462,0.024723943,0.037569135,0.024841331,0.025621388,0.015143573,0.16112992,0.024898142,0.0077353846,0.08292872,0.015927643,0.040385097,0.013810342,0.01123526,0.0114664,0.018353919,0.018089991,0.08783172,0.038266156,0.014132373,0.017715419,0.073911324,0.06987147,0.032907087,0.028119508,0.108406596,0.012966052,0.07736468,0.14139184,0.025198795,0.15960781,0.06208515,0.16667041,0.019401105,0.020480232,0.011568052
10,0.07257208,0.031590037,0.049916096,0.10597617,0.04277196,0.038398847,0.079481445,0.103113145,0.0247555,0.037303504,0.011575496,0.005617763,0.051025473,0.18981554,0.0882738,0.0050587286,0.005067057,0.095790364,0.06178279,0.03202563,0.016194152,0.04915456,0.03938616,0.03927386,0.118141636,0.043970816,0.0037300894,0.010368519,0.054125108,0.03711515,0.06414516,0.005404031,0.0033019434,0.025039237,0.13571686,0.17769165,0.22066478,0.1468037,0.13184686,0.04031142,0.06434621,0.028621973
11,0.09032621,0.073085815,0.061234854,0.07481512,0.025767421,0.10701261,0.13626397,0.23598783,0.2855224,0.036130607,0.01522907,0.020270083,0.11257774,0.13418543,0.35320956,0.44924855,0.4527561,0.34398657,0.17741267,0.15107846,0.040525742,0.031298187,0.051365472,0.14369367,0.13954242,0.17268214,0.02928368,0.036642388,0.0957375,0.08563164,0.073964834,0.12005765,0.037947826,0.015249342,0.032106068,0.05755452,0.21270047,0.19553113,0.12111788,0.027817568,0.04256061,0.10151261
12,0.04766291,0.07674849,0.029967988,0.015843997,0.030264182,0.21791172,0.0033546016,0.027101105,0.033372622,0.041507244,0.020576518,0.027700743,0.0048846775,0.015315695,0.050061237,0.003209295,0.009885875,0.0071417633,0.038003545,0.019516243,0.04962075,0.02869818,0.0281961,0.074254796,0.09261319,0.047677916,0.009652792,0.019456409,0.009772454,0.05584281,0.05813443,0.056858115,0.01961424,0.044332072,0.06214966,0.12857227,0.11985594,0.031107778,0.1625146,0.02626583,0.03145627,0.014095292
13,0.07387237,0.06457324,0.11340872,0.061701886,0.060716238,0.00983673,0.011881782,0.049525436,0.042705808,0.1299903,0.04809154,0.3445937,0.09420455,0.023603925,0.026543777,0.0014142755,0.08452153,0.14270578,0.18346524,0.11925359,0.10466633,0.02316594,0.017801138,0.024263348,0.01499938,0.037909046,0.08865841,0.08492677,0.08951569,0.06028714,0.007933209,0.0014860597,0.023232196,0.13157973,0.17654751,0.13218117,0.083998665,0.06222284,0.04573232,0.046237893,0.022705203,0.015835505
14,0.03327153,0.06419511,0.06228003,0.061795983,0.1847626,0.010833133,0.02144487,0.025289442,0.05785362,0.003652955,0.027888201,0.061621416,0.015902946,0.029157838,0.023193497,0.0519974,0.033721704,0.008989292,0.012393752,0.015511834,0.018636532,0.020912368,0.045927666,0.059254788,0.022224573,0.0061397185,0.002397847,0.01208669,0.04924525,0.0055179615,0.011099283,0.012845431,0.064775765,0.031611316,0.014086163,0.01015904,0.041751005,0.008490801,0.021042334,0.018807214,0.080653444,0.033848125
15,0.0077429456,0.023959437,0.013577821,0.027219178,0.0606602,0.010817907,0.0019393275,0.04415079,0.16965821,0.004932904,0.010771725,0.0054496797,0.008093227,0.025510743,0.003408806,0.047028508,0.07018692,0.011171117,0.09357389,0.009972994,0.012845989,0.020757698,0.010106239,0.005721374,0.010879679,0.0066437805,0.00847284,0.011863701,0.004997499,0.08206657,0.032071006,0.017743539,0.022491936,0.005902315,0.004662527,0.054748684,0.054477602,0.0038780149,0.010085195,0.0040559387,0.015161919,0.033119738
16,0.03285876,0.04642147,0.045208424,0.027341053,0.009656356,0.011818102,0.01074275,0.06881011,0.056851633,0.038839635,0.04430576,0.010566403,0.01113877,0.012350887,0.003796285,0.047755707,0.0016015995,0.15957667,0.03627938,0.011533976,0.030282743,0.0042064423,0.01903391,0.0070194453,0.017623875,0.045612667,0.074611224,0.008651373,0.0013591702,0.02078595,0.001612216,0.044807386,0.018083217,0.040371727,0.058245122,0.014912518,0.0075373393,0.059646446,0.0056162346,0.0068686176,0.0041979435,0.002619762
17,0.09740204,0.05327609,0.036761537,0.027040169,0.010451658,0.0042235996,0.013905668,0.013580985,0.029022478,0.019909974,0.002168303,0.007075891,0.008830402,0.00088630844,0.0033350575,0.007737133,0.0019969756,0.00033699645,0.0050922357,0.014571367,0.010988149,0.016380312,0.0033081821,0.11647292,0.038148426,0.060151197,0.03491736,0.0049714115,0.012667959,0.011125332,0.016820645,0.027192308,0.054440923,0.07333518,0.03863035,0.034799866,0.038675908,0.04250218,0.003020686,0.038613692,0.021855474,0.0026890114
18,0.015140267,0.012865111,0.053667992,0.0048358636,0.0029577198,0.020946441,0.016464375,0.11239277,0.106010966,0.037248876,0.011810763,0.03294578,0.0030209876,0.005730715,0.05211055,0.035252854,0.023015672,0.004552978,0.006534428,0.007348319,0.017609447,0.12796472,0.07101547,0.06836137,0.084866144,0.030130174,0.032214444,0.018404363,0.006075724,0.06459829,0.028136116,0.017332878,0.020543035,0.004907902,0.010992445,0.032661,0.018836107,0.029985832,0.032712474,0.030007562,0.025784323,0.0012961645
19,0.003522684,0.031004522,0.025347983,0.014158699,0.016910266,0.0044644554,0.029857844,0.010225061,0.02653901,0.03158034,0.07325734,0.008261996,0.0011979819,0.06306811,0.0135997385,0.010546324,0.029725939,0.02764573,0.034692414,0.011794919,0.004685056,0.013248773,0.101479046,0.036537733,0.016575657,0.0039295373,0.12001448,0.009708762,0.032888044,0.015194492,0.0482504,0.1139855,0.07572621,0.02537108,0.01142198,0.005384655,0.032304473,0.020497546,0.11950036,0.038715452,0.0134351365,0.052861046
20,0.006007797,0.04674572,0.009883307,0.040714808,0.010093161,0.02159858,0.023785379,0.0065173944,0.020408351,0.012339694,0.0041581765,0.0032255028,0.0076564634,0.009534511,0.0022252048,0.015258776,0.0017592019,0.011134073,0.0023311973,0.009785302,0.01903715,0.016911888,0.0074607884,0.0009369104,0.030555561,0.006676381,0.028242668,0.047949977,0.01935622,0.009453791,0.04274784,0.2102233,0.007672298,0.002137167,0.0003391492,0.006598891,0.010830558,0.012127075,0.0019519445,0.024639469,0.014467515,0.013639574
21,0.004572825,0.0034222926,0.004436753,0.010685505,0.016191822,0.021021757,0.0036930344,0.010275293,0.004892448,0.0053388197,0.0063776034,0.0058792,0.008006286,0.002959582,0.0023852964,0.0056930655,0.020616632,0.0059141815,0.025062013,0.025804786,0.004396895,0.0201357,0.010149961,0.01185935,0.0127046965,0.0040993076,0.011395505,0.0031349417,0.0027892794,0.012423077,0.008847844,0.021931974,0.044937823,0.015743475,0.016584177,0.19986644,0.012995284,0.008285666,0.007433381,0.01741106,0.048431337,0.010192043
22,0.009137562,0.0067684627,0.0015587863,0.025594112,0.014179542,0.052386,0.01696788,0.016527914,0.00056360406,0.007336897,0.011168458,0.02517912,0.0044838786,0.00083866785,0.008796972,0.010783363,0.024181489,0.005737176,0.029067283,0.0027008438,0.013141001,0.0149773825,0.014206359,0.004127892,0.0031189937,0.018575247,0.0043487763,0.009241524,0.013934996,0.010691237,0.027946603,0.1708098,0.0036442357,0.0045169787,0.010376335,0.022628091,0.0027720227,0.016765827,0.0090728905,0.0034379018,0.016149841,0.019779457
23,0.047000796,0.023537613,0.0079636695,0.0036311424,0.0050611086,0.006091061,0.006762887,0.0028643538,0.005666954,0.0056600184,0.02586922,0.029480245,0.21449506,0.0093664285,0.007066789,0.036790147,0.019582242,0.009532805,0.0021692712,0.006433618,0.021117851,0.023416216,0.0074989507,0.0010824329,0.0029083749,0.028654218,0.012298383,0.018888624,0.0073495726,0.017812531,0.01725495,0.0041335626,0.0057092975,0.003084271,0.0064497003,0.024319522,0.0074599013,0.0050070295,0.0048327157,0.015734673,0.014297232,0.0014968696
