Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,0.3516359,0.27300608,0.08953498,0.33898997,0.58990824,0.06678016,0.2591297,0.6373201,0.4426279,0.53149676,0.75745773,0.5458964,0.14448887,0.2805229,0.124040015,0.5439497,0.67585534,0.5193458,0.3402743,0.26189232,0.30049708,0.10753155,0.41887385,0.23465,0.2835357,0.39370343,0.18077238,0.35800016,0.31535283,0.46559107,0.080297306,0.08187786,0.38538823,0.16223177,0.30578703,0.18827948,0.21133783,0.0932329,0.19408691,0.15002923,0.01300359
1,0.21270284,0.16990378,0.3843438,0.18578069,0.34109685,0.18454614,0.049377836,0.08657298,0.16617678,0.1711798,0.3049132,0.035513572,0.26008645,0.18165588,0.1715512,0.25754791,0.33868146,0.17864747,0.41062537,0.10234301,0.3799684,0.3799845,0.28245646,0.116024606,0.09251711,0.28182155,0.13719407,0.2209515,0.042050596,0.13562037,0.35909605,0.027058527,0.084789276,0.20048934,0.22884747,0.23334663,0.20257351,0.1606507,0.03122191,0.23809355,0.020141497
2,0.26710925,0.12976763,0.12968689,0.07817566,0.20243448,0.045206793,0.30745116,0.12140993,0.1608662,0.16679566,0.1632543,0.092245474,0.25658935,0.13960627,0.09996715,0.062643915,0.022107426,0.008663355,0.07566697,0.08558032,0.19323969,0.027732257,0.26314056,0.13583905,0.040012784,0.16408822,0.045610815,0.06014011,0.20525989,0.062495917,0.10285391,0.18841934,0.046697684,0.15160027,0.031112859,0.00085212046,0.0708431,0.046572596,0.10099975,0.14276876,0.01070037
3,0.038203362,0.025948849,0.078259215,0.021005929,0.046386477,0.015532259,0.054588195,0.021643754,0.013320742,0.13311401,0.06195288,0.02743781,0.07789487,0.027929407,0.11881111,0.02166478,0.026000641,0.07851644,0.03230106,0.03891799,0.050158072,0.051678866,0.05373642,0.020898003,0.16551886,0.073318735,0.017087586,0.07216251,0.03710029,0.032842286,0.041861027,0.0848784,0.043385454,0.023995046,0.15721147,0.059767418,0.030325223,0.048376672,0.20703346,0.08396893,0.013237151
4,0.07762349,0.04617585,0.012017429,0.013089113,0.01907859,0.02714969,0.005331873,0.02272916,0.028479164,0.07323262,0.033826035,0.028368346,0.004939031,0.014338149,0.026707096,0.077873915,0.063994646,0.07624851,0.0053822,0.0083732335,0.08915961,0.10962477,0.009867791,0.025167817,0.0940066,0.048150785,0.06303069,0.036285758,0.023923894,0.011002652,0.10794921,0.075862475,0.013697012,0.02364872,0.0058241724,0.05658084,0.010929949,0.022345504,0.0010649288,0.011421302,0.00014389618
5,0.03522015,0.10927275,0.03273606,0.015327238,0.012756484,0.021398865,0.039236844,0.077436924,0.05687085,0.008355113,0.0007213063,0.01868567,0.023273174,0.021147115,0.021379283,0.007239594,0.04385788,0.036266766,0.0066402103,0.00875126,0.023260783,0.009792972,0.015205797,0.006464348,0.0423743,0.008218279,0.004023862,0.043285754,0.04773826,0.034040116,0.05446773,0.018436927,0.025774753,0.028503047,0.02911083,0.006439873,0.021245273,0.027969446,0.0095545165,0.014674225,0.00207655
6,0.010246028,0.011964367,0.06694994,0.014126301,0.08162418,0.011322297,0.018344913,0.011009349,0.005338275,0.025762193,0.033196777,0.02837004,0.005549963,0.029190745,0.0458602,0.033031832,0.10420302,0.0014560024,0.043235213,0.06935878,0.07778768,0.039941143,0.065940954,0.04872314,0.033297673,0.031534027,0.06566822,0.08188598,0.12231676,0.06644296,0.11300911,0.0081151845,0.012073566,0.027511079,0.03445376,0.050107066,0.08857394,0.059975963,0.008065631,0.09013449,0.01741537
7,0.06011783,0.012658704,0.013119252,0.004257055,0.04867909,0.0060720327,0.022511158,0.050047204,0.041083246,0.010882729,0.013626529,0.04106781,0.0440141,0.027576167,0.04758763,0.05974827,0.07887259,0.033319984,0.094758354,0.03625676,0.013563778,0.02460239,0.018716127,0.020383615,0.06464993,0.031647142,0.0008067449,0.014354519,0.054029204,0.02983734,0.059153654,0.03281263,0.017011244,0.069073334,0.02605884,0.05080118,0.030877316,0.0066760713,0.008014816,0.034690477,0.031100472
8,0.07778264,0.05407562,0.041584715,0.005742385,0.017795669,0.050069187,0.035397656,0.11199931,0.060011424,0.032259278,0.025774142,0.09250666,0.05571019,0.10860137,0.028784225,0.0028044465,0.015358724,0.02256375,0.017640451,0.0080033755,0.012849448,0.027944732,0.050602213,0.011730987,0.050221477,0.0037490204,0.0059571587,0.031291235,0.13040692,0.02558249,0.058745492,0.02300041,0.020740433,0.014941567,0.035237834,0.02094603,0.001437803,0.022089772,0.042151887,0.010706339,5.134406e-06
9,0.07149109,0.003419918,0.009231154,0.020974418,0.02813518,0.0051974626,0.024839438,0.01759129,0.023119919,0.038311534,0.047480166,0.0643014,0.056698978,0.12466005,0.022421991,0.042028073,0.019069578,0.029647691,0.028125536,0.10557897,0.007004539,0.0052292277,0.027096644,0.02502282,0.0050013345,0.034057103,0.04068954,0.013885992,0.011829418,0.010201188,0.0031689177,0.022113435,0.003862802,0.022977114,0.003719457,0.011511322,0.06656815,0.026451837,0.012055105,0.0119660245,0.006375896
10,0.023037259,0.0036493314,0.0051213135,0.0065769427,0.0019604545,0.0038353654,0.033268243,0.041102167,0.013611669,0.040591314,0.025708688,0.03411029,0.008791177,0.01659819,0.0147635285,0.016318934,0.006760232,0.011559602,0.021167427,0.0037099528,0.008419786,0.06523338,0.022542398,0.0033875545,0.02194845,0.025073575,0.029443495,0.025601558,0.040770292,0.01590025,0.009944411,0.0105371745,0.014647483,0.055107173,0.010951957,0.09757114,0.04948574,0.036505766,0.022811817,0.010029823,0.0015668302
11,0.026530685,0.02060598,0.04618691,0.016619055,0.032387156,0.015331128,0.040990688,0.028603535,0.018927908,0.040057015,0.0657829,0.004871269,0.009795719,0.019345691,0.0076147337,0.022024712,0.01467407,0.010195383,0.0105661135,0.047775686,0.032524403,0.031788774,0.049369447,0.06329447,0.014107449,0.015010506,0.018082714,0.023399971,0.0018904256,0.0072399443,0.0044269767,0.008539904,0.012809594,0.014023565,0.06706055,0.025542308,0.03216832,0.04411394,0.022255685,0.018447751,0.0001762311
12,0.04120586,0.058020044,0.016602239,0.08605647,0.0047381427,0.0832969,0.04304558,0.04249005,0.06391249,0.091060564,0.016252492,0.045089163,0.04478936,0.089604914,0.02507507,0.0027960963,0.01781794,0.0051108073,0.045323074,0.0048485147,0.013745502,0.010432653,0.097441524,0.036486052,0.076313004,0.025719281,0.022259146,0.0033080592,0.049294855,0.07917333,0.0951259,0.058878526,0.07972512,0.020475037,0.0042548487,0.0515048,0.046778902,0.009536216,0.0016245672,0.0052521573,3.449452e-05
13,0.042650074,0.033258967,0.006335521,0.010226991,0.01948484,0.008795029,0.05201463,0.03645899,0.019162513,0.0053464132,0.0014361758,0.01859286,0.011341375,0.02765212,0.032798536,0.012334568,0.007489362,0.006086146,0.0017643325,0.0026466746,0.009067073,0.006351369,0.002539476,0.0017330445,0.004539445,0.0029903026,0.019062469,0.006863449,0.025292229,0.029984519,0.015300715,0.0019801098,0.007999607,0.05015432,0.03468117,0.008205113,0.044561222,0.011838741,0.018875645,0.006279374,0.03633711
