Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
10,0.1077313,0.0014123195,0.0056995116,0.024883902,0.09226671,0.113935605,0.16516124,0.046869807,0.085501656,0.02222046,0.029262247,0.007979844,0.06790217,0.029975789,0.005737027,0.038868576,0.047824074,0.032861885,0.02605436,0.031186264,0.036581747,0.022513753,0.06614691,0.03642109,0.0024456782,0.069533594,0.051540393,0.027299717,0.05712336,0.08819804,0.11922297,0.020054702,0.047050692,0.03463929,0.040689066,0.1544677,0.038919304,0.026761688,0.040318966,0.08673242,0.16401768,0.044845,0.019052882,0.015822444,0.021301016,0.0034724744,0.00956838,0.013996779,0.078388624,0.011867228,0.016631976,0.074494116,0.09659926
11,0.1654508,0.02618301,0.01355665,0.096536346,0.058661863,0.027283499,0.025704995,0.010878817,0.078513086,0.019654507,0.020097418,0.06263622,0.013097581,0.007686236,0.13325232,0.018324867,0.009016787,0.083029546,0.034888618,0.0061621363,0.014501148,0.14780396,0.03248181,0.030487422,0.026408533,0.04668328,0.010917211,0.08357091,0.03729279,0.028567422,0.010812113,0.08172232,0.044590987,0.031101469,0.020542242,0.029153671,0.0383906,0.03679184,0.019823229,0.17927134,0.06658827,0.04233036,0.021685658,0.048713826,0.011594011,0.008977102,0.07359263,0.06636911,0.19079773,0.059192553,0.035291057,0.07271519,0.010261339
12,0.07964976,0.038386293,0.10225887,0.050795674,0.06489844,0.088450834,0.023199454,0.08948524,0.07343927,0.052844055,0.0071595777,0.09106825,0.29419455,0.08702995,0.060821354,0.069130905,0.044641398,0.017065084,0.036746874,0.14417918,0.024668505,0.012206744,0.093377635,0.059907265,0.005454668,0.0733672,0.029394284,0.0315672,0.05026792,0.012000826,0.011691257,0.018116236,0.033881623,0.062480666,0.024798598,0.06426381,0.046898816,0.023550453,0.025538716,0.016929373,0.0464693,0.098925054,0.02362128,0.02588404,0.03883577,0.048452195,0.010899932,0.08939172,0.024251582,0.052008353,0.06517653,0.015017621,0.05177365
13,0.07355513,0.031014124,0.0049312804,0.012671318,0.016575892,0.011810268,0.09904515,0.07382642,0.017100621,0.076608025,0.022072159,0.012947362,0.027059518,0.023428848,0.05276721,0.057609614,0.006866173,0.029239714,0.017892495,0.033857938,0.04979287,0.018603723,0.004370765,0.006529413,0.05027954,0.0211929,0.049098287,0.03763785,0.03961558,0.015359268,0.07000929,0.015192701,0.05354749,0.118538216,0.0896447,0.009882523,0.034934618,0.043316517,0.004392266,0.05229798,0.047702845,0.0558469,0.019827724,0.051873326,0.014813656,0.021358026,0.012745905,0.041818492,0.044258296,0.06673575,0.04773342,0.07798518,0.09301569
14,0.0469379,0.0546738,0.114378236,0.06415765,0.04922816,0.112584025,0.020750945,0.07292586,0.043515667,0.0833813,0.037319254,0.017881315,0.0146095855,0.055541936,0.023861758,0.007876681,0.008966583,0.014402314,0.035042588,0.13963874,0.11710967,0.078334644,0.020558333,0.09562224,0.053892143,0.056230105,0.20328851,0.14810497,0.16045298,0.03813215,0.017491087,0.016383855,0.011255138,0.099889815,0.15385227,0.1068735,0.006357814,0.019370155,0.024705399,0.019453181,0.08649713,0.13752538,0.052033313,0.020577282,0.04432188,0.004659751,0.037419118,0.08573746,0.06824207,0.06813633,0.015636882,0.050179526,0.032019485
15,0.030603046,0.052669164,0.05722148,0.061514735,0.07699947,0.011573065,0.0040353015,0.0250329,0.021091122,0.008735152,0.0032470985,0.020642253,0.0048829652,0.015601572,0.04758949,0.053640828,0.04208905,0.013170153,0.026536357,0.016872965,0.023995096,0.01538806,0.026970113,0.028940428,0.06472224,0.007572862,0.020609953,0.0027952588,0.021065718,0.033376567,0.03265564,0.009509346,0.010844717,0.009610287,0.13594192,0.0044465405,0.01886307,0.026465874,0.024109285,0.06759019,0.025532069,0.011342909,0.008633904,0.028587097,0.016085207,0.06505764,0.014684803,0.015196583,0.005666454,0.021764575,0.025674496,0.042861763,0.068190485
16,0.004561121,0.018887915,0.004612485,0.0042161588,0.016486792,0.07856417,0.023333875,0.05959557,0.0028604213,0.014550086,0.012477282,0.08753398,0.09276611,0.01991704,0.025211943,0.050028335,0.007704822,0.016167544,0.026731016,0.017742135,0.00586358,0.01756559,0.039835975,0.14808047,0.026449084,0.019123798,0.007769268,0.00900825,0.01476232,0.0021686675,0.0058812513,0.016458971,0.06752192,0.017981257,0.03081789,0.032918204,0.0012425601,0.0052441754,0.02089216,0.0077060433,0.029275153,0.0050622,0.025020987,0.01007957,0.043057367,0.009680202,0.013681309,0.12755339,0.034025773,0.030708306,0.061828703,0.05926937,0.023183947
17,0.11029168,0.010757608,0.036007136,0.015157211,0.04242503,0.064993404,0.009504707,0.013783701,0.009403778,0.009257857,0.006587687,0.0042051934,0.014803726,0.009141944,0.038815163,0.057939254,0.04656718,0.019935552,0.006147887,0.07869018,0.011898858,0.029491946,0.0010325359,0.0038132882,0.0074162832,0.004693377,0.006374485,0.011957754,0.010897968,0.005114479,0.03157841,0.018404821,0.035801623,0.030195922,0.014481912,0.004231445,0.0041989107,0.16329987,0.018765224,0.015782904,0.0044579916,0.008069648,0.0066327993,0.00907716,0.019740004,0.0018132923,0.005327658,0.00792057,0.03578156,0.012043998,0.005314783,0.038990248,0.02367404
18,0.005498576,0.013549246,0.0010962188,0.004864456,0.0158987,0.0046737697,0.015660424,0.00043223522,0.0030547674,0.00236627,0.02216263,0.0074917735,0.015555699,0.006459849,0.031575486,0.019817337,0.011807104,0.0055476665,0.14638785,0.00265571,0.015106978,0.027087208,0.018526096,0.010075677,0.014508203,0.03520591,0.0050616856,0.011018043,0.026608888,0.008822616,0.0061164657,0.01911799,0.033822097,0.0024932388,0.04760304,0.011730144,0.029308667,0.060341023,0.011941031,0.014763554,0.0727014,0.014741651,0.01725205,0.015365316,0.004562271,0.006794393,0.007429803,0.038932107,0.004025258,0.00068265153,0.0074023632,0.009368641,0.001737698
19,0.009041484,0.00469887,0.017736133,0.016791604,0.0026730062,0.015344974,0.0047304095,0.0026756525,0.013938837,0.0047754594,0.011834552,0.013085345,0.0105293095,0.0032499353,0.02863801,0.00492823,0.011536789,0.021826582,0.0071194153,0.03832791,0.008783857,0.00565696,0.009077197,0.00046474498,0.0018824195,0.0005529204,0.007906422,0.0021873694,0.0064224014,0.009043352,0.009532905,0.010213429,0.009924248,0.0006289871,0.004608379,0.01951258,0.0044958303,0.03848362,0.08080306,0.01107619,0.008987059,0.0014293945,0.018687135,0.028964736,0.06795791,0.024516914,0.0038460419,0.001978491,0.029899403,0.009876399,0.057607412,0.011950646,0.041754294
20,0.023363035,0.013169008,0.018909574,0.019426482,0.002515805,0.025294676,0.011299754,0.002378731,0.002578166,0.017546663,0.0035108903,0.0092155505,0.0028184915,0.0066291816,0.0383833,0.029492188,0.0041561653,0.011104836,0.012111461,0.0029270886,0.0070415502,0.031384777,0.10818414,0.00901271,0.014872534,0.023538254,0.005942844,0.0047021047,0.0036374037,0.04190873,0.04924282,0.039680026,0.058781933,0.00212197,0.09386425,0.015458833,0.04664233,0.013595453,0.007175761,0.023564858,0.035926834,0.026136516,0.027343862,0.008548344,0.030290078,0.0040012538,0.004811605,0.012056607,0.007758076,0.0015875751,0.052447654,0.022149023,0.0042935754
21,0.0049152793,0.0090360055,0.06703309,0.029524487,0.0537804,0.09737694,0.08974394,0.07393463,0.011822749,0.016740985,0.010901985,0.009921044,0.014382236,0.008222048,0.0115144355,0.028947428,0.013492294,0.0034374564,0.008557911,0.007446821,0.025874771,0.042705424,0.0040835757,0.053666785,0.017783917,0.0034613188,0.012028417,0.0066435966,0.01700953,0.020203117,0.008464005,0.0029583299,0.019239955,0.065182045,0.012064043,0.036821086,0.10980545,0.0020941654,0.0022856584,0.008762345,0.015563743,0.01965927,0.0071836924,0.0070250626,0.003829516,0.0059926067,0.0037746702,0.0018377965,0.0057674996,0.0021113465,0.028502075,0.0052706734,0.004228268
22,0.02808296,0.005436001,0.0047606444,0.004829452,0.0076186536,0.0344037,0.0035067224,0.08604823,0.018699227,0.0029641208,0.021536125,0.0047158115,0.021255221,0.032691956,0.045252133,0.012461128,0.0054394593,0.0015707241,0.0020815895,0.020073231,0.009857144,0.005149517,0.006084901,0.0031969289,0.012509945,0.00520925,0.013686845,0.005932712,0.0017228527,0.011582786,0.013683361,0.0077737737,0.0016820303,0.020907022,0.06277989,0.0011756837,0.111891344,0.031849653,0.033194512,0.024746444,0.05446762,0.01381986,0.042797074,0.005046123,0.018384255,0.05195318,0.04207751,0.016972486,0.042513426,0.009407857,0.008535388,0.006037281,0.006688626
23,0.045420356,0.009543878,0.0045739794,0.0002774483,0.011507623,0.020905208,0.0075973524,0.0066125197,0.0019797622,0.025616819,0.025079343,0.06787975,0.044542752,0.006731876,0.026845897,0.0041317553,0.013617067,0.0025618174,0.0538013,0.007826616,0.003170465,0.0026653954,0.025303088,0.020699743,0.02295582,0.008022246,0.0042341705,0.0151336435,0.02014937,0.00999657,0.015309134,0.0065177437,0.0033868542,0.069872886,0.023761462,0.03998913,0.03755864,0.12194085,0.06251016,0.065976396,0.01633228,0.01384091,0.020350115,0.014810666,0.025324252,0.025062181,0.013065766,0.0014286092,0.010848921,0.0044605853,0.03623768,0.010369473,0.010004838
24,0.0016000024,0.034290615,0.012431953,0.0150451455,0.025544675,0.004083926,0.008668359,0.04646059,0.044749584,0.036764305,0.031113638,0.04190012,0.010778148,0.0059757414,0.007367543,0.012988327,0.017567512,0.0075923847,0.005919398,0.0076233735,0.015615008,0.0008464081,0.005231226,0.007133195,0.0044226656,0.013755294,0.0064628166,0.020144295,0.013629864,0.009142269,0.027265567,0.031677004,0.00958584,0.0068422863,0.0076928567,0.001315022,0.0062376913,0.005638266,0.007847301,0.0006238009,0.0073033376,0.003036918,0.012636772,0.009650826,0.00994469,0.011009458,0.007535681,0.00835606,0.00305043,0.00929134,0.019519337,0.004911769,0.053056937
25,0.005726624,0.0036275592,0.0051475246,0.008827323,0.015817966,0.008512756,0.012205243,0.005213809,0.00910722,0.012163206,0.0065895254,0.021910116,0.007941436,0.036155313,0.0021092345,0.002842714,0.0042003472,0.008051156,0.01034496,0.0062101046,0.005527185,0.010588394,0.01000843,0.010782293,0.003792769,0.005014799,0.014691729,0.005145874,0.023530796,0.003678969,0.005016309,0.010110235,0.0026312468,0.0048074783,0.013329298,0.0026467745,0.0024380055,0.029586015,0.0065460494,0.014513015,0.015294391,0.0027967847,0.020924507,0.0078025023,0.009164266,0.091732875,0.026655264,0.028320266,0.020321881,0.011223088,0.003780032,0.00213646,0.023569288
26,0.0025258893,0.0059600295,0.06305298,0.009863484,0.0032718387,0.0030367107,0.024471268,0.0039691487,0.026598796,0.04463261,0.0021271894,0.016034052,0.0036597978,0.0032541447,0.007017821,0.009302714,0.016852954,0.007736369,0.009104871,0.010436515,0.0015246453,0.016807394,0.014470373,0.007424333,0.0044836085,0.0011428893,0.0032944449,0.025099158,0.010386221,0.0051009636,0.00065270177,0.01018646,0.007457542,0.0403162,0.01569307,0.01581152,0.014358604,0.0034921789,0.0033814195,0.0067925444,0.019083414,0.029230975,0.010668047,0.00040895792,0.0005715251,0.0012850446,0.008889287,0.0055234497,0.0028505782,0.018689338,0.0008895456,0.0016477335,0.002187495
27,0.008018225,0.0051527657,0.006961313,0.017243152,0.0036235424,0.0040896493,0.013523284,0.016037382,0.0020117515,0.002780563,0.0045743375,0.0010861342,0.010272762,0.0006521703,0.0019482372,0.014252611,0.0007001563,0.005753067,0.0025434857,0.0046823574,0.035239987,0.0033023963,0.0072979527,0.008171108,0.003323142,0.007880883,0.007750616,0.0046675988,0.0014547212,0.00275797,0.0011673856,0.004869562,0.051444624,0.0077849254,0.0076614213,0.0026077935,0.0074304095,0.0035065934,0.0013162369,0.0028558418,0.00044359727,0.0043375744,0.003498213,0.0066084503,0.0014598388,0.0037134949,0.008310609,0.00089524104,0.0056599053,0.016093593,0.001483765,0.006108811,0.008830809
28,0.06312331,0.008153605,0.0057983766,0.0022908184,0.001252139,0.0037645972,0.0035087396,0.043702614,0.0017515094,0.0036074547,0.017013602,0.010458086,0.0024510303,0.0080450205,0.01552109,0.0021703755,0.00581883,0.00608927,0.007237066,0.010518845,0.023643158,0.0037159135,0.0007272765,0.00092884386,0.004559595,0.0019637544,0.0035398083,0.009596852,0.001864725,0.011647394,0.0023860696,0.016902575,0.0011490153,0.008318871,0.007832268,0.024938593,0.0103214085,0.023134548,0.021319594,0.0048336554,0.00490535,0.010584602,0.018981542,0.045394078,0.0533614,0.028271765,0.0423164,0.025069831,0.020022932,0.018978668,0.009350318,0.024677008,0.0026168379
29,0.015848275,0.008477373,0.0055141808,0.015805839,0.005352248,0.008316567,0.0034533315,0.008472728,0.02418432,0.022144299,0.038432304,0.040009934,0.0066412454,0.0063575013,0.0008745688,0.0014506455,0.015660632,0.010082138,0.0013642146,0.013803627,0.0023947004,0.015226119,0.009878447,0.024792813,0.002875824,0.00015842073,0.0021795628,0.011930694,0.020104395,0.002166377,0.0024826657,0.0013853367,0.0900166,0.048875824,0.011069294,0.009420466,0.0034209415,0.0041729785,0.0030183033,0.005179488,0.0072390893,0.010073706,0.0013989307,0.0010972823,0.002850873,0.004364741,0.0058393497,0.00112012,0.007305772,0.0074089025,0.0011867397,0.008945706,0.0007278654
