Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
14,0.011189543,0.0065780077,0.0040613688,0.031316757,0.009846841,0.021952728,0.0062181363,0.010830792,0.02434017,0.045449592,0.07671027,0.004457243,0.028599892,0.006839377,0.01585406,0.0039877216,0.0014745244,0.03671036,0.02956585,0.03543091,0.04818686,0.036019184,0.012395191,0.28284988,0.030899853,0.0063848365,0.0062448042,0.0031784524,0.001068108,0.0064785457,0.015975116,0.020121992,0.053087853
15,0.03935907,0.044971425,0.27656004,0.082138464,0.0637975,0.015787795,0.014735838,0.020366564,0.056074932,0.030065317,0.058100432,0.050841026,0.06373113,0.025262123,0.013185471,0.011835673,0.08063602,0.11317873,0.07506333,0.23920059,0.16671449,0.10455671,0.08278624,0.01607044,0.010676937,0.03295672,0.038859036,0.034184888,0.052869927,0.037618868,0.00988658,0.05165334,0.0016451809
16,0.012392239,0.066628546,0.023642255,0.0102140885,0.024678826,0.021421857,0.019382855,0.023883315,0.0128526185,0.006834165,0.010445078,0.017380312,0.014507699,0.0053733466,0.007837528,0.023413293,0.039565004,0.01535204,0.029590867,0.032211028,0.006391728,0.005260889,0.01666034,0.0017763111,0.024898423,0.012307664,0.034938876,0.007160872,0.0020282762,0.0027625603,0.22896507,0.07739247,0.029346175
17,0.0021260567,0.0015611744,0.008413086,0.0062571694,0.0023706402,0.01982947,0.031422306,0.022484712,0.0037497892,0.06516004,0.0018596409,0.007811603,0.008011064,0.057676278,0.009239732,0.015296137,0.009327282,0.43080118,0.017673802,0.042356256,0.07857816,0.0058068503,0.017563261,0.01930115,0.019987438,0.0471792,0.0066637644,0.004511416,0.005539989,0.00090872176,0.012906023,0.0124350935,0.0011773094
18,0.002132281,0.02988948,0.0037955453,0.012079793,0.04096598,0.0050600413,0.012267756,0.0024770657,0.012977522,0.00652829,0.0024605838,0.011368017,0.015784722,0.009889558,0.05870603,0.011361813,0.011720376,0.019219179,0.06729171,0.06603913,0.03567615,0.024257656,0.31615195,0.00673242,0.005329061,0.006089003,0.008719205,0.034918398,0.008366687,0.024739845,0.007414289,0.008321727,0.030067906
19,0.044602636,0.0037130946,0.032834105,0.01174766,0.0092684645,0.014622909,0.30462912,0.004710135,0.009544903,0.019224782,0.0051854867,0.010194771,0.023428984,0.084996134,0.02120617,0.004658317,0.006882776,0.0034958832,0.017272554,0.006755997,0.00463659,0.004274677,0.03889054,0.033215582,0.016354885,0.001619915,0.010797806,0.0069724955,0.0022913313,0.004379496,0.0008097278,0.0046748365,0.004215287
20,0.0029240146,0.0035039606,0.0040231175,0.014437957,0.0053227344,0.0064104996,0.013320598,0.0024491912,0.0025819389,0.010424999,0.02052384,0.005533163,0.004919731,0.003760375,0.010984958,0.0021484296,0.06362793,0.009221533,0.035632163,0.022048738,0.008800982,0.011645474,0.010024647,0.0074279364,0.0031433145,0.0195743,0.056160524,0.0038483392,0.30769765,0.0031573349,0.007289385,0.0010019254,0.0084171435
21,0.01221786,0.013516954,0.018723426,0.004100657,0.027631477,0.027572837,0.01684003,0.017916542,0.016787428,0.030495176,0.02173228,0.035342053,0.0036911326,0.0047242767,0.007557603,0.03382118,0.024944471,0.0067160283,0.020870462,0.035331443,0.010094715,0.0076563247,0.019420102,0.006219463,0.008033304,0.29414952,0.0047287876,0.014792934,0.0149085615,0.017117487,0.0032415777,0.009266911,0.017761406
22,0.0044083423,0.018348629,0.0060556484,0.007850373,0.011687575,0.003802835,0.0070654647,0.013725415,0.010335833,0.004964807,0.00413421,0.0046961275,0.0038077962,0.005582235,0.007744948,0.0015234728,0.33959264,0.0007408492,0.004724822,0.019103125,0.010874465,0.0045248233,0.0044788364,0.014150537,0.010650376,0.0049126795,0.0026443265,0.0021225745,0.008227501,0.03386325,0.0009712974,0.0015103571,0.00059624197
23,0.004463464,0.006859198,0.009678051,0.0013833345,0.01098761,0.0068613286,0.0096632745,0.008191425,0.011062825,0.006019033,0.031229608,0.004931619,0.004451081,0.003189151,0.0041065835,0.0040809168,0.0005129197,0.010792661,0.0018164949,0.0011734295,0.0019127124,0.005289266,0.005987756,0.023510072,0.027808499,0.020744367,0.008830866,0.3077295,0.0031442253,0.021016935,0.0025380063,0.0075361705,0.004242844
24,0.0067025283,0.007065877,0.0035371217,0.0066902963,0.018198019,0.011807292,0.016827712,0.0022028605,0.0087333955,0.011549324,0.021213124,0.014277336,0.021081038,0.01433921,0.010019507,0.0013005132,0.013166891,0.00390999,0.004855089,0.008283589,0.0035980162,0.0026375656,0.011588185,0.0077321418,0.33188856,0.013181166,0.020147813,0.0074342703,0.003582621,0.03902235,0.01224861,0.042267676,0.029820744
25,0.0025175712,0.0023067696,0.001457234,0.019942613,0.0045929933,0.011733124,0.00077613536,0.00068561017,0.0028692633,0.0063336417,0.24286056,0.0044936207,0.0062121195,0.011548778,0.003986879,0.016419986,0.0109959245,0.08371678,0.0065318625,0.0045927037,0.011457307,0.0045911865,0.008297153,0.0009706528,0.016309911,0.005930802,0.006746867,0.00359821,0.0015487715,0.0034041977,0.0025354451,0.010208202,1.1835367e-05
26,0.0046476163,0.0074578803,0.009411836,0.004423614,0.0018964463,0.010050682,0.0057773846,0.0110481605,0.028534438,0.0039777984,0.006400319,0.0042275446,0.3135576,0.00993661,0.0077476725,0.0062468858,0.0072393306,0.027466124,0.008689967,0.005319587,0.004245731,0.0067876494,0.006585964,0.009551985,0.009937062,0.010696906,0.02964513,0.003607953,0.0021662284,0.0049662148,0.028677355,0.0060115037,0.020010266
27,0.00496633,0.009615778,0.008791858,0.00033712047,0.0026789624,0.00020916684,0.0013467631,0.0015153195,0.00043376663,0.0139648095,0.009142976,0.006748521,0.003681365,0.002453771,0.0076033054,0.0046559977,0.00816597,0.0023393943,0.001276943,0.0020990432,0.0006740002,0.28010273,0.005153743,0.0034231187,0.0010759986,0.003875182,0.0024128712,0.0032953583,0.021676108,0.0018926891,0.007131107,0.0024191171,0.0051662275
28,0.0048063174,0.004496362,0.00088172423,0.0036673695,0.005904573,0.008497757,0.00047126858,0.0010187932,0.002045102,0.003007635,0.0038962672,0.002497172,0.010795801,0.008758593,0.011542961,0.0007596044,0.003407006,0.00053042104,0.0018932518,0.0016562748,0.0025008782,0.005300816,0.012385096,0.0055088867,0.27728188,0.0055644545,0.010303739,0.03170917,0.027223684,0.013428915,0.010651806,0.0020807257,0.0025640216
29,0.015747976,0.010578904,0.006127955,0.0011070601,0.0045921816,0.00083165243,0.003548904,0.00084543816,0.0014265564,0.0009151787,0.0035780356,0.25373027,0.0029780117,0.0038257628,0.006971193,0.0012953852,0.004601946,0.001263859,0.0063874647,0.006166849,0.006662521,0.017125534,0.008248981,0.000754093,0.005824825,0.0032254024,0.007321654,0.0019462985,0.0070898626,0.0008465164,0.0027059098,0.0061019836,0.0012442949
