Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
10,0.009514053,0.063696705,0.04627945,0.15892895,0.23197764,0.03177783,0.03940473,0.004356584,0.025669482,0.01146696,0.0053205965,0.04058627,0.017274152,0.06179959,0.027093768,0.06616395,0.061956584,0.0050742608,0.05282048,0.007873486,0.03324344,0.0153427385,0.30759707,0.0502681,0.019852674,0.06328042,0.07352305,0.103204355,0.038036134,0.0034469985,0.06978203,0.032181144,0.020986456,0.034806322,0.03452533,0.0063034943
11,0.06278032,0.012659054,0.05174733,0.072504744,0.06859378,0.016467892,0.041437753,0.042500157,0.037488,0.025413815,0.03841315,0.06417106,0.058540028,0.033250134,0.028493833,0.01453872,0.0013672004,0.0151917795,0.032217417,0.0043679206,0.006221456,0.11775011,0.0101075135,0.026636194,0.022196079,0.10083352,0.02049601,0.038945474,0.049784437,0.011852227,0.100933954,0.008478077,0.016235558,0.03847233,0.04393293,0.04968258
12,0.055440612,0.1254169,0.027033288,0.03293625,0.027362633,0.061897673,0.081333,0.06809251,0.07508946,0.03161029,0.028885107,0.13542962,0.08222214,0.010461297,0.02271283,0.016340224,0.027089093,0.047252197,0.040884472,0.01845277,0.009654043,0.0100005055,0.08264727,0.046384107,0.022781864,0.028707642,0.037574064,0.01639338,0.006472913,0.027774837,0.0037257727,0.020232486,0.0065469444,0.01653195,0.006207894,0.0054541742
13,0.014409015,0.012158276,0.008084169,0.00784928,0.0008581723,0.0055679586,0.03176226,0.017013973,0.07186094,0.017639598,0.09680342,0.03414549,0.021594942,0.0033371295,0.008723125,0.004500134,0.007525165,0.016623328,0.00461834,0.0048795496,0.015687214,0.0028932109,0.029020162,0.004817392,0.002341375,0.0076170485,0.005650602,0.04850178,0.016723368,0.015216535,0.017488632,0.003336328,0.042679895,0.017035121,0.013468036,0.0028627415
14,0.0018916833,0.008744539,0.028255876,0.008761943,0.041438404,0.060695097,0.013443582,0.008287913,0.004717229,0.021406759,0.047190268,0.012439493,0.012086285,0.03405878,0.061046913,0.012727799,0.0066899024,0.027314382,0.010021362,0.0020378805,0.020152705,0.0431304,0.07557804,0.10827976,0.14774276,0.028613063,0.02933881,0.010475486,0.025174595,0.06999193,0.062061045,0.059141595,0.0028957184,0.016825385,0.030596383,0.036485683
15,0.024454843,0.024513165,0.005872515,0.020830229,0.021048779,0.023180716,0.015610837,0.015523769,0.018995123,0.009840013,0.048045885,0.03689825,0.043015897,0.020085316,0.04703988,0.068293266,0.012558728,0.037152443,0.033250958,0.0069670747,0.005218955,0.015047955,0.023787895,0.012595005,0.01291453,0.011863595,0.008543651,0.0002746949,0.011549486,0.0059474465,0.0058854423,0.021601638,0.0013484665,0.011561562,0.1833283,0.13733253
16,0.10629145,0.010754224,0.002515488,0.04066126,0.042693228,0.060546897,0.025452677,0.022653762,0.026182137,0.015323661,0.008243899,0.030340876,0.02601797,0.05492463,0.00093295943,0.008645337,0.0046667927,0.013338804,0.0031193183,0.01627215,0.019321563,0.0037226758,0.0076437243,0.0064551476,0.03784205,0.0048068236,0.007033856,0.0016928641,0.036933135,0.06546281,0.030418653,0.032597978,0.034629844,0.035829183,0.010246808,0.004606777
17,0.0020998647,0.028449748,0.0090750735,0.06244947,0.01083743,0.0016968315,0.0056812377,0.01416143,0.016439931,0.005360664,0.04301714,0.028364366,0.049133457,0.027358327,0.0067829075,0.004710161,0.022381485,0.008941988,0.0066835703,0.007063059,0.008909289,0.0052247047,0.008436584,0.015112966,0.011050894,0.0405069,0.0046692276,0.007236063,0.00085758686,0.0027142423,0.018264482,0.012453378,0.010831626,0.0056459648,0.0046007885,0.005608838
18,0.004113758,0.005692484,0.013935119,0.051933676,0.015025532,0.014783414,0.0012219414,0.004880768,0.005837388,0.018577054,0.006453254,0.033771873,0.007850892,0.000932598,0.004585661,0.007894527,0.01019506,0.005643228,0.004933039,0.005669132,0.014413048,0.0047988333,0.006162091,0.005085131,0.01885137,0.0016614166,0.03546165,0.0046488093,0.014923952,0.007998481,0.0024393022,0.010563195,0.011835128,0.010094713,0.014240423,0.007828427
19,0.002101223,0.007761106,0.018370941,0.016168738,0.0189571,0.0078494325,0.0015523372,0.03260694,0.01956906,0.012277622,0.0268397,0.013698119,0.013464886,0.0033259043,0.0022290337,0.0037485533,0.00035640967,0.026507292,0.004236891,0.004052651,0.003814317,0.004592223,0.015056022,0.006552256,0.014489186,0.003204083,0.010501327,0.007259925,0.010368851,0.03342916,0.0033171612,0.0032783279,0.0070311674,0.010165771,0.0007987026,0.003292025
20,0.0013076644,0.010321393,0.0004831963,0.001204429,0.014990542,0.012588672,0.009235635,0.004088994,0.0013173476,0.013374442,0.0017811861,0.005100026,0.021164648,0.011262322,0.003979864,0.016394792,0.005230107,0.005978178,0.012738502,0.009847057,0.014636643,0.003964509,0.00066478463,0.0012416003,0.0061246934,0.0011302792,0.009235419,0.020668035,0.00097054144,0.0009503853,0.0060290014,0.009218749,0.009312963,0.009434368,0.004257222,0.0052443864
21,0.00073572586,0.00062222616,0.0034412823,0.01572561,0.03006313,0.0057810787,0.009035366,0.0010151403,0.0114022745,0.006212688,0.0035057967,0.009671453,0.02318265,0.00654712,0.022569083,0.006494931,0.0004843473,0.021882186,0.0065519633,0.0053407457,0.0076706447,0.00077510375,0.00870767,0.00261835,0.005198705,0.0022888058,0.0018556952,0.008302623,0.0019067808,0.0060002734,0.032034706,0.030191068,0.045493882,0.037575908,0.040274717,0.038627338
22,0.01049436,0.00049037056,0.009163445,0.01738371,0.023378078,0.03112059,0.023950335,0.009282742,0.0027710428,0.028837591,0.0336716,0.04661543,0.031678785,0.031893186,0.010495464,0.0005856397,0.016629843,0.025248226,0.024042219,0.022701316,0.013272881,0.0025101402,0.009263727,0.0062910183,0.008764884,0.003638465,0.0013056615,0.0025985474,0.035141394,0.0117913075,0.01634954,0.022643588,0.003312324,0.0032542788,0.0075403396,0.0033668173
23,0.0073315473,0.008275722,0.0029918822,0.00209691,0.006703278,0.007289243,0.0023414386,0.0017071491,0.0020559249,0.00059429154,0.0008066929,0.0021906313,0.0033711004,0.002027485,0.014822956,0.0010496756,0.0036366144,0.0062275603,0.012818022,0.005587118,0.0023816912,0.00017575372,0.0024895056,0.00060547417,0.004711124,0.0051301685,0.043042824,0.008558873,0.00014015802,0.0016168179,0.031842154,0.016009485,0.026009124,0.02190435,0.033075184,0.040219996
24,0.0059352973,0.009049341,0.019948289,0.033969313,0.04109628,0.027133718,0.021381227,0.016131133,0.00947167,0.0074710194,0.0044097956,0.003967157,0.018745914,0.0002975315,0.0011706381,0.0017607458,0.02110091,0.0066337585,0.003591403,0.006729394,0.028809171,0.011140576,0.00013957421,0.0011816444,0.0032011592,0.0017778062,0.014447169,0.0025748624,0.0016338566,0.0019293636,0.0021100433,0.011473337,0.007782315,0.0052358494,0.027751712,0.0007565886
25,0.0020814268,0.0011113012,0.0035348195,0.0027500037,0.00232541,0.0016491646,0.0008317346,0.0010674666,0.0043801456,0.007449789,0.0070786388,0.0108859055,0.011094695,0.0045120195,0.0025148024,0.0016154374,0.011954118,0.002215453,0.031459913,0.0026477235,0.01145708,0.0052528493,0.063926965,0.0013734791,0.013301535,0.017631257,0.008039346,0.002687902,0.016785163,0.017942177,0.0056419303,0.017433206,0.012879162,0.013346661,0.00032401958,0.0036739532
26,0.010747768,0.0026213643,0.000610206,0.00059380743,0.011190253,0.018207103,0.0015142708,0.0011918992,0.0012783457,0.00866595,0.0017522987,0.011314284,0.012292418,0.014558964,0.007913921,0.0006482872,0.0019218747,0.0024147998,0.009089744,0.006012842,0.0011584657,0.0024682381,0.0013771851,0.006577079,0.010158049,0.0037958035,0.0025277557,0.0053750034,0.0008543279,0.0069601233,0.0071737645,0.0017867951,0.00073750917,0.004473136,0.00023483517,0.01668024
27,0.002864851,0.006402734,0.005670148,0.0032110084,0.007869214,0.0027306224,0.0028765765,0.005832498,0.0024255174,0.0026085596,0.0016592382,0.011176974,0.009041481,0.001205737,0.0018717127,0.010608048,0.03561675,0.012151353,0.022904139,0.0030839997,0.0016980834,0.00882153,0.0075544305,0.007837613,0.0038378984,0.0070522344,0.024316072,0.00529796,0.010052073,0.0031106765,0.0044674324,0.0012613215,0.0036136555,0.014759729,0.0006793825,0.008476956
28,0.0013421681,0.00494394,0.0048425607,0.008347896,0.011806546,0.0056169126,0.0020249228,0.004417315,0.0039752335,0.003086715,0.010778537,0.0018093919,0.0024958085,0.00482074,0.003479565,0.0073175584,0.0016966539,0.0066554844,0.0007176706,0.0011531888,0.0016899809,0.0032525943,0.0028457143,0.001987445,0.0005340051,0.0013973097,0.0055855587,0.0018507787,0.0008742506,0.0010112046,0.0031819798,0.0030400427,0.024249855,0.0012771708,0.0019234295,0.008405801
29,0.00012442726,0.0037467838,0.0006985472,0.008556365,0.0011467866,0.0022985386,0.0029107612,0.0018133286,0.0030366266,0.00036853415,0.018876024,0.0018515822,0.0026598955,0.004979957,0.004113172,0.0036102342,0.011879299,0.024680857,0.006372575,0.0058103255,0.0040546404,0.0006508177,0.0061712167,0.012240425,0.013610727,0.0060541057,0.00051448203,0.0028080891,0.0034986697,0.0012445187,0.0047081457,0.0023079556,0.012385741,0.006702844,0.0036937108,0.0017296828
