Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.45006663,0.3845666,0.4175558,0.36352286,0.38203382,0.10917656,0.1076211,0.46614754,0.17773513,0.51772535,0.59732735,0.47477597,0.34580514,0.32831562,0.72734183,0.21534313,0.052830406,0.44130304,0.079306066,0.06004509,0.57517606
1,0.6578866,0.23825493,0.24234354,0.69488263,0.15350062,0.02346537,0.5082923,0.19521552,0.119162336,0.20064607,0.29420155,0.03471421,0.41375557,0.12175127,0.23022082,0.44963765,0.21954139,0.05016571,0.38298094,0.26260096,0.24545528
2,0.584465,0.18489687,0.027092556,0.25770944,0.027486978,0.27544123,0.23689422,0.1049901,0.22198668,0.25183025,0.23551951,0.12856013,0.7198844,0.15941156,0.018585272,0.026231846,0.093656585,0.17368686,0.24644256,0.15723921,0.102874234
3,0.24751176,0.38650262,0.12528834,0.43893856,0.04085851,0.07471848,0.016233064,0.13337953,0.04019504,0.12362331,0.14651337,0.08289034,0.14395471,0.037553206,0.6089346,0.44857252,0.020184577,0.36474803,0.10033898,0.18438935,0.09911547
4,0.07267955,0.03153719,0.09011758,0.091159776,0.032510936,0.14819473,0.097303264,0.2239387,0.03363973,0.11742257,0.04070791,0.019717164,0.31357044,0.03897816,0.1046509,0.54256976,0.028752875,0.09920565,0.044053897,0.088631794,0.062433816
5,0.20115791,0.10991114,0.18441619,0.051687278,0.051706728,0.12237912,0.06464905,0.0485757,0.024092697,0.028145166,0.20952088,0.16065001,0.14982536,0.09285252,0.07200333,0.02261333,0.33806482,0.054117896,0.073826455,0.035227366,0.21824622
6,0.09126489,0.020978076,0.090403795,0.013807968,0.06131555,0.029666012,0.006833663,0.030069387,0.2928911,0.22763634,0.020763338,0.007615026,0.022157945,0.0354807,0.018206056,0.02526861,0.049223483,0.11681199,0.033027753,0.065418385,0.08881169
7,0.12474336,0.07257648,0.041904673,0.014645508,0.20131609,0.21724698,0.0845785,0.11546077,0.056316756,0.028430765,0.05290798,0.13933331,0.03711078,0.07225784,0.06086365,0.022002507,0.10454668,0.03982319,0.0537211,0.06964413,0.010472733
8,0.059911065,0.12010865,0.059143893,0.11906289,0.018323006,0.011878645,0.029628329,0.061219208,0.008747318,0.0050426074,0.104894005,0.029470967,0.047840115,0.045635268,0.007900746,0.03830224,0.040716983,0.0337642,0.089462236,0.021292185,0.1247982
9,0.059431,0.050074767,0.036177285,0.00070391886,0.0131553,0.008705302,0.016234953,0.018457672,0.06302308,0.018447774,0.009005307,0.051845364,0.014417284,0.0415544,0.0019175241,0.0091046505,0.012867126,0.025725149,0.14809264,0.06853987,0.013580096
10,0.06160602,0.005003648,0.03167265,0.044812642,0.02743151,0.009141482,0.113150395,0.23111503,0.10469259,0.11818919,0.061933745,0.08936057,0.052474074,0.03704624,0.014687318,0.007378601,0.027586145,0.12912695,0.011209628,0.045424793,0.037637822
11,0.03633842,0.041056346,0.064044245,0.010806486,0.050373107,0.015525265,0.034841046,0.07468483,0.024723878,0.041518625,0.015106889,0.039468646,0.04575556,0.018468708,0.02370239,0.004195436,0.04570593,0.0052190595,0.02234264,0.006951282,0.035919614
12,0.023597326,0.030525953,0.030749217,0.026619876,0.043658394,0.060148027,0.0843221,0.027979167,0.07391208,0.03799452,0.06609593,0.032286845,0.06571772,0.06105163,0.0778922,0.19732396,0.042186033,0.11833208,0.14677753,0.10025145,0.11455071
13,0.20088881,0.11345758,0.03475119,0.017784037,0.0412284,0.03786816,0.062424555,0.011535462,0.0057465057,0.030442584,0.04518037,0.09364989,0.14612316,0.02829992,0.062116712,0.022039577,0.053542346,0.04300914,0.086944364,0.026310299,0.0045625083
14,0.034266066,0.11112345,0.028665643,0.12229691,0.025637796,0.0036397432,0.0482074,0.13216415,0.062248737,0.07184112,0.03189823,0.021961682,0.011216495,0.023644164,0.0028682754,0.0061718277,0.07038566,0.09932625,0.03131716,0.0119599495,0.016634671
15,0.05758264,0.040087044,0.024332533,0.056383114,0.010450829,0.053267255,0.10071908,0.06430438,0.10300984,0.069925606,0.0071011726,0.048529454,0.0714662,0.28848243,0.13887201,0.13722064,0.19924626,0.07461785,0.039687626,0.008087151,0.0010505952
16,0.020626813,0.042556833,0.050154466,0.006400401,0.0078301905,0.06751503,0.06520728,0.022573542,0.02635031,0.005313185,0.019340083,0.004828215,0.020332009,0.043551877,0.039213344,0.019732457,0.018254668,0.0626882,0.052114774,0.010076207,0.031434193
17,0.05380634,0.02591344,0.067208804,0.005653004,0.008970674,0.017411107,0.036796376,0.002836132,0.018489793,0.021733018,0.032156754,0.094570145,0.036904857,0.03458909,0.0031540098,0.011955343,0.01576975,0.03073057,0.001991665,0.0074526328,0.023350786
18,0.009635996,0.0030224945,0.008246291,0.0030401698,0.0009558267,0.00095605466,0.0073117465,0.008488409,0.013764201,0.0010839947,0.013946194,0.018162256,0.002847896,0.0020401496,0.004035916,0.020526657,0.03192299,0.05336607,0.017747715,0.0014143633,0.003836505
19,0.0251517,0.06460039,0.04071356,0.025304945,0.010244128,0.017984025,0.033702113,0.055769637,0.020186957,0.0207337,0.0039489837,0.002958666,0.0156151,0.008858692,0.039040916,0.004374653,0.006189388,0.005304659,0.0036756576,0.00891708,0.006364784
20,0.0015288928,0.009136586,0.0047481563,0.012249753,0.011222917,0.0017790671,0.01347639,0.017363302,0.008686925,0.003441351,0.015840799,0.01912503,0.040307812,0.004030339,0.00744298,0.029895974,0.02061636,0.019328881,0.025691772,0.0070521412,0.09068666
21,0.026172291,0.009593207,0.006108645,0.007887301,0.012517809,0.040998954,0.027130598,0.009965773,0.0027467133,0.03279943,0.023565402,0.050791014,0.009089806,0.011304548,0.025554493,0.019873537,0.08473183,0.024626307,0.056977488,0.008050164,0.0065971445
