Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
10,0.06505877,0.045573868,0.004684155,0.023774343,0.033781737,0.049947657,0.04288998,0.028813157,0.021509193,0.031870395,0.021598335,0.011523668,0.17692515,0.008112502,0.16374686,0.011311773,0.023039395,0.09254672,0.094739445,0.059983198,0.03069281,0.0011676822,0.017560232,0.04332706,0.13747144,0.08263044,0.023426265,0.009274052,0.052163623,0.03032044,0.008928925,0.051515758,0.012276645,0.011818771,0.06053305,0.013097722,0.048399836,0.042241674,0.015065748,0.061305344,0.039877128,0.029733792,0.0063033854
11,0.017262232,0.13587645,0.31217226,0.0863127,0.06332992,0.008930642,0.0012600409,0.013386843,0.03237757,0.038891997,0.0017844697,0.010710601,0.012417511,0.0071431017,0.035281338,0.0076497183,0.047522735,0.00617175,0.005313749,0.015093198,0.07608159,0.021753639,0.016475802,0.030468997,0.076821946,0.09308643,0.052330382,0.025257323,0.009597827,0.011406582,0.017960384,0.058124747,0.013131041,0.034547925,0.013867967,0.0046631442,0.0038236105,0.0058371904,0.006600515,0.19520019,0.04504615,0.013880516,2.454015e-05
12,0.027352903,0.04922268,0.030372556,0.03358853,0.04003668,0.034239482,0.023049118,0.0402417,0.022453314,0.0073058736,0.01665276,0.023048725,0.019329717,0.020044012,0.02434646,0.034374982,0.018071113,0.016649732,0.01110619,0.23451647,0.01473757,0.06708316,0.013894513,0.090008155,0.033644956,0.0067799613,0.023977092,0.0040493007,0.00851651,0.0020235544,0.014798475,0.003414844,0.07952498,0.033461332,0.026752664,0.024810418,0.0074616764,0.04084328,0.038351882,0.025330689,0.0057428204,0.028146205,0.004049959
13,0.014860584,0.08938405,0.106884174,0.008780284,0.052629422,0.010854751,0.04187702,0.0075319353,0.0069218297,0.010726369,0.04851766,0.10484753,0.0042834575,0.008847479,0.014354024,0.009158239,0.0032527796,0.004074022,0.010489906,0.0138715785,0.025847178,0.02267937,0.0028994598,0.016382176,0.22744302,0.015810857,0.0074416464,0.018360455,0.050318904,0.022463318,0.009025619,0.059973948,0.011439901,0.0031975084,0.008186744,0.02384233,0.027741902,0.04166668,0.008904273,0.009353535,0.01161279,0.04883772,0.01471344
14,0.012072787,0.0045886007,0.07767011,0.020478819,0.019812442,0.005215016,0.006079108,0.02278746,0.008446812,0.018056538,0.01242496,0.0135196615,0.016059412,0.21767774,0.06559315,0.08573361,0.09272623,0.057154715,0.048288368,0.0058438927,0.0085371155,0.018069038,0.07667349,0.1716348,0.10813943,0.07833434,0.07819628,0.027997626,0.00676467,0.037806023,0.044850968,0.028724032,0.012867924,0.0033656186,0.008226928,0.023113,0.01571302,0.01020086,0.009776569,0.008382167,0.0129585285,0.010510157,0.0018069806
15,0.013454033,0.014141579,0.0024677352,0.018201206,0.0015113549,0.008043619,0.0065931478,0.0032452517,0.051354676,0.03188437,0.042781644,0.09047518,0.027740272,0.04666475,0.006604002,0.010596707,0.004410641,0.008830739,0.0055309143,0.009510668,0.038880847,0.0076239156,0.031172145,0.040490463,0.0015188291,0.040526006,0.19779402,0.07991082,0.00411014,0.013894645,0.0038312995,0.049793884,0.0051951567,0.006775535,0.011249698,0.0099639725,0.006334962,0.022825245,0.0040760026,0.0066681197,0.0041528866,0.002196332,0.007444838
16,0.05557053,0.002952928,0.005497325,0.0010804017,0.00368733,0.009939327,0.16268411,0.006013452,0.0026080771,0.0038537849,0.0011915106,0.014366352,0.019323202,0.0040849783,0.027856298,0.0051283697,0.015098603,0.019512437,0.0073316074,0.0028748363,0.008319711,0.05789173,0.07477355,0.09573838,0.03317114,0.044294644,0.014996597,0.003687535,0.014653543,0.037385546,0.06598666,0.07485904,0.025702571,0.026405774,0.0036791326,0.020171076,0.029395418,0.03245173,0.030718427,0.027915003,0.022928737,0.0025676421,0.0010047714
17,0.026438162,0.034583814,0.07215447,0.00976199,0.009208121,0.0019381552,0.0079558985,0.010078531,0.01712692,0.0044411877,0.0041270307,0.019845368,0.0050428044,0.0037533538,0.0048764376,0.0039212154,0.021601599,0.0004085704,0.028234584,0.0062872274,0.008137004,0.006483336,0.006619091,0.008815554,0.013037588,0.003744921,0.0046539046,0.025249155,0.010627426,0.010769308,0.01721597,0.0026641611,0.011561582,0.0007030363,0.005103141,0.0071252915,0.0024875025,0.02358714,0.0048357192,0.0015930212,0.16792439,0.0012054135,0.031749655
18,0.003306318,0.0015178276,0.012094396,0.036150392,0.03557866,0.009227051,0.0012242639,0.026753468,0.007345606,0.03917876,0.01058878,0.009449563,0.004118531,0.0037567224,0.0034298187,0.022030588,0.021456575,0.014126046,0.0139222415,0.009151593,0.0025474208,0.008763822,0.008317741,0.11325411,0.016247952,0.054889865,0.03193804,0.011902102,0.009428258,0.010414159,0.007295676,0.016421732,0.005418957,0.0076013515,0.017130513,0.03294024,0.011055889,0.019206373,0.0066971723,0.0007928267,0.007273604,0.030949585,0.008989565
19,0.016631762,0.038129985,0.11997271,0.015402772,0.02048677,0.014193203,0.042464174,0.010803508,0.0036826532,0.006801213,0.0111773545,0.005880325,0.0017112249,0.0032566413,0.0149753615,0.03023896,0.023117904,0.0062026707,0.0054124407,0.008348647,0.0077051963,0.003567559,0.011296872,0.0072323545,0.012007631,0.0013076157,0.004155569,0.010150514,0.013980361,0.027554566,0.06479048,0.0021487076,0.00300839,0.0054028407,0.045987174,0.011474719,0.02640253,0.004380487,0.0044831447,0.0006377947,0.014802221,0.0139595475,0.0067567993
20,0.025266232,0.0058954526,0.008793283,0.006398541,0.0032483144,0.011153405,0.02419802,0.047774598,0.00666602,0.015328357,0.06539849,0.015795372,0.013014754,0.050200954,0.0319594,0.019490166,0.023309,0.0070384326,0.12514606,0.0045769652,0.007816217,0.022204658,0.005616991,0.036712974,0.0070471554,0.007697607,0.017656263,0.03143691,0.0055994596,0.023699468,0.009676505,0.00912554,0.02869109,0.0073157204,0.0038046776,0.007937457,0.0351289,0.004183982,0.010682102,0.0087682335,0.0016532296,0.002864778,0.0008707301
21,0.0087861745,0.009662131,0.0032022838,0.015605528,0.005250317,0.0014810672,0.020645184,0.013332916,0.0010073616,0.016212232,0.021269798,0.010472752,0.009622821,0.0012189017,0.010676472,0.027851015,0.048193466,0.01983191,0.013547381,0.016613983,0.007463174,0.035578027,0.016494125,0.019479495,0.010719818,0.0051836795,0.008916287,0.049834955,0.04998018,0.013448777,0.2202031,0.040311567,0.019517452,0.013001803,0.009819578,0.0014952455,0.012158788,0.010146425,0.012526216,0.008040387,0.0022936468,0.0145899765,0.0026513285
22,0.0008355821,0.0075539406,0.006173618,0.0043161735,0.0036881096,0.0025037283,0.0023869476,0.012658455,0.0037405072,0.010282333,0.0066194376,0.013985357,0.002835666,0.020621289,0.015797483,0.0037040769,0.009152544,0.004691737,0.005522494,0.009234785,0.011582623,0.0039083697,0.0034807948,0.0022924035,0.0037772222,0.022041935,0.015710436,0.0073393243,0.008334114,0.0054097143,0.011206895,0.012832217,0.0012773683,0.0011584328,0.0027067168,0.003904085,0.0006730924,0.0052085933,0.0018192809,0.1709501,0.0017320031,0.002101667,0.0027954325
23,0.016294751,0.01739559,0.027624838,0.027116178,0.004784719,0.003568494,0.021096025,0.0027219355,0.018813742,0.16812225,0.048482254,0.031312168,0.024803013,0.016903747,0.00074290996,0.0015248897,0.0043678917,0.0015931681,0.0020835986,0.013048898,0.0024310907,0.003807915,0.009744704,0.002008075,0.0037582645,0.0015338929,0.0054708784,0.007500305,0.0015669602,0.001907215,0.007849479,0.031126577,0.026238127,0.016417757,0.0067462455,0.0029263676,0.0060146255,0.020857485,0.012026446,0.01098478,0.009016597,0.0013462139,0.00019454092
24,0.0043472648,0.0030858987,0.0062850863,0.0042395843,0.0029118177,0.004779639,0.015124816,0.0014052093,0.004235115,0.0033069332,0.0009058526,0.0027301246,0.01140038,0.0067122597,0.0062038973,0.012608151,0.13742268,0.004703412,0.007200673,0.0038151543,0.01944274,0.0129820965,0.027207375,0.0064424938,0.0070433216,0.0026895308,0.0015484651,0.0072282776,0.0036783523,0.010790261,0.0076587973,0.006265472,0.020766504,0.019981246,0.00090042816,0.0076024765,0.002673914,0.005127685,0.0051705795,0.005967449,0.0088893715,0.025061166,0.0048517403
25,0.0025161114,0.008923942,0.0027634215,0.0061695836,0.0010532431,0.0035246983,0.006762519,0.0057973517,0.002953841,0.0031950702,0.019089181,0.002949725,0.0027940376,0.005185351,0.012316846,0.002310434,0.0046846378,0.00084682426,0.004346925,0.03434735,0.023569714,0.020211104,0.015216321,0.008667063,0.008861638,0.0018664903,0.017715365,0.0029741568,0.0024513952,0.0073117986,0.008093432,0.0025906754,0.0010717448,0.00244887,0.0013736126,0.00075928756,0.00039569472,0.1665283,0.008176404,0.0010877423,0.004152981,0.00074214477,0.0007203764
26,0.0027074933,0.0054745874,0.014025096,0.014190171,0.001701494,0.0089909,0.0054987,0.03811378,0.005261855,0.02145245,0.0064572943,0.004677387,0.008351234,0.009825037,0.0032842865,0.0030885004,0.0050547346,0.0060547325,0.004266197,0.013488615,0.0041286927,0.0040266137,0.0017227739,0.008635303,0.012036929,0.028990488,0.008329555,0.0022064645,0.0013693628,0.009466162,0.017027948,0.032615818,0.01443288,0.0043852953,0.0067184344,0.0071232347,0.20756818,0.01761333,0.006437386,0.0025305636,0.0026693097,0.0034311737,0.0003583594
27,0.0028294902,0.0003763004,0.0031379769,0.0025667322,0.0018928773,0.0013125234,0.0013433914,0.019757431,0.008097251,0.0035248995,0.0027670607,0.009726262,0.008131479,0.0029737283,0.00428237,0.15537365,0.003579548,0.031586725,0.004284927,0.008199556,0.004342449,0.008989852,0.003609966,0.0035036094,0.0063151554,0.00704001,0.021274094,0.0122518055,0.008166663,0.004681444,0.013944776,0.0044279145,0.0031072965,0.0031808442,0.0072948104,0.001817484,0.0052926466,0.005884886,0.010412671,0.002479362,0.0074274857,0.004617577,0.0024602877
28,0.011724658,0.0041111307,0.0044817636,0.00068249315,0.15108357,0.008394357,0.0067696134,0.02172479,0.007690011,0.0015519201,0.004024979,0.008868204,0.0041661826,0.010395222,0.00882669,0.0015790227,0.028951516,0.004691453,0.0036029215,0.0067144604,0.0046863644,0.0018543447,0.00435191,0.008358828,0.017575257,0.0013425325,0.0018575331,0.0014412159,0.0004661251,0.00028773208,0.013975106,0.0020037952,0.0027534533,0.00036786546,0.0062353034,0.0057262937,0.0068702134,0.0009509978,0.0011354756,0.005873261,0.005127635,0.0031029722,0.0007992364
29,0.0058777817,0.014128083,0.011755912,0.008685754,0.0028118594,0.0008743128,0.004982152,0.013117125,0.00403705,0.004907219,0.011553309,0.0040043117,0.0006815891,0.009012874,0.0075930427,0.009137549,0.009993361,0.023627978,0.004943568,0.0067050885,0.004680037,0.0077865976,0.009418631,0.005546435,0.0065949215,0.15880784,0.003130556,0.0016432515,0.0015136248,0.0024431557,0.0162599,0.014820388,0.0046486836,0.002049836,0.015768846,0.0018701078,0.004814139,0.0065540047,0.0038049573,0.0026907227,0.0015648478,0.003430087,0.0067737843
