Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,1.7005229,1.4947832,1.36322,0.5020814,1.7845416,1.232315,2.5414054,2.086775,2.5868196,0.80854416,1.5427731,1.4602246,1.0486804,0.980361,1.5901303,2.134323,1.7330561,1.6789598,1.0756491,1.5144068,0.4148647,1.1844076,1.1932445,0.6072111,2.0289922,0.8141391,0.95539767,0.43780863,0.8724934,0.36155003,0.16218989,0.28746873,1.3711874,0.6546313,0.6619712,0.260211,0.29290265,0.7500452,0.5562211,0.15198284,0.22326736,0.38441828,0.2685866,0.029747918,0.19219632,0.23677778,0.23790927,0.22731055,0.041147366,0.21769072,0.16102701,0.067060426,0.24955869,0.122007,0.24063593,0.25825217,0.09454766
1,0.008922601,0.370473,0.34118032,0.2597321,0.6385628,0.025168255,0.19196968,0.03429521,0.0033671143,0.0062439064,0.07689364,0.012282141,0.42937082,0.12101033,0.33162072,0.11626041,0.032396935,0.4159646,0.24198794,0.16343328,0.03648021,0.27385673,0.06258173,0.55351907,0.10185624,0.09215478,0.46476877,0.42570418,0.21160027,0.36762422,0.20941158,0.30448526,0.12346181,0.14366673,0.0133613385,0.29594404,0.10637458,0.23296803,0.31734213,0.34737697,0.18332586,0.012683637,0.21867144,0.41790277,0.20475106,0.118472345,0.18684119,0.17344294,0.21030328,0.4617592,0.100422174,0.12455067,0.5565141,0.068618976,0.26267686,0.058772385,0.14324625
2,0.29605365,0.21146742,0.22874981,0.031993624,0.18327302,0.11589684,0.08198304,0.28000727,0.1932647,0.16761787,0.19628195,0.3462108,0.23942469,0.05827051,0.124227084,0.14846551,0.5010477,0.45568478,0.06349315,0.6199474,0.08743965,0.050599936,0.48925567,0.37237024,0.44984943,0.22437003,0.21759613,0.13816166,0.13211063,0.36611098,0.37343204,0.24219885,0.13747859,0.017618328,0.021068988,0.27608818,0.02897226,0.1114852,0.19520515,0.056745823,0.032494146,0.2063685,0.15181066,0.21450059,0.20429519,0.1071268,0.1193382,0.2504723,0.011312491,0.019565672,0.31832826,0.016440734,0.42513737,0.31552252,0.20766905,0.0055280174,0.24739149
3,0.10683154,0.20358199,0.006179183,0.085397035,0.035951655,0.00594011,0.20121506,0.07086075,0.01543283,0.14804378,0.30998492,0.1731587,0.164367,0.22084771,0.146694,0.04436663,0.05482103,0.18194881,0.11144085,0.57089317,0.020558668,0.31042406,0.28436866,0.22105004,0.008978199,0.09965122,0.08048822,0.296591,0.28103966,0.34294975,0.29986218,0.20174569,0.1355822,0.45519412,0.06492312,0.22250296,0.099538915,0.014670648,0.21594666,0.062369823,0.17841543,0.24659427,0.16031265,0.067066155,0.10609765,0.22701232,0.107628636,0.12299443,0.15736479,0.20043258,0.1214419,0.26799423,0.15656471,0.2524493,0.1950556,0.030826952,0.12606208
4,0.078267045,0.12998748,0.12945436,0.32798,0.17754963,0.15142708,0.07725999,0.15891808,0.19784364,0.25440457,0.03113231,0.017744545,0.059789695,0.18398151,0.07073999,0.1858232,0.017296901,0.12077149,0.14233446,0.012522476,0.09249668,0.07608996,0.07100284,0.20111503,0.37140778,0.16294591,0.09584952,0.0599195,0.07368282,0.10952175,0.061463423,0.05388064,0.11814065,0.14526835,0.09628294,0.1746131,0.011118193,0.04765038,0.118797116,0.016534915,0.06554273,0.17103302,0.12469776,0.17010927,0.03224993,0.06966072,0.19859752,0.68747467,0.1751597,0.0544616,0.035283964,0.19835064,0.022675872,0.03677719,0.037590805,0.35873643,0.18700479
5,0.023263017,0.3143498,0.008549973,0.1091133,0.05580455,0.086686924,0.012839329,0.09036084,0.016332438,0.09409326,0.04310663,0.09111501,0.026358426,0.1867352,0.13833204,0.102236554,0.05546179,0.047552936,0.02698477,0.021603784,0.040429495,0.045904376,0.11806495,0.10095921,0.003003668,0.04714378,0.043646388,0.25438368,0.04186416,0.017182656,0.054155648,0.073632434,0.047551885,0.0622314,0.021850044,0.024769558,0.009262888,0.052653383,0.10064365,0.38744777,0.09624182,0.09521347,0.06288933,0.17370334,0.0373828,0.08228739,0.11906147,0.11386517,0.12270122,0.28136286,0.058812656,0.01810041,0.5248308,0.08570827,0.07225897,0.12562302,0.13931914
6,0.05612132,0.011892208,0.06420393,0.055455208,0.020072136,0.32014772,0.040482078,0.00093861914,0.030400168,0.096980646,0.0143150715,0.014955755,0.16398437,0.3911323,0.09395133,0.064164855,0.14278796,0.017267402,0.0069167437,0.033768326,0.12852192,0.021073295,0.07766659,0.024168808,0.022234332,0.013489274,0.01666539,0.07050357,0.016790412,0.034994334,0.0562471,0.01060212,0.015171338,0.0774874,0.083139636,0.05637885,0.019092526,0.022803795,0.04485728,0.026037926,0.06841363,0.23409754,0.1184843,0.13791537,0.25951046,0.050892826,0.018229915,0.04455895,0.13009465,0.048991185,0.06480606,0.09959206,0.07898516,0.11103813,0.043579303,0.017183289,0.01768205
7,0.1431076,0.09900232,0.09079382,0.063976,0.014379792,0.0055553955,0.08138552,0.026551906,0.13688765,0.04939901,0.028830579,0.01850545,0.089356795,0.026173443,0.012302747,0.04941667,0.03693758,0.010275135,0.014447454,0.012248098,0.025439313,0.003774982,0.035743322,0.22554174,0.044124655,0.05152253,0.005137928,0.009072426,0.0351288,0.050197657,0.073210254,0.17614248,0.03976692,0.12490943,0.029267803,0.012432842,0.022064684,0.02337813,0.09761866,0.057252683,0.22237223,0.04986069,0.120974295,0.09650034,0.11031131,0.029973831,0.089466065,0.092104614,0.055062763,0.011948047,0.023148099,0.012105482,0.0025654042,0.029889766,0.015812794,0.023329735,0.033572685
8,0.034593455,0.024501195,0.044059813,0.032337546,0.055773955,0.012451238,0.16479394,0.019129246,0.029472863,0.03541331,0.0057237884,0.036127985,0.0754075,0.016129045,0.024513781,0.09340206,0.16380052,0.09720855,0.19974059,0.15648659,0.012739668,0.13856356,0.04545119,0.13926111,0.12804675,0.14781584,0.03546682,0.01737534,0.062004656,0.010256415,0.06551181,0.04962539,0.058001388,0.051723525,0.06908104,0.08576664,0.09085171,0.054048598,0.066678785,0.12250131,0.004578566,0.008096123,0.2296474,0.074105844,0.040245466,0.09312,0.07678254,0.077501,0.1935241,0.22330302,0.2614475,0.09163132,0.15700722,0.024320243,0.14785512,0.03282207,0.17269051
9,0.07777768,0.11393137,0.022287168,0.012001482,0.016949639,0.020586321,0.028718628,0.021321466,0.010054413,0.038462326,0.011710506,0.02206887,0.024500422,0.044749983,0.095027804,0.1357068,0.014218387,0.034795735,0.030746255,0.030984713,0.01954567,0.014713537,0.019841395,0.072023764,0.04158409,0.050887913,0.021984784,0.10290555,0.0060755014,0.04707982,0.08992278,0.0045180214,0.040234588,0.09322351,0.010356866,0.021611296,0.24338865,0.07192573,0.02910869,0.018516984,0.014232334,0.06365169,0.00876519,0.009105847,0.034941632,0.09578827,0.028605951,0.057890873,0.017667264,0.043988213,0.04556246,0.017404133,0.058879144,0.023741564,0.030297158,0.038086016,0.020820338
