meeting_date,sentiment_score
1993-03-23,-0.45229098
1993-05-18,-0.42190212
1993-07-07,-0.30760437
1993-08-17,-0.356933
1993-09-21,-0.3971983
1993-11-16,-0.3917905
1993-12-21,-0.41357964
1994-02-04,0.32389858
1994-03-22,-0.5071137
1994-05-17,-0.53848565
1994-07-06,-0.44775954
1994-08-16,-0.5355583
1994-09-27,-0.5891501
1994-11-15,-0.30032668
1994-12-20,-0.4128797
1995-02-01,-0.4434903
1995-03-28,0.481072
1995-05-23,-0.23481563
1995-07-06,-0.5492514
1995-08-22,-0.5674566
1995-09-26,-0.5960025
1995-11-15,-0.43065554
1995-12-19,-0.34860834
1996-01-31,0.46766397
1996-03-26,-0.25342807
1996-05-21,-0.08350922
1996-07-03,-0.20173651
1996-08-20,-0.20353812
1996-09-24,-0.18306068
1996-11-13,-0.33325696
1996-12-17,-0.02894033
1997-02-05,0.062184073
1997-03-25,-0.085270666
1997-05-20,-0.28794703
1997-07-02,-0.4299582
1997-08-19,-0.035124708
1997-09-30,-0.46004823
1997-11-12,-0.03219391
1997-12-16,-0.0045935893
1998-02-04,0.009159613
1998-03-31,-0.076872446
1998-05-19,-0.26957303
1998-07-01,-0.4498336
1998-08-18,-0.22918172
1998-09-29,-0.4829497
1998-11-17,-0.113963984
1998-12-22,0.12250218
1999-02-03,0.04982217
1999-03-30,-0.4170691
1999-05-18,-0.23036341
1999-06-30,-0.1435343
1999-08-24,-0.037994362
1999-10-05,-0.0701134
1999-11-16,-0.08089313
1999-12-21,0.051948126
2000-02-02,0.14315392
2000-03-21,-0.10911971
2000-05-16,-0.0015488808
2000-06-28,-0.123421185
2000-08-22,-0.32808813
2000-10-03,-0.06753579
2000-11-15,-0.48821342
2000-12-19,-0.4641311
2001-01-31,-1.0147407
2001-03-20,-0.7338113
2001-05-15,-0.701993
2001-06-27,-0.92724943
2001-08-21,-1.0191965
2001-10-02,-0.6998033
2001-11-06,-0.41830784
2001-12-11,-0.26808777
2002-01-30,0.37771785
2002-03-19,0.22303727
2002-05-07,0.18738922
2002-06-26,-0.12138875
2002-08-13,0.27312744
2002-09-24,-0.28212985
2002-11-06,-0.28953785
2002-12-10,-0.109276034
2003-01-29,0.12555742
2003-03-18,-0.09591921
2003-05-06,-0.17814377
2003-06-25,-0.20840825
2003-08-12,-0.3806411
2003-09-16,-0.18766639
2003-10-28,-0.18762088
2003-12-09,-0.13915125
2004-01-28,0.032011867
2004-03-16,0.07051042
2004-05-04,0.3693747
2004-06-30,0.46167487
2004-08-10,0.6863001
2004-09-21,0.97377765
2004-11-10,0.83346784
2004-12-14,0.6983911
2005-02-02,1.0014234
2005-03-22,0.8039275
2005-05-03,0.8554775
2005-06-30,0.63113254
2005-08-09,0.9339897
2005-09-20,0.7233225
2005-11-01,0.9339793
2005-12-13,0.6314978
2006-01-31,0.96883965
2006-03-28,0.59068453
2006-05-10,0.61084586
2006-06-29,0.38287535
2006-08-08,0.16803582
2006-09-20,0.021104712
2006-10-25,-0.14988792
2006-12-12,0.12346885
2007-01-31,0.17990021
2007-03-21,-0.13056229
2007-05-09,0.114275746
2007-06-28,-0.14684775
2007-08-07,-0.3352755
2007-09-18,-0.53862005
2007-10-31,-0.6467807
2007-12-11,-0.80264187
2008-01-30,0.032011867
2008-03-18,-0.68545014
2008-04-30,-0.24518836
2008-06-25,0.84807825
2008-08-05,-0.81549716
2008-09-16,-1.0640985
2008-10-29,-0.81307983
2008-12-16,-0.26762596
2009-01-28,0.032011867
2009-03-18,-0.07867902
2009-04-29,0.10714698
2009-06-24,-0.074581556
2009-08-12,-0.107804246
2009-09-23,-0.023016715
2009-11-04,-0.023582261
2009-12-16,0.06577113
2010-01-27,0.12072482
2010-03-16,-0.040019862
2010-04-28,-0.055308107
2010-06-23,-0.09255837
2010-08-10,0.08993966
2010-09-21,-0.043087553
2010-11-03,-0.049036227
2010-12-14,-0.08929099
2011-01-26,-0.011514537
2011-03-15,-0.087485485
2011-04-27,0.07808325
2011-06-22,0.049010422
2011-08-09,-0.05655813
2011-09-21,-0.051475134
2011-11-02,-0.0750731
2011-12-13,-0.07596525
2012-01-25,0.12555742
2012-03-13,0.018620716
2012-04-25,0.034739815
2012-06-20,-0.06258257
2012-09-13,-0.06316862
2012-10-24,0.047197003
2012-12-12,-0.0648063
2013-01-30,-0.054919172
2013-03-20,-0.07960633
2013-05-01,-0.072464325
2013-06-19,-0.0051966403
2013-07-31,-0.010906577
2013-09-18,0.030264
2013-10-30,-0.003527548
2013-12-18,3.6036968e-07
2014-01-29,-0.014535171
2014-03-19,-0.0018074889
2014-04-30,0.01923533
2014-06-18,-0.024992684
2014-07-30,-0.007122416
2014-09-17,0.028007517
2014-10-29,0.026256787
2014-12-17,-0.07940527
2015-01-28,0.073966675
2015-03-18,0.029754484
2015-04-29,0.047414377
2015-06-17,0.07362398
2015-07-29,-0.004978704
2015-09-17,-0.06708575
2015-10-28,0.27238905
2015-12-16,0.22702177
2016-01-27,0.11997192
2016-03-16,-0.09001542
2016-04-27,0.14329174
2016-06-15,0.05904136
2016-07-27,-0.0515732
2016-09-21,-0.05146376
2016-11-02,0.297866
2016-12-14,0.32082006
2017-02-01,0.28420702
2017-03-15,0.33235735
2017-05-03,0.3443007
2017-06-14,0.32449687
2017-07-26,0.072630085
2017-09-20,0.088640384
2017-11-01,0.38655716
2017-12-13,0.33826825
2018-01-31,0.3142263
2018-03-21,0.28078258
2018-05-02,0.26380697
2018-06-13,0.21636367
2018-08-01,0.3055105
2018-09-26,0.16107106
2018-11-08,0.20771518
2018-12-19,0.21158592
2019-01-30,-0.006643956
2019-03-20,-0.040977538
2019-05-01,-0.05421435
2019-06-19,-0.09044953
2019-07-31,-0.2442177
2019-09-18,-0.36887813
2019-10-30,-0.17325473
