Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
10,0.0027795665,0.011237159,0.08134365,0.030449076,0.040123872,0.04833239,0.018355718,0.0079509625,0.020545674,0.009184365,0.0011645153,0.00085631455,0.018133212,0.083458565,0.05528355,0.038258683,0.0028563358,0.019761235,0.05900275,0.022021374,0.009945922,0.024413861,0.04734933,0.026243363,0.0051332675,0.022372257,0.02207487,0.057597123,0.0036492965,0.0023666455,0.09197159,0.034615695,0.043150216,0.009929748,0.04636971,0.04186169,0.06451072,0.063354045,0.00079548056,0.031188775,0.0222991,0.04793103,0.02218462,0.015510049
11,0.0010661362,0.0062179267,0.007788699,0.084131144,0.025369916,0.02864859,0.031124653,0.05897994,0.014982954,0.0026989873,0.005212512,0.0051035965,0.040762484,0.022835713,0.05802462,0.012253251,0.04580323,0.09741576,0.041043587,0.10004175,0.05422629,0.044443212,0.03233911,0.06023419,0.028907482,0.093839794,0.018198755,0.007804612,0.07769079,0.044772547,0.0028794818,0.029500296,0.019084802,0.019599136,0.008738471,0.029059887,0.018586338,0.0052822228,0.0075621037,0.015490691,0.018696237,0.0053044613,0.0052015632,0.02163462
12,0.0055757826,0.0038859232,0.02358866,0.039712116,0.026100345,0.010781503,0.015707519,0.012617389,0.03128977,0.012056471,0.035277843,0.016929831,0.022403043,0.012885156,0.023089312,0.021973167,0.07299531,0.011163527,0.002979473,0.009891032,0.009141669,0.033318322,0.038886596,0.0058077597,0.012860308,0.06695721,0.03273277,0.091189235,0.13218018,0.069845214,0.057207137,0.0015584758,0.015474761,0.06592426,0.098656386,0.06929595,0.03653862,0.07141631,0.06212075,0.020931344,0.051961273,0.013026461,0.034932874,0.041438043
13,0.014073173,0.048728738,0.008244492,0.05041788,0.032044884,0.0060651405,0.018450562,0.0542671,0.028704856,0.01011566,0.016555307,0.023480954,0.009765457,0.06936872,0.065399334,0.004064085,0.017050665,0.014621126,0.018717889,0.014084881,0.0014956337,0.0027664844,0.011525991,0.015300533,0.0043380437,0.020003656,0.024948798,0.00078171294,0.005396445,0.016051453,0.00079530384,0.011022104,0.023877792,0.0049304324,0.023040125,0.029611895,0.018927995,0.05743962,0.07100801,0.051455274,0.019703586,0.011624218,0.0067923106,0.005115833
14,0.0072627324,0.044633456,0.026297998,0.024727564,0.011654258,0.020348506,0.03421967,0.01613932,0.007745397,0.008640619,0.07814918,0.010930125,0.05299367,0.0171558,0.013286053,0.09527162,0.015391239,0.021931894,0.050916277,0.0039972756,0.0024702745,0.004097283,0.008412322,0.008473057,0.04585379,0.009399,0.0037846672,0.013684393,0.02443214,0.037311982,0.01504354,0.061955474,0.024239356,0.016368866,0.04509384,0.014578076,0.013160329,0.019625708,0.033204697,0.051523615,0.031383194,0.018565683,0.0086937295,0.015634064
15,0.010916078,0.033949673,0.035482608,0.01958172,0.009690023,0.015048801,0.04966289,0.026896052,0.014382756,0.015539048,0.0029770036,0.0021271857,0.046582777,0.03737066,0.0053215865,0.027882596,0.007891595,0.005109065,0.040274944,0.009744737,0.0149348285,0.015800785,0.011933962,0.03457374,0.017110366,0.012489941,0.031777628,0.0037594573,0.022892915,0.03206432,0.076887056,0.049294837,0.009394323,0.022948861,0.008923673,0.030687738,0.041620634,0.054333713,0.046979874,0.011467051,0.00913391,0.0067431843,0.016018182,0.050992765
16,0.016458616,0.025098931,0.02902463,0.009902533,0.00054837996,0.025407623,0.022794548,0.02924677,0.024150979,0.0056978734,0.010072721,0.010909749,0.026447324,0.009066341,0.026760396,0.012797904,0.007830564,0.037779838,0.028758425,0.020298023,0.004358565,0.009441234,0.018045709,0.019786455,0.002622183,0.0026445861,0.026042227,0.014982564,0.0020522326,0.029565012,0.0052849953,0.005906257,0.01809545,0.02571315,0.0055805617,0.0207818,0.009825962,0.029911052,0.02506952,0.03812199,0.03282436,0.015429562,0.0062149544,0.008870296
17,0.0015997328,0.00042804328,0.0057830755,0.00061192486,0.006960066,0.039029777,0.030786037,0.021231377,0.0018802008,0.018941818,0.04034788,0.02486106,0.026982656,0.0078136735,0.008115642,0.01756643,0.014279339,0.00025402597,0.010397366,0.0077642566,0.015624235,0.020599598,0.032152332,0.048295386,0.038638406,0.03044083,0.025135124,0.009931799,0.012045156,0.033638597,0.023633996,0.0077524856,0.018818857,0.032737516,0.019156162,0.020967886,0.027425699,0.016967256,0.0040320405,0.0067256116,0.013183573,0.03018382,0.035085622,0.011222409
18,0.011542767,0.003367577,0.0005506143,0.008041919,0.000102216494,0.014295779,0.004556123,0.0032710573,0.0007142143,0.007137979,0.01593304,0.008596212,0.008088041,0.0041184807,0.0030392392,0.0027687892,0.002112859,0.004154232,0.00050631637,0.022574138,0.0025421814,0.002936032,0.0012084114,0.00043570547,0.0109462375,0.016289454,0.0047941636,0.008097229,0.011603586,0.0061031794,0.010506087,0.007123936,0.0018156734,0.0047944346,0.035391986,0.017713048,0.006955147,0.002643893,0.00019500326,0.0014478073,0.025436843,0.0018027766,0.003561751,0.008619033
19,0.00791249,0.0131426025,0.011742459,0.0029069374,0.0071094893,0.005411963,0.004977893,0.010230929,0.0076801972,0.010498278,0.007410597,0.01776921,0.018253308,0.0006185331,0.019903433,0.030608114,0.018154915,0.012701548,0.018268773,0.004523428,0.009204948,0.007066887,0.0036170916,0.009324018,0.0073860465,0.0104285795,0.0020098987,0.0044049826,0.0127897635,0.01072542,0.009896523,0.0056120027,0.015314248,0.034515865,0.0324597,0.07292138,0.0655631,0.01762758,0.012035998,0.0014535733,0.009273269,0.005615932,0.003012457,0.0124453725
20,0.0023997389,0.0011010648,0.0030171303,0.0036136527,0.00984008,0.012569011,0.003515426,0.014518723,0.0098664975,0.03204274,0.014283165,0.006512233,0.0019899127,0.022546003,0.009652721,0.008341036,0.008159647,0.0010790913,0.00564289,0.0010648986,0.0052566547,0.0003993986,0.0058815237,0.0035325987,0.0044189896,0.0057570282,0.011524035,0.0011492496,0.0042093145,0.0073469314,0.0025606996,0.01291971,0.022228915,0.0034043975,0.009499635,0.010106204,0.014996297,0.006279761,0.001100254,0.008732441,0.011236181,0.0064947596,0.012985552,0.00800006
21,0.002594594,0.0014844869,0.004056767,0.0070086443,0.0061496533,0.0021393497,0.012393811,0.0070878426,0.0034972013,0.012295751,0.01209167,0.015692085,0.048481658,0.010298403,0.013544513,0.0024651,0.021345092,0.015406207,0.007207778,0.008444149,0.003725668,0.020554785,0.010619907,0.0077613015,0.0064192065,0.012064889,0.00349712,0.0077802315,0.0028952372,0.014703432,0.022708658,0.0049977945,0.003889898,0.009445955,0.016228642,0.00817951,0.012065968,0.0061117094,0.00468183,0.0113854,0.0011719358,0.0016200307,0.0025892567,0.0046789865
22,0.0029356393,0.0022161694,0.002782688,0.0019081787,0.006192819,0.0003986464,0.0061647035,0.0028716777,0.002908558,0.004357715,0.0031124314,0.00096353004,0.0042523732,0.0017867972,0.002995612,0.003986893,0.009039765,0.0038800242,0.03802363,0.027457504,0.0208903,0.008148858,0.010744644,0.011036037,0.020793978,0.027579287,0.005473044,0.0049258387,0.0021248255,0.0048103486,0.014168872,0.0064370087,0.0027690702,0.0007740741,0.010961512,0.0073383097,0.008775032,0.0056411894,0.00585998,0.0015751235,0.004372511,0.003434678,0.0012446112,0.009010214
23,0.0029434,0.001867092,0.0015659467,0.0025209826,0.004619439,0.003074951,0.0070966757,0.0026638196,0.0024693774,0.0018379091,0.0036984072,0.0072524403,0.00930644,0.016324446,0.0031107867,0.0035321494,0.0014840758,0.0040868465,0.00070785335,0.0020068493,0.0024416852,0.005546202,0.0045639626,0.0063806307,0.002491319,0.0037691367,0.004822976,0.0020756063,0.008075156,0.0015794096,0.012330769,0.0046289167,0.006116499,0.016369756,0.009021789,0.003522107,0.00053189276,0.01680198,0.015415302,0.0020715157,0.05693665,0.007728516,0.021384694,0.001629099
24,0.012066625,0.0009677006,0.005410996,0.0056353398,0.0054352055,0.0059760357,0.00057369226,0.01053156,0.010707898,0.00834559,0.009241102,0.013988093,0.008564433,0.008246755,0.0088890195,0.00752201,0.0026599702,0.02026498,0.013791978,0.016628277,0.0063719703,0.019085899,0.0029813708,0.030663803,0.011368192,0.01943677,0.004210487,0.036756225,0.014433106,0.053044345,0.009917734,0.021549394,0.00044544792,0.009208003,0.017393718,0.0031265274,0.002894066,0.016029974,0.0136098545,0.018124571,0.0053934604,0.0061916453,0.004153315,0.00091630267
25,0.010494083,0.005142091,0.008518436,0.013020234,0.0057151383,0.003104841,0.010305386,0.0039366693,0.002236969,0.0034999636,0.007597061,0.006460856,0.0072000492,0.0020848422,0.0015832421,0.002519584,0.0056455005,0.012000834,0.014088995,0.012092572,0.010667401,0.0056627514,0.0041020717,0.0030857278,0.001439241,0.0039670556,0.005257642,0.005847341,0.0037712127,0.007585007,0.0022040822,0.001261588,0.0051234355,0.0040080072,0.010712603,0.013665966,0.0039602034,0.004993995,0.0059260456,0.002335546,0.0071551898,0.002566251,0.013385918,0.000579636
26,0.0025845529,0.004311627,0.0028009072,0.006326735,0.0047217794,0.004200038,0.009016788,0.007133615,0.00500088,0.0044547557,0.016040046,0.014369838,0.015483711,0.0015546642,0.0030751904,0.012111945,0.003804493,0.0047625825,0.0007002369,0.0026675642,0.0014711604,0.0062656915,0.018587476,0.0018456697,0.0009836735,0.005048142,0.0070672696,0.014390431,0.003962874,0.004694467,0.0012653146,0.0026435438,0.0013945117,0.00658594,0.0045449333,0.0050467905,0.014491873,0.004049484,0.0025363187,0.0034811774,0.0040024244,0.003948769,0.004988415,0.004524546
27,0.0020790421,0.0068317717,0.0021740082,0.0017617004,0.0021479428,0.004360525,0.0013608055,0.013540436,0.005826022,0.0023014897,0.011052912,0.0029824106,0.002954851,0.0079929875,0.001206523,0.003591527,0.0011088324,0.0031736055,0.0013028452,0.01525595,0.0018760093,0.0012405536,0.0025349578,0.001967351,0.0011852051,0.0024962155,0.005585702,0.0131896045,0.009456774,0.0037991365,0.0013079458,0.008212352,0.014399267,0.014364907,0.023646446,0.0067006825,0.0008673226,0.0011096388,0.0025419993,0.011830883,0.0046694605,0.0017847945,0.0015599285,0.0005013984
28,0.0023149992,0.0017664599,0.0030506866,0.0014723217,0.00042677444,0.006671432,0.013780845,0.009650118,0.005111506,0.004214119,0.004321214,0.0021427989,0.00069915055,0.006568525,0.007009382,0.0014909988,0.012349073,0.0073657245,0.005599447,0.006146675,0.0047973585,0.00658142,0.005382268,0.00030535657,0.001854713,0.0035162822,0.005574543,0.017005593,0.006771412,0.004033686,0.0040585212,0.0060752165,0.002122442,0.004623163,0.001414833,0.0071246577,0.015164541,0.006154124,0.0060673147,0.0021352917,0.0024469874,0.004065237,0.0012296131,0.002509497
29,0.0003279333,0.005829515,0.01590691,0.0006951103,0.0022892137,0.0011500698,0.00090663147,0.004165798,0.004807866,0.0001786753,0.0018941028,0.004037433,0.002227103,0.004587284,0.007796794,0.0012881478,0.0041403393,0.0009304881,0.0016852501,0.0040951446,0.00048342382,0.00030540707,0.0007277477,0.009486037,0.0060080043,0.0049103987,0.0065983087,0.0028685154,0.0095836,0.004447811,0.0008480061,0.001680636,0.0071583353,0.0036741358,0.0021351855,0.0046755383,0.00081954163,0.0059093186,0.00533072,0.00017907494,0.0010986901,0.0009222531,0.0017348822,0.0015468437
