Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
10,0.09218351,0.053653944,0.023599457,0.0041833855,0.029358733,0.1024074,0.15060443,0.026474454,0.036316495,0.008014068,0.04860092,0.08897123,0.08794036,0.05235453,0.042613853,0.010489489,0.06731787,0.13287354,0.106762044,0.14594552,0.25532323,0.11681321,0.047293417,0.015613729,0.023398923,0.06848237,0.08140136,0.08080533,0.018674837,0.07519169,0.014592192
11,0.093103945,0.05870202,0.048456945,0.011122758,0.03040827,0.040023994,0.037004396,0.0120274415,0.021565076,0.08852844,0.238489,0.19468106,0.09977688,0.091661245,0.0747756,0.02402664,0.07587613,0.21847196,0.22058298,0.1433911,0.13978943,0.04137458,0.062074553,0.03569611,0.055758834,0.030528266,0.13189481,0.022476785,0.0040669227,0.084144376,0.009090129
12,0.09847239,0.017582389,0.023164976,0.022622615,0.0716251,0.061100565,0.00786934,0.009549868,0.009929752,0.0075672446,0.00929676,0.0016661307,0.007860382,0.014584986,0.03141284,0.016627053,0.059928995,0.040870816,0.07038824,0.022909146,0.038634483,0.024588179,0.2663411,0.028377209,0.095065914,0.08593035,0.017174056,0.04436276,0.009957822,0.03977319,0.07265554
13,0.08161044,0.1267122,0.0693454,0.030713102,0.0047401707,0.11460353,0.04272642,0.058739573,0.07816218,0.0684023,0.067888446,0.0037701693,0.09558954,0.05132356,0.12039031,0.052946832,0.030602304,0.0077241194,0.007514122,0.023547113,0.028865773,0.10573024,0.060936548,0.024035871,0.026443103,0.017555375,0.02045537,0.03267532,0.0112165,0.013035515,0.016177507
14,0.003418018,0.017251756,0.003928735,0.04351362,0.018048486,0.17126411,0.024908569,0.03536467,0.03738773,0.005658215,0.014725899,0.0026145722,0.017612284,0.017080268,0.0022218095,0.029508226,0.0080546765,0.024097264,0.0035682917,0.002933478,0.013933113,0.015137519,0.008394213,0.0029168995,0.006190345,0.0039914893,0.0053395256,0.008450177,0.02156049,0.19228394,0.081199735
15,0.045613687,0.015998103,0.007286285,0.061536007,0.08239329,0.030399194,0.02811517,0.036720254,0.007331524,0.025133498,0.036414012,0.025231458,0.030186841,0.011894255,0.033159465,0.007420972,0.04911906,0.03140337,0.0028391364,0.010826458,0.00078244315,0.010796996,0.015336057,0.009212759,0.067854434,0.007959321,0.015797045,0.006035753,0.02459409,0.046287812,0.028330013
16,0.025278898,0.018939245,0.005353065,0.012634425,0.034237586,0.03398728,0.022517003,0.024918897,0.013085847,0.02091904,0.019821431,0.022981001,0.01731191,0.030079458,0.014798144,0.0042499094,0.0039416766,0.0070450664,0.003824142,0.0037349497,0.0080467,0.013925636,0.017322317,0.03284073,0.020510921,0.026205927,0.014853447,0.034860343,0.0034345475,0.00076174445,0.028827274
17,0.029713608,0.07551221,0.026065607,0.002863755,0.016596211,0.026567832,0.08366468,0.055625774,0.05457305,0.036098532,0.011981786,0.035406094,0.041937932,0.016984425,0.03510502,0.031741433,0.025570776,0.007071006,0.0030735447,0.04400831,0.024516813,0.030040227,0.029036323,0.035665534,0.0075413454,0.004556396,0.034586366,0.029941643,0.0334417,0.012234609,0.02020093
18,0.011507187,0.021029893,0.035051864,0.008117836,0.0031182244,0.013094388,0.01616937,0.00819085,0.0010751076,0.001972448,0.0127374185,0.017640492,0.002332394,0.0078933295,0.023462962,0.0067760265,0.0120859025,0.0038852242,0.0069898916,0.011503765,0.0015048822,0.016993593,0.010884303,0.0024827365,0.0014245883,0.0009291275,0.00613152,0.0073974626,0.005320937,0.0047536534,0.0067407615
19,0.00026380134,0.002627854,5.833398e-05,0.011196619,0.0010047152,0.011870202,0.0038545895,0.0021240131,0.010280366,0.001817271,0.0029855995,0.0020531076,0.007745825,0.01454091,0.03888935,0.0053209206,0.018015306,0.013525533,0.003987774,0.0023769506,0.008231334,0.0022814618,0.014982913,0.005167339,0.007948145,0.006899669,0.0034621009,0.030562341,0.014390302,0.0072186333,0.00216463
20,0.0031903859,0.0041787317,0.0026814656,0.0019358523,0.011680222,0.013816385,0.003794869,0.005191203,0.0042214002,0.0071172817,0.025874514,0.0034399177,0.034329295,0.0024297268,0.011628366,0.005965523,0.017254448,0.0013305729,0.017730825,0.006744513,0.0067637684,0.013400354,0.025301088,0.01735533,0.008419422,0.030043464,0.0139113,0.007955732,0.014708216,0.005786173,0.0017193931
21,0.006695837,0.015406121,0.023265883,0.030832844,0.00418696,0.01036647,0.0042010727,0.010764288,0.027477764,0.036875665,0.007281951,0.020950073,0.0013896531,0.030530412,0.007780317,0.017218951,0.0042548063,0.0016870548,0.013256165,0.031009877,0.0035315691,0.0066773156,0.02857295,0.03060107,0.01654784,0.010366081,0.032272745,0.0054621664,0.0036883154,0.004019467,0.0038825397
22,0.004802038,0.00014488515,0.006742926,0.012716925,0.0077779284,0.001067246,0.023491044,0.008452224,0.013895778,0.03226011,0.004279103,0.004448411,7.65358e-05,0.0121991895,0.023460578,0.01796611,0.012892808,0.0066904854,0.008788009,0.020282254,0.0031329955,0.0044273315,0.005854292,0.0038580957,0.0005573749,0.0004617941,0.0031110956,0.00414537,0.0064038523,0.0069317855,0.001056129
23,0.005932385,0.007210397,0.0066813626,0.002426893,0.00071690173,0.0022401244,0.0053667305,0.00087629945,0.043192495,0.012359962,0.0083288895,0.031233927,0.0053619323,0.006706778,0.0005162173,0.0028821365,0.0026879045,0.0017776322,0.005682768,0.0011542147,0.0019461451,0.0051389467,0.005913598,0.005902819,0.0024372237,0.010242524,0.0032039413,0.00309818,0.022031637,0.005111354,0.0012668713
24,0.013675854,0.0083112465,0.017897855,0.014127439,0.0076673105,0.0054025967,0.0012174312,0.008719642,0.008527862,0.0043308893,0.01266238,0.020487828,0.0030507399,0.009824769,0.0061613224,0.0042397063,0.004968577,0.019855492,0.008123732,0.0010791884,0.0076587903,0.01626663,0.0033903397,0.0037536914,0.007863636,0.020823872,0.03468461,0.10326348,0.011819519,0.004520758,0.009283324
25,0.022857985,0.03126357,0.026153341,0.04468555,0.008075203,0.0055066254,0.0014491538,0.0048251785,0.010111748,0.022299118,0.019694433,0.03607432,0.017389849,0.0047460324,0.006243997,0.013112385,0.004369005,0.0066192336,0.00100885,0.0011505652,0.0041921004,0.0043849493,0.030233692,0.001369328,0.0013872439,0.012621332,0.023268763,0.0039697993,0.007050992,0.01515495,0.013937436
26,0.009107068,0.008784646,0.022115625,0.0043780245,0.0070330994,0.0036110142,0.0029087376,0.008821692,0.013056496,0.0036269813,0.0020551847,0.005406766,0.0126482975,0.006289184,0.03058577,0.0023389738,0.0017795314,0.0062816804,0.005392627,0.00720782,0.0048266537,0.011668747,0.007254342,0.021905564,0.00342714,0.005162465,0.0017626666,0.0022224346,0.0041938466,0.0022392692,0.0017866741
27,0.0005748679,0.006741737,0.014741065,0.009818194,0.0010021268,0.006394086,0.0068926057,0.007946199,0.004540282,0.00744379,0.0066817943,0.0022069458,0.0032995888,0.0029028126,0.00038662477,0.0016664028,0.012334849,0.002275095,0.00029161663,0.002928569,0.0015824698,0.00087095634,0.0018542833,0.008203207,0.01780168,0.024809245,0.0056617386,0.03124475,0.0027076122,0.00047982085,0.009207032
28,0.0033997046,0.019608714,0.0044528325,0.0047251545,0.002606061,0.0062172776,0.0038968963,0.00271088,0.0010513794,0.0012578684,0.0044161854,0.0021760142,0.006856367,0.0010729224,0.0027700718,0.009768294,0.010000336,0.0045003286,0.0019894282,0.0011386421,0.0010093265,0.0026801338,0.0058202744,0.0033557978,0.0016836543,0.0013605889,0.0039625517,0.0016860835,0.00172932,0.0017401575,0.004717136
29,0.012306325,0.0019325532,0.0027240277,0.0025580735,0.0026984888,0.0056475373,0.017058332,0.009120761,0.0040116087,0.011149654,0.008286083,0.007963671,0.0069357874,0.0013353365,0.0035924737,0.014183659,0.008297861,0.008836616,0.008703071,0.0021806874,0.0019160958,0.0041498505,0.0055919383,0.0026247855,0.0013667013,0.0007538191,0.0011774519,0.0020846706,0.0027017654,0.0051413244,0.01216577
