Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,0.04076463,0.17199023,0.54145545,1.7294815,0.047578212,0.052668996,0.3919841,0.11400794,0.35404804,0.10793787,0.09665751,0.14028847,0.2024218,0.1079641,0.38559812,0.41989973,0.33924374,0.60760355,0.3293026,0.8124906,0.44600254,0.21317199,0.11569374,0.18776697,0.9058542,0.3541696,0.4230194,0.7694137,0.12649354,0.6967919,0.16949897,0.14858015,0.23372242,0.5111898,0.17732266,0.25377858,0.29636174,0.6288538,0.13321775,0.37042052,0.15928279,0.19153923,0.10078028,0.039177366,0.16547245
1,0.057351,0.2995639,0.6613154,0.07944987,0.2953013,0.5164901,0.054887496,0.2634731,0.1847091,0.3525457,0.2618429,0.5048614,0.096734755,0.14324406,0.3079343,0.24557726,0.72575516,0.37821466,0.41834325,0.9614153,0.271408,0.03161601,0.25065938,0.16253872,0.007068688,0.057748303,0.013782399,0.049288586,0.12454893,0.5006355,0.29700905,0.08795345,0.39138475,0.35432336,0.20851097,0.06022513,0.081268735,0.49318448,0.10643073,0.06391643,0.14345747,0.9107126,0.24710786,0.07778911,0.038687684
2,0.36500642,0.26721263,0.07208279,0.4066858,0.08976413,0.10654217,0.22904599,0.20738202,0.22871485,0.04864777,0.10635476,0.14605796,0.022918537,0.1329797,0.087175876,0.01815301,0.15689453,0.0710403,0.35408092,0.13115086,0.19881769,0.20938678,0.034989737,0.09088184,0.30471128,0.058107343,0.06168578,0.06884665,0.2991842,0.14717942,0.26748815,0.015776042,0.28060275,0.09792882,0.0025736245,0.17599276,0.036819912,0.12260167,0.059513897,0.06426545,0.0806752,0.13542171,0.008168073,0.06061875,0.07369493
3,0.028984074,0.042581372,0.011060025,0.10422365,0.036917407,0.05874378,0.115672305,0.011723633,0.11614733,0.0664815,0.19653723,0.13041648,0.32267642,0.48617616,0.2090468,0.2272766,0.024087282,0.10486613,0.043774925,0.04151124,0.043739747,0.13791493,0.008395563,0.0897541,0.0426275,0.067077085,0.013560176,0.11312601,0.033431493,0.078681044,0.027727725,0.06470403,0.052232012,0.015765764,0.097127646,0.26867494,0.015127758,0.17306176,0.010797234,0.036246195,0.010033767,0.041630954,0.17856948,0.042008836,0.026414938
4,0.0013878201,0.088882074,0.034474224,0.03332044,0.0376472,0.03182996,0.016386136,0.017460898,0.030764626,0.0077722273,0.03753175,0.06927396,0.05417419,0.042936035,0.047519386,0.06838632,0.0013250788,0.07398757,0.12769528,0.051833898,0.15888542,0.10686717,0.053979136,0.01816743,0.015091523,0.098541334,0.046224132,0.07844196,0.045715645,0.007486767,0.08269134,0.03437992,0.122791305,0.020299593,0.053709358,0.0778576,0.008111728,0.083438784,0.032328557,0.06345399,0.06481908,0.019873066,0.018376362,0.0089888275,0.024358377
5,0.011624377,0.14782645,0.053285733,0.026416771,0.007828037,0.012655096,0.08874338,0.040333975,0.03300016,0.015571104,0.019622691,0.020211764,0.07266079,0.070474,0.042466573,0.07160874,0.012795835,0.04971186,0.060180336,0.07022843,0.0090985,0.023964256,0.061037604,0.10527145,0.019596417,0.054938056,0.011817865,0.017699676,0.008560597,0.065396026,0.034377176,0.018984083,0.01362655,0.0018716911,0.015914131,0.05041083,0.11898549,0.038122803,0.0034496747,0.085277155,0.110064045,0.052376978,0.11627421,0.027748452,0.004291776
6,0.04799969,0.048198946,0.046403356,0.024436966,0.018846745,0.036064595,0.055079482,0.03055389,0.05605235,0.0068793036,0.0028070912,0.024358012,0.081805676,0.030241987,0.008982127,0.0731222,0.004089109,0.03859843,0.010987027,0.03580464,0.024243414,0.006272455,0.006646823,0.027898755,0.007249997,0.022493534,0.013167102,0.013271261,0.040825523,0.031372655,0.12689808,0.07922517,0.21909562,0.11533428,0.06491484,0.042123873,0.057215355,0.06806873,0.13711143,0.089850985,0.03073555,0.011512097,0.011174174,0.040110245,0.010602712
7,0.044023745,0.054507658,0.08632184,0.05198726,0.0545886,0.018476121,0.011672748,0.013163853,0.11536616,0.19093513,0.13023901,0.015477849,0.045457397,0.030944264,0.0071748677,0.060017567,0.025205148,0.013301977,0.0023367344,0.02906327,0.14186145,0.04848486,0.04518754,0.03510611,0.010708,0.1276485,0.010751783,0.01553154,0.018613162,0.04891807,0.009530546,0.0897186,0.036036998,0.07827749,0.016866392,0.007932838,0.0027579502,0.020593418,0.009215187,0.00478518,0.021375537,0.010257788,0.010066535,0.015210433,0.007647345
8,0.014748453,0.014058249,0.026354901,0.035612147,0.062994935,0.01993375,0.020722946,0.060433574,0.05920615,0.006789652,0.0059285536,0.036285013,0.059741437,0.077617384,0.054992378,0.0021094014,0.07504631,0.039642245,0.12896469,0.1007265,0.08859069,0.011440039,0.08511644,0.06345602,0.047233913,0.15327552,0.050764054,0.046170596,0.021994269,0.12321718,0.064417236,0.009197802,0.030613558,0.04164115,0.03315633,0.13684914,0.091732636,0.013320019,0.018055983,0.04889819,0.07137668,0.007869184,0.008949745,0.005629043,0.021049732
9,0.026583403,0.01110461,0.060081225,0.10092698,0.08013083,0.016155837,0.013249904,0.03178677,0.053197227,0.030677482,0.011955073,0.02199835,0.018722001,0.053860217,0.022006983,0.07371105,0.15774909,0.026973838,0.0048995367,0.033315733,0.056033622,0.055465247,0.05723539,0.07997028,0.034023136,0.020086916,0.061492737,0.03392234,0.04605793,0.07206301,0.006320234,0.04880695,0.011694212,0.032965813,0.015714386,0.022576634,0.074660406,0.020901421,0.033285044,0.0039675124,0.1325573,0.10460265,0.15840888,0.115259774,0.05716794
10,0.038798362,0.05135854,0.071537346,0.13242185,0.056940272,0.027932629,0.011805672,0.009262035,0.019977499,0.011441942,0.032229055,0.13253486,0.052989498,0.0037016452,0.029438827,0.039834164,0.05999069,0.0458445,0.017110538,0.01172764,0.056002513,0.12167351,0.17242993,0.057033822,0.14569083,0.012358075,0.023888335,0.05155337,0.103248276,0.10163097,0.083714455,0.049476475,0.06679341,0.076394565,0.02698091,0.09154047,0.07085396,0.0373762,0.0062138764,0.086027905,0.033392813,0.024505392,0.021096433,0.01644232,0.09998682
