Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,0.231909,0.49336246,0.36688474,0.53178555,0.26028433,0.28915167,0.041461945,0.27667236,0.31249043,0.15161803,0.020870185,0.28485018,0.33110255,0.10645578,0.20803049,0.049778998,0.30513248,0.15993392,0.004943191,0.438631,0.3714848,0.4306176,0.018205425,0.35172313,0.2903471,0.15659042,0.020625237,0.12455557,0.23261073,0.27699453,0.35557914,0.70698154,0.6907347,0.7211108,0.08913421,0.34212542,0.5263256,0.08366366,0.3165362,0.28640896,0.13689192,0.3132974,0.29406175,0.15467463,0.37557063
1,0.46803814,0.07530684,0.011935101,0.05454192,0.09073632,0.5297672,0.10015038,0.22018105,0.2118935,0.04063432,0.3219638,0.09445583,0.15781033,0.5930829,0.35116786,0.06691265,0.3038184,0.49953124,0.14377089,0.03203802,0.12121916,0.23116583,0.53799695,0.17385167,0.16365229,0.50769275,0.010185786,0.20363547,0.6159636,0.23411939,0.22284321,0.119481795,0.2342076,0.1617911,0.09606774,0.2800064,0.25921085,0.22813508,0.11105854,0.03669021,0.10216503,0.017673576,0.1377727,0.22092919,0.40937114
2,0.13783821,0.22154954,0.18144137,0.31115556,0.25837508,0.19377664,0.005704183,0.019127268,0.08796463,0.16353145,0.13646175,0.3027013,0.122627914,0.11368296,0.059292138,0.2408657,0.12697275,0.13631606,0.035097305,0.18540026,0.3562016,0.20299523,0.04430218,0.116210625,0.23740779,0.13690846,0.11916611,0.1898681,0.026233692,0.10666449,0.3152786,0.03764264,0.121539555,0.13290036,0.07317491,0.081639506,0.25644106,0.021004867,0.03142768,0.12501083,0.07593707,0.1886728,0.10652484,0.06721735,0.15740283
3,0.2344679,0.2695785,0.12231249,0.0492557,0.08875227,0.102608286,0.06728795,0.017623648,0.01889751,0.0206104,0.0359357,0.045049727,0.23162965,0.072682284,0.027951699,0.03694705,0.13332243,0.1352544,0.13490057,0.02630074,0.07966478,0.2634885,0.10954878,0.06484503,0.035418518,0.10900293,0.014170518,0.12820144,0.03243491,0.1301497,0.09630697,0.10969438,0.08246209,0.123011865,0.14637071,0.02802205,0.09896972,0.05108026,0.07722189,0.014389094,0.04609659,0.035104703,0.08910886,0.06502656,0.04081959
4,0.008886691,0.10233148,0.0323032,0.07426522,0.008878484,0.013821775,0.02766366,0.010628134,0.03834609,0.06383247,0.060681846,0.018894719,0.012562303,0.0350954,0.0286991,0.046126127,0.043497693,0.021400493,0.020295836,0.04481627,0.17420214,0.007934625,0.022861477,0.010419423,0.06906714,0.020804223,0.018517196,0.053087894,0.0480296,0.0041466355,0.039679136,0.06491479,0.046551492,0.05027216,0.040882036,0.017221995,0.019827824,0.02326895,0.031809613,0.07698004,0.113858506,0.013956181,0.006778051,0.043879528,0.061963927
5,0.07768039,0.010323351,0.011169476,0.023805538,0.008138343,0.0011959382,0.02543492,0.0040839775,0.016631998,0.019883242,0.024955193,0.06549793,0.029968917,0.017848443,0.021634031,0.024021758,0.006688049,0.011934032,0.0039285626,0.03874069,0.032101296,0.0091214,0.003779558,0.021514524,0.004758587,0.0020172005,0.04191097,0.0046494175,0.027876427,0.010149507,0.15411426,0.010622252,0.0048671244,0.03934165,0.039016496,0.08631492,0.024411498,0.041179113,0.062362596,0.05848472,0.008285365,0.034322478,0.107124,0.04904652,0.04930772
6,0.02159306,0.005279647,0.0070105866,0.023763355,0.014471787,0.019038882,0.0042719357,0.009913161,0.057981774,0.03156863,0.04142102,0.0678851,0.02834126,0.0038230051,0.01586254,0.015234806,0.061364815,0.033969134,0.027074497,0.050709125,0.021609945,0.027463261,0.02093315,0.0042330557,0.070510015,0.020298991,0.02979018,0.044470154,0.012079279,0.047248267,0.015676638,0.025048994,0.0417563,0.0027593155,0.02482118,0.052193582,0.10255099,0.043268386,0.003629144,0.010991471,0.07098948,0.04084844,0.036377825,0.011249803,0.028150618
7,0.025426377,0.06931291,0.0074600712,0.00438442,0.015103791,0.05084856,0.05129101,0.009211564,0.033245005,0.0075478703,0.040280282,0.029285427,0.0019811844,0.027956907,0.07452846,0.048241653,0.008651585,0.012286503,0.012215231,0.017363219,0.028504062,0.021372352,0.108579464,0.027913438,0.05650506,0.005862849,0.044659983,0.016498243,0.021128256,0.0057734307,0.039467007,0.016870862,0.030001467,0.014259945,0.011133768,0.054929003,0.010506967,0.050114106,0.022580711,0.07610566,0.03982634,0.033149112,0.011480045,0.043842956,0.046212915
8,0.01973847,0.023738774,0.011665318,0.008323986,0.030186031,0.009548881,0.013914911,0.025105584,0.056736454,0.0258622,0.047835454,0.021322554,0.008730752,0.015801035,0.05442092,0.0402548,0.019288683,0.008062559,0.007062163,0.0450201,0.005457598,0.0029135377,0.04228521,0.013013703,0.01272898,0.035458807,0.02770347,0.011395846,0.007179765,0.072686106,0.010622034,0.118356265,0.07805029,0.057457745,0.033559892,0.009373106,0.052651927,0.16501525,0.10975374,0.028435715,0.03883028,0.0088424785,0.04471791,0.042728707,0.008759666
9,0.0043334076,0.0082028285,0.026954006,0.038454365,0.016856022,0.022068676,0.04001825,0.12806979,0.14372146,0.078131944,0.018628862,0.026502218,0.031454764,0.018735137,0.049739093,0.0061889444,0.04668147,0.0316222,0.02149553,0.15343602,0.026883923,0.0053149965,0.0037008922,0.09377922,0.080351196,0.016794873,0.009255635,0.015064469,0.008668348,0.014038932,0.017832814,0.015062113,0.068519376,0.13995811,0.09297657,0.049787715,0.006228255,0.029004013,0.0683724,0.11099477,0.014404032,0.007982558,0.04696737,0.026242387,0.009443411
