Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
0,0.2047225,0.30149034,0.16066639,0.04188682,0.19717087,0.38167897,0.4622314,0.1689673,0.0410685,0.035845045,0.19851847,0.08284125,0.10854596,0.069528356,0.14253552,0.16897893,0.33791083,0.11432682,0.18385848,0.049607024,0.05982288,0.051474422,0.10468206,0.26500648,0.1744953,0.023802068,0.18174544,0.053636648,0.5770501,0.3224734,0.12921749,0.20975275,0.037123263,0.22746749,0.23089758,0.3881331,0.027755018,0.37946942,0.19082433,0.0595164,0.30017012,0.66833866,0.06555311
1,0.13007653,0.11195577,0.23438042,0.16343881,0.22495855,0.023081675,0.1342149,0.21335578,0.058863454,0.060424015,0.25246012,0.009939579,0.11069743,0.23504646,0.0060971873,0.23299867,0.12636751,0.3524676,0.28451526,0.14753371,0.2653357,0.3856308,0.030950878,0.22657406,0.09132856,0.008788054,0.25824928,0.40045506,0.08253232,0.1458313,0.017034434,0.1463328,0.08435928,0.6032443,0.5386546,0.30853903,0.38618332,0.21142282,0.03200255,0.050224893,0.055084746,0.106334224,0.27914843
2,0.025920114,0.26442072,0.050069436,0.32007945,0.2670895,0.046662834,0.26956794,0.044809807,0.061164077,0.012439298,0.18589365,0.028400177,0.20943362,0.1491948,0.09491186,0.096772246,0.18751778,0.046762705,0.11620832,0.5423126,0.09825106,0.16906327,0.008578547,0.2730969,0.021845829,0.15305996,0.22486626,0.1344122,0.058240935,0.051547714,0.37666303,0.08891249,0.20331828,0.03937549,0.37896138,0.14927335,0.02394404,0.047824603,0.021173008,0.1813312,0.27114668,0.24765733,0.13386635
3,0.42868116,0.18773733,0.36487967,0.138441,0.31400377,0.20204993,0.22829217,0.19626448,0.013628758,0.061495256,0.25494015,0.033806305,0.009947212,0.19995536,0.06178782,0.084913075,0.1514777,0.024151769,0.014023386,0.047869544,0.020432094,0.0528181,0.24110964,0.027262593,0.12663397,0.12278501,0.5354471,0.29635024,0.19033441,0.20504616,0.0057877176,0.43975997,0.07688897,0.12674572,0.029228577,0.18705921,0.027419629,0.19269356,0.41811666,0.30231178,0.109024286,0.6898032,0.4495033
4,0.17917746,0.097752795,0.00980102,0.15142967,0.25611043,0.05850908,0.015935253,0.20282868,0.058385305,0.16184756,0.02822338,0.490554,0.011061358,0.17239916,0.02390581,0.2276517,0.17080638,0.12279661,0.05837989,0.020259067,0.16008145,0.05348458,0.008524049,0.10182724,0.08028483,0.1258217,0.015972596,0.046248194,0.31324795,0.0754122,0.25700688,0.00457324,0.0715639,0.017224181,0.03087884,0.05979393,0.04963149,0.13084783,0.053935844,0.1663901,0.18183568,0.07909503,0.16104348
5,0.05374058,0.035880078,0.054781444,0.5461945,0.12104329,0.05454756,0.088235155,0.029277312,0.009352963,0.02231083,0.0015046473,0.25820005,0.023866639,0.0403916,0.04182708,0.30701345,0.009781306,0.026993476,0.063381165,0.04112819,0.09504025,0.12226552,0.115709804,0.07418607,0.3287288,0.1391469,0.028127465,0.08279885,0.17317197,0.07605445,0.31304651,0.09175983,0.1050476,0.017893491,0.1417566,0.07502377,0.16935515,0.049898528,0.050084382,0.08191256,0.01732563,0.04179178,0.004999571
6,0.045764722,0.33570036,0.4307261,0.22017619,0.11425507,0.32269508,0.0929762,0.010217013,0.06566851,0.094757006,0.23313734,0.26209497,0.082927495,0.11227889,0.025937356,0.02058818,0.01631728,0.06284389,0.049110692,0.06565142,0.094200805,0.20240095,0.076100335,0.014868967,0.042918887,0.027890986,0.08469288,0.10297788,0.0390401,0.021213604,0.021067694,0.02609745,0.059763476,0.06871291,0.10270278,0.02886788,0.08997219,0.034684196,0.07525828,0.30371618,0.040235665,0.020652277,0.02544833
7,0.025067791,0.1410817,0.044719163,0.091027856,0.14308256,0.07613884,0.01764055,0.012658663,0.014102731,0.05463586,0.11059989,0.008107166,0.016781367,0.024279818,0.025597548,0.15058403,0.07052397,0.036676966,0.1748562,0.08556671,0.08139546,0.0462516,0.0075966064,0.22459696,0.0073891496,0.05164288,0.06424998,0.013527602,0.010013707,0.15531486,0.06933946,0.025531549,0.0564166,0.019883813,0.010768659,0.0144845955,0.03615381,0.02278988,0.092956886,0.06439997,0.035264812,0.038724467,0.07787491
8,0.022699043,0.0009569628,0.08955866,0.023166742,0.035430647,0.054054733,0.024434412,0.04295659,0.028960764,0.08705571,0.0072175977,0.0038653747,0.05688491,0.116369374,0.038126215,0.08726563,0.01681646,0.026362501,0.035666578,0.04928344,0.062096633,0.15458514,0.12495218,0.16962387,0.024045613,0.31252503,0.023034478,0.016394995,0.019067854,0.0025628367,0.070741475,0.094970725,0.092546485,0.05843439,0.10060172,0.07060982,0.12684794,0.096250646,0.052802652,0.026238974,0.032770075,0.0412037,0.04907533
9,0.03444919,0.022736944,0.07592736,0.07241328,0.020846287,0.03778247,0.041021217,0.016021874,0.05893509,0.024382114,0.019781038,0.027469724,0.027637696,0.071272366,0.07187615,0.012527336,0.0323375,0.002754846,0.20519495,0.10267016,0.114034876,0.09620305,0.033914052,0.020221755,0.022871826,0.068238944,0.14133209,0.17987049,0.0462802,0.029662365,0.08734354,0.003079795,0.015865378,0.054674298,0.12811898,0.04845088,0.003998802,0.08469167,0.15502134,0.078501344,0.021322528,0.011741321,0.03278069
10,0.03256069,0.07657834,0.049900495,0.00081401056,0.047124095,0.008725729,0.0145645635,0.079855025,0.06644963,0.03889069,0.15238433,0.045514863,0.011513531,0.04047958,0.11407073,0.026001671,0.013203649,0.05622042,0.06861846,0.010864363,0.0077579115,0.018316371,0.019749027,0.011412779,0.034085132,0.017645095,0.029391816,0.00671784,0.0295709,0.022164363,0.03921939,0.039127417,0.0504748,0.01366338,0.021462062,0.013352292,0.012716807,0.046770334,0.07980409,0.01299688,0.09710368,0.015356596,0.10788
11,0.017364072,0.0301443,0.0056031696,0.010424008,0.04304405,0.027937926,0.044531595,0.013748792,0.01304367,0.054812722,0.015328354,0.036121096,0.036453523,0.18791232,0.020970635,0.04634628,0.045382448,0.036012396,0.018980965,0.0839922,0.028279498,0.007373698,0.014769051,0.026433619,0.014869802,0.03959753,0.019817635,0.053466976,0.34348673,0.014473591,0.03522684,0.028917916,0.02210848,0.005879092,0.08047788,0.01467403,0.013451087,0.18815199,0.025788782,0.014686463,0.009210382,0.054160804,0.009969096
12,0.047217328,0.08605173,0.009195473,0.019542065,0.08009168,0.076114416,0.13002938,0.025550658,0.13546449,0.023826867,0.027984278,0.06807588,0.017491339,0.012739507,0.017951356,0.013369055,0.013271294,0.009009083,0.0322458,0.01578021,0.06419215,0.030515375,0.17415707,0.008042271,0.14017026,0.042204484,0.06845844,0.061323132,0.025332978,0.009188865,0.014887062,0.03892481,0.039762463,0.1381126,0.20565838,0.030026212,0.001103388,0.11026041,0.03447519,0.18025698,0.16185264,0.041370936,0.028163292
13,0.12950121,0.10536905,0.11031273,0.14883375,0.12709892,0.032611802,0.039027937,0.017693216,0.0021249494,0.010571987,0.07868801,0.020584892,0.03325405,0.016151564,0.0010547976,0.009807527,0.0215838,0.045746446,0.0024614385,0.0058466345,0.014274961,0.020640563,0.023670277,0.003474316,0.021472126,0.03403183,0.009348133,0.27669585,0.0030439985,0.006399139,0.005964007,0.008412531,0.01999442,0.027881898,0.05566634,0.019408047,0.016316595,0.010040462,0.053948645,0.03846432,0.045111522,0.087411165,0.036901776
