Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
18,0.0058773523,0.0019864778,0.0022524188,0.00770564,0.020888366,0.0009533095,0.00026812655,0.012546274,0.0058252113,0.010532292,0.00468449,0.0038756211,0.0012724559,0.00035604512,0.003272078,0.0063227746,0.019938923,0.022949925,0.021350624,0.0051576546,0.0029305848,0.013801375,0.009398947,0.008450897,0.00094451976,0.003625225,0.017292982,0.0016956493,0.019754112,0.018482916,0.009854945,0.007335754,0.01242287,0.0022749966,0.027894683,0.002328463,0.030499775
19,0.016274793,0.020827424,0.026163232,0.0074611036,0.0030524456,0.00048869755,0.004583343,0.005355086,0.004390533,0.010906542,0.006676368,0.004363895,0.0076701986,0.001269068,0.014790422,0.01086442,0.0045251884,0.0065120817,0.0044238297,0.000699171,0.001148656,0.00042409124,0.0019134794,0.0041486733,0.00051975646,0.00075412664,0.0025705958,0.004560637,0.011163179,0.0028060526,0.0075946082,0.00945184,0.028094485,0.04532325,0.023552904,0.012586835,0.0001552117
20,0.01906481,0.009235472,0.018456347,0.012280831,0.0013818651,0.006615119,0.0074582295,0.01086016,0.013855897,0.0012806717,0.015986662,0.0021075082,0.0018110621,0.0014552686,0.0049770144,0.0031864159,0.0074766255,0.0020768794,0.002107266,0.0068759434,0.0012424779,0.0064433813,0.0022546146,0.004251757,0.0068999617,0.0105501665,0.00036715172,0.0029479163,0.0067969463,0.010965517,0.003508395,0.02097168,0.020199556,0.008009592,0.008726842,0.0091381725,0.010643632
21,0.004798157,0.0015755479,0.007915117,0.02612563,0.035309017,0.014482722,0.003259982,0.002030126,0.011949651,0.024974473,0.06876989,0.023224788,0.021265164,0.007150979,0.006528552,0.011990838,0.021644881,0.020044046,0.02714731,0.007752545,0.008388223,0.0055327676,0.0034790733,0.008772196,0.0033397581,0.0017544247,0.0047948956,0.0065516313,0.00079504366,0.0051105483,0.01134595,0.0039315736,0.0033987972,0.007856926,0.0045850584,0.0020706542,0.005104088
22,0.0031263349,0.0054031736,0.0059692683,0.0051432243,0.0069163265,0.00084744353,0.011494175,0.050303716,0.014367978,0.009659844,0.0055635516,0.013304353,0.008213093,0.023077715,0.013284951,0.013648058,0.0026941914,0.0023601917,0.0031555248,0.002925699,0.026876412,0.001343841,0.0006665749,0.0019633954,0.0057343454,0.0052415794,0.020389345,0.004942188,0.0121942945,0.0022330934,0.007072691,0.0021056363,0.004705121,0.0033799373,0.0015939857,0.0034364606,0.0005821475
23,0.0056826286,0.0022748772,0.0042013754,0.014783538,0.011322363,0.020301456,0.047304563,0.032078072,0.024726093,0.0047370456,0.007854525,0.007147069,0.011893193,0.02945036,0.035926316,0.010179125,0.009532885,0.006701957,0.01676644,0.010654206,0.024222463,0.012027277,0.004165386,0.0074513266,0.030357808,0.023452137,0.011031554,0.0015745359,0.007925511,0.006580029,0.014893329,0.004910833,0.0044337627,0.011610933,0.003230982,0.0058756517,0.016464522
24,0.0003189285,0.004400351,0.002210279,0.0017011398,0.0027752803,0.009430104,0.017385166,0.014809612,0.041974895,0.0031919312,0.002956866,0.0083803,0.02398137,0.020885408,0.04750141,0.03344991,0.015127359,0.012292102,0.0019150877,0.019447949,0.026098758,0.026854165,0.033554986,0.028054472,0.04969161,0.00644871,0.0041797864,0.003282515,0.0043313834,0.022778291,0.015983904,0.003413638,0.0055901767,0.0056204805,0.0023136628,0.005483306,0.0016358866
25,0.0018824944,0.010119995,0.0026771915,0.015326126,0.008762822,0.022704124,0.0007645928,0.003429771,0.004535635,0.010952713,0.0046921307,0.0058372207,0.00043523384,0.0041134176,0.007136678,0.01610409,0.023320895,0.013308183,0.003960565,0.0013752764,0.007416463,0.018608794,0.0112558305,0.009283265,0.00048138987,0.005234643,0.0040578647,0.0016245603,0.0040987697,0.005935804,0.0019728946,0.001977662,8.6324595e-05,0.0020402235,0.003378595,0.0049370006,0.001303734
26,0.0055870246,0.0026940778,0.001272822,0.008309375,0.01628985,0.020349324,0.015933277,0.009273419,0.000764855,0.006543045,0.02155836,0.04523911,0.029144127,0.02223397,0.005511745,0.0039358214,0.008116137,0.012530384,0.014014466,0.0043149064,0.0012467413,0.0016024123,0.012040301,0.023290727,0.013298411,0.0050526913,0.008500289,0.0040853685,0.0067247814,0.014844903,0.005401926,0.0014280477,0.0020466968,0.0072975587,0.0050930334,0.02472515,0.011169637
27,0.008887953,0.0023149704,0.0013026231,0.012007676,0.026906498,0.010898588,0.017145932,0.010733224,0.0010921538,0.005969694,0.0046500824,0.008366989,0.0029212171,0.0006242664,0.005536205,0.003261179,0.0008571892,0.0029492255,0.0016502748,0.011787238,0.006290236,0.006515787,0.0002803306,0.00236776,0.0039655035,0.005368871,0.0017211868,0.00045968266,0.002734291,0.0016821875,0.0025067532,0.0012644652,0.0009938164,0.0029757812,0.0050069704,0.003074439,0.008699027
28,0.0007602786,0.007562059,0.00109207,0.0025147174,0.006229665,0.00083837693,0.007888261,0.0006826707,0.007934604,0.0040724515,0.006055289,0.004505924,0.0018313585,0.0013558188,0.0045169126,0.0023524957,0.0042781057,0.0054004453,0.006593828,0.005851655,0.0018634908,0.0021028074,0.00323592,0.0020231765,0.0007915297,0.0065661436,0.0025851617,0.001810222,0.0018765959,0.0004123464,0.0060122944,0.010847609,0.0023055272,0.0012944101,0.004361759,0.0017677435,0.035564106
29,0.0034052834,0.00303049,0.002742086,0.0017959385,0.001965202,0.00064423075,0.0050237407,0.012774915,0.0017287382,0.0017754887,0.004252108,0.0053964034,0.0008913145,0.00040869327,0.0017844763,0.0031795395,0.00066717283,0.0045008906,0.00088629883,0.0060196007,0.0024334572,0.0005585432,0.0046879514,0.0015112275,0.0011305264,0.0015893036,5.799492e-05,0.0010353073,0.003575413,0.0034948126,0.0011095989,0.0005664679,0.0032379369,0.0029649832,0.0020800224,0.00023374391,0.00699641
