Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
10,0.009001419,0.015031998,0.009279129,0.06902385,0.014279753,0.057360698,0.10212368,0.0999255,0.05446317,0.063508525,0.017065002,0.009053929,0.01450282,0.029995238,0.0061466466,0.004354737,0.017342817,0.048120044,0.004316471,0.033805314,0.020671843,0.026619557,0.050532445,0.01669984,0.101895295,0.048812732,0.026817542,0.01766456,0.018250242,0.01398891,0.04821226,0.03459001,0.052878737,0.023349337,0.008350135,0.0040579275
11,0.0013986928,0.008276046,0.0034167534,0.04603508,0.051199377,0.1059486,0.066025674,0.03506486,0.025575427,0.0016379618,0.0062289494,0.0029260716,0.0075146426,0.0067564254,0.009997626,0.01399727,0.047593705,0.0106378645,0.010657627,0.04003977,0.050656013,0.083035395,0.004507225,0.0039047627,0.04272202,0.0082605835,0.016573811,0.006724338,0.0034682325,0.026346333,0.038323656,0.015608476,0.02869043,0.042222116,0.0031436593,0.0008169671
12,0.034579188,0.07846975,0.03835215,0.08050814,0.015771214,0.009335475,0.028030345,0.004530373,0.0027566622,0.0017908373,0.03338518,0.022832263,0.0052239844,0.005260623,0.079316,0.008083014,0.0031482938,0.0027018473,0.015010188,0.04136092,0.032543153,0.012308831,0.012407532,0.028372608,0.008909932,0.0043727686,0.004861664,0.017492194,0.0073377434,0.022722997,0.029947422,0.019235386,0.004912909,0.023784019,0.0155596025,0.009037522
13,0.0052438257,0.010767706,0.008775613,0.028970582,0.0047144257,0.017291777,0.014218692,0.0049558254,0.006827847,0.007843984,0.035695124,0.017308092,0.044362947,0.033769548,0.010341379,0.0017971162,0.028887507,0.03364911,0.032038234,0.011483435,0.016426716,0.015120391,0.0067872703,0.039004892,0.054475687,0.02302107,0.05033357,0.0523033,0.01756184,0.009286034,0.0017458173,0.014308142,0.052413493,0.0005932504,0.013904524,0.048741966
14,0.008997873,0.0066562956,0.04480294,0.018401368,0.0026367786,0.0063689766,0.054220535,0.020292599,0.059754945,0.02838997,0.016608234,0.009606922,0.010214319,0.012594314,0.05079341,0.006477394,0.01259819,0.013317824,0.003872407,0.010811548,0.0027418348,0.016086314,0.034820706,0.002166251,0.005843156,0.03036541,0.023543935,0.069243446,0.018817786,0.015435812,0.019214012,0.0072892234,0.05173266,0.05193411,0.027020793,0.054152593
15,0.042174477,0.024554957,0.028514965,0.020195032,0.045614846,0.026311114,0.016532442,0.0023532745,0.0055010724,0.016971584,0.015018469,0.015637143,0.008205666,0.07540445,0.017293958,0.009756719,0.032904726,0.011988014,0.008174875,0.011888424,0.019042574,0.026850838,0.048899565,0.008204103,0.0009345375,0.018619087,0.0016978025,0.0073581412,0.020433735,0.016824294,0.015646858,0.02843634,0.005553793,0.025127755,0.008294624,0.0070910673
16,0.006533676,0.035246022,0.046826527,0.031172357,0.0011352927,0.013646639,0.0050543053,0.018749245,0.015015235,0.012494886,0.018306779,0.013929281,0.030168306,0.0049168323,0.047417678,0.0035332348,0.0039522555,0.058571935,0.036121853,0.00085707183,0.004012851,0.023599055,0.0075525823,0.006064079,0.015636563,0.015777266,0.014091623,0.01142755,0.0017089214,0.018450778,0.0060887868,0.0049621505,0.0017539706,0.008134842,0.007935233,0.010599316
17,0.0027274918,0.006828315,0.03127051,0.02290785,0.01350354,0.005786695,0.016757267,0.0075807534,0.020519692,0.009981012,0.0037429633,0.0022586342,0.007257155,0.03299634,0.015220413,0.0012758098,0.0048091435,0.0012516091,0.0052221227,0.023561602,0.028693818,0.018060017,0.0061495164,0.009423346,0.0027229786,0.012427513,0.008441685,0.035635974,0.034715947,0.01761517,0.0012377976,0.0093923975,0.007880983,0.0057914737,0.0066182986,0.010346431
18,0.00079401245,0.006481025,0.0055552735,0.0039843004,0.0019011574,0.006915802,0.0009459341,0.015129444,0.0010344028,0.0023951468,0.008595088,0.0061201453,0.0032843833,0.001419846,0.005009101,0.0035027124,0.009919221,0.0075592315,0.003367096,0.0037794826,0.01847734,0.013032261,0.0090842,0.011429193,0.0039128736,0.009650027,0.004941994,0.009738937,0.0021874555,0.0058187265,0.006857495,0.007195895,0.002768232,0.0014274535,0.00654984,0.00632507
19,0.0056268927,0.007887883,0.007398922,0.03151079,0.0073411767,0.002947298,0.0048821718,0.004236389,0.0037150546,0.0035906234,0.015514003,0.0054175006,0.0168118,0.030744888,0.0043433877,0.0017103439,0.026431661,0.0038447306,0.01295632,0.018806554,0.0028714484,0.006854552,0.0005436809,0.003195982,0.008035421,0.008781501,0.007709905,0.0017330546,0.007856196,0.008070536,0.0027649626,0.0013361665,0.007427643,0.010311186,0.007843343,0.003929669
20,0.0044455035,0.016244292,0.006137788,0.018372063,0.00010445333,0.009861551,0.009000042,0.0023756863,0.0019882475,0.0006786585,0.0036978358,0.002235272,0.0029727523,0.005565801,0.0018282486,0.031008998,0.013838228,0.03759053,0.0028951277,0.0029362235,0.00319104,0.011749799,0.008914959,0.0017897848,0.015622567,0.0064067836,0.005219825,0.0045692814,0.004747626,0.0040056384,0.0009958383,0.013786295,0.0073466687,0.0012748917,0.0012576082,0.00028016884
21,0.0021288362,0.004138729,0.0016638256,0.0040877196,0.0077053206,0.0036560893,0.002634821,0.0057538976,0.001365274,0.0057169045,0.00339077,0.005663269,0.00067896774,0.008660891,0.009741123,0.0076597785,0.029145319,0.0022477298,0.0014525608,0.0030602799,0.0044653467,0.0020541626,0.0018898856,0.0033557706,0.0030800742,0.00102364,0.0016721705,0.002157093,0.0008063155,0.0015180536,0.0033136136,0.00074138155,0.016168982,0.0048203813,0.0026247918,0.003342535
22,0.0026344128,0.004379199,0.029989138,0.008403673,0.0012741545,0.0089495685,0.008537583,0.005551505,0.002638637,0.0024173323,0.0023996113,0.004447265,0.0015497553,0.0020949899,0.0014252828,0.008352095,0.002891559,0.0014083935,0.0024304676,0.0005569965,0.0058358153,0.004552813,0.00332913,0.001653543,0.0065065767,0.0070751244,0.0034206407,0.0021655615,0.0027829446,0.008539836,0.0085930955,0.0030192346,0.0019622403,0.0006089696,0.0018223822,0.0071798395
23,0.0023568096,0.006322535,0.03044071,0.053785786,0.03060487,0.00814048,0.0014662378,0.0020251882,0.006360902,0.01289214,0.0064945077,0.01189558,0.0008979393,0.008342442,0.007811673,0.0016485086,0.002283133,0.0011007723,0.006636592,0.0011367538,0.0032698833,0.0015503571,0.0075750765,0.019218659,0.0070992103,0.0050349957,0.0022322303,0.0010761506,0.0031108395,0.0068407347,0.00466332,0.004074735,0.005730104,0.001534117,0.0048079547,0.0022246495
24,0.0013272231,0.0005153564,0.009580846,0.0058728545,0.011097163,0.0010245437,0.0006473666,0.00246835,0.01201096,0.010428943,0.024432296,0.02641741,0.013133366,0.006184876,0.00048410578,0.0082320515,0.01534689,0.0055987653,0.012198372,0.0013275747,0.0076112635,0.008231173,0.015810505,0.0071242643,0.004391438,0.0017683367,0.010461216,0.014427137,0.010387673,0.003104479,0.006137637,0.009356779,0.015172495,0.017630445,0.00904547,0.005505637
25,0.0059423307,0.005216689,0.008809822,0.010438188,0.014191378,0.009934591,0.004708926,0.0016580042,0.0053217392,0.0055780346,0.0024998873,0.0002501848,0.0014541828,0.004351297,0.0021668614,0.0019146036,0.010673536,0.00082316727,0.0027557455,0.0043023056,0.0015534475,0.0013496231,0.003111282,0.0011674454,0.0012497036,0.0009984254,0.0015540388,0.0010567587,0.0016974208,0.0020703964,0.0021757076,0.0017481786,0.0043877354,0.0008504678,0.0020281137,0.0003848771
26,0.0022032794,0.0014353811,0.0007354077,0.0031633098,0.0018694358,0.00049428653,0.0020005954,0.014322282,0.005578762,0.009612136,0.008454925,0.0022635134,0.0017820487,0.0028303124,0.009374865,0.0008487629,0.001048341,0.00018253198,0.0019538775,0.002282281,0.00061217597,0.00047675567,0.002087583,0.005984232,0.0028876313,0.0004539063,0.0016483471,0.0014549128,0.0027829031,0.002730444,0.0010409376,0.000407078,0.0018778688,0.002061414,0.0010647397,0.002200587
27,0.00084755936,0.0005767918,0.0012705213,0.0015912004,0.00018611613,0.00036342628,0.002053874,0.00097091444,0.0022533392,0.00839288,0.0018789025,0.0018466475,0.000645955,0.0015819479,0.0017121956,0.007172699,0.004913876,0.00987152,0.003433293,0.0027520098,0.009188234,0.00080610014,0.0035208263,0.005790177,0.012835382,0.0017600742,0.0025287934,0.0020300213,0.0015642014,0.0038115368,0.0024676775,0.009420826,0.006190732,0.008546761,0.00028805927,0.0019416042
28,0.0053488277,0.00039935432,0.00028585066,0.0044463207,0.0024831926,0.003765838,0.013034768,0.00077965314,0.0010118855,0.0003431986,0.0071118632,0.006423353,0.014542259,0.016028585,0.0068852925,0.003917117,0.002324748,0.0021208005,0.010776815,0.06505352,0.007168987,0.0035727704,0.0018265621,0.0017107668,0.001960197,0.0008731391,0.00015214128,0.0029633385,0.0037192944,0.004971074,0.0017644122,0.014975334,0.012396922,0.005762588,0.0041321833,0.0017960197
29,0.0012512248,0.0016669726,0.0021019354,0.0032401097,0.002112347,0.0020028178,0.001989162,0.0011771282,0.0034180428,0.006331095,0.003224965,0.00090058206,0.0013100755,0.001661608,0.005055245,0.0039283675,0.0015107007,0.0049548605,0.0026856416,0.0018403563,0.0095892195,0.00228693,0.0004337417,0.00032738014,0.0020102812,0.0007655177,0.0014366228,0.0032991802,0.0017112035,0.0015810187,0.003031131,0.00066138763,0.011922784,0.007931984,0.0071657696,0.0033424206
