Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,1.3102111,1.0856469,1.2082683,1.6012332,0.8595227,1.899601,1.198333,1.2714015,1.7324262,1.4514399,0.7861401,0.6403225,0.9923811,1.1159813,1.124799,0.41853708,0.72523135,0.779876,0.54669106,0.33992133,0.0949417,0.15024945,0.19702856,0.16069804,0.11267032,0.22097331,0.19377294,0.36648574,0.23788024,0.11941922,0.43427706,0.0045627574,0.08999317
1,0.12534478,0.100522324,0.03758859,0.021044359,0.69089884,0.14367817,0.061265565,0.048794545,0.1818505,0.010052229,0.013547576,0.12595744,0.18244992,0.194187,0.0039841486,0.43235523,0.082617074,0.043295205,0.3648249,0.23845589,0.019880487,0.37179935,0.33426088,0.45627627,0.013219532,0.33774078,0.17031434,0.061741784,0.31351164,0.4271913,0.2319398,0.18272895,0.036131382
2,0.29105914,0.20288785,0.17368555,0.0005658635,0.1523714,0.07018892,0.008380037,0.08842331,0.28776842,0.10607403,0.2786264,0.0011899895,0.20614219,0.031613395,0.32020503,0.108209856,0.2440704,0.10331652,0.05162966,0.008001488,0.058703285,0.27321556,0.4630687,0.3975211,0.15264061,0.2594779,0.057147734,0.11184089,0.13584574,0.07078648,0.05224976,0.4747216,0.013669746
3,0.26057863,0.0035424721,0.23648623,0.61285764,0.29911026,0.13548964,0.024493095,0.08980425,0.24715377,0.23489808,0.011338484,0.13128088,0.33090737,0.10006428,0.08769858,0.22690815,0.027266132,0.05167663,0.005351701,0.14296962,0.014893949,0.012730005,0.015750263,0.18511923,0.006132627,0.23958132,0.04705457,0.07229933,0.07049368,0.0067237285,0.051736277,0.19809112,0.19542727
4,0.16883186,0.006965255,0.037104204,0.21110347,0.0073381453,0.029965328,0.51885337,0.055403315,0.18018177,0.12201628,0.02376265,0.009344659,0.10404553,0.20405492,0.025874855,0.033242796,0.33143595,0.07686128,0.08815971,0.1225567,0.03443839,0.052617513,0.008424143,0.26930863,0.23828879,0.078438014,0.0034596722,0.013074667,0.19729583,0.08431772,0.022315618,0.0072924946,0.10915296
5,0.1864,0.062384702,0.07255699,0.11330379,0.015796037,0.13308184,0.07351757,0.0643139,0.031550176,0.018281147,0.2866576,0.21169016,0.059003893,0.046802074,0.009274319,0.06958983,0.030211907,0.055217747,0.009599513,0.04221242,0.14349331,0.09642109,0.043085624,0.021229325,0.027041538,0.07996173,0.010983429,0.09116244,0.052720685,0.08196527,0.13294971,0.19744049,0.031064712
6,0.04909391,0.091739364,0.14555751,0.050893,0.011698518,0.07616501,0.0032782517,0.017631361,0.11288673,0.0044378513,0.0065225535,0.01673398,0.03630002,0.048931733,0.0438062,0.010717275,0.046831157,0.009230277,0.13745874,0.20455353,0.08393241,0.0069974014,0.059866685,0.13610044,0.05306492,0.03006645,0.28201282,0.009740118,0.017386315,0.017192129,0.0057542687,0.0071170796,0.021013755
7,0.05116477,0.11445036,0.050721742,0.006736433,0.12714493,0.007452068,0.08746835,0.01665548,0.07412585,0.05703819,0.023655301,0.0688158,0.020481296,0.060998667,0.016318465,0.025115164,0.0076412135,0.043940194,0.060535688,0.025667457,0.0025386796,0.026645742,0.017388549,0.047482695,0.02420946,0.03619747,0.010440575,0.01687384,0.011616196,0.05777978,0.06532384,0.02758688,0.0043680933
8,0.012946531,0.022824723,0.030142784,0.028861439,0.024121339,0.02016285,0.014717086,0.004857265,0.16074511,0.0026475354,0.045028146,0.0065127844,0.033188324,0.2247669,0.042913705,0.009561705,0.039600052,0.05899921,0.017464522,0.151928,0.064878896,0.009339985,0.051267758,0.013452953,0.022742353,0.060975254,0.0623743,0.054030046,0.054160513,0.049097653,0.017167198,0.013820359,0.0016456009
9,0.08194227,0.02911579,0.00055632385,0.016138483,0.023334373,0.020964187,0.16033009,0.001896953,0.04930424,0.029746655,0.10134852,0.0043710275,0.021204293,0.04502923,0.037937634,0.11996521,0.023490585,0.021112699,0.026319314,0.014022444,0.006891379,0.022882547,0.05015514,0.06303469,0.100471646,0.1291755,0.0026292903,0.018166648,0.12597422,0.115947954,0.037433393,0.01777762,0.034385942
10,0.018524509,0.025427468,0.048671454,0.07052716,0.02401293,0.01590423,0.017149542,0.035241634,0.009901808,0.011687359,0.017066997,0.05285659,0.019417945,0.16970812,0.02177805,0.05921804,0.049199127,0.062917314,0.026587429,0.011331672,0.047208294,0.026325539,0.17411867,0.06264974,0.2610182,0.021482714,0.018813971,0.0334981,0.16173607,0.0064179874,0.03968996,0.0079433415,0.0027943728
11,0.041606385,0.044052526,0.04055023,0.009805471,0.107766144,0.041748896,0.040100478,0.052210726,0.020071581,0.03859626,0.0053133536,0.04041581,0.0033831983,0.0091440445,0.06845905,0.1418562,0.0039225155,0.03503299,0.041568622,0.25084013,0.018818904,0.023351757,0.012608168,0.0272807,0.17144929,0.06192676,0.044403933,0.10027381,0.03176157,0.05541683,0.08813307,0.11699833,0.12971897
12,0.13919926,0.038535632,0.011260461,0.024157032,0.05684206,0.0518116,0.0916616,0.076930605,0.037921987,0.03612684,0.08862102,0.020502113,0.01873178,0.013304789,0.008937051,0.20642744,0.06067848,0.09307271,0.13371617,0.04329148,0.010323386,0.019253034,0.17098214,0.05157372,0.004718638,0.0055714976,0.021936202,0.042196773,0.045389563,0.022970354,0.008501583,0.056964736,0.016897999
13,0.024083138,0.015439792,0.05317101,0.0498263,0.0073256767,0.04452905,0.06543301,0.051997982,0.077632725,0.06516513,0.08741659,0.05010308,0.045795422,0.006901321,0.017805912,0.03473798,0.13565944,0.07717501,0.07289672,0.017400328,0.028991396,0.040586505,0.024837788,0.088910505,0.061902888,0.07565072,0.036849327,0.1721931,0.04246244,0.0058151907,0.008365231,0.021691348,0.046222806
14,0.041076202,0.023242565,0.02328483,0.084124595,0.103195444,0.05014307,0.16158523,0.07737997,0.12946036,0.0066035064,0.040413957,0.05332227,0.07290074,0.03252895,0.020544015,0.03360022,0.030646402,0.047439996,0.08370954,0.07731995,0.021970822,0.011350212,0.010541841,0.031941533,0.05622731,0.16261837,0.046110958,0.028785521,0.028931132,0.001326716,0.037281122,0.041956175,0.011170944
15,0.025896879,0.19996579,0.0050392104,0.015694428,0.039331697,0.04069323,0.08794738,0.034345943,0.039750785,0.03923584,0.16056713,0.005879716,0.019584024,0.026905406,0.011537268,0.01828155,0.04162523,0.00874452,0.0058995737,0.008888676,0.029793201,0.058602594,0.008509532,0.021383878,0.00591623,0.0035398586,0.039284557,0.039640784,0.016060153,0.027897904,0.029408129,0.023083381,0.026719581
16,0.05826713,0.04187377,0.024101302,0.03234438,0.055640735,0.0389831,0.009015959,0.045457624,0.0035327603,0.0016315638,0.045000847,0.010218971,0.041436743,0.037490614,0.008010693,0.006517141,0.03026389,0.012967814,0.023920229,0.027187943,0.026949827,0.1993059,0.019001503,0.001188519,0.013458855,0.016440129,0.027825397,0.015250655,0.010117536,0.0021415735,0.015635546,0.023098294,0.010228596
17,0.008420362,0.0091717895,0.0018827122,0.012549134,0.1171855,0.014927832,0.021028694,0.061836846,0.16870049,0.037534952,0.03341391,0.023863522,0.019166753,0.009725276,0.0032136561,0.030936271,0.109662026,0.027870564,0.0783828,0.028072359,0.017108506,0.035383396,0.03185482,0.1375791,0.0085890815,0.0084597785,0.012832053,0.06440996,0.06441721,0.17223798,0.09901327,0.055915866,0.007071008
18,0.007666057,0.030220479,0.048621163,0.03004277,0.058749158,0.058982912,0.068392724,0.008088981,0.026135445,0.013748768,0.013915712,0.02376653,0.018608782,0.025971109,0.12364868,0.008497402,0.02666066,0.023696346,0.25011325,0.032059617,0.02194022,0.052117422,0.017711869,0.0073322374,0.012171818,0.05843617,0.0019405908,0.042924322,0.028529894,0.008427579,0.0062330333,0.013065515,0.0029238546
19,0.003900861,0.0029889734,0.009167096,0.0109364055,0.035225067,0.011401603,0.0019828067,0.033460587,0.06281963,0.009098161,0.008841097,0.0015388547,0.036166456,0.13222417,0.0072387247,0.013358277,0.017034732,0.03149908,0.015696624,0.0077057425,0.019053848,0.0215454,0.049557414,0.003867302,0.0072320304,0.010377567,0.017052073,0.024163317,0.008690759,0.008094717,0.013229845,0.01628492,0.007005707
20,0.01768676,0.008391384,0.020192174,0.013348151,0.0118625825,0.016241547,0.0049919607,0.0143310055,0.0034289928,0.016718537,0.009624463,0.0021046943,0.02300439,0.0043077646,0.020574704,0.012812772,0.011734423,0.0107572535,0.0043866243,0.004828416,0.0035480817,0.01324405,0.011354491,0.0120764,0.036973964,0.0025831214,0.0023238682,0.022406016,0.013287845,0.012444868,0.11716373,0.0066642785,0.0015450064
21,0.002183911,0.026445962,0.044198,0.02004271,0.00961254,0.0059842183,0.004551758,0.0043255854,0.0072167725,0.0058774566,0.0031410337,0.12891388,0.0045345635,0.01382005,0.025616819,0.017633284,0.010584561,0.019080933,0.006431498,0.005481608,0.021463694,0.022911979,0.007838227,0.0066657597,0.0124554355,0.004151504,0.013685873,0.013248422,0.0063171014,0.002810817,0.0039195935,0.0046424884,0.0040781936
