Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,1.1232032,2.2183275,1.2987571,3.88728,1.2867761,1.1326281,0.72239447,1.3450594,0.96571803,1.2211766,1.3821706,1.4863436,0.6522525,0.5645855,0.9735304,1.4019152,0.63618946,0.49859092,1.2518916,0.27605712,0.6250631,0.6801301,1.4551153,0.09242025,0.055119805,0.10029496,0.09271497,0.07083433,0.05511787,0.037392244,0.034211762,0.06066045,0.17993456,0.32859623,0.29512772,0.16706067,0.26496118,0.32276145,0.1874305,0.06237309
1,0.2251735,0.34348112,0.0056047956,0.058652822,0.4357905,0.10407807,0.15474625,0.49932972,0.14977275,0.01998533,0.31649753,0.045739256,0.11275126,0.04294511,0.1747107,0.4104729,0.21219574,0.20920211,0.24795826,0.027776673,0.1281522,0.15166235,0.221705,0.032542154,0.10088353,0.13688436,0.38072687,0.0056361896,0.11177168,0.017428622,0.026210835,0.07208716,0.2810358,0.095097505,0.048974864,0.014688623,0.033972416,0.46243802,0.02196284,0.04503504
2,0.018232891,0.1126199,0.10044877,0.0028475416,0.018648477,0.048789013,0.14489366,0.21042779,0.14641243,0.07566553,0.022132173,0.030803965,0.119147934,0.019685563,0.07709609,0.020736136,0.122145325,0.045550883,0.07566831,0.0776915,0.06512811,0.08436252,0.15059304,0.39813852,0.17714642,0.2209341,0.010926946,0.14213306,0.24568085,0.08776061,0.07266244,0.18661526,0.24263136,0.1814437,0.17718013,0.054316416,0.046052597,0.013068973,0.05284198,0.073482364
3,0.036237463,0.17720032,0.062763676,0.036561728,0.029694065,0.030875053,0.020895798,0.020140372,0.037223227,0.16212389,0.040523842,0.019234426,0.08573532,0.028748447,0.01320754,0.049638662,0.00445449,0.12122481,0.011349413,0.03737924,0.0356316,0.06582685,0.17448388,0.006445455,0.025350295,0.01700972,0.20984371,0.0100163575,0.10472734,0.016669061,0.08970607,0.030944943,0.02238675,0.033087682,0.04208247,0.08143936,0.05857957,0.29956117,0.046280347,0.083588004
4,0.032782413,0.014215613,0.0031836191,0.007984702,0.041675504,0.0014085334,0.10947581,0.1428393,0.007510643,0.0094697755,0.013549884,0.00062007766,0.016435899,0.08711111,0.04078935,0.0358106,0.0035399748,0.009160986,0.052279197,0.007793525,0.05773288,0.055551197,0.056536824,0.047881335,0.023413735,0.015883591,0.032513246,0.027473679,0.006516463,0.021387018,0.045305036,0.012019822,0.023287965,0.026428433,0.021630945,0.013206852,0.0124602085,0.027439706,0.011273509,0.023130715
5,0.029404944,0.06251939,0.06429571,0.06404243,0.01464075,0.0036539151,0.004574441,0.013997549,0.10068836,0.15004039,0.03248314,0.04952927,0.030305125,0.03876145,0.045545015,0.0238026,0.011882594,0.061658565,0.025193773,0.009526596,0.025652597,0.036103953,0.022339035,0.017258482,0.022881513,0.025701191,0.05022403,0.14877452,0.03994439,0.020515298,0.01603571,0.01254915,0.023634953,0.0019379295,0.017451447,0.00483249,0.0054995976,0.033801958,0.005267378,0.017514896
6,0.062330913,0.011952398,0.047267664,0.06515018,0.014528854,0.011507764,0.008653954,0.016765641,0.022749403,0.016478913,0.024260612,0.034259286,0.035724744,0.0971917,0.039527144,0.030964464,0.013951969,0.0028612814,0.005023412,0.008568511,0.025398925,0.031514827,0.0071003297,0.0023698164,0.013227404,0.012902891,0.029919768,0.007666288,0.008400982,0.014302054,0.078514114,0.016523797,0.07456635,0.086081535,0.076695696,0.109217495,0.023628354,0.019221518,0.04204557,0.124931335
7,0.037828922,0.10101379,0.0179478,0.00909539,0.0569871,0.06512805,0.07750118,0.021738065,0.027412409,0.007825218,0.11327243,0.20173009,0.13650025,0.19937187,0.0528736,0.020009408,0.0015173707,0.044402488,0.1312366,0.16987804,0.048906393,0.038531035,0.031266548,0.009714658,0.04807392,0.012232926,0.012273068,0.06169065,0.032911222,0.10972844,0.03625711,0.0027745883,0.003297659,0.07906177,0.06428167,0.07204482,0.025611434,0.0063344976,0.04770803,0.056547236
8,0.02697547,0.051904645,0.0151825845,0.025361361,0.027096007,0.033125713,0.026445214,0.011075705,0.034826532,0.03278634,0.012646611,0.040726557,0.0120629,0.028254043,0.026525212,0.07589744,0.0201006,0.05044531,0.018082548,0.022067152,0.14906344,0.011269173,0.004217577,0.04930465,0.049637083,0.06912173,0.047229003,0.00589623,0.06558389,0.07495281,0.08612469,0.029944912,0.026077136,0.14018874,0.01745629,0.01405861,0.023317967,0.0038265074,0.031570643,0.047722295
9,0.07318345,0.067447826,0.01755609,0.009005956,0.021333575,0.068824515,0.044174895,0.023596855,0.009251887,0.002663603,0.1134609,0.017902814,0.03926955,0.015118116,0.013851673,0.0072182296,0.03765221,0.03323237,0.027430926,0.028644815,0.0073972587,0.021814803,0.017924799,0.025605071,0.0058216904,0.042869627,0.0065374584,0.010550595,0.013965897,0.03294085,0.0064057363,0.019803554,0.013372332,0.036329087,0.006125979,0.01146434,0.017689973,0.0688048,0.016102787,0.010362002
