Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.098884635,0.16401444,0.1138579,0.14584854,0.2326004,0.18744934,0.2640605,0.46000755,0.3794757,0.17001963,0.38033065,0.8591322,0.3417626,0.49704307,0.102289215,0.4591676,0.65383005,0.1197521,0.16714004,0.3124342,0.3931756,0.07887533,0.47658563,0.13559914,0.4113544,0.26543412,0.13179763,0.08941106,0.5167838,0.06466828,0.09296384,0.3313404,0.21530358,0.21789593,0.10251312,0.111035906,0.017868739,0.25924146,0.022883836,0.114998505
1,0.1198246,0.092631005,0.080415614,0.2507334,0.10370629,0.34494716,0.24200845,0.34447172,0.42033884,0.24796143,0.45297197,0.034670252,0.18039244,0.050150126,0.22053704,0.02719321,0.052223314,0.035750486,0.014390791,0.03237851,0.1947649,0.2643433,0.17849126,0.09609045,0.019482462,0.1149471,0.013318743,0.09576782,0.3182686,0.14844449,0.27792016,0.024924863,0.03913456,0.20036979,0.643746,0.14164573,0.2558302,0.009677678,0.015929084,0.035509907
2,0.06747928,0.021239111,0.4631533,0.016943306,0.19657975,0.054575752,0.0063797054,0.04712212,0.08506644,0.17871691,0.100133,0.15101334,0.065856524,0.14931545,0.021426905,0.49915665,0.19936073,0.2067365,0.17903908,0.23657209,0.11253078,0.2460861,0.19876121,0.10885604,0.027271852,0.06322796,0.07948016,0.016554391,0.04536217,0.018190961,0.032479033,0.058825694,0.040512178,0.14156969,0.015031108,0.2183454,0.028463177,0.13908061,0.01972219,0.03861486
3,0.06181542,0.030778982,0.053661544,0.23304307,0.028069384,0.12321034,0.04866329,0.010659825,0.036485497,0.19175279,0.056696806,0.042366773,0.09328052,0.15611644,0.16862172,0.043434903,0.08406008,0.01613612,0.17017409,0.0077623324,0.067602396,0.12230374,0.064606175,0.07031588,0.16536185,0.042285033,0.08899668,0.0017335232,0.07444393,0.024230544,0.05288643,0.23427804,0.018218933,0.12331635,0.025589032,0.0036726631,0.14762595,0.026733711,0.025060046,0.008542683
4,0.0029087102,0.05313573,0.04507465,0.16237351,0.16151138,0.015103779,0.007665972,0.009297319,0.0068144547,0.06212776,0.042718366,0.017969761,0.04081933,0.19656292,0.020126758,0.08165376,0.045807596,0.067598626,0.018828502,0.049242377,0.024760287,0.075115114,0.025515899,0.04526504,0.018566668,0.024597883,0.069658555,0.09471509,0.08775578,0.11401577,0.034721512,0.04319974,0.012352314,0.023606112,0.047061503,0.05639913,0.0867736,0.029466074,0.014626836,0.013537138
5,0.015931845,0.03537628,0.019973172,0.026440417,0.0152511615,0.033762768,0.008376136,0.0032375813,0.17899145,0.007253042,0.006819153,0.0036192932,0.009166727,0.009135016,0.065019265,0.028443694,0.003177724,0.0062089097,0.0034028087,0.012475415,0.048223212,0.01648725,0.0036760294,0.009169004,0.037488867,0.1459414,0.06566748,0.14577414,0.017676594,0.039109014,0.021767091,0.050076723,0.02988594,0.10694709,0.061182834,0.07536602,0.026336972,0.013648034,0.027073631,0.03253278
6,0.034513928,0.061710037,0.05073467,0.005109924,0.028286511,0.011449272,0.05150912,0.08486912,0.1294652,0.048515975,0.029658493,0.018028773,0.00415893,0.09493493,0.12214193,0.08369583,0.09920558,0.105087295,0.018604144,0.0045522763,0.0409299,0.087731406,0.08421549,0.109889984,0.044434145,0.07338998,0.0044307876,0.14854318,0.05691872,0.06122274,0.14778955,0.086215764,0.0466244,0.030216683,0.065483466,0.06751726,0.0042738705,0.014526546,0.014261212,0.028326586
7,0.016214728,0.009244745,0.056732286,0.0028448603,0.04245384,0.00937291,0.0020104032,0.013471356,0.008968862,0.05417546,0.023351803,0.04961785,0.20891687,0.065524645,0.074547745,0.014298811,0.021455688,0.025261436,0.04893257,0.015161958,0.010983814,0.0074444166,0.2189009,0.023497064,0.021552343,0.015851041,0.025343573,0.013548854,0.004113952,0.012510287,0.018835586,0.009355854,0.01869464,0.027942965,0.01901349,0.010056568,0.008889321,0.031211393,0.018032739,0.013493952
8,0.010572346,0.064556934,0.008770457,0.009712614,0.12648624,0.027222048,0.012116898,0.005680973,0.006711162,0.017742801,0.041694354,0.02946912,0.009614668,0.008168729,0.011478075,0.03657008,0.039320886,0.014446881,0.0101703,0.0417101,0.034663655,0.025097454,0.063748375,0.03526131,0.050494976,0.0023909989,0.045552935,0.06467974,0.069679655,0.05976105,0.034313813,0.028451312,0.02524292,0.12146759,0.13057794,0.018851425,0.014622141,0.027436722,0.016776107,0.01295191
9,0.03900662,0.043155283,0.04021677,0.011717106,0.02499908,0.012955092,0.022089025,0.0035646423,0.013685911,0.022807408,0.12328728,0.01705898,0.0091624465,0.0037423111,0.010553115,0.0041792975,0.0031657447,0.04667012,0.023426406,0.004285637,0.015279574,0.012931157,0.0070880596,0.030350005,0.025808733,0.02102937,0.005270741,0.010154399,0.08106784,0.10173564,0.030264935,0.026769038,0.010272591,0.01992887,0.017558921,0.008550346,0.058787763,0.0034694383,0.074886896,0.017850386
