Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
15,0.01596046,0.004138491,0.003350852,0.0035868147,0.005286419,0.050107732,0.009999524,0.05908233,0.02678467,0.00891264,0.021626173,0.026225828,0.022376271,0.01766928,0.03457028,0.0039456184,0.001839026,0.03786292,0.011369906,0.038757384,0.013826579,0.02328188,0.031858273,0.039105088,0.016112547,0.006732542,0.008315681,0.0107923485,0.045037463,0.018391987,0.006609634,0.019297212
16,0.014370925,0.060421467,0.020776656,0.0073612197,0.010215115,0.021953586,0.019905567,0.045422733,0.059463665,0.032622427,0.04312029,0.011134584,0.005185107,0.008855893,0.00806626,0.0049223886,0.012410994,0.004918676,0.0017195505,0.0020504592,0.013595099,0.026542766,0.0008191426,0.009929603,0.0012004107,0.012409243,0.0058295648,0.004603566,0.0063385083,0.057002325,0.011945594,0.0015505435
17,0.00825451,0.0095417285,0.007860137,0.0029463605,0.0077890106,0.02921893,0.02086772,0.05588629,0.021027913,0.010297552,0.01858394,0.007469212,0.029369276,0.03741561,0.024989028,0.014865601,0.0018106261,0.002102977,0.0076862834,0.010809462,0.08449874,0.0017691082,0.002245363,0.019468041,0.024346946,0.039832182,0.0030494903,0.012083354,0.002356349,0.0011245072,0.007672873,0.006580824
18,0.061244596,0.008197149,0.012571197,0.02133678,0.031725243,0.009417735,0.009254256,0.00071883923,0.021135893,0.13415073,0.024414225,0.013124068,0.0067212293,0.0018382804,0.010261748,0.012453474,0.03272602,0.007713922,0.009081598,0.00536272,0.00568361,0.01016615,0.010353619,0.0019861143,0.012798418,0.01195646,0.029964177,0.004935216,0.0035492033,0.0041810027,0.017357135,0.0028270977
19,0.0039374977,0.012969334,0.005141505,0.0029902868,0.0027354592,0.0032597156,0.005564948,0.009101063,0.000483347,0.003974711,0.0051580593,0.005909123,0.0010423046,0.019114148,0.0042611016,0.0079785315,0.0010638491,0.0029964456,0.012295013,0.008725497,0.002704048,0.003233066,0.012360338,0.013657026,0.0047132494,0.0034263644,0.0036715502,0.000506298,0.0022172634,0.008167676,0.014943179,0.006880168
20,0.0012098525,0.0018713837,0.0010198525,0.0054934174,0.0044481913,0.0016678798,0.0023672974,0.005844796,0.0006428177,0.00075264665,0.00058090704,0.00042333326,0.0003226879,0.0007547774,0.0019078634,0.017904455,0.006790375,0.0026253178,0.009507994,0.031365234,0.011449069,0.005112874,0.0018064206,0.007921463,0.009656422,0.008680407,0.0025431765,0.0006119133,0.018579375,0.018680576,0.03764554,0.027915671
21,0.027312774,0.0050687194,0.016483428,0.0031913053,0.008158617,0.010318822,0.006272377,0.0036017695,0.014467336,0.05387231,0.022504665,0.009288909,0.007624029,0.0007748476,0.0059378576,0.012928629,0.0056241173,0.009331847,0.0027308632,0.008948771,0.013293995,0.009833089,0.00046907505,0.0041026403,0.008088971,0.013027841,0.00941414,0.0020096265,0.006848283,0.0012490328,0.00096608483,0.010136659
22,0.015391408,0.001769641,0.0022347237,0.011487123,0.02031055,0.012168353,0.003349505,0.0052305,0.002250305,0.005942814,0.00843119,0.0066486346,0.0043229256,0.014394853,0.0010988221,0.002049876,0.009701931,0.007333548,0.023261378,0.051397663,0.020215046,0.0143198315,0.0052374722,0.0011232255,0.011990562,0.0027061673,0.008955069,0.0025372019,0.0006439369,0.0041567287,0.007885849,0.06737198
23,0.001548714,0.0011011113,0.002353027,0.007238902,0.000769483,0.008440014,0.0020645426,0.003050267,0.0017336899,0.013145322,0.03611826,0.033663634,0.006579281,0.013574686,0.0013070516,0.0069358344,0.0022502257,0.006509423,0.0025336305,0.0010091974,0.0038956257,0.0019410595,0.012223052,0.011536319,0.02044911,0.0023670965,0.006877748,0.0029457167,0.0025040861,0.0069531766,0.0036588048,0.0006280595
24,0.011030872,0.021082412,0.015825542,0.044411197,0.017581321,0.015674165,0.0013211055,0.0050339918,0.023582106,0.03111076,0.05539956,0.039643593,0.013422772,0.02277481,0.011681142,0.00374675,0.010065709,0.006860681,0.0038328473,0.0015135122,0.00042182184,0.003805946,0.012572193,0.009176507,0.009777634,0.0042702556,0.0027847923,0.011109436,0.025519688,0.016593885,0.006488226,0.0030955966
25,0.003645676,0.010279307,0.018542688,0.01630469,0.0051684026,0.0068923202,0.030491002,0.005846645,0.0037749251,0.0007776092,0.0014714503,0.007533023,0.004671139,0.0072813327,0.0015437548,0.0034420192,0.03570601,0.005011032,0.0023101836,0.0033335108,0.004071444,0.0013159628,0.0009596683,0.005637108,0.0065949447,0.0077078394,0.0019083306,0.0013045529,0.0052017807,0.0024823179,0.0029513238,0.021620993
26,0.06500347,0.010455142,0.033651073,0.001957195,0.0008508933,0.0054883654,0.021278163,0.010067364,0.0058040433,0.0028690738,0.0008522978,0.0027138572,0.013420219,0.0061391387,0.0005695845,0.0027699887,0.0021023708,0.0011479794,0.005161933,0.0005555616,0.00083078956,0.00023102263,0.013988293,0.018309588,0.0261078,0.012700317,0.0053586587,0.000765922,0.00017839795,0.0019129307,0.0037931127,0.00038914714
27,0.004487984,0.004786182,0.0032724966,0.001618076,0.0079221325,0.0044951118,0.00507735,0.0035922932,0.0035450673,0.00046248065,0.0038871048,0.003085259,0.009221628,0.017340442,0.021449102,0.005084415,0.0022817235,0.011585144,0.0024463271,0.013949728,0.0014642375,0.0014397722,0.00015256932,0.0037647455,0.0036638668,0.003926019,0.0011748754,0.005483468,0.012862851,0.0129277175,0.0055510513,0.0045860945
28,0.005059212,0.0058445507,0.00096964743,0.0062745465,0.00321182,0.002917573,0.0050613265,0.0015121137,0.0070090126,0.004931872,0.0039197025,0.0033350063,0.00026145158,0.0005402763,0.0068361424,0.00036345364,0.0026309262,0.0013552704,0.005480445,0.006383222,0.026258796,0.0028201237,0.0027085552,0.0018010791,0.0036113188,0.0013444158,0.0037623162,0.0012449108,0.002709533,0.0019191832,0.0074399733,0.029257944
29,0.006475455,0.001032655,0.0019800102,0.0011513283,0.00037145312,0.00048399577,0.0015262523,0.0022128737,0.0017489593,0.0014331087,0.0012844468,0.00276379,0.0057179043,0.0001397566,0.005478616,0.0016452342,0.00017740729,0.0024211658,0.0026508248,0.0014129695,0.0013931439,0.00256514,0.0023018676,0.0013011702,0.013697239,0.003183311,0.0009856778,0.0015941358,0.0018898722,0.005564884,0.0022253818,0.0012517544
