Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
10,0.017308293,0.0038693666,0.061046783,0.08475758,0.08303617,0.079569384,0.17685482,0.054099448,0.00844745,0.011379909,0.003981225,0.06558182,0.015834836,0.0022238065,0.018332006,0.0036225931,0.013532783,0.02886261,0.03669204,0.07612474,0.11602069,0.097257406,0.019552127,0.0131576825,0.016981365,0.0057738638,0.007339345,0.012849404,0.044115692,0.2152473,0.03709738,0.017783778,0.029396694,0.07119478,0.019429753,0.0074290005,0.013707986
11,0.035954945,0.01842891,0.014083549,0.018629901,0.019470401,0.12609607,0.036463246,0.009507609,0.032206137,0.006614753,0.14860019,0.0038750055,0.302746,0.013011626,0.0117776245,0.011496933,0.0027311777,0.0533611,0.028480146,0.031557374,0.024280757,0.015476816,0.01334755,0.007209877,0.015651917,0.017308962,0.0182346,0.029062413,0.0570601,0.02191331,0.039174195,0.0056788726,0.12969759,0.05566202,0.06596393,0.062700406,0.043903477
12,0.0030209804,0.020287286,0.047650915,0.032786906,0.24078359,0.036609266,0.0018466453,0.011001216,0.056361105,0.089800075,0.059598163,0.14288433,0.016206255,0.006411339,0.084168114,0.07991998,0.08346223,0.09011212,0.037619233,0.02469873,0.025457868,0.05700974,0.036021657,0.04366943,0.09666351,0.04604744,0.0111051705,0.0116163865,0.03602948,0.22544242,0.17887211,0.20172286,0.20065388,0.032923758,0.03528678,0.0280182,0.010637062
13,0.019461524,0.012314768,0.07661102,0.010957468,0.009078585,0.022177912,0.02470415,0.027727582,0.023786407,0.0014136066,0.037067775,0.021609154,0.0021080235,0.014385699,0.008358887,0.0105444705,0.0012437957,0.03246967,0.006124636,0.013722882,0.0048107626,0.0112242,0.13198559,0.003930818,0.016068544,0.027196325,0.042176217,0.037483685,0.019326255,0.0074394983,0.030091776,0.013187794,0.025098786,0.17698552,0.0052805073,0.0012719644,0.0064210915
14,0.08965953,0.05005607,0.06005439,0.08866432,0.008943732,0.014772739,0.003324152,0.020323697,0.029437162,0.008756104,0.0072230827,0.015088644,0.0074440045,0.028582204,0.011444559,0.023470603,0.025850764,0.030938398,0.042438485,0.028898697,0.023859538,0.0008211717,0.017968882,0.0154255275,0.030462025,0.0072776135,0.005867023,0.0014208351,0.005222092,0.0060341917,0.030947164,0.012710233,0.0042501143,0.0044353236,0.003721251,0.008789847,0.0046962453
15,0.013357757,0.012928195,0.006945043,0.0001672075,0.006484229,0.0019787478,0.00067474507,0.025942799,0.026704395,0.006900947,0.0030886605,0.00583916,0.019885318,0.012289625,0.05241907,0.006510171,0.006152775,0.014509885,0.015229866,0.015141783,0.01717413,0.009768132,0.007270037,0.0042461217,0.012308479,0.029639281,0.0020105145,0.013622163,0.0034919889,0.004845278,0.024489593,0.0027443124,0.010336093,0.0069428105,0.010965353,0.023184998,0.17132498
16,0.011482874,0.015523876,0.0045378758,0.0038453173,0.0010323215,0.0022388003,0.011086712,0.028510101,0.007998954,0.036755618,0.00091660896,0.01962236,0.018982008,0.066307575,0.029094417,0.057440422,0.030248348,0.006755456,0.03485989,0.013743995,0.028603185,0.012488471,0.0104440125,0.0008965098,0.012148005,0.0024874941,0.02319104,0.059451856,0.019743275,0.0075272466,0.021258533,0.0048317537,0.0056982897,0.0025809698,0.010311563,0.0069345958,0.001075622
17,0.004287087,0.011619578,0.0026407219,0.008187754,0.0064083803,0.007360257,0.0048783636,0.05176577,0.014013091,0.0019701181,0.0667813,0.0057256557,0.027745292,0.003122034,0.008853474,0.01274661,0.024766402,0.02279744,0.01691945,0.006173947,0.009818306,0.0061499057,0.0044294745,0.0032739544,0.008190736,0.014855951,0.010921665,0.03518293,0.008412255,0.010186858,0.06566402,0.015514236,0.023315825,0.01898539,0.0032871473,0.007081504,0.0032432165
18,0.009973857,0.00079298444,0.0018976408,0.0041841194,0.025779987,0.010680247,0.006546876,0.0052955877,0.007783502,0.02026156,0.021783363,0.0054171635,0.0013466061,0.022186253,0.015789162,0.022817343,0.041677974,0.028031472,0.003635858,0.0038522393,0.006216061,0.0017407534,0.0015391563,0.012349484,0.0070372336,0.006026208,0.00394409,0.04294156,0.0048779324,0.017769942,0.00816985,0.03223559,0.025357252,0.0124188885,0.010942904,0.015517898,0.0021347401
19,0.009680634,0.0057551684,0.0073131765,0.031264793,0.0059921015,0.0052012545,0.008505739,0.006984091,0.0012527129,0.005319453,0.0021668295,0.015510804,0.0013104016,0.0016155223,0.0028779032,0.005367263,0.0008457901,0.004538801,0.012991653,0.014729174,0.020835627,0.05054552,0.03581708,0.014164078,0.015593899,0.010512326,0.02778636,0.07736842,0.05632157,0.06960157,0.018049773,0.017932096,0.0043803705,0.011017353,0.0102868825,0.019145517,0.013300399
20,0.010540588,0.0068943603,0.008587329,0.005831061,0.0136775775,0.007857329,0.0009193067,0.002251356,0.00075222965,0.0031737273,0.003893178,0.021997912,0.005309158,0.0065792184,0.004332803,0.008327719,0.0055279294,0.0018754827,0.019055724,0.0034133499,0.0029605853,0.02184705,0.011116089,0.004674173,0.007465777,0.0012322739,0.007906677,0.048451565,0.015801791,0.027459424,0.005195285,0.0029388235,0.018436166,0.009990505,0.0124476105,0.03184723,0.010781622
21,0.005755458,0.02928922,0.003371057,0.009087201,0.004425857,0.012456589,0.010114241,0.0016742086,0.0040728347,0.0021178906,0.0053861546,0.003484347,0.00329828,0.008570598,0.009301445,0.015471773,0.02300856,0.0035118223,0.0020417525,0.004167796,0.001679104,0.015988804,0.009513567,0.015714772,0.0024215207,0.011891531,0.0044731204,0.026219223,0.0116394255,0.0015165632,0.010865638,0.016266957,0.0065605985,0.002799871,0.003311427,0.0047432357,0.008173397
22,0.0022717325,0.014479127,0.013603635,0.0025278581,0.023063736,0.075255305,0.023556126,0.046698153,0.025825053,0.012245726,0.0011754303,0.021578338,0.04764311,0.011584924,0.015137191,0.009345762,0.00039683806,0.0009124932,0.0009845544,0.0080461465,0.016197538,0.0021274823,0.037894484,0.009872412,0.0015920848,0.014137039,0.0026181254,0.018801324,0.011660036,0.002307003,0.021881592,0.019746715,0.0030311337,0.00044765387,0.036303625,0.009402153,0.0021982675
23,0.018974915,0.020060647,0.035601493,0.010436299,0.0003857715,0.012973447,0.033775683,0.03857403,0.0053527537,0.0016532568,0.0061397827,0.005357442,0.015480239,0.0021865477,0.0045273267,0.0015495041,0.011671195,0.009521447,0.0020331591,0.0014826771,0.01002704,0.009073211,0.019792086,0.00055390195,0.0071217865,0.008861251,0.010107986,0.006645041,0.006413828,0.005915697,0.008175585,0.0062835077,0.0068325456,0.006170247,0.004629299,0.0045417026,0.003990105
24,0.003203813,0.012357526,0.018495709,0.0034267656,0.01595593,0.007768864,0.00071844837,0.0042958204,0.0032287447,0.0034187445,0.010330416,0.0061462717,0.002199549,0.019780736,0.0072881277,0.011554621,0.0072627324,0.009318842,0.033620864,0.0023771236,0.020371849,0.0101161655,0.0012473022,0.005888532,0.0034826978,0.0081100045,0.0029356077,0.0092111295,0.012402264,0.003090091,0.018095084,0.014152956,0.010434183,0.0079654595,0.008418383,0.017047472,0.09335449
25,0.000965358,0.0020351673,0.0051512267,0.0024503586,0.014602283,0.014454327,0.01985127,0.00866336,0.0075153154,0.0184586,0.011443541,0.0008657562,0.0066283504,0.0036832015,0.0065118168,0.040109687,0.0062428536,0.003883223,0.0022349744,0.0057548913,9.1283975e-05,0.0022792637,0.057423957,0.014195123,0.017247148,0.0071087275,0.019677194,0.021156155,0.010510014,0.009445159,0.018424891,0.01064419,0.0012682041,0.0038912434,0.006166805,0.023762165,0.036024585
26,0.009096703,0.002061563,0.0010635746,0.0035007691,0.0075339656,0.0011246435,0.0019659125,0.0051998124,0.0058698356,0.003964397,0.002438877,0.009196024,0.0009334445,0.0041912873,0.008302345,0.0048212763,0.0031183625,0.0075589214,0.0018580887,0.0014880009,0.0023084565,0.0077153435,0.0016982233,0.0020800491,0.008440558,0.0036989122,0.0014751458,0.0025794173,0.0030317712,0.00091512885,0.003255399,0.007570602,0.011129703,0.008988627,0.00024572233,0.009465889,0.007121407
27,0.0074234675,0.0034327963,0.004970428,0.0003879457,0.00078442565,0.0010329944,0.0018879056,0.0012091075,0.00720637,0.0010138628,0.004492155,0.0056180647,0.0003358884,0.03952161,0.0077976766,0.0072049065,0.00044143928,0.0012930027,0.0025352528,0.00025287177,0.0013056947,0.0035699762,0.003954104,0.0027598692,0.0061933408,0.002329656,0.0005968085,0.0009487643,0.0018928823,0.0017347876,0.0027144155,0.0019920752,0.0023821662,0.000182652,0.0016929316,0.0028853212,0.004511744
28,0.0008430563,0.0007677539,0.0018032757,0.00079434,0.001762564,0.0003339795,0.00070106285,0.0003827156,0.0023039551,0.001111467,0.00021091383,0.011816739,0.0005935901,0.0028144228,0.0011063684,0.0042328034,0.0011096753,0.0025458322,0.0017426652,0.0050287438,0.0036934963,0.0014884624,0.00042796243,0.004069216,0.0023733466,0.00034350195,0.0028514024,0.0016207817,0.00020593224,0.02799499,0.00039388545,0.0066653416,0.019156404,0.009126763,0.0022925069,0.002473717,0.0019588887
29,0.0004904036,0.004227728,0.0007285732,0.0012507957,0.003934076,0.00037633168,0.0019614485,0.0027384507,0.0037350615,0.0019253434,0.0018014661,0.0027125354,0.0012512952,0.0022190476,0.0011836104,0.007953301,0.0011462334,0.0020893863,0.010560535,0.0056596147,0.012523462,0.0011984593,0.0018372085,0.0041547194,0.0020571214,0.00908416,0.0010426536,0.002155094,0.00415536,0.0028206434,0.0011281122,0.0007381762,0.0031579197,0.004347721,0.0008828619,0.0007845757,0.002749534
