Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
12,0.00291224,0.0054937983,0.040485706,0.038864825,0.012531076,0.012648072,0.0037254016,0.01375355,0.00043154613,0.04124724,0.014245044,0.030779397,0.023235781,0.0065032747,0.0056747855,0.0044020982,0.022763241,0.03785841,0.0022736012,0.011942536,0.01841636,0.015260006,0.012943009,0.0046048625,0.10975623,0.05031304,0.023126459,0.007666225,0.027028266,0.02478664,0.021846747,0.06906377
13,0.009131913,0.007640579,0.018131282,0.01294497,0.01995482,0.01584432,0.020927075,0.010256364,0.03472686,0.022034133,0.0052209445,0.07623014,0.0046842974,0.0054897387,0.005032052,0.020318234,0.003063402,0.007645515,0.068668224,0.019524157,0.0031401697,0.025605375,0.048741136,0.038893662,0.16888109,0.057899706,0.13637562,0.018967496,0.024830606,0.006376915,0.021339677,0.02467428
14,0.03175211,0.021400591,0.0031080872,0.003451012,0.002619815,0.007832511,0.0011690465,0.050691567,0.04166299,0.021668216,0.020056523,0.01665597,0.011624345,0.025139,0.016945746,0.0022475726,0.003766096,0.03730254,0.016190128,0.077695295,0.029566064,0.0069049057,0.008509256,0.011534923,0.112856746,0.035972454,0.0015883289,0.04971849,0.010949057,0.11537318,0.08458248,0.041832075
15,0.04122748,0.03878259,0.009975194,0.004458651,0.043642,0.07937259,0.09264817,0.15208632,0.060054943,0.067639224,0.023169577,0.027957533,0.023935124,0.035618432,0.04875323,0.011621146,0.028470272,0.015452608,0.017688595,0.0017513147,0.008788142,0.028137136,0.011168486,0.018625664,0.0027442938,0.009754099,0.01194874,0.04596178,0.027278641,0.0044102287,0.0029362878,0.12946145
16,0.0051411153,0.013162536,0.0031670353,0.03377485,0.010708205,0.010052035,0.0058962675,0.013811706,0.017474638,0.009534234,0.0050952267,0.0041207043,0.015763823,0.012210806,0.017389352,0.0094264,0.016496032,0.007652144,0.0040016947,0.008801604,0.0059489063,0.0038293246,0.03214347,0.022266692,0.005839219,0.013697778,0.0049201734,0.016996713,0.030549921,0.0012556503,0.004779918,0.0110342745
17,0.008589888,0.0044271853,0.014970143,0.0007776595,0.0003562833,0.007105207,0.00091484457,0.008592998,0.001265964,0.008338034,0.006988894,0.0025574458,0.03413755,0.0012482236,0.0073896484,0.010989879,0.02098061,0.031437214,0.017684966,0.002327968,0.013696786,0.014668318,0.014293338,0.012829385,0.007743233,0.0015561491,0.003242311,0.014121496,0.0090103485,0.008607522,0.009403305,0.0041311574
18,0.0022145787,0.010235636,0.0028050216,0.005839633,0.019631442,0.029265089,0.006851677,0.0006795316,0.0055977954,0.0010259746,0.0049677133,0.0020117993,0.004107732,0.0025212348,0.016346592,0.006983651,0.0043162787,0.022314431,0.004478629,0.004293097,0.008221202,0.0072176387,0.012802199,0.0079261465,0.005493575,0.0006917242,0.0027615305,0.0020504356,0.009326865,0.0058064335,0.0230974,0.0008123673
19,0.0016758011,0.0019643512,0.016183488,0.013491314,0.006504347,0.0041348482,0.0024337915,0.0031700374,0.001014744,0.0062920763,0.00076153525,0.017374104,0.0026928256,0.00064168754,0.008276766,0.018173084,0.0069436613,0.010936532,0.00047466985,0.0070130834,0.0020462442,0.008323426,0.0024243928,0.008507896,0.013292313,0.011825091,0.0027161594,0.0026136374,0.0050029964,0.0013992026,0.00598774,0.0021450976
20,0.00026734459,0.002370944,0.021329647,0.006739844,0.014419129,0.01176792,0.015478302,0.004438989,0.01449439,0.014299678,0.021468455,0.014881748,0.010445008,0.019154098,0.00027157602,0.0014842338,0.01267877,0.001074991,0.0013741227,0.00082723843,0.002048994,0.0022220216,0.0020877952,0.0022096732,0.0075172232,0.001447858,0.0027903114,0.0007184267,0.004828236,0.007011723,0.02269059,0.02750511
21,0.0041362685,0.00066996866,0.0035170573,0.006611703,0.0033199878,0.0049759154,0.005032314,0.0032013918,0.006741455,0.005190706,0.0012885167,0.007724563,0.012013285,0.012638594,0.0014303231,0.0074268226,0.012509159,0.009428612,0.0014703823,0.0015536244,0.013232627,0.0070592975,0.0012230206,0.006645131,0.014895394,0.009152674,0.061504517,0.013243661,0.016903466,0.019412037,0.00072540785,0.029360462
22,0.011563964,0.006297211,0.018180747,0.0038157974,0.0020999485,0.0051431907,0.014441431,0.009741117,0.009317444,0.016217044,0.0027627433,0.0139240585,0.054760046,0.007999249,0.0026710075,0.005202056,0.008085383,0.019854194,0.0004881969,0.0021829966,0.009658795,0.0052245,0.0118339,0.00066811254,0.0032421895,0.00082877313,0.004129484,0.002716326,0.005221016,0.0037173177,0.011638639,0.005784373
23,0.008188777,0.014122812,0.005881137,0.0012539823,0.0032259712,0.0066102305,0.020084627,0.022958586,0.033864893,0.0016247584,0.0019842521,0.014060076,0.010408815,0.007995946,0.008234702,0.0024424384,0.004529478,0.021870341,0.026423933,0.011302748,0.012719974,0.0045303027,0.00096676213,0.00219433,0.006001357,0.003886632,0.0065340484,0.016735451,0.014440928,0.07599899,0.0123374965,0.002730509
24,0.0007661559,0.0045580077,0.006123498,0.012734421,0.0026444232,0.0062204115,0.05140865,0.0613304,0.07683006,0.027894052,0.007646439,0.0013809708,0.0047588064,0.023941673,0.025856726,0.01766492,0.024405133,0.0016539567,0.004467643,0.032652926,0.010237835,0.012206772,0.0015989413,0.0010571638,0.022262743,0.03845998,0.02860268,0.027976941,0.018459149,0.00851394,0.0044589494,0.008102408
25,0.021945354,0.054265838,0.030988459,0.01664327,0.009688338,0.0046404894,0.0016156385,0.014267126,0.020230249,0.025954004,0.011329038,0.004844231,0.00010203353,0.0027307358,0.0026213983,0.0018323086,0.0037540838,0.0007409289,0.01555247,0.00027525664,0.006632135,0.00795247,0.018665701,0.006207128,0.0024587745,0.0078101186,0.011142563,0.009951633,0.005546356,0.0003865675,0.006163295,7.831854e-05
26,0.0013356335,0.0033302093,0.0073356046,0.0015733885,0.0053252834,0.0025797777,0.0052058855,0.004082084,0.0044863215,0.008817653,0.015716415,0.008851988,0.0010663202,0.00071350054,0.0073008235,0.0039074407,0.0027070716,0.005326722,0.0001988119,0.006712929,0.002525967,0.009202562,0.029684242,0.010144,0.009796238,0.014838967,0.013845544,0.010072022,0.008376361,0.01247466,0.0065674526,0.008024734
27,0.008219382,0.019363966,0.03867238,0.025732681,0.027380548,0.0049739145,0.00041469152,0.0038606408,0.011410091,0.0041989144,0.002216616,0.0011507032,0.0010006182,0.00954329,0.01066627,0.0034346143,0.0007774498,0.00019393556,0.007963883,0.0032940698,0.010113435,0.00566437,0.0068084765,0.001424874,0.0033164169,0.0010656398,0.002343169,0.0029843836,0.00083248166,0.00051590195,0.0044068554,0.005016873
28,0.009060506,0.006429568,0.0034690846,0.0029502804,0.00010733003,0.0036135488,0.00048903376,0.004421201,0.0013790596,0.0042445553,0.009851389,0.00027980044,0.00060504925,0.0032547242,0.012371099,0.0076230587,0.002970544,0.000669527,0.0027743191,0.0022812602,0.004498283,0.0037439556,0.004369181,0.0013135832,0.0027101713,0.0060598957,0.0061189947,0.0063509033,0.004976044,0.003565599,0.0029921823,0.002730826
29,0.009769327,0.0064765764,0.005340833,0.0014634788,0.0045282356,0.0025845834,0.004094581,0.0033096955,0.0016798886,0.00014638089,0.010441941,0.009565948,0.018517531,0.012183188,0.00049687404,0.0017515147,0.0022925963,0.0044702743,0.0072083287,0.0057693436,0.0070281727,0.0018679335,0.0013358226,0.012345109,0.0025760625,0.0014445559,0.00265613,0.006719527,0.0010257694,0.0012876606,0.0025627208,0.015731968
