Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.06863488,0.32726976,0.33132657,0.75606745,0.27267918,0.7510234,0.4583548,0.06856574,0.2588049,0.17282002,0.14307514,0.18456708,0.09171929,0.15781501,0.10634849,0.15001127,0.2945362,0.17121676,0.077152036,0.5310854,0.46595186,0.05633587,0.117451765,0.18115395,0.052260537,0.3300051,0.044726577,0.30094907,0.13488415,0.29799595,0.13785999,0.3954861,0.01763169,0.024113769,0.044496883,0.22493783,0.19761638,0.08313753,0.12360719,0.07122994
1,0.055528797,0.4611067,0.08184628,0.02949528,0.10677507,0.087840155,0.2730233,0.31331682,0.08271508,0.31129554,0.3070926,0.060010806,0.223111,0.052862972,0.26449823,0.026666556,0.2771896,0.09392854,0.1784423,0.31205687,0.08752787,0.20313741,0.2302357,0.031487606,0.07088511,0.21022598,0.06626077,0.3016623,0.38790008,0.0720467,0.044453904,0.6403703,0.0040068924,0.18644783,0.06224929,0.07735318,0.023854658,0.1215536,0.076545924,0.025010852
2,0.07563433,0.014068934,0.09501374,0.60992324,0.50024486,0.5819208,0.06245086,0.012206929,0.02263489,0.07017724,0.0146345,0.10077557,0.061662883,0.22087392,0.2399091,0.0109011065,0.11180499,0.24965675,0.013550965,0.028966,0.1076988,0.1580411,0.40962264,0.26904008,0.38476676,0.09796328,0.049190234,0.049863897,0.36074626,0.024886549,0.019108173,0.0594462,0.027942477,0.29062572,0.16520494,0.067354925,0.12427072,0.0058361213,0.17298278,0.043264687
3,0.017305866,0.028140008,0.19554478,0.12598544,0.10851157,0.6388196,0.13053143,0.10009163,0.3834451,0.15866654,0.01882958,0.17831954,0.007858351,0.0530517,0.052449547,0.07411817,0.036680374,0.17348427,0.2268642,0.09650075,0.041433863,0.020103063,0.14852902,0.034814473,0.006348871,0.3598605,0.060597103,0.061821632,0.11523472,0.04995127,0.0045442074,0.021638932,0.3233174,0.014623912,0.050027817,0.0017563044,0.07659214,0.024678174,0.078399494,0.17657514
4,0.1153203,0.04934248,0.020754315,0.0689812,0.035682425,0.0043654097,0.018651458,0.030061511,0.018133162,0.052250333,0.014896025,0.09355224,0.15845603,0.07267959,0.021253623,0.12878844,0.043048307,0.18055993,0.031543862,0.057018597,0.025207011,0.04342298,0.11003381,0.037942193,0.026842909,0.060692795,0.010311141,0.55399764,0.42115456,0.007560815,0.022299556,0.09726579,0.06033912,0.35394058,0.050232273,0.024187537,0.030142339,0.045013063,0.10825169,0.013178241
5,0.08591132,0.25053528,0.17028156,0.01926951,0.089482106,0.16340823,0.040394407,0.034261163,0.013918836,0.025494281,0.02230741,0.024394656,0.023295052,0.026049066,0.025309619,0.025849316,0.006208252,0.11046508,0.068085805,0.021157421,0.022551496,0.0097794235,0.06007894,0.040571563,0.03538242,0.017009752,0.048998334,0.080311604,0.06406155,0.04159716,0.05654098,0.09396266,0.015995238,0.28774646,0.12170982,0.14207985,0.15971221,0.067405485,0.054348633,0.21745734
6,0.025010321,0.00050480023,0.19870386,0.039637297,0.03593607,0.0062204376,0.026005276,0.0024232462,0.100215234,0.008987237,0.13284454,0.013877368,0.045055334,0.094619885,0.043524828,0.004016685,0.013739638,0.027945405,0.0107497275,0.010468042,0.030583274,0.10526937,0.028029911,0.030753886,0.011631997,0.1104807,0.14317991,0.061857805,0.10029281,0.6217394,0.05850849,0.05287681,0.0040945974,0.022379076,0.023570146,0.0111893155,0.0060587237,0.032375637,0.02277967,0.04957762
7,0.015866779,0.03616066,0.0261364,0.07719874,0.053653684,0.095625624,0.01394339,0.034692965,0.013007639,0.049624227,0.011851208,0.09839443,0.0065091546,0.018232116,0.0109844105,0.021667957,0.058395818,0.022683702,0.034641527,0.007695119,0.03251562,0.021356693,0.006720435,0.066042356,0.05299434,0.05983518,0.094120845,0.07577631,0.008955048,0.014116059,0.051898062,0.0128415115,0.20252705,0.032539807,0.047492385,0.05010643,0.03951225,0.025320299,0.029078638,0.22312738
8,0.025380027,0.009021305,0.050162237,0.09733845,0.042368617,0.040160082,0.016586017,0.005396548,0.013601731,0.018345801,0.027461767,0.02048606,0.029309059,0.107216336,0.02321337,0.04565979,0.021188486,0.033172395,0.034617405,0.011692603,0.14070663,0.05263317,0.024361473,0.07214095,0.074901395,0.041659582,0.009497938,0.010346014,0.010176872,0.023787796,0.02006524,0.018749297,0.032478414,0.04281215,0.004271463,0.0011724465,0.008245311,0.12553301,0.02984659,0.03125559
9,0.102154635,0.047321115,0.076861225,0.013106055,0.006376731,0.008885229,0.08192326,0.07400726,0.117795914,0.097267665,0.006624884,0.015700512,0.04422071,0.03752707,0.05637124,0.075795054,0.005887614,0.0006874289,0.09348881,0.024441805,0.016251974,0.0259038,0.009166055,0.017092325,0.0038942834,0.043621395,0.012749906,0.18621704,0.13488254,0.05904233,0.0688874,0.027654987,0.0044137854,0.0033484353,0.020685326,0.024386272,0.035957757,0.005688836,0.011344789,0.04822351
