Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
10,0.014171526,0.029419905,0.054260332,0.01860635,0.009882652,0.011986043,0.11829,0.101489834,0.11917884,0.143677,0.09612776,0.021544542,0.050496534,0.10440984,0.12921429,0.07223645,0.090561196,0.05753132,0.030551435,0.1128647,0.09619406,0.2652774,0.15170853,0.12905641,0.11173044,0.010158393,0.060125165,0.049927797,0.13798012,0.19562742,0.039524265,0.07838016,0.014737137,0.0641169,0.10635769,0.162563,0.18210004,0.13308673,0.018533822,0.004262024,0.05505386,0.09934415,0.11143671,0.08887627,0.1027865
11,0.008344061,0.025719639,0.10233722,0.04609737,0.070438966,0.03344621,0.0056919465,0.013848664,0.12227622,0.085786134,0.046879195,0.04533036,0.025708722,0.023986949,0.04641714,0.023547998,0.021051144,0.009834141,0.015887842,0.008730624,0.028017607,0.04849557,0.09517966,0.052332535,0.03962066,0.019197147,0.009704417,0.025832672,0.015181275,0.03245849,0.03182699,0.015353579,0.23208937,0.008548319,0.005075451,0.0070989514,0.033602368,0.018090293,0.01954774,0.002306555,0.0161515,0.0039267135,0.0022048072,0.025781324,0.050721247
12,0.051342696,0.10606721,0.18394822,0.07348259,0.12396774,0.031338952,0.045954995,0.0098716505,0.07979287,0.042762987,0.12844601,0.007625155,0.04247893,0.013919644,0.046231896,0.068540126,0.08858858,0.01657517,0.045954317,0.08123803,0.09080635,0.22795385,0.09461182,0.06925618,0.020713866,0.015111487,0.03240959,0.10789189,0.018723747,0.0237864,0.0053622974,0.014395449,0.015118377,0.012250802,0.03129693,0.010013295,0.005483076,0.042969394,0.013308531,0.036936402,0.019382637,0.0148978215,0.028870504,0.058872767,0.07826155
13,0.011249791,0.017291494,0.06624458,0.02957257,0.047738664,0.045997094,0.030758867,0.011751923,0.018223165,0.009556688,0.030584095,0.020024508,0.012147792,0.0154858045,0.008590002,0.007847515,0.019047203,0.0066580204,0.002236991,0.0018227022,0.010083934,0.005495431,0.0424366,0.027816664,0.08106063,0.010764439,0.020973677,0.012124166,0.024614237,0.013985071,0.021011882,0.10006498,0.009561689,0.017815975,0.010754571,0.04438683,0.04807199,0.0142616555,0.025864707,0.0061391797,0.023241196,0.01356007,0.0102852695,0.019530741,0.01204512
14,0.021008074,0.007236904,0.0037713628,0.021533638,0.008596497,0.008182208,0.0047629485,0.0032889857,0.0108967805,0.011096078,0.0130578615,0.009028609,0.0031442256,0.013924513,0.015597053,0.023347627,0.0142822685,0.021970218,0.0672454,0.02437848,0.027179727,0.0034120216,0.047228247,0.0047730897,0.025534078,0.0076741823,0.019275611,0.0125523675,0.03770788,0.0334162,0.008522812,0.07906149,0.0046966784,0.014648128,0.13060713,0.094009936,0.039975315,0.018426316,0.013854318,0.0189282,0.11581771,0.06223105,0.007466294,0.042617023,0.010247734
15,0.015305922,0.045825273,0.034718484,0.017710496,0.0017357343,0.03246181,0.034226708,0.025710305,0.014690785,0.03242989,0.01228704,0.011028916,0.014026589,0.007992205,0.014921621,0.005719837,0.009785045,0.0077861,0.018772824,0.00905711,0.011573708,0.006145504,0.005482086,0.020778798,0.029018823,0.04394613,0.0052367416,0.0026062145,0.003814048,0.029857708,0.051518757,0.017372567,0.030330727,0.015873129,0.018292055,0.013071708,0.006218604,0.01217357,0.019851387,0.015730627,0.036685634,0.007313599,0.009096453,0.015723009,0.00363618
16,0.034536056,0.02210256,0.0033333795,0.0014464272,0.011068056,0.0077586016,0.0044567306,0.016001947,0.015474578,0.0064352164,0.0062201926,0.008802606,0.0079977885,0.0033308605,0.0020126738,0.0076727127,0.013361767,0.03696108,0.0073060472,0.0047819605,0.013079038,0.034005985,0.02412162,0.020383833,0.02170436,0.0022995304,0.025394682,0.017218549,0.025088504,0.0011983067,0.0022451743,0.051440075,0.030202933,0.0071509015,0.022453764,0.022965325,0.009849311,0.032609917,0.017773231,0.019886246,0.007931388,0.007134771,0.007024864,0.009356919,0.016358307
17,0.008298181,0.0077791787,0.002841774,0.0004052982,0.008229179,0.005590232,0.0062946854,0.004406416,0.02755307,0.021755286,0.02054367,0.012331821,0.007853745,0.0060117184,0.010491289,0.026292928,0.012282979,0.012657407,0.006790957,0.015829198,0.018262664,0.010422844,0.014655274,0.005592486,0.013049919,0.024642803,0.01772939,0.0001537344,0.03077519,0.00061541167,0.015145635,0.03631304,0.055759706,0.0067174714,0.0018387686,0.015443699,0.0030619125,0.014833194,0.010160597,0.009582409,0.009224135,0.0038110097,0.028618,0.06830917,0.031345107
18,0.03849369,0.015395412,0.02183056,0.012060032,0.023553442,0.027306663,0.007725628,0.0025959676,0.014148756,0.03648991,0.053498074,0.13188794,0.059330776,0.011101759,0.0027965764,0.016568726,0.033561207,0.056473844,0.040641837,0.03129573,0.027749673,0.0006962122,0.009864141,0.014704034,0.022637216,0.022295887,0.007783595,0.005734426,0.036660608,0.0025331522,0.006664808,0.0130513245,0.012137922,0.0065498697,0.0016133704,0.0063166656,0.018441644,0.0016554913,0.011885336,0.0006981816,0.006186785,0.004823251,0.00069586857,0.0012917446,0.0030976764
19,0.009479053,0.002019159,0.004520628,0.025151242,0.02863074,0.033514254,0.0024715336,0.025755739,0.0048261164,0.0049649407,0.020733075,0.018334009,0.040688537,0.01349402,0.016660685,0.0025810238,0.018621689,0.011105498,0.023043143,0.041266646,0.006395025,0.0070371637,0.01177242,0.007097795,0.013566927,0.007379546,0.00624362,0.036217876,0.010539118,0.0026766038,0.0025882607,0.015819922,0.011754799,0.041932523,0.025695808,0.020620592,0.0042950218,0.010843262,0.00994858,0.0025723628,0.018407365,0.025248503,0.0043064486,0.00714997,0.006568361
20,0.020689571,0.03645459,0.011440018,0.0026408024,0.0043281596,0.0069703986,0.009740566,0.0043578893,0.009586858,0.01254933,0.009744835,0.0028515258,0.0055315606,0.008079325,0.0092006605,0.004082974,0.0017181418,0.020645238,0.03566187,0.0038759524,0.014326502,0.004446366,0.006774195,0.009573043,0.0044722175,0.013610571,0.009307741,0.0024091615,0.0130809955,0.043319326,0.018918427,0.010986204,0.006634781,0.0034268177,0.010903113,0.0077270586,0.020460453,0.023478897,0.009176165,0.001297192,0.006732919,0.009966188,0.005483902,0.0012994217,0.016736733
21,0.0062153297,0.022867333,0.01014304,0.0035368062,0.012828243,0.00537304,0.0014971239,0.01573273,0.0068219695,0.0051988442,0.00087742676,0.007819313,0.025443066,0.012808079,0.014243184,0.0010989995,0.009974463,0.02146626,0.011814972,0.0034819953,0.011418108,0.011486114,0.011903016,0.008435892,0.014008885,0.015433613,0.004113461,0.0036446275,0.0063919476,0.0051486357,0.003885789,0.0012742892,0.000906151,0.0035345345,0.007902948,0.0058305277,0.005681033,0.0043046726,0.0021140086,0.0036155488,0.010752434,0.022327026,0.012215439,0.015355037,0.004687563
22,0.007284863,0.0076686786,0.004683465,0.0030924147,0.008953042,0.0065189283,0.0012523448,0.0056549907,0.040969368,0.004105367,0.011949919,0.00085664133,0.00963399,0.0018919125,0.0019503306,0.006560958,0.0009205241,0.018985344,0.026924536,0.008332673,0.008207517,0.008226142,0.0016310499,0.00030302678,0.0016961192,0.007901137,0.015208097,0.014507452,0.0020825702,0.0034966336,0.0037298969,0.023286134,0.025137616,0.028531943,0.02447151,0.007969942,0.0023088926,0.013052428,0.022994787,0.051662587,0.033839688,0.034232073,0.009111026,0.0009943753,0.0012334399
23,0.016849516,0.033679925,0.033570122,0.045737904,0.03679652,0.008195498,0.0049433303,0.02099738,0.037310265,0.04232319,0.05063443,0.038456775,0.031180501,0.0042336057,0.0023948203,0.015608123,0.0074099014,0.013576578,0.010464042,0.0060248626,0.0008661685,0.0019776097,0.0030864251,0.0059625837,0.0052778665,0.0011860761,0.00316554,0.0063571,0.0037767298,0.015990756,0.0072979364,0.0022409656,0.0016489775,0.0020289298,0.0035901659,0.0031200456,0.0013729346,0.022179956,0.0007970057,0.0038989494,0.00075688097,0.0017507303,0.0015257436,0.0035894336,0.0032832837
24,0.002927061,0.015846102,0.0007789502,0.015372792,0.029551078,0.019976104,0.027128255,0.012101131,0.0068432093,0.010948438,0.023057638,0.032686118,0.018880457,0.0075430204,0.0038275677,0.011907307,0.014615608,0.031522047,0.01125798,0.012460116,0.0027174908,0.00476931,0.024836116,0.019151881,0.0029247827,0.0021335506,0.00062859175,0.0057383077,0.002158697,0.005928024,0.011720078,0.012564103,0.044807915,0.01662499,0.016240645,0.00075204077,0.0051183263,0.012975538,0.03048058,0.025184099,0.010586276,0.005754839,0.0029140152,0.007854952,0.010803786
25,0.0049637444,0.0086218035,0.011555991,0.006097763,0.009883823,0.0012154139,0.008614039,0.006562934,0.013929143,0.018024253,0.004493676,0.002087731,0.0030144872,0.008145568,0.001673067,0.013484176,0.00838084,0.0011354405,0.00657058,0.009649707,0.011008897,0.003563397,0.00598347,0.0025883026,0.0113657545,0.017958336,0.018589847,0.010494649,0.002214158,0.0021399395,0.0026314508,0.012828851,0.0074025276,0.00022066978,0.00065420696,0.005934919,0.0064241667,0.0035604173,0.0066453144,0.0038404835,0.0022152285,0.0055076745,0.0022518157,0.013722461,0.025081215
26,0.010738637,0.010628235,0.0039947596,0.0014862654,0.007399312,0.011800901,0.0048933467,0.008532185,0.012224099,0.0036147179,0.001890511,0.006203098,0.00036698562,0.0025916211,0.0008779968,0.007956177,0.0023987032,0.005653935,0.0027325642,0.0032744776,0.0046330793,0.024402529,0.0038405505,0.001514449,0.00078965194,0.0025411518,0.007477845,0.0045867446,0.0030155145,0.0039013962,0.0029551766,0.0012880149,0.006231835,0.00333733,0.009329753,0.0034305644,0.012674847,0.003983635,0.0021030423,0.0033680676,0.0033908666,0.005811359,0.0027991156,0.0019875914,0.0045210235
27,0.0021905738,0.00061445957,0.009697069,0.011397611,0.0014969811,0.0025497354,0.0024571791,0.0037295383,0.0033936035,0.0038087405,0.008405926,0.0015457816,0.005473721,0.0046664495,0.002176273,0.00086357753,0.0023126751,0.0005124942,0.007390051,0.0016713708,0.002332693,0.0016986191,0.0062722005,0.00380662,0.008912039,0.007682136,0.0006909049,0.0033071723,0.0075614126,0.0011425817,0.0027511094,0.0017135737,0.0024672854,0.0063431356,0.021151299,0.006080848,0.023074405,0.007782762,0.0046666907,0.002415617,0.005156168,0.007039833,0.009011056,0.00034337482,0.0017559299
28,0.0005160081,0.00018542954,0.0011087742,0.00064180477,0.0020302206,0.001602669,0.0014197485,0.0028225,0.005253253,0.009292502,0.0025629683,0.0042225034,0.00164282,0.0005945893,0.02765066,0.007664867,0.0015554783,0.00091565965,0.0012405078,0.01009462,0.0016862184,0.0022477382,0.008201217,0.018050464,0.011122784,0.001898645,0.0017360587,0.0023232051,0.0041202204,0.003708091,0.008688191,0.0008744366,0.0072380994,0.000877363,0.0020959438,0.0014586563,0.0060940776,0.0003991851,0.0016593881,0.0042513115,0.0025734545,0.00047126715,0.0021080503,0.008334255,0.0023329023
29,0.0021233982,0.005291312,0.0022441493,0.0010774089,0.0028087795,0.0019580708,0.001838823,0.0030009036,0.007444259,0.016080784,0.0046130945,0.014056088,0.010357761,0.0017833449,0.0074561047,0.010184525,0.01598055,0.022242274,0.008863715,0.0050181136,0.004590231,0.021840382,0.012232461,0.0135679105,0.038299065,0.0036250511,0.004107486,0.0077751153,0.015494093,0.0066215647,0.02253304,0.0052771633,0.005666959,0.019740827,0.014588375,0.018099021,0.010396913,0.0029092152,0.011446091,0.01064276,0.022331169,0.0076937918,0.0036646419,0.00093117554,0.0045411843
