Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,4.9174256,3.7824426,2.817021,3.25113,5.0742054,3.502937,2.54275,5.0976315,4.369443,3.2947311,2.44768,4.545458,6.208865,3.6958866,2.5409184,4.6419463,3.185554,2.1874263,1.5128257,1.3914528,2.304058,3.1848965,2.0648427,1.2695436,1.4302924,1.725698,0.90798795,0.9140104,3.1073494,1.0813705,1.3992357,0.77170295,0.6356319,1.1102618,0.46512645,1.0346917,0.18158238,0.5665141,0.7472075,0.43066078,0.23979498,0.04345978,0.12954211,0.80981565,0.23025343
1,0.52280414,0.114731915,0.61921835,0.87041414,0.07698469,0.0843938,0.15214479,0.19077197,0.19168255,0.13980581,0.056957506,0.24362883,0.21399048,0.38242763,0.037275847,0.07764144,0.5461092,0.0016953612,0.27771106,0.30984497,0.018704725,0.07037888,0.03441783,0.25626796,0.24684033,0.27023202,0.064602055,0.14969967,0.3219893,0.01763322,0.2586574,0.13740757,0.59077895,0.071649775,0.28575045,0.124042846,0.46034926,0.5344073,0.22383793,0.043512814,0.5223689,0.28326923,0.111985475,0.14045759,0.35330853
2,0.060456146,0.14253598,0.24738884,0.11443946,0.096643835,0.27856952,0.17421493,0.29742667,0.21709734,0.114293545,0.067188345,0.16804415,0.0112971775,0.084446244,0.19024053,0.3293642,0.21813914,0.20297468,0.07143135,0.07448067,0.14726238,0.064671904,0.03714884,0.05873004,0.123249665,0.51589054,0.021296984,0.4021718,0.040925115,0.014490547,0.29898214,0.009827229,0.17276397,0.21881269,0.26569086,0.17013675,0.41528928,0.104781725,0.2275446,0.18033955,0.031439852,0.0027897025,0.44006217,0.1308784,0.03992132
3,0.02324035,0.020717071,0.009998434,0.026096677,0.13208756,0.026422525,0.16941953,0.13174331,0.09798992,0.026418729,0.24855722,0.04724348,0.15517698,0.08059187,0.10290353,0.16591859,0.19931564,0.5567904,0.0056771347,0.14118509,0.20852694,0.053555988,0.07849602,0.11191801,0.0527632,0.10913223,0.0707158,0.06234773,0.011699376,0.1004374,0.018955167,0.088616714,0.15989691,0.0485562,0.08744783,0.13835016,0.05951488,0.12100296,0.08458929,0.057301376,0.064237356,0.014893235,0.03879328,0.08481359,0.09378975
4,0.011209325,0.12141882,0.045648053,0.033146262,0.094373025,0.14301984,0.02016881,0.035655625,0.049198907,0.014648442,0.14608176,0.019748313,0.037179723,0.031210585,0.06564014,0.027013045,0.01989558,0.09706604,0.043974794,0.0133589115,0.017795375,0.026197406,0.0029773612,0.043999992,0.06755204,0.038118243,0.019709978,0.02583171,0.023458578,0.016329642,0.12662287,0.019540625,0.11231294,0.032611504,0.07599905,0.067460135,0.057124734,0.06998764,0.0062179104,0.07532582,0.0066138837,0.013819532,0.09476091,0.049932797,0.02601587
5,0.022748366,0.0040391036,0.046425942,0.013525896,0.0034964671,0.037457105,0.00903059,0.021207316,0.06869772,0.05986382,0.043353,0.036151074,0.02731478,0.043784373,0.013095083,0.090084985,0.12158596,0.005767769,0.012811966,0.030228209,0.037506893,0.059781298,0.005020947,0.018874628,0.038648568,0.009264832,0.021263666,0.019179057,0.09375724,0.0327211,0.009805349,0.07306123,0.049256887,0.02893084,0.05768051,0.060852878,0.12709492,0.13340363,0.0260676,0.067341164,0.04877284,0.044640422,0.04195085,0.029325657,0.050153434
6,0.06552485,0.0123318,0.071217954,0.014891943,0.04520924,0.0163377,0.029220453,0.054190546,0.029500112,0.014558302,0.022832185,0.006790455,0.046996698,0.028986428,0.05242641,0.026356827,0.005249137,0.008945292,0.010418567,0.046427518,0.047621526,0.010503892,0.0075462908,0.005911511,0.0069436654,0.068667024,0.09790288,0.015245599,0.007082432,0.011530997,0.01717313,0.04330187,0.04613249,0.0056135817,0.018101228,0.04801638,0.05742871,0.092184156,0.05239138,0.021189123,0.009173275,0.14344114,0.049522743,0.014279781,0.07271935
7,0.026320837,0.0142903,0.0038705426,0.016338725,0.00083465036,0.09922896,0.04032304,0.09861374,0.0048086112,0.0105372295,0.0115487585,0.0031925146,0.031655163,0.0099912295,0.051102683,0.0062581403,0.09749305,0.0047313385,0.03961902,0.003464506,0.03357544,0.009209296,0.025829356,0.011591517,0.06260905,0.03321037,0.011204449,0.018790469,0.02560057,0.04279546,0.008566817,0.015879262,0.0011519913,0.04089828,0.020396143,0.018927215,0.030164404,0.017305449,0.07394144,0.046956804,0.037553076,0.014420567,0.010600884,0.09884305,0.025633737
8,0.009509142,0.033253923,0.07093786,0.044940643,0.06381753,0.048864815,0.012013952,0.0048406664,0.08012447,0.31021377,0.065050274,0.2321087,0.22497523,0.022400074,0.050256513,0.03474186,0.048031773,0.035594333,0.029216593,0.008323127,0.047257382,0.02081779,0.024476983,0.0070049604,0.041674875,0.038802102,0.006465944,0.018800125,0.008117121,0.020141074,0.05462432,0.014194661,0.005762116,0.007151589,0.017724955,0.022171205,0.038079016,0.011386825,0.004227592,0.014913527,0.024434067,0.015945833,0.015594764,0.11245306,0.0314964
9,0.0978605,0.024253398,0.01872253,0.039158467,0.076033644,0.34274894,0.27824995,0.26055664,0.21604948,0.120691836,0.064185604,0.075368986,0.14778289,0.121503904,0.042321067,0.13132137,0.0044352044,0.013300037,0.0112526035,0.02522641,0.04000274,0.016397327,0.014416895,0.037640728,0.03426947,0.04460159,0.021522142,0.0030752083,0.001273027,0.011254202,0.007388449,0.05358115,0.008324457,0.031191248,0.017733227,0.007233494,0.006057048,0.020718012,0.016428879,0.006901088,0.015077587,0.02430552,0.015913516,0.072705805,0.058025517
