Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
10,0.04698886,0.033982165,0.041324794,0.0076087043,0.029157583,0.034855813,0.008993572,0.040923595,0.008006135,0.075688295,0.035126098,0.009696858,0.0042405073,0.005152834,0.024085227,0.04919822,0.009310041,0.02488865,0.0047953734,0.029758763,0.025321264,0.0757604,0.05563053,0.03182351,0.0054842024,0.0007891509,0.013198114,0.045176398,0.034442224,0.012376504,0.0051234374,0.028819066,0.00945707,0.020950414,0.040402964,0.0010532959
11,0.022463884,0.016369704,0.030173954,0.0033895804,0.011619198,0.021508817,0.05841388,0.014903566,0.02004465,0.07608943,0.026997937,0.009510958,0.015106877,0.105747685,0.008105701,0.046376176,0.09681467,0.034623962,0.03393612,0.053703442,0.025810272,0.06946187,0.009249866,0.030096836,0.0088912165,0.013111077,0.013237588,0.016967786,0.006318961,0.036045097,0.05747348,0.037423227,0.021782001,0.00942132,0.04484514,0.05092332
12,0.04974822,0.029897653,0.015897285,0.0028619717,0.045671247,0.00955028,0.0036635408,0.016243229,0.027947828,0.0053274874,0.007346325,0.021407142,0.0068750232,0.004371857,0.004274415,0.017796036,0.03180679,0.04221165,0.061599005,0.03733096,0.012068791,0.044204142,0.006738116,0.015821716,0.0094372155,0.054933894,0.017726827,0.015195959,0.011259687,0.008930331,0.014298475,0.0115345605,0.0044465987,0.00604505,0.012227686,0.0008062927
13,0.00038315164,0.05833337,0.0068126996,0.002053524,0.018243136,0.0059520947,0.0046452275,0.025063928,0.029118944,0.043068845,0.014953678,0.043321658,0.006490089,0.006194167,0.037984185,0.042810395,0.049133398,0.032960974,0.037826866,0.003871685,0.023818672,0.03485349,0.05606961,0.057607412,0.061829373,0.01971478,0.017346073,0.020457573,0.028299253,0.013108422,0.011156009,0.006383748,0.024562677,0.013969497,0.013305074,0.04809238
14,0.0011051502,0.0019189577,0.009775194,0.081634745,0.007990101,0.013454586,0.02193299,0.004839497,0.034050584,0.0047142026,0.0034969626,0.012060856,0.015835121,0.0024762582,0.0012230919,0.009354875,0.013582937,0.016968116,0.0042282147,0.0066526146,0.010181023,0.0037175422,0.0072683087,0.07260375,0.07567794,0.036765352,0.013465097,0.018746376,0.010767208,0.0011278231,0.025077848,0.0102587715,0.0024631533,0.017868299,0.013420761,0.00956433
15,0.026494566,0.054923363,0.014740349,0.004161025,0.015321348,0.018491983,0.07441415,0.04186685,0.012377463,0.0073018596,0.03512198,0.067456044,0.017969199,0.005775936,0.0068565104,0.013619453,0.023638073,0.052378662,0.05017022,0.019574964,0.006322167,0.0072041284,0.028756982,0.048416305,0.088650666,0.07967716,0.024139808,0.046333358,0.009790373,0.0028268287,0.0073966235,0.020456623,0.002518572,0.018160932,0.010495786,0.04043337
16,0.017785177,0.018471006,0.0057985433,0.005733071,0.0099198,0.017063621,0.0052795494,0.011201613,0.019076943,0.0036351038,0.025539106,0.0075410986,0.007048718,0.0062991735,0.0062009217,0.013440023,0.01214334,0.007932436,0.0036265086,0.004260427,0.046601567,0.022382839,0.004569659,0.0041836435,0.01076315,0.02029153,0.01616026,0.054078985,0.028730206,0.009051135,0.012037643,0.0034828305,0.003910411,0.048401088,0.030351063,0.0094163995
17,0.014180679,0.0012422885,0.0018902693,0.01728196,0.0071087545,0.009007525,0.002030344,0.0018142855,0.03944797,0.04656448,0.0042878687,0.005992807,0.022014035,0.036495678,0.014734551,0.0011264404,0.0037785063,0.0093174605,0.0009704475,0.00242012,0.009814232,0.016314827,0.007347887,0.0048060836,0.008867534,0.005342533,0.007379071,0.029686779,0.00639017,0.0031660073,0.0016672842,0.011470085,0.015668614,0.005176702,0.0029746515,0.0028332162
18,0.0056339074,0.012202564,0.006636437,0.0029052226,0.010853699,0.02800323,0.025400613,0.02116689,0.004378328,0.0034968834,0.013668991,0.013366355,0.021761363,0.002163971,0.0015909912,0.007395192,0.03252542,0.0054871803,0.0029339953,0.0038600187,0.009336257,0.0057680435,0.0010732901,0.004544536,0.0039073694,0.019085428,0.0037608577,0.016419142,0.006841432,0.0042270888,0.000767707,0.0015281423,0.0010440685,0.0027568012,0.005695991,0.0067188963
19,0.0052850274,0.0076318067,0.014741024,0.0018159328,0.0031404274,0.006280191,0.004772275,0.017476525,0.00651199,0.004913859,0.012548182,0.011534799,0.0042245397,0.0030093198,0.0010009521,0.011485581,0.005280264,0.0018118039,0.00512777,0.0009759851,0.0021443167,0.0014263126,0.0054943343,0.0034396066,0.013497677,0.0037948592,0.0043546604,0.017731661,0.012235701,0.009049592,0.029305177,0.01834037,0.0027350811,0.0030955249,0.0024364467,0.0015264144
20,0.0097612105,0.000975486,0.00811098,0.014799656,0.013494279,0.010937071,0.0050365557,0.005013646,0.007917052,0.016036764,0.013752181,0.02844792,0.00070199254,0.025819961,0.0049640695,0.004179028,0.005166832,0.0010426249,0.0051709935,0.018417276,0.025563475,0.007441991,0.0044105104,0.0067882743,0.0026571658,0.009765209,0.0062757153,0.0037968582,0.0025410084,0.005275937,0.0013437211,0.0028159837,0.0015844781,0.012853407,0.031660352,0.010918865
21,0.009789903,0.002772025,0.0027105939,0.010029141,0.009990756,0.011858996,0.0031119934,0.0010015937,0.0069600306,0.016380856,0.019517463,0.020534992,0.0043586735,0.005347276,0.011787948,0.013143102,0.008866554,0.000659526,0.0061508073,0.023677178,0.006224735,0.008117123,0.0032395616,0.013634223,0.007829448,0.02230524,0.017124174,0.035691008,0.004573688,0.0058220057,0.008959178,0.008142835,0.005006085,0.0022954484,0.004143173,0.0004216436
22,0.0072020674,0.00044867344,0.00415346,0.006834179,0.0063046166,0.011605853,0.0042555286,0.0021007955,0.00986657,0.0024415532,0.0022381986,0.020019043,0.009470078,0.015699932,0.007258387,0.00082691526,0.0017369685,0.008352238,0.0034500894,0.0015078626,0.006456017,0.0035513642,0.0017491448,0.0060517336,0.0048510935,0.013610799,0.0075380923,0.008064931,0.0018530231,0.006701176,0.004251787,0.00136978,0.0057602944,0.0024406186,0.0015609369,0.00060544594
23,0.0009747026,0.0011376615,0.0102066565,0.009214865,0.0012730007,0.0015544998,0.0036786878,0.01743542,0.005793671,0.005368814,0.001428871,0.0011841663,0.001567776,0.0009914751,0.0071926825,0.010277567,0.0053948397,0.006821466,0.006291591,0.009773266,0.0057107224,0.0012730578,0.0013923508,0.0015040108,0.0011900095,0.008571012,0.0015578191,0.01352565,0.012611413,0.009725925,0.0020460498,0.0028551915,0.005623433,0.0039040532,0.012498789,0.00048214948
24,0.012022388,0.02798377,0.00893399,0.00891229,0.0009900638,0.001729443,0.003766673,0.0071602445,0.0075224945,0.0018033137,0.0040508197,0.009967335,0.0036015206,0.0041732346,0.0031539754,0.008763466,0.0018276938,0.029126294,0.0022631064,0.009726675,0.003006516,0.0037486104,0.004299202,0.014430441,0.0014294123,0.004238437,0.0020911326,0.0069210567,0.004458318,0.008194009,0.0010570127,0.0052136825,0.0037271297,0.0045430316,0.004120542,0.0027142612
25,0.007450725,0.000859855,0.0007790961,0.0029218793,0.002383989,0.0044194343,0.010977114,0.0130378865,0.006901039,0.0074836314,0.0021000083,0.0009228092,0.006119795,0.0042003323,0.0037355172,0.0018749423,0.0027281013,0.0004062138,0.0010966717,0.0014396461,0.022240078,0.0071718288,0.00072317565,0.0045537376,0.0064555584,0.0025207812,0.00097607914,0.00086575566,0.003770164,0.0014646598,0.0022069814,0.0028077362,0.00606038,0.0032187821,0.004608613,0.0116533125
26,0.0016310785,0.0085122045,0.0057321107,0.0014693332,0.0034768432,0.006681494,0.019215595,0.018998433,0.015100955,0.009428964,0.0004218222,0.004303032,0.0003950075,0.0029479405,0.0016185532,0.0006947731,0.0007693421,0.001996802,0.011360727,0.000521478,0.0025788215,0.0007231925,0.0024063252,0.0025415234,0.0060526757,0.003201095,0.00013369492,0.00025612782,0.00023760457,0.0014734456,0.0021211873,0.0007118322,0.0037021555,0.0010902579,0.0010332614,0.003596507
27,0.0006889843,0.0016388167,0.00050733524,0.001857889,0.009355873,0.00032767752,0.00261639,0.0014113319,0.0025173107,0.0010045319,0.0017895403,0.00091485126,0.0019510641,0.0041819206,0.0012925834,0.0062637804,0.014232028,0.0008920415,0.0038603898,0.007621082,0.0039605875,0.01013693,0.009603204,0.00023390164,0.003038426,0.0028691073,0.00033923582,0.0036322305,0.008068528,0.0004122008,0.0068204063,0.0017722896,0.0011704209,0.0016525935,0.00085483724,0.0016318968
28,0.004418793,0.0072566443,0.0033471333,0.0012660415,0.005834335,0.006355091,0.010113562,0.0011873662,0.002830617,0.004931015,0.001653041,0.0011923292,0.0025756597,0.008465301,0.013473308,0.0055664815,0.0057086735,0.0036073553,0.0124370735,0.010647796,0.0034676744,0.005175949,0.0035092281,0.007389309,0.006406052,0.0024765828,0.0012950115,0.0068314658,0.010601232,0.0064821946,0.0034344238,0.0008236241,0.0011630837,0.009720806,0.0048109787,0.004594874
29,0.0058504506,0.00066510006,0.0058541903,0.014981325,0.00089690264,0.0024248813,0.005062432,0.0072159264,0.0065342467,0.0051353015,0.0048989714,0.0023242633,0.0031627861,0.010105647,0.0020905284,0.0006940782,0.004804251,0.006671372,0.012581056,0.0046569193,0.0025304495,0.0037897693,0.0031705212,0.0053856587,0.0037897998,0.0005163373,0.0029520425,0.0018616912,0.004014476,0.003098532,0.00069927995,0.00084280584,0.0035212787,0.0009475988,0.0019139871,0.0012393788
