Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,0.2068088,0.9556866,0.4647609,0.35738248,1.315946,0.90623623,0.71617544,0.3274004,1.8947968,0.72823673,1.5684668,0.19465683,0.15400836,0.49644393,0.5839361,0.8221858,0.8164143,0.6243968,0.18269628,0.44261935,0.2575991,0.09374671,0.26767388,0.019097365,0.13068375,0.5517917,0.2699232,0.17320882
1,0.33186924,0.17805503,0.24434897,0.12306757,0.70826197,0.071127914,0.22718602,0.33935627,0.07492179,0.08970122,0.25068545,0.015062478,0.27946585,0.20800874,0.024683801,0.21782474,0.55963856,0.10756527,0.011881036,0.21484464,0.2501661,0.3568522,0.1914205,0.23590556,0.07346129,0.29745567,0.33896196,0.13107575
2,0.17193164,0.33467638,0.30529276,0.3644799,0.119596295,0.3227303,0.20319426,0.005705395,0.12685272,0.015740594,0.22868243,0.1826199,0.09063062,0.120221555,0.02482211,0.3527839,0.33697158,0.215804,0.1591729,0.15047267,0.021917038,0.1608542,0.24486746,0.36391786,0.051242582,0.0523934,0.41870832,0.042521898
3,0.021525418,0.051316738,0.15645657,0.29457897,0.14212973,0.021426007,0.19065541,0.24976891,0.23869482,0.20368446,0.28722107,0.117275864,0.12086168,0.104377374,0.36992097,0.022205036,0.13687912,0.24462849,0.01426348,0.011598826,0.14215866,0.038336486,0.12229297,0.024117924,0.16260125,0.2900924,0.018871322,0.8336642
4,0.15563348,0.026170697,0.08385109,0.16390091,0.010966067,0.03365477,0.022217862,0.098263614,0.11233987,0.0058317343,0.09392579,0.34024677,0.037727863,0.059823237,0.3261252,0.017629964,0.10558646,0.35127214,0.11684198,0.0020294897,0.01979785,0.06830397,0.064875856,0.04186119,0.14016578,0.069957614,0.07627813,0.569507
5,0.05613125,0.00038078398,0.19774722,0.024044441,0.3614614,0.10335516,0.036522087,0.076595634,0.029780233,0.041137353,0.079971716,0.107096106,0.031028997,0.065285966,0.14858955,0.03021055,0.019089943,0.043901447,0.031072218,0.10588874,0.055516623,0.03181298,0.0071134493,0.027070636,0.052288838,0.067171305,0.084312305,0.07938382
6,0.07144666,0.09500526,0.09485732,0.052093845,0.019478036,0.0366911,0.033030584,0.03524943,0.03488086,0.10968649,0.02690318,0.03688299,0.047183193,0.1727018,0.038850766,0.09935242,0.027816113,0.025056671,0.026645001,0.034752157,0.024168156,0.041813165,0.008654499,0.38913947,0.039194062,0.0777227,0.022650074,0.06422687
7,0.030829247,0.2958967,0.02326552,0.0096127065,0.08392134,0.013472918,0.008568298,0.04807719,0.008068776,0.011713196,0.038770393,0.018316656,0.18924327,0.031247,0.012481863,0.035989925,0.02607246,0.039987233,0.107487194,0.08396055,0.038766578,0.014741689,0.004453212,0.024570636,0.018423907,0.0142375175,0.027426971,0.01622638
8,0.16198522,0.09191473,0.0347751,0.10110621,0.048595283,0.062276255,0.11241715,0.054641563,0.027278248,0.10775738,0.0351156,0.061424233,0.09233272,0.102422066,0.014258616,0.102168895,0.017907398,0.020564958,0.4049185,0.012429662,0.050335262,0.06503382,0.04834719,0.008955666,0.030995907,0.046746556,0.06329281,0.07019053
9,0.17815557,0.06378635,0.033201132,0.04451436,0.03745883,0.01612601,0.008072523,0.023352645,0.031969745,0.004230912,0.045878712,0.05527686,0.010942953,0.39616972,0.040868588,0.08804262,0.040475193,0.035069574,0.0677175,0.0033212411,0.077692926,0.022518776,0.058452986,0.10716952,0.033875108,0.07154921,0.051586233,0.09592107
10,0.17470144,0.05884199,0.550072,0.0008493587,0.029122714,0.014431228,0.07497856,0.11356573,0.048841633,0.020262465,0.041209035,0.036560576,0.015324879,0.017145893,0.052922435,0.069585025,0.0096096955,0.015393126,0.018615277,0.020426616,0.05860549,0.06269674,0.05337806,0.035367202,0.00836647,0.034765694,0.065902,0.029517384
11,0.02087261,0.01577006,0.009520791,0.05704437,0.05032313,0.057326373,0.3139729,0.12691095,0.22691453,0.11122936,0.059000906,0.024663344,0.005061035,0.07745229,0.2090051,0.032431513,0.08774389,0.07797608,0.07649705,0.1474042,0.067013994,0.1201027,0.46910915,0.17122427,0.034621023,0.028267708,0.018810894,0.023915533
12,0.050398026,0.05848243,0.05431892,0.06290315,0.010082517,0.013348777,0.015480453,0.058301628,0.021512173,0.050156526,0.022775855,0.01032197,0.021741185,0.26114538,0.09002517,0.2537669,0.050630227,0.009737571,0.0049856603,0.034481715,0.032231,0.08548019,0.095230855,0.020574007,0.050055064,0.09769065,0.050300732,0.13689151
13,0.012116886,0.078263655,0.014901532,0.042838067,0.026860451,0.01637741,0.0053185355,0.019599423,0.032886676,0.04830852,0.0053078867,0.0022843317,0.035814416,0.004230557,0.01997531,0.07052121,0.19244294,0.061703518,0.07378533,0.053281777,0.021457188,0.019216588,0.0197161,0.011046069,0.013212149,0.026001975,0.004219139,0.64399314
14,0.012701818,0.00145438,0.026989948,0.017190738,0.053694777,0.023376558,0.032596424,0.0030453298,0.013652751,0.013925089,0.0075403415,0.014902309,0.015970185,0.017363112,0.20852625,0.045573458,0.06070076,0.009921467,0.02625175,0.024834946,0.0085013015,0.07358636,0.043005086,0.031264976,0.016477346,0.04803749,0.014003751,0.0112467855
15,0.032380775,0.00049754826,0.00865748,0.011659544,0.011320603,0.07394522,0.025391562,0.03167576,0.025839755,0.046306003,0.008442829,0.007588577,0.016128518,0.0026590936,0.035385657,0.029515112,0.017483858,0.050575588,0.024644857,0.2713084,0.012248497,0.018225087,0.014701389,0.0144822765,0.029018052,0.012027364,0.013525572,0.059013367
16,0.008974735,0.02073662,0.0053525455,0.07763965,0.007782058,0.0034435343,0.0030868154,0.009909914,0.0080973515,0.014607996,0.02264833,0.030724093,0.010287894,0.021134824,0.012888985,0.011933687,0.009817681,0.029624883,0.02416159,0.027263274,0.02360119,0.024094166,0.15929483,0.058206853,0.036393173,0.30985892,0.010418881,0.002222763
17,0.012049543,0.037830994,0.03538403,0.104199305,0.02547978,0.018993827,0.012343345,0.051679973,0.09501445,0.037997846,0.0717719,0.04835374,0.05358351,0.041125335,0.03377939,0.031409316,0.025599077,0.09866759,0.015272886,0.011112216,0.0052593667,0.037941337,0.30638894,0.016709568,0.012563129,0.010481188,0.0063245925,0.0045994334
18,0.018771965,0.00095159386,0.02539612,0.0034109433,0.036942612,0.019471467,0.07052633,0.029958865,0.010288992,0.020479653,0.035523396,0.010725018,0.004928497,0.046156578,0.038033634,0.0451411,0.016229877,0.00683399,0.3214607,0.012077293,0.003284819,0.011340803,0.011141836,0.015440043,0.021040725,0.0053971466,0.029811172,0.031387605
19,0.014161544,0.014866736,0.03525377,0.03230665,0.004619607,0.017930612,0.09933351,0.013464327,0.028986014,0.039062537,0.01241613,0.23766556,0.046082817,0.1301283,0.06986028,0.054628637,0.08253429,0.060412385,0.009682622,0.003946827,0.026722053,0.027374575,0.028175805,0.02227598,0.0067356834,0.02400237,0.02210717,0.058492612
20,0.05897522,0.034679636,0.03617959,0.01135389,0.022273615,0.041198824,0.052694097,0.005874318,0.0038253856,0.015600018,0.012535973,0.0988864,0.2583366,0.020742647,0.052057315,0.010017515,0.013017036,0.021983977,0.01585276,0.014377644,0.014877431,0.0069759306,0.035189427,0.005258798,0.0057621878,0.029952828,0.021180376,0.010885742
21,0.014836868,0.014072152,0.285031,0.0075001926,0.043001898,0.016639004,0.0019553343,0.0026059663,0.022208275,0.0029109884,0.037698127,0.03333115,0.041380607,0.040444795,0.004526715,0.008844338,0.027583959,0.03202203,0.043329243,0.021393858,0.03381196,0.003836758,0.012135576,0.019664804,0.004149075,0.006363063,0.0060400977,0.0017946572
