Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,0.08157413,0.3301103,0.28797215,0.16659915,0.48539692,0.084720105,0.15695298,0.50763947,0.13211179,0.08444709,0.4771886,0.2938025,0.19990446,0.09830392,0.014311203,0.12289217,0.015470836,0.659832,0.03379484,0.015188045,0.3731913,0.5026144,0.37310106,0.24705733,0.20103762,0.07643123,0.16444615,0.22459224,0.23748918,0.23978756,0.26112178,0.05274325,0.015840549,0.32933596,0.39632392,0.32082558,0.16313618,0.1305339,0.1850245,0.68793035,0.5755372,0.47316277,0.14466946,0.25127017,0.19402376,0.3773015,0.16487779,0.22504488,0.120336235,0.09073645,0.1837042,0.231468,0.084192745,0.05974951,0.18877314,0.3117633,0.054004498
1,0.15473188,0.17954811,0.17138726,0.07714228,0.07622942,0.006388244,0.39859012,0.20218977,0.42113075,0.17041744,0.11043024,0.2585039,0.18436274,0.36113167,0.022896014,0.69094247,0.182497,0.35916847,0.22700939,0.15994954,0.25086164,0.116039194,0.47661585,0.2528377,0.32989258,0.32105383,0.04498086,0.0769079,0.2218309,0.19813265,0.23284113,0.11070177,0.37862277,0.30205134,0.0701095,0.2978391,0.35288265,0.0039990554,0.19131082,0.20852086,0.19661672,0.020830415,0.11378867,0.35113087,0.38282678,0.01197741,0.122565195,0.3908854,0.08519417,0.062416114,0.075141855,0.31111217,0.21152365,0.25659508,0.36388108,0.45629933,0.13394423
2,0.32296544,0.288297,0.5641353,0.16406894,0.08058345,0.080043435,0.008107083,0.08590851,0.08489651,0.26430312,0.10240666,0.040284786,0.112259015,0.11957317,0.31121802,0.06133131,0.10371494,0.23403382,0.040536027,0.2947155,0.14830568,0.12312132,0.10498789,0.26499748,0.17453772,0.18616514,0.1350135,0.26614812,0.1896339,0.2091701,0.03689935,0.18978569,0.2798666,0.025847742,0.01888666,0.50733465,0.12183194,0.2325258,0.328343,0.09245721,0.1109043,0.44780558,0.70146084,0.6054278,0.333425,0.22906014,0.34574437,0.22885574,0.46504617,0.09448184,0.061567876,0.21884046,0.28924894,0.38340724,0.15855628,0.31329948,0.7077961
3,0.1215156,0.23731568,0.07650493,0.55205274,0.17367706,0.3090514,0.06789023,0.085697584,0.038064405,0.35164893,0.13073671,0.024679728,0.26237613,0.055621978,0.48797745,0.1813176,0.08793367,0.041620996,0.2925941,0.10587253,0.27194095,0.43063408,0.1813515,0.13251516,0.14473577,0.058989514,0.02683786,0.21531579,0.06888127,0.033234358,0.031869855,0.28235477,0.1206826,0.12285714,0.4128555,0.23590147,0.08562118,0.010405396,0.06430876,0.1614111,0.5661657,0.2091267,0.30867732,0.03338564,0.29846823,0.2382887,0.22159904,0.6060943,0.047220174,0.06583648,0.53616536,0.2036396,0.116423726,0.022745006,0.18368247,0.029895773,0.20656504
4,0.010926505,0.19728647,0.4208505,0.16268313,0.03496996,0.12847643,0.08830625,0.1171305,0.12697877,0.029148512,0.03686828,0.052696295,0.026714336,0.17666942,0.09639822,0.12404245,0.07188463,0.54579693,0.029283682,0.18542846,0.09640391,0.07460816,0.18792424,0.16302997,0.48884696,0.033994086,0.13753642,0.26513422,0.1420115,0.021330405,0.19501893,0.35097724,0.0531092,0.24143393,0.08390003,0.101663224,0.21897408,0.076967545,0.07925117,0.0351056,0.17909372,0.075879365,0.31512386,0.15797083,0.32067704,0.010319623,0.23799592,0.08187309,0.07520507,0.065791026,0.39141256,0.06568567,0.16739844,0.03986673,0.2658163,0.03788736,0.091846205
5,0.126083,0.019986708,0.1679388,0.15205905,0.020093903,0.30612054,0.028991628,0.18096527,0.2585242,0.10365883,0.39014655,0.09561815,0.17985956,0.09265595,0.02188123,0.16001026,0.027913388,0.3399013,0.02464988,0.050500747,0.09226081,0.016519904,0.116969876,0.020497385,0.008721713,0.10807044,0.08498881,0.11081459,0.03483084,0.16787605,0.10749689,0.09898835,0.1316771,0.053736236,0.06062111,0.07111775,0.030311227,0.085183814,0.02268917,0.07296485,0.08056691,0.009704365,0.0645462,0.08960622,0.15985958,0.08740012,0.12312689,0.027820237,0.051122196,0.2172992,0.0918592,0.071030885,0.07963011,0.1844833,0.061967533,0.13128473,0.0038792044
6,0.06733864,0.06386007,0.006918257,0.045375373,0.047279235,0.040868632,0.27442575,0.3068759,0.14459893,0.19784792,0.04876618,0.036348872,0.0760788,0.030503273,0.04518703,0.017515387,0.05103756,0.03055652,0.04072395,0.04778416,0.027190233,0.2593212,0.08500202,0.075548284,0.030794747,0.09613775,0.04497593,0.058238607,0.033072714,0.30488577,0.036561653,0.22981243,0.3355924,0.10031011,0.07523744,0.15976709,0.027816625,0.0074176234,0.020672463,0.05294732,0.12524441,0.0029206257,0.023059348,0.19247192,0.043068454,0.066676065,0.043010622,0.021684226,0.06271166,0.027023813,0.048525948,0.035052177,0.07284197,0.060358852,0.021152094,0.050879747,0.006692008
7,0.041571293,0.05190765,0.0303889,0.13625196,0.11599776,0.0065090335,0.22158553,0.19794217,0.08565153,0.039576627,0.03978038,0.044251535,0.041201767,0.01851644,0.044646062,0.008355857,0.016568393,0.022993404,0.029062353,0.046398357,0.051658392,0.048643325,0.13553816,0.054519348,0.108497486,0.020648802,0.09573577,0.076496884,0.022606978,0.036804263,0.087836854,0.012550712,0.03413676,0.0062580965,0.07296075,0.11104089,0.040547457,0.1783902,0.053505104,0.062027514,0.034543082,0.07893703,0.013720535,0.09160624,0.05220353,0.025416557,0.011578628,0.055321157,0.040708426,0.009948794,0.014240212,0.057016123,0.0629309,0.0044746604,0.057354663,0.0061310357,0.07262006
8,0.057997886,0.070622146,0.076186575,0.080023706,0.029355606,0.036384944,0.01939631,0.098913506,0.116197966,0.010614337,0.0134873325,0.025690481,0.10567975,0.09484124,0.028271334,0.111043245,0.08990446,0.009368342,0.04370439,0.04695943,0.030951045,0.00941046,0.010194231,0.030688986,0.018176556,0.036212534,0.009531676,0.0327786,0.15068544,0.049104616,0.13430722,0.022607986,0.06289741,0.0175483,0.108118735,0.0021895792,0.03348202,0.05727027,0.04610016,0.034188934,0.0012691659,0.031126026,0.091916874,0.1842338,0.21794501,0.03979143,0.023189582,0.014057262,0.03866275,0.040094137,0.026295274,0.005371403,0.07609596,0.044078935,0.041331016,0.0071991244,0.005862147
9,0.04055819,0.19027013,0.077285774,0.047123928,0.010594855,0.048248168,0.045782134,0.07608769,0.056433946,0.085640565,0.02664883,0.031137936,0.23414618,0.06871129,0.06969618,0.06690301,0.084013574,0.05369771,0.0054891277,0.072872244,0.050369278,0.036987364,0.07928868,0.019922461,0.010225809,0.05303978,0.05193332,0.036282063,0.005334067,0.114697665,0.010366613,0.029841192,0.078964256,0.1817609,0.06495948,0.025965784,0.0044764285,0.05827892,0.010107759,0.026791684,0.021194026,0.017244574,0.03470494,0.054490767,0.012868314,0.12424241,0.0694097,0.011040503,0.07258016,0.014331708,0.03701081,0.027686812,0.042211425,0.042796403,0.0481222,0.07053569,0.07353061
10,0.01330162,0.010470094,0.036484703,0.039935812,0.015529912,0.010762727,0.021282913,0.007169557,0.038670503,0.092439145,0.07236939,0.018873755,0.011058737,0.025193337,0.016401442,0.0372395,0.392312,0.047648743,0.022124821,0.055076666,0.020751469,0.08845155,0.053985767,0.056188356,0.058308452,0.03625972,0.010233521,0.06873806,0.019846981,0.15877312,0.046976633,0.044836923,0.007270255,0.08743158,0.033490397,0.008218503,0.026848346,0.03630646,0.016809203,0.04837197,0.0146410465,0.017920678,0.033789422,0.024586253,0.025694063,0.005832944,0.038899455,0.09699985,0.0333124,0.27136654,0.026784169,0.048351772,0.022479696,0.041662004,0.035353944,0.12052049,0.07155434
11,0.17895927,0.22012796,0.0034437352,0.023043316,0.026742045,0.0053675957,0.019386675,0.019648738,0.08553167,0.010223493,0.013564768,0.039579306,0.0076943142,0.006688372,0.01890434,0.0470659,0.013370288,0.12465608,0.22542053,0.027929902,0.10880877,0.011060378,0.026138404,0.046299238,0.0574265,0.055067558,0.06109754,0.0082958825,0.016685575,0.024202941,0.025984198,0.017678093,0.03652704,0.043430515,0.049649507,0.05395345,0.04586085,0.010017497,0.015877416,0.025247402,0.054614663,0.08825523,0.123409554,0.027229637,0.01833236,0.173967,0.0242587,0.038844466,0.045662753,0.011921894,0.0090392865,0.059718408,0.049361516,0.034719355,0.07030286,0.04605115,0.007582578
12,0.013234125,0.0649616,0.04397942,0.038740017,0.02823148,0.007472216,0.061816707,0.029319543,0.07162452,0.017433774,0.061315775,0.03905625,0.026136627,0.020316659,0.015886936,0.20274147,0.03612096,0.07428969,0.07932132,0.095327914,0.015048503,0.013182071,0.00652407,0.06414944,0.081639126,0.018525926,0.14556997,0.018339075,0.024577577,0.033049565,0.0016975473,0.013378467,0.04709251,0.017404208,0.027664602,0.020019181,0.013589149,0.0019168053,0.06121638,0.054257423,0.040391337,0.0022929576,0.01722289,0.026091421,0.021380015,0.025740925,0.017998107,0.025951967,0.044212457,0.015332768,0.022381976,0.013559364,0.009244519,0.02603363,0.008544407,0.030153722,0.008925249
13,0.114018016,0.043188132,0.17962603,0.071560256,0.03668547,0.05308505,0.028934702,0.028555423,0.014317102,0.033788584,0.017558424,0.024721073,0.010756831,0.019236565,0.07960674,0.028971491,0.015635183,0.02212942,0.12640181,0.012867734,0.015882421,0.01693594,0.020240238,0.021110069,0.008287964,0.009553445,0.035802335,0.024275418,0.0064499453,0.0019582293,0.007215055,0.019065423,0.016941514,0.016059302,0.032850567,0.008459118,0.01496447,0.08819686,0.02433896,0.047557242,0.028768033,0.050328538,0.099865615,0.035199456,0.046095915,0.0319648,0.0122343805,0.0315838,0.08421558,0.13048194,0.028801061,0.019804932,0.0030513688,0.082249746,0.08591659,0.11985833,0.09101809
14,0.022076104,0.044613518,0.036641385,0.027976517,0.062020697,0.06584093,0.025808735,0.003586028,0.04224994,0.007908961,0.022557825,0.020172141,0.03578445,0.009651555,0.024592472,0.0235514,0.053062044,0.0051181735,0.006623801,0.016521167,0.014429165,0.031171702,0.09075082,0.013897948,0.11116986,0.033683456,0.013628868,0.0022333332,0.013571155,0.018548958,0.015855111,0.035857864,0.047875408,0.022678634,0.0077399705,0.027707608,0.036807593,0.02407367,0.025612868,0.0020220526,0.031089121,0.038285915,0.040312707,0.0755726,0.015098046,0.004316186,0.016654518,0.002857488,0.03761606,0.016028993,0.021153405,0.024035404,0.03972468,0.0111647975,0.0066793887,0.024627842,0.012066238
15,0.01211021,0.0051148366,0.01198518,0.01113522,0.008140398,0.01724231,0.038028177,0.028445084,0.015725601,0.090014175,0.008213224,0.009120075,0.010195641,0.01634125,0.06409717,0.054772854,0.0032031317,0.057367183,0.047886595,0.03148997,0.014536634,0.008179754,0.011900809,0.036495134,0.0010468927,0.047051847,0.020182233,0.07851277,0.036523093,0.004875432,0.007906638,0.022419352,0.038939837,0.015668755,0.03281363,0.014652137,0.0030786744,0.0042206277,0.03240715,0.02437159,0.018209096,0.01199781,0.05274966,0.05776357,0.03111196,0.06382,0.0007061142,0.1125294,0.01881764,0.01693185,0.018859472,0.008200872,0.019757716,0.00906216,0.019117013,0.010909172,0.020542905
16,0.0060882936,0.008717887,0.051706318,0.0143757025,0.029221937,0.017100926,0.028296672,0.029453391,0.053857233,0.019380473,0.0124106705,0.0052234246,0.043668777,0.015336178,0.013602865,0.009576054,0.02174039,0.034808848,0.005384391,0.021805065,0.03617368,0.019509036,0.09465193,0.046488285,0.08255017,0.061715752,0.040035374,0.020527445,0.0039715176,0.043072574,0.002978864,0.03899037,0.047332868,0.0058995495,0.032001782,0.013014078,0.028954279,0.05949737,0.04684679,0.045984883,0.011023076,0.026255982,0.023056343,0.043774657,0.07613086,0.0965131,0.04115423,0.027064815,0.01315315,0.041565917,0.011567213,0.03059144,0.06619837,0.007359634,0.0016345208,0.00978514,0.003921508
17,0.015233851,0.0014008433,0.030043682,0.009905657,0.030005503,0.006995017,0.017539548,0.0055316836,0.004010658,0.010845855,0.007947413,0.009689532,0.009306764,0.014035115,0.07176897,0.027895112,0.05513218,0.012931487,0.17959055,0.031254925,0.048658777,0.034381166,0.023739291,0.0056945803,0.005416047,0.07755337,0.05618074,0.010936795,0.043033957,0.0077789235,0.012093454,0.0058728615,0.009259982,0.058908798,0.01164051,0.0056230477,0.04891528,0.007929197,0.013553645,0.04153826,0.007109126,0.012609253,0.032524113,0.033979833,0.035187334,0.017900271,0.053533576,0.00392845,0.032982968,0.016587805,0.019744478,0.088223405,0.058782347,0.007507996,0.012395237,0.010778916,0.05595368
18,0.004579461,0.07967464,0.023901882,0.08265602,0.0445202,0.031024406,0.049489096,0.033562515,0.045119807,0.07064922,0.05732019,0.048288517,0.016008325,0.008878208,0.010711422,0.009180756,0.03521387,0.013072081,0.009404495,0.005376995,0.0044858037,0.015529941,0.024079315,0.01888026,0.013406359,0.0070894714,0.0159144,0.016687121,0.0068950886,0.011643341,0.019003328,0.0073301885,0.0021672186,0.049420625,0.027740764,0.0057023163,0.007385757,0.012353537,0.04881754,0.015685244,0.02026512,0.0017074861,0.0017153518,0.0073041143,0.013938851,0.09925826,0.06580133,0.012666922,0.039652087,0.01705287,0.017294532,0.00947061,0.033852097,0.04547369,0.021308873,0.04596369,0.00016303333
19,0.109815955,0.10088426,0.09369365,0.04702664,0.010987473,0.005117351,0.010232759,0.02845608,0.038948487,0.032865006,0.027649367,0.009886668,0.032210108,0.0007697865,0.018346395,0.012934442,0.026942033,0.011284918,0.013304809,0.014984826,0.0119022485,0.038401075,0.03552644,0.038482893,0.00093035825,0.018957218,0.012089546,0.003054898,0.0035695196,0.013842457,0.0054768454,0.0041945847,0.017739173,0.034844372,0.0093008075,0.03192756,0.013488291,0.019899108,0.020949148,0.0172813,0.007424755,0.009099814,0.0036972682,0.016830627,0.0067797024,0.0046250033,0.0017848281,0.011048716,0.009451137,0.01800806,0.034645475,0.018700998,0.02008769,0.052201126,0.043251537,0.005353665,0.006904139
