Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
10,0.040439606,0.013810292,0.03797377,0.007916203,0.022561032,0.006696066,0.0052407957,0.0055463924,0.003178708,0.03558631,0.02518737,0.029601282,0.01328553,0.014633708,0.012188137,0.06339973,0.021934902,0.012568238,0.05023192,0.010798948,0.011122308,0.010426982,0.040003225,0.02145488,0.0055668326,0.039725736,0.075376526,0.047282223,0.020089626,0.027887033,0.09527043
11,0.01733493,0.016314212,0.012527599,0.019426957,0.0322311,0.037448537,0.006884421,0.0035369848,0.010447165,0.0077164895,0.022258688,0.027864475,0.011289342,0.037218086,0.010888434,0.014778967,0.05597925,0.0007074514,0.03187869,0.01292257,0.014208284,0.06889838,0.054153614,0.01332909,0.015973901,0.022355294,0.010033765,0.01763777,0.028427465,0.028905476,0.020286096
12,0.08077477,0.026424337,0.04645586,0.023945918,0.021534286,0.02992958,0.015866168,0.02803987,0.032113977,0.019052867,0.003108071,0.01368579,0.010928193,0.014759643,0.0108261835,0.011077195,0.0036315615,0.09505736,0.035701398,0.015138402,0.05174223,0.050625265,0.06472888,0.15983033,0.055238586,0.015764311,0.012745573,0.028885694,0.039902344,0.019689035,0.0051992578
13,0.02214273,0.013955356,0.042182863,0.022624109,0.004289975,0.01007586,0.0028657177,0.013372857,0.012404552,0.020089932,0.010577071,0.01713454,0.03305568,0.022193648,0.009824223,0.04600528,0.07274897,0.012537254,0.022008296,0.061507102,0.015608419,0.0208903,0.0066755516,0.030003551,0.023324098,0.004683553,0.02184911,0.013376374,0.01615781,0.020956922,0.0043652286
14,0.045424774,0.013332302,0.010876127,0.0077649415,0.021392142,0.007029336,0.0037643227,0.014810665,0.014700456,0.00091781316,0.00132055,0.002559598,0.018947503,0.038878694,0.07553467,0.042566802,0.006359492,0.010250414,0.038869686,0.03884627,0.010438753,0.018627394,0.06859139,0.07294726,0.0665521,0.034982704,0.019746026,0.008941678,0.019740134,0.013382896,0.015283699
15,0.0046459613,0.02395803,0.065791935,0.019196527,0.01876224,0.0023531315,0.016924832,0.059616435,0.037728854,0.036449604,0.017614234,0.002334713,0.0040710894,0.032575585,0.009956877,0.0038296026,0.0025316875,0.015777389,0.012524762,0.012072503,0.022301143,0.01941945,0.0021855973,0.06706594,0.010567633,0.0074049933,0.013748473,0.012599412,0.0009902094,0.004708191,0.020054417
16,0.006580129,0.008042632,0.020559799,0.021865768,0.011940181,0.024395857,0.023917202,0.004543253,0.0055685593,0.007691036,0.027782638,0.014701309,0.005368095,0.00412097,0.03890498,0.0062881866,0.03519255,0.006767708,0.013800632,0.0315456,0.037565045,0.00860863,0.00784261,0.018818863,0.031009367,0.005833732,0.006668903,0.025813762,0.011200063,0.006437838,0.008088949
17,0.009442593,0.021850025,0.03972648,0.04281951,0.032107152,0.02667484,0.008416751,0.038047314,0.032380924,0.029020272,0.020294705,0.023051923,0.026860125,0.008635064,0.025853187,0.02890307,0.01887625,0.0081275655,0.010878531,0.0084311785,0.032978475,0.030062795,0.025062308,0.020732868,0.0016756419,0.0042481236,0.006083751,0.0067260824,0.0057839574,0.012986331,0.0047744927
18,0.0036238723,0.013670479,0.000924229,0.011018522,0.011527095,0.0021749577,0.017652355,0.0034671566,0.0038026837,0.013464401,0.019497447,0.008988087,0.0049270364,0.002258942,0.008197104,0.0064908313,0.0045183054,0.009567946,0.014160268,0.023041345,0.03323671,0.02056019,0.019006144,0.0019732367,0.010706039,0.08905575,0.03707224,0.060611285,0.054714292,0.008705656,0.015719747
19,0.011990191,0.030434497,0.04383561,0.022526106,0.015718918,0.02324666,0.0009610794,0.014285244,0.012495336,0.006473412,0.0036581638,0.0028619966,0.005962177,0.007162708,0.0025378668,0.0062275175,0.041289024,0.0023715761,0.0014258669,0.0016823023,0.0014405947,0.005399896,0.003605504,0.0014195727,0.017736588,0.01333178,0.009316459,0.0071004005,0.0092350235,0.011738662,0.031649258
20,0.020139685,0.0009820327,0.0028738002,0.0010178203,0.001550114,0.00400298,0.004771706,0.0030651684,0.0071350755,0.011116108,0.0020525497,0.003591045,0.0059191957,0.000789581,0.013013394,0.0038935817,0.0059974724,0.0010082363,0.008910603,0.0057640956,0.015195201,0.013848313,0.0020167734,0.0020951275,0.020349937,0.024973381,0.026485618,0.013531689,0.01239427,0.003101923,0.011256798
21,0.0069864606,0.007370654,0.002446084,0.0019390616,0.013911115,0.0059875743,0.0011373986,0.0068818145,0.003796124,0.0026453438,0.024377402,0.007648438,0.010734077,0.007901577,0.017359508,0.0010101872,0.003909998,0.0058742277,0.0034478665,0.018076606,0.021289887,0.022731006,0.018007975,0.014373342,0.010318299,0.03917597,0.019383024,0.011118581,0.008237451,0.0015953559,0.016442338
22,0.0151226735,0.044088487,0.015768474,0.022510376,0.01454451,0.012193354,0.053717036,0.042687807,0.047384813,0.037532046,0.013574395,0.002082593,0.011853177,0.022009274,0.009642065,0.02290023,0.005126994,0.0026370909,0.0050160927,0.0059748264,0.008167084,0.004079584,0.0036139183,0.0068297926,0.0023441575,0.012960075,0.008334824,0.0045572054,0.0028746359,0.0040744846,0.0031849763
23,0.0032911573,0.009860496,0.0032414494,0.0009656776,0.010225564,0.0026412595,0.0016547034,0.014238016,0.0090057785,0.007824525,0.0031089494,0.00027648863,0.0055892603,0.008537456,0.004691695,0.00627613,0.024685638,0.0074410494,0.0041343817,0.0069763465,0.022887433,0.0044329567,0.00092061074,0.025443705,0.00335572,0.00041489728,0.011632231,0.007709608,0.0058630058,0.012421841,0.007120503
24,0.034645457,0.020266097,0.0123773785,0.02422106,0.0029137959,0.015069045,0.0060113133,0.014223883,0.014619475,0.0008691879,0.0002658527,0.0037750052,0.008401033,0.00246178,0.005576401,0.0066580693,0.0045956424,0.018504258,0.013007897,0.0040863045,0.0036069753,0.006925445,0.009518862,0.014625006,0.011006473,0.0027109543,0.0018741244,0.0019738083,0.007966334,0.0014382156,0.003068323
25,0.008768531,0.006624163,0.00085788406,0.0065123797,0.0007889438,0.0008320864,0.0028333727,0.0061090076,0.0014224784,0.0068861376,0.005515948,0.0019834791,0.0012023693,0.0016515357,0.005418018,0.0027042057,0.0063265027,0.00034949416,0.0018720592,0.003706565,0.0074603055,0.004900218,0.0039566066,0.0037421815,0.00063524296,0.010221873,0.016316066,0.0062973057,0.0033075486,0.0009638259,0.0056784614
26,0.004191001,0.0056162453,0.0012976128,0.007171954,0.005491431,0.0024381978,0.0058945124,0.010822811,0.00654197,0.0031350919,0.0037206472,0.0046362234,0.009252885,0.033079192,0.021603554,0.018013516,0.011638175,0.0013811172,0.009534355,0.010375679,0.016973782,0.021511814,0.009711651,0.0016060254,0.00280892,0.014970133,0.013232775,0.002418907,0.004864996,0.0036327979,0.00915025
27,0.003579247,0.0008180514,0.009306211,0.0022251434,0.011628793,0.011247108,0.0007767706,0.0027847292,0.008652897,0.0029302707,0.015722739,0.003923305,0.0025197025,0.0044947425,0.00096682407,0.00066949375,0.0029579864,0.0056844675,0.010500767,0.0143718105,0.007060623,0.026765315,0.0060273786,0.0052332035,0.0066199196,0.00038715522,0.006475645,0.0040600915,0.009026696,0.010594754,0.0015617852
28,0.0013491553,0.004678167,0.01183698,0.010780849,0.011662386,0.009655534,0.0013494131,0.004173726,0.0017336626,0.0011388392,0.0044738348,0.0010143323,0.0062904665,0.0008062911,0.0025894693,0.0011552123,0.0047669704,0.0014033287,0.004461829,0.0006779698,0.0020186885,0.0019135857,0.0028979392,0.0010607447,0.004244635,0.00093446294,0.0041706306,0.0011262693,0.0008146387,0.00062428263,0.004346794
29,0.0014815201,0.0008761273,0.0044985525,0.005840439,0.005695801,0.0005548034,0.0019109511,0.003728149,0.003212538,0.0050199945,0.0011216741,0.0042505376,0.0008718626,0.009901091,0.0041878317,0.008104396,0.0013250461,0.011974621,0.0118033085,0.01321697,0.008889101,0.0032800324,0.005851345,0.01066778,0.011645388,0.022452423,0.01042689,0.005392386,0.005274095,0.0032708007,0.010344025
