Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0.35534164,0.42583892,0.41185808,0.70524293,0.35304305,0.319669,1.1515481,0.29884484,0.78869677,0.3978329,0.3084864,0.5368259,0.16393682,0.56022143,0.39477706,0.8329073,0.120294794,0.10562989,0.08888042,0.267045,0.24455911,0.021855496,0.14333637,0.08656651,0.33472735,0.63325614,0.2584238,0.17846352,0.2209878,0.2613188,0.34454194
1,0.12995903,0.26854563,0.34876993,0.20870724,0.38080898,0.15368742,0.30300578,0.2082153,0.61961,0.12412724,0.22145933,0.3594231,0.14929017,0.22834638,0.09146565,0.07368512,0.15383407,0.074536845,0.06818596,0.043713424,0.11185887,0.07488795,0.30704883,0.018121878,0.019677162,0.215244,0.094684124,0.44212458,0.095263645,0.18815905,0.024385184
2,0.04377342,0.07066634,0.24996315,0.17356104,0.24392734,0.18584703,0.38418165,0.13200109,0.020610224,0.056623835,0.026839916,0.09979446,0.057608988,0.4847018,0.087669015,0.3737988,0.043692354,0.25265798,0.16846631,0.013021565,0.024118051,0.043274708,0.27973855,0.19382422,0.037865654,0.276167,0.08755938,0.0036550674,0.042900234,0.1259684,0.027563602
3,0.01462559,0.07196963,0.03246823,0.016436366,0.015116375,0.04703629,0.041379612,0.16230886,0.003407015,0.07150126,0.03682512,0.02068389,0.023025356,0.041351512,0.2745332,0.032822266,0.018068098,0.2323033,0.023661757,0.042037643,0.11000429,0.13685386,0.09761842,0.037361007,0.026432976,0.28208014,0.050636683,0.030032732,0.18046045,0.009164091,0.09945474
4,0.017119328,0.016563777,0.083637506,0.028958477,0.0687027,0.012349398,0.043950006,0.014784009,0.083140224,0.23369765,0.03820836,0.052956007,0.019485658,0.034244042,0.031084549,0.004699397,0.0119109,0.14690593,0.029970512,0.09995888,0.05431575,0.045976643,0.34322146,0.028027093,0.04300219,0.045176614,0.023321189,0.04315178,0.024318844,0.026161525,0.037644066
5,0.0061460305,0.012199892,0.008458376,0.03290956,0.0074370536,0.27302593,0.011683044,0.0027062513,0.063152425,0.036570176,0.11217407,0.056268997,0.042955782,0.016178252,0.042221554,0.017006285,0.037025012,0.017539987,0.009630465,0.024963498,0.030183276,0.011372635,0.015626457,0.020061674,0.10764558,0.016498044,0.04094557,0.01081918,0.051650558,0.03368506,0.06753832
6,0.06274448,0.11174364,0.0113736,0.018239925,0.017781643,0.012159262,0.16613045,0.023082316,0.009322072,0.011020814,0.17609778,0.040061124,0.057477243,0.035490066,0.012032058,0.009056104,0.01435092,0.0070542563,0.004360707,0.032039426,0.014791964,0.01813827,0.008771187,0.016392201,0.00095692603,0.0010819851,0.029779099,0.014522965,0.00677047,0.023328863,0.028487796
7,0.038362958,0.037063755,0.10976245,0.030636998,0.10366114,0.0721919,0.01952175,0.011691775,0.01474831,0.037653413,0.14971127,0.10233772,0.033306062,0.022565555,0.01762477,0.05470328,0.035541676,0.0039162543,0.021614917,0.03319475,0.074633986,0.0138721615,0.046216764,0.012039926,0.040649176,0.005904264,0.0555731,0.027162993,0.0024270974,0.0049251276,0.1859659
8,0.39134365,0.04766545,0.028114643,0.02045323,0.01360674,0.011403851,0.016922276,0.020489067,0.014225913,0.0045333775,0.043667216,0.013012831,0.040943854,0.02472789,0.0229917,0.043676678,0.0511805,0.019094722,0.0067412313,0.025882106,0.03963893,0.01440446,0.019812938,0.008900555,0.02845664,0.01608754,0.011069788,0.009180641,0.022116233,0.0043965727,0.00237933
9,0.056609347,0.15161176,0.021095762,0.0070236856,0.008834816,0.003796762,0.016385045,0.006524035,0.018806623,0.01604146,0.06143459,0.011494879,0.018755887,0.011500315,0.012144988,0.032841783,0.009437761,0.048930842,0.0068332935,0.026632234,0.019042963,0.06452004,0.032439504,0.014333619,0.010843941,0.024198137,0.072725266,0.0714398,0.06517102,0.03273412,0.021476066
