Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
20,0.0021423546,0.01781448,0.020589227,0.015971554,0.008072045,0.0065371976,0.05476402,0.061553467,0.01943903,0.0145585155,0.0045826808,0.03204357,0.013499183,0.01710682,0.015433436,0.009982353,0.0057864427,0.011096679,0.019088674,0.004397995,0.0020885905,0.021220334,0.013702711,0.025038153,0.02524224,0.0137869995,0.006607264,0.00846624,0.008322423,0.0015720271,5.7618894e-05
21,0.0050931456,0.0035779746,0.003351236,0.002428355,0.0071527367,0.008569103,0.0022682806,0.011171875,0.002929188,0.004149097,0.002468162,0.004063905,0.0028625857,0.0016265343,0.008273562,0.003889698,0.0006706648,0.0032204655,0.0029891273,0.0045922208,0.005530391,0.0030168532,0.0010989882,0.004293569,0.0006137058,0.013982656,0.004506767,0.008283256,0.0024093334,0.0039889403,0.0076868176
22,0.0065931855,0.0015252195,0.0018596828,0.013194526,0.011585728,0.003497927,0.00019423828,0.010024678,0.01170672,0.007789991,0.0012627695,0.003294413,0.0010381411,0.008760502,0.008567881,0.006213407,0.0035110845,0.00928332,0.0022997614,0.0024171341,0.0058754883,0.0064335186,0.0072081806,0.003224671,0.004427384,0.008883926,0.017489873,0.005742439,0.00754192,0.010721045,0.0088690845
23,0.00954134,0.010740954,0.00393121,0.0007617886,0.008952734,0.004514952,0.012755664,0.009693058,0.019503882,0.003539495,0.002876094,0.0015949919,0.0030351863,0.028163908,0.00082191674,0.010957377,0.005746462,0.0025436357,0.0046643834,0.005625141,0.0059621152,0.0029268698,0.005159387,0.00036514638,0.010853588,0.003688198,0.004581468,0.004087204,0.003065204,0.0060790665,0.018485384
24,0.016521726,0.0028641368,0.0028872255,0.0075776596,0.010292773,0.003513692,0.0060311216,0.005300532,0.005328797,0.014336405,0.0052638436,0.0026411337,0.0022378652,0.0017678584,0.009324577,0.014574731,0.0024339594,0.0013683322,0.0047125686,0.00081814453,0.0016119259,0.001503184,0.0004780889,0.0021000644,0.0027497895,0.0035089236,0.0025135055,0.00082610163,0.003742109,0.0015334692,0.01851889
25,0.0026248924,0.0069590826,0.01041273,0.0077679846,0.0026480118,0.0041842014,0.002886945,0.006539541,0.012389794,0.01294297,0.015057931,0.0010057066,0.0063548377,0.025871236,0.008071802,0.011714634,0.0036784916,0.00086830405,0.0034077317,0.00082369946,0.002292483,0.0035661333,0.0014931338,0.00081355235,0.00027882835,0.0020689485,0.002346735,0.002803099,0.0008266362,0.0050435625,0.0055879923
26,0.0028754403,0.0012020904,0.0017206387,0.0071986234,0.0053855106,0.0057456857,0.0004601435,0.0034665924,0.00739053,0.0011724111,0.0009322568,0.003067646,0.00086821715,0.003271222,0.00085244223,0.00118204,0.0069271675,0.0042971573,0.0044580973,0.011980631,0.012009186,0.017450202,0.0039796405,0.0017500035,0.004139325,0.00057189685,0.004278649,0.0010938491,0.010843323,0.0014604963,4.9340833e-05
27,0.004008579,0.00017473247,0.0021266108,0.0012265958,0.001108654,0.0013223146,0.004008583,0.0034608906,0.0031176752,0.0045204796,0.0003771491,0.0018329369,0.019464161,0.0031240038,0.002406398,0.00033263883,0.0016077007,0.002024474,0.00041127313,0.00030048983,0.0018798478,0.0016936739,0.0038778502,0.0026557809,0.0003001187,0.0029599678,0.0011768505,0.012252888,0.00542299,0.0020637307,5.736942e-07
28,0.0025288875,0.007427361,0.0053931843,0.00062970596,0.0027441173,0.005497371,0.0036307531,0.0041687395,0.0019368966,0.0013166737,0.001287451,0.00022548423,0.000608215,0.0002552459,0.00018507466,0.0023992164,0.0011165987,0.001960882,0.002037013,0.0026480458,0.0041598836,0.00069627224,0.0015330598,0.0019941363,0.008757296,0.0006252888,0.0007323669,0.0007593689,0.0016544746,0.00074447674,0.0016390806
29,0.0023918403,0.0034140968,0.00058055983,0.000634842,0.0006077719,0.003945808,0.002854533,0.0019139121,0.001898397,0.0017500618,0.002641492,0.0048961164,0.008362596,0.0040180217,0.0039883307,0.0036945916,0.0024617126,0.0069544194,0.006445501,0.00065931724,0.0004554221,0.0029524704,0.005913479,0.0032241351,0.0010257793,0.0018795592,0.0007273373,0.002282614,0.0019857995,0.0011242909,0.0027529679
