Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
10,0.029746585,0.13458431,0.047601193,0.03814272,0.06112651,0.02969386,0.10536898,0.031971365,0.043878708,0.07116137,0.0067114932,0.042880535,0.20116788,0.1407963,0.018346146,0.03329874,0.04418856,0.063329615,0.04471263,0.035403788,0.016807042,0.035356916,0.04468893,0.019911136,0.025529876,0.011585651,0.022458382,0.08444734,0.36110926,0.16749707,0.09049803,0.120273694,0.009302026,0.031146867,0.04926171,0.23704758,0.13790031,0.17836812,0.09396175,0.025118355,0.025435632,0.09071234,0.060685378,0.046704333,0.016070088,0.076161936,0.028596895,0.018124266,0.15899754,0.017086169,0.22482711,0.10233568,0.037022073,0.07600718,0.054236937,0.071313776,0.007536093,0.000572597
11,0.017606039,0.10464256,0.08874513,0.16173692,0.121970624,0.0071258764,0.077062204,0.035025723,0.021765264,0.03865345,0.035633918,0.025087748,0.039737366,0.015062012,0.099933594,0.10005236,0.0027860913,0.054551184,0.028083289,0.064367205,0.050652847,0.08892849,0.027198132,0.09413411,0.05893806,0.05903718,0.060918026,0.02466274,0.008664953,0.043882787,0.06927254,0.009077741,0.023843128,0.0032994687,0.012683621,0.04481375,0.01823853,0.02033745,0.037842866,0.08416475,0.026331834,0.0092902,0.026715163,0.014833006,0.023718879,0.08031696,0.08509469,0.14346024,0.08732353,0.061862353,0.12472311,0.016296806,0.016495038,0.04713684,0.111145675,0.07761283,0.025886005,0.06178731
12,0.033482112,0.005337736,0.018791417,0.0023044383,0.044934675,0.048083935,0.010815632,0.042527255,0.015613955,0.052247003,0.036042795,0.01178471,0.05995428,0.01417062,0.04762651,0.06190721,0.05428362,0.00181729,0.06145133,0.07941128,0.030493444,0.038917594,0.032433223,0.0344475,0.007228188,0.034184545,0.030816572,0.028690584,0.026467929,0.0144094,0.008319467,0.030958649,0.024052966,0.056987457,0.020069085,0.016945638,0.022243652,0.009008806,0.013360388,0.052609503,0.04342257,0.043083407,0.054314673,0.05093518,0.033524048,0.021552607,0.12255439,0.0077312263,0.024279417,0.035083197,0.04119631,0.020320525,0.022147907,0.01837441,0.12895918,0.040312782,0.04970943,0.0036557685
13,0.032306068,0.030639188,0.009815816,0.035798576,0.018353784,0.013984604,0.03337309,0.021403905,0.033075623,0.028410207,0.007450549,0.02193203,0.01822465,0.015778212,0.019117255,0.0053143427,0.009412223,0.016327295,0.054094993,0.03037288,0.02111886,0.018612465,0.028681908,0.010142319,0.030178359,0.014796588,0.009901101,0.009883765,0.02139685,0.017218363,0.18460128,0.005642051,0.025534615,0.01722628,0.016279373,0.031272314,0.008602422,0.07685743,0.015135296,0.029215232,0.020111833,0.024505667,0.029941462,0.014689037,0.022039143,0.041777037,0.0014783221,0.034164097,0.018461231,0.031884015,0.008019774,0.015364629,0.021555822,0.022126492,0.033337384,0.029489469,0.028290063,3.5242072e-05
14,0.058243766,0.02051106,0.02184629,0.036656722,0.012366126,0.027788866,0.045924,0.07737651,0.046175368,0.017491303,0.05829467,0.034946606,0.1242625,0.1524804,0.039512888,0.021342319,0.0015280817,0.03714219,0.06653267,0.07963598,0.044031143,0.047846045,0.017894149,0.0189302,0.028107904,0.08089652,0.026288176,0.00045689443,0.015197616,0.0060018008,0.027918175,0.012844512,0.041300897,0.008576709,0.0006411142,0.045465603,0.02289647,0.0054882173,0.0117098205,0.023972757,0.019831443,0.031117637,0.01337039,0.015727066,0.011230895,0.005754919,0.04535749,0.029166939,0.07359512,0.08076809,0.004297366,0.02867819,0.0037578798,0.01944898,0.039010916,0.13352211,0.12514512,0.105125666
15,0.06331198,0.051609807,0.015547269,0.009826781,0.017218856,0.016123611,0.046266507,0.02821296,0.10735885,0.02720316,0.022818364,0.03526231,0.013784814,0.0036382366,0.044484593,0.010861405,0.009435931,0.04787036,0.008316098,0.025574353,0.040386695,0.04595545,0.0067172996,0.052864432,0.019159527,0.020911409,0.00459381,0.024864312,0.020732675,0.047163695,0.008261664,0.03497374,0.012304014,0.05195701,0.029849734,0.008383078,0.016565073,0.007685901,0.029424014,0.03261856,0.010289932,0.01690427,0.015657395,0.04449456,0.004979945,0.0143025685,0.010779981,0.006870776,0.016232539,0.011535303,0.014744877,0.026877925,0.0641164,0.009542994,0.09718608,0.013981515,0.003903603,0.051711712
16,0.04455564,0.038250905,0.056157716,0.03513226,0.031832494,0.017434238,0.02900183,0.09418834,0.19916305,0.1505795,0.18267928,0.039213188,0.01965625,0.008539977,0.0051514837,0.060529336,0.030850265,0.022230407,0.0051399674,0.0041275495,0.00121531,0.0046159187,0.007234859,0.027296783,0.014738602,0.026259288,0.01704758,0.043574493,0.015677042,0.0027111494,0.0044053793,0.054525338,0.019751562,0.011044174,0.0073455665,0.012288431,0.05939839,0.04351525,0.015265374,0.009016164,0.010127217,0.008435501,0.03278887,0.015558422,0.00061104377,0.00565291,0.01768211,0.021497088,0.0056483587,0.07283155,0.11526557,0.021807004,0.047406673,0.014345118,0.011920941,0.024879947,0.10734995,0.051665895
17,0.09407772,0.0020983487,0.039695345,0.0167545,0.04318691,0.0036210495,0.043055218,0.04136744,0.00840406,0.010244819,0.0132298935,0.022591338,0.03695754,0.02604742,0.014036842,0.034440927,0.010734461,0.013045365,0.05690816,0.041644037,0.016143415,0.046911076,0.014715562,0.024148934,0.017465565,0.0075777555,0.010574883,0.030301716,0.0067074373,0.03265658,0.014902785,0.027438352,0.019272082,0.027391646,0.0067849737,0.034820773,0.0230757,0.040530015,0.009481664,0.0061588143,0.025032895,0.05364131,0.034713462,0.03997036,0.04376351,0.020205598,0.030570759,0.025438037,0.020062027,0.02544637,0.0062515987,0.006620072,0.03328292,0.0076925815,0.04444497,0.029514728,0.038550865,0.0061475625
18,0.09215459,0.012975313,0.006305727,0.010537986,0.01713181,0.009347616,0.010502389,0.022658162,0.0033626743,0.0023955703,0.016642615,0.001246912,0.013123377,0.002581395,0.010721912,0.0018595816,0.0076969313,0.012172612,0.004502056,0.005117266,0.0127904285,0.0032149558,0.011228608,0.041716825,0.05110845,0.0057068532,0.02742289,0.011063032,0.008510358,0.096860155,0.046409525,0.020658217,0.038444668,0.04430293,0.0032089637,0.033052098,0.12120314,0.012882593,0.011024388,0.010715779,0.014704272,0.009450516,0.01291341,0.023211252,0.025423158,0.0021865978,0.020373186,0.0024813523,0.02497531,0.022370389,0.0387972,0.019373264,0.009000628,0.024303978,0.017196925,0.06379293,0.07481834,0.018704504
19,0.00829561,0.0012287257,0.01360422,0.028975127,0.0034031277,0.021037506,0.011781481,0.0018624425,0.022519305,0.021216191,0.023152946,0.01142383,0.0045268894,0.0074865352,0.0014470894,0.0011185148,0.016718477,0.02134293,0.0045182807,0.009599934,0.0022839622,0.037106924,0.00456444,0.0048885457,0.0014354795,0.020860154,0.010955457,0.030990405,0.0018649898,0.006525554,0.008380447,0.0060592587,0.0028899873,0.0012602848,0.010468608,0.007887927,0.05062348,0.0036837067,0.0016442579,0.008045871,0.01025126,0.014883568,0.025652967,0.017404497,0.019377714,0.0012489832,0.008653038,0.07348096,0.0034687654,0.094041124,0.015394017,0.01214738,0.018341878,0.017458394,0.02217604,0.014980853,0.0027034448,0.0037406364
20,0.014105229,0.038232684,0.015236671,0.004554443,0.01455352,0.008318757,0.0018647803,0.009185675,0.039478466,0.031271134,0.0012352025,0.02202912,0.0052528316,0.0063365167,0.013364857,0.002201339,0.0062546874,0.01121587,0.0034928657,0.0074850656,0.010368237,0.023845522,0.08004074,0.009349553,0.011501389,0.025346907,0.02764884,0.014627547,0.026119133,0.026973182,0.054059826,0.014532939,0.003919259,0.013232441,0.005337972,0.009954607,0.032102004,0.011665547,0.006791511,0.0014842094,0.006767513,0.021083798,0.013305673,0.027816752,0.00946347,0.015592631,0.0077417446,0.047820263,0.035397932,0.016506623,0.0039757416,0.012073894,0.0014704469,0.07201215,0.018450344,0.041085355,0.0067461412,0.06307503
21,0.034466162,0.015541042,0.011007841,0.008565255,0.046783462,0.010129118,0.0024344788,0.01784271,0.003766438,0.0029897527,0.032642923,0.001959195,0.016441118,0.007857103,0.011011852,0.027196322,0.00840743,0.018457014,0.017529448,0.01499025,0.0432686,0.010770013,0.008216437,0.0017257477,0.009352528,0.0031473723,0.0022270223,0.00818882,0.021932058,0.039524812,0.02366695,0.016528042,0.0069718687,0.012459481,0.015076568,0.01943048,0.0102163525,0.006892744,0.013188963,0.02686067,0.047932386,0.007614418,0.027098019,0.005306566,0.05313888,0.028795613,0.111788675,0.036953732,0.069720045,0.021415437,0.010277991,0.0014699765,0.015668867,0.013686391,0.039868474,0.025555119,0.005924028,7.578606e-05
22,0.002514226,0.037613213,0.055903792,0.0144326,0.014736232,0.0050591645,0.035887208,0.0040508015,0.02235607,0.0043603517,0.005526343,0.0069509633,0.015607931,0.0005016483,0.0040612523,0.010800071,0.041808806,0.07794389,0.057507437,0.005173856,0.0211359,0.00043124592,0.005247374,0.01093214,0.0053154132,0.0047960603,0.015214348,0.014838093,0.010591099,0.007539898,0.0053995186,0.0127056055,0.0033917932,0.0020538555,0.030242916,0.005726693,0.00022334492,0.004821719,0.005197286,0.0071779904,0.0047842865,0.012884427,0.007673693,0.00380934,0.0014919091,0.008961603,0.0030616508,0.01589536,0.041362338,0.008462267,0.011506267,0.0068339743,0.0031992714,0.00810549,0.0070882514,0.011706151,0.007825994,0.0006770086
23,0.009948945,0.0037900973,0.0038574177,0.0028507276,0.0027412022,0.014939161,0.0012632064,0.020091515,0.0010075656,0.0040697865,0.008726223,0.011224862,0.010114737,0.0058008297,0.0034220417,0.020544311,0.00480767,0.02380901,0.013930279,0.006112756,0.00034828417,0.011080639,0.013421278,0.0005236116,0.0029502916,0.0059078,0.013048334,0.013436686,0.0021013296,0.0012071437,0.0073118564,0.014805065,0.006534152,0.091818556,0.007911736,0.00088959525,0.003230953,0.0011090868,0.007393644,0.0008088006,0.007702473,0.011716012,0.009757938,0.0029257976,0.019190451,0.0071645444,0.001617667,0.0037184032,0.0018848241,0.02612152,0.0054078912,0.006341644,0.0050506927,0.008391353,0.0020971491,0.007893072,0.0033658636,0.0017306161
24,0.002255919,0.011851172,0.0065057823,0.0034695459,0.0066173957,0.0047574854,0.011606853,0.0005172076,0.01959118,0.061497215,0.010141045,0.0020944548,0.007106224,0.0010952558,0.0017951016,0.006565722,0.0016444613,0.003112489,0.0026888098,0.0069258865,0.0036317585,0.0018468945,0.0031412728,0.0054209027,0.0036330721,0.0053114453,0.0071445806,0.0049089105,0.0071853013,0.035784267,0.0054615107,0.0074007474,0.0073843505,0.025105994,0.016666945,0.011093946,0.0045636613,0.0016110728,0.0083766095,0.029574525,0.010907544,0.00294452,0.0041473387,0.0031283344,0.004339403,0.00053537614,0.01570029,0.0119086355,0.0032265903,0.00043506417,0.0037548693,0.003136109,0.0008328968,0.01403484,0.0028061643,0.001935408,0.037016843,0.0017946215
25,0.0025599806,0.002241909,0.0021414405,0.007040488,0.003611356,0.018079856,0.00803107,0.0043444247,0.0135490885,0.004972498,0.0023494768,0.031033091,0.0018848944,0.032646775,0.010754608,0.018266743,0.009036014,0.024076711,0.0104781,0.016860835,0.002484559,0.016852,0.0030694075,0.0026691547,0.007949557,0.003003557,0.1094455,0.01685434,0.0074546076,0.007356046,0.023697427,0.032923672,0.05122521,0.01787519,0.01943262,0.0070278053,0.0026095845,0.0037783587,0.0081552565,0.009470108,0.00613059,0.0015328792,0.0057370025,0.005517819,0.016362073,0.0011749325,0.0013594427,0.004508536,0.0053512314,0.0046842787,0.00074758293,0.0071671763,0.00582496,0.01427314,0.0009945361,0.002934438,0.012123909,0.0011758175
26,0.00415664,0.000971391,0.018197019,0.003973743,0.0011787962,0.0046154084,0.00045028888,0.0040721544,0.0032273435,0.016051492,0.0041337917,0.0030653449,0.002861739,0.0018028407,0.0016423294,0.008187753,0.061233543,0.010640653,0.00026980587,0.011414633,0.014184313,0.003577043,0.0034420467,0.0077792313,0.0028745478,0.0021861955,0.0019376286,0.0039739106,0.0043073064,0.010014665,0.0026492786,0.004255384,0.0051634423,0.008578905,0.0036486604,0.0050757118,0.005638915,0.0013527133,0.0064233243,0.037550054,0.0018180745,0.003994123,0.0009693473,0.030607475,0.0027397296,0.008401543,0.0012270998,0.011510728,0.006507425,0.0026497531,0.0017797886,0.0050363187,0.02707696,0.0018614053,0.003432875,0.011591806,0.012021859,0.005336062
27,0.009459883,0.0040716766,0.0058346605,0.005810804,0.017807234,0.0058553745,0.0016837169,0.0017376337,0.0070757642,0.004176284,0.011922637,0.0069306516,0.012440292,0.0013179223,0.0074094776,0.003627838,0.0033612847,0.0018975782,0.0050664465,0.0042595034,0.0015963495,0.0033156443,0.0010274118,0.0041069114,0.00076833466,0.008634854,0.00069328357,0.00509438,0.057418145,0.011462683,0.0018040312,0.0028604197,0.0048354086,0.011551427,0.0034488477,0.009163527,0.004137697,0.009559935,0.02222006,0.011333668,0.017031085,0.023534829,0.0061611086,0.0064963205,0.024278793,0.028871587,0.008133614,0.010123461,0.0079188375,0.003539938,0.0042886855,0.00874012,0.0035013172,0.0020345475,0.014965186,0.0095181335,0.0058602258,0.004390008
28,0.017219502,0.002691958,0.06831285,0.0056648715,0.0068870783,0.0017620428,0.0023997047,0.0034232966,0.0039176275,0.013160622,0.006549348,0.0025678645,0.0046998747,0.04194954,0.0058972295,0.0030712048,0.0065938476,0.0048965025,0.0069658644,0.005540801,0.0073365234,0.0014408954,0.0010493884,0.004007819,0.003179178,0.009014813,0.009401805,0.0050330646,0.0034765073,0.007779395,0.008096667,0.0004982556,0.012260567,0.026915424,0.018624146,0.0052757557,0.0047872085,0.00558788,0.023256619,0.01212135,0.011076331,0.018699862,0.0016054783,0.002107094,0.0034188926,0.030862866,0.008261915,0.0018087975,0.0019187863,0.01013078,0.015935801,0.031835537,0.01916574,0.009300057,0.003111009,0.003595782,0.0073000663,0.012746036
29,0.01803264,0.0061525744,0.002604214,0.0023581793,0.014884202,0.013163214,0.023445046,0.003106919,0.014866496,0.0033381744,0.005529185,0.0061751693,0.004249684,0.000863826,0.011072439,0.0015739332,0.006095783,0.019875493,0.0064376662,0.0029238705,0.01268065,0.01545226,0.006121057,0.011606529,0.02248297,0.009749602,0.00069700694,0.0048255636,0.007626606,0.015862688,0.011950972,0.011941883,0.0006638783,0.0036469686,0.008035069,0.018627,0.009610926,0.0026337416,0.0017587628,0.07682746,0.003268255,0.007796201,0.0016338325,0.009433485,0.011611981,0.0026177722,0.0070305727,0.0022615618,0.0036318938,0.0027580098,0.006861168,0.0017247479,0.00095519586,0.0035463767,0.0032628612,0.00013112338,0.0059310584,0.00079286844
