Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,1.1518624,1.6893497,2.3592944,1.0606081,0.67894,0.86001647,0.76486385,1.8983585,1.4103023,1.1006665,0.9911518,1.2738242,1.3807013,0.91403544,1.067042,1.3073583,1.5530734,1.6482201,1.18789,0.75742924,0.989172,0.47587284,1.0325898,0.38061994,0.35271353,0.33676934,0.38236287,0.6533251,0.7494327,0.42338586,0.794472,0.8083498,0.3666375,0.5281601,0.24643,0.3355171,0.0858365,0.14827524,0.2932893,0.07522212,0.5123615,0.47777146,0.28127825,0.11941716,0.35840157,0.22350141,0.19985607,0.4465915,0.21767184,0.27742836,0.64501673,0.20710965,0.010386278,0.1066629,0.69194305,0.23043354,0.1630366,0.11258317
1,0.22061732,0.31241328,0.16279684,0.28711936,0.27262866,0.18962786,0.01575391,0.059889965,0.013772737,0.08493546,0.5118329,0.13020992,0.3001203,0.4774942,0.11314219,0.18962198,0.48601028,0.26044008,0.076401204,0.23172253,0.18358508,0.11836226,0.19486296,0.5162766,0.24212483,0.2679872,0.22201467,0.13491973,0.16255829,0.3464951,0.24449794,0.26789728,0.05046372,0.25572675,0.22713166,0.019434478,0.21543685,0.12932868,0.10680139,0.14043398,0.3001186,0.08601646,0.18468548,0.0809974,0.07895111,0.13638058,0.048818085,0.52797395,0.42944342,0.018905884,0.19073842,0.04243487,0.5284214,0.17095177,0.061190918,0.50709295,0.0045383605,0.03327017
2,0.008627754,0.38056195,0.53912294,0.3779552,0.044591162,0.110199496,0.16575474,0.11958336,0.113792345,0.14490503,0.08971542,0.28660417,0.48845088,0.2434468,0.08885929,0.094012596,0.017500661,0.42812988,0.37299666,0.5036323,0.2921078,0.3454873,0.08921357,0.0090773385,0.12297788,0.15965809,0.104188584,0.3779717,0.10299504,0.24426603,0.13247082,0.027762264,0.17596133,0.14128871,0.42125916,0.031345043,0.3693763,0.21323904,0.22880155,0.06517156,0.09822208,0.07473673,0.11773145,0.21808694,0.10847197,0.10318181,0.13553697,0.11893411,0.007556694,0.39573187,0.06503457,0.41543722,0.07551276,0.15236634,0.35721657,0.035721906,0.016098358,0.052023318
3,0.20951927,0.32468188,0.21307203,0.086653136,0.27421707,0.26189947,0.12062043,0.2216656,0.15415777,0.3533494,0.0049224724,0.43056917,0.32481137,0.20898956,0.21384023,0.048135035,0.27383167,0.16837421,0.09159246,0.040775366,0.05250337,0.24811184,0.1399722,0.10323866,0.22502965,0.19691628,0.13724653,0.0684167,0.17090037,0.13560738,0.41090962,0.23157544,0.27197644,0.043258924,0.24608225,0.056465782,0.026403971,0.24659339,0.022666007,0.061182234,0.3134986,0.20508772,0.06490476,0.39785558,0.028459746,0.09919621,0.033488944,0.07792264,0.17813712,0.19122423,0.106402196,0.04745526,0.23285729,0.17047901,0.080607,0.16144201,0.18764943,0.04652424
4,0.008429087,0.12730117,0.18221568,0.14599189,0.09547952,0.00696934,0.003159492,0.23122627,0.15301041,0.06568858,0.065180905,0.14135484,0.12283661,0.056878548,0.05552293,0.03490804,0.057189103,0.19055444,0.14682999,0.17509866,0.21599859,0.24051023,0.15953973,0.16895914,0.41905642,0.062330663,0.005359567,0.0073876064,0.16531637,0.09703192,0.15722625,0.19261493,0.062169906,0.077066526,0.13634782,0.33304656,0.08381542,0.13930675,0.5897947,0.2632327,0.12185478,0.23372574,0.13297454,0.11081145,0.18548152,0.32012898,0.3830425,0.34207985,0.33215845,0.09542081,0.046265468,0.099929206,0.06643279,0.1854126,0.050515443,0.099682465,0.12408741,0.0013140016
5,0.03397388,0.09489402,0.014902545,0.007936479,0.011893748,0.15054503,0.19574967,0.06660131,0.018244013,0.17601022,0.024972487,0.03274673,0.01056874,0.08572396,0.09683671,0.14560378,0.08575434,0.009577101,0.034081295,0.07203677,0.07357584,0.021408904,0.066990085,0.044417903,0.03859451,0.03883988,0.063172914,0.12518428,0.005395849,0.008733715,0.01975196,0.21544999,0.12744331,0.2587886,0.08518441,0.009278329,0.017999524,0.19867574,0.09082775,0.12741612,0.043777466,0.036272336,0.045272425,0.055826403,0.09567836,0.17418791,0.12583394,0.37848723,0.10292802,0.12285245,0.15501004,0.06264073,0.01088415,0.05112265,0.11504926,0.02987115,0.01663221,0.07351834
6,0.041935652,0.048825674,0.10784338,0.064408034,0.009341715,0.003642254,0.09604509,0.034839585,0.12423729,0.25607923,0.025781944,0.022114731,0.011458122,0.023582172,0.03176899,0.15048589,0.026895031,0.008343963,0.06617614,0.011040459,0.056978133,0.07915299,0.030350588,0.047158223,0.06653167,0.055156462,0.08192068,0.041490402,0.012070645,0.027246637,0.032137025,0.340135,0.07486758,0.12839091,0.03000452,0.01598775,0.030462708,0.026080288,0.025726411,0.12816493,0.035837032,0.036604717,0.009639107,0.102832265,0.037578892,0.007382451,0.11487852,0.03161374,0.05303651,0.081665315,0.047006764,0.086784825,0.04604934,0.07664905,0.0064948173,0.07634314,0.103538655,0.0056594727
7,0.054112367,0.03879661,0.059211195,0.022576772,0.039307926,0.01848507,0.054204676,0.0365189,0.009956294,0.06092356,0.014914323,0.07538289,0.00908097,0.03855644,0.076054245,0.10873165,0.037375912,0.01329204,0.008786524,0.07631834,0.081484824,0.0026752367,0.06047204,0.07748453,0.03177592,0.013177247,0.034162953,0.026176091,0.02248722,0.3808058,0.1049278,0.13889834,0.08802,0.042317506,0.016514856,0.094240695,0.052548114,0.08000673,0.21575563,0.10422754,0.09740581,0.055269144,0.18192549,0.12754934,0.08695194,0.066543475,0.036415003,0.0071213976,0.09760246,0.040799085,0.15600842,0.11771272,0.087234035,0.057309046,0.037571155,0.08238117,0.035832558,0.058698792
8,0.096647516,0.042851266,0.038283385,0.080983385,0.03464321,0.31219384,0.026783679,0.017558802,0.009505528,0.066167384,0.0090262,0.10843474,0.010452322,0.13179123,0.032707702,0.05995626,0.018534215,0.05014977,0.0100227995,0.01513854,0.019741789,0.22391982,0.0343072,0.09025888,0.0749248,0.058366906,0.08127476,0.1418553,0.10858475,0.03352475,0.044847272,0.096711114,0.059119307,0.0039134547,0.013396775,0.008800967,0.13383244,0.017784327,0.059783474,0.03046234,0.028001731,0.19969419,0.020725278,0.03963347,0.007953133,0.018274704,0.032985933,0.053406976,0.023723727,0.021520015,0.030848745,0.08174582,0.06184603,0.08909652,0.03443061,0.021920629,0.04844973,0.04972587
9,0.17605439,0.06866642,0.072201796,0.019222772,0.045862995,0.03164,0.22490948,0.0623307,0.04665063,0.024320165,0.051956184,0.19557543,0.017538946,0.07674631,0.019695096,0.013722819,0.024247978,0.029754344,0.1205013,0.044320375,0.034962006,0.055698738,0.010981993,0.020506397,0.04290852,0.09572172,0.057078406,0.06999876,0.06657795,0.07564264,0.003890124,0.024692364,0.101078555,0.12796515,0.085461155,0.015458457,0.05565084,0.022850065,0.07802371,0.043769058,0.01765823,0.027355004,0.13748199,0.043723956,0.082136326,0.11514309,0.014082758,0.085141644,0.062665544,0.036766186,0.006969834,0.018125642,0.052915495,0.049764503,0.061425537,0.02103198,0.04454966,0.05556147
