Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
10,0.032156304,0.020731011,0.003836123,0.023180358,0.053573966,0.024269372,0.0016234065,0.04736572,0.048747793,0.0563645,0.05109091,0.020009438,0.21283786,0.115367055,0.29828936,0.13677822,0.43189374,0.2024976,0.06656164,0.03667652,0.0062419665,0.037766702,0.016615193,0.046903897,0.048324145,0.016392672,0.044916783,0.09764376,0.047637388,0.0972558,0.015207671,0.008201427,0.050464675,0.043469835,0.06451438,0.021221835,0.03593572,0.040465884
11,0.021375984,0.09181105,0.053196125,0.055609953,0.03538617,0.042528287,0.029109664,0.018086769,0.00027033876,0.01614858,0.013068406,0.00900176,0.013429231,0.040427692,0.024425212,0.004673324,0.01634986,0.017710516,0.0031341524,0.00377532,0.00850752,0.026449397,0.03519825,0.122993916,0.41913524,0.072041035,0.024511281,0.01851418,0.0023796568,0.021013504,0.0034265514,0.006096529,0.2565791,0.12437017,0.044565696,0.024054928,0.07293003,0.032483246
12,0.0040415125,0.03590282,0.01613927,0.028436968,0.043301046,0.0055001583,0.02562435,0.045489527,0.0093086045,0.014064373,0.35125563,0.035259284,0.029777892,0.034281895,0.036035597,0.0029621485,0.08360642,0.063246645,0.03580848,0.029446952,0.029044,0.004328555,0.072118685,0.05857394,0.08115283,0.043000154,0.030040057,0.021878995,0.033322297,0.03061434,0.01632856,0.003534683,0.00275865,0.01548179,0.0030392024,0.057331473,0.07790655,0.015676636
13,0.009253066,0.32302853,0.080371015,0.037826866,0.054493994,0.053731326,0.020137303,0.005613214,0.018894682,0.0764107,0.05525268,0.007385406,0.017373934,0.04757678,0.055394813,0.039777577,0.0068993974,0.021669637,0.009284919,0.07097998,0.023921447,0.020598171,0.03945653,0.023973536,0.0385771,0.017648352,0.043098472,0.030232925,0.023447089,0.010086254,0.059936777,0.015805487,0.019875422,0.053552277,0.032784212,0.009616115,0.076910615,0.037844434
14,0.012666261,0.014252787,0.14391236,0.039671455,0.01830484,0.030543784,0.34945112,0.023681184,0.0062369555,0.010774679,0.06141941,0.047682382,0.022861674,0.011578799,0.0324943,0.039949585,0.0546693,0.018935166,0.07941833,0.0050112125,0.010964822,0.0027905046,0.07239006,0.04587636,0.02219101,0.06103358,0.027272888,0.08210522,0.030946644,0.023855086,0.0011362908,0.020048747,0.021071471,0.0055987015,0.017928762,0.010523831,0.0057312683,0.00015716202
15,0.0067036836,0.002370652,0.0036059476,0.0035979007,0.0369607,0.008797324,0.009326545,0.019218052,0.009134098,0.052845772,0.018764708,0.015920147,0.0026211685,0.0735936,0.14798161,0.045942347,0.028201142,0.0067793312,0.00711672,0.0065793344,0.011043746,0.028534222,0.016227884,0.008679472,0.065250754,0.008694039,0.033445396,0.0049268324,0.014256291,0.064341076,0.008138468,0.009388361,0.012893923,0.38485992,0.040948287,0.03449783,0.012698254,0.03330217
16,0.014977614,0.06110399,0.045177497,0.0600555,0.043601375,0.034719978,0.015506728,0.0028020693,0.011922872,0.30202466,0.015293885,0.037956394,0.0023199401,0.012815005,0.0065527307,0.05555053,0.072054125,0.017313026,0.0203023,0.02220904,0.00742699,0.018845456,0.010285551,0.004610267,0.07476737,0.023513015,0.024627034,0.011581795,0.020068403,0.008463841,0.0343813,0.024996571,0.05027903,0.015810324,0.03845018,0.050023098,0.009027287,0.0013583342
17,0.009399075,0.0046128007,0.010607446,0.0039009617,0.02074481,0.0025751737,0.012010557,0.04184805,0.052181028,0.009997404,0.012508665,0.023438506,0.021366015,0.007813244,0.006785645,0.018069932,0.06865517,0.0007588692,0.01958483,0.0013949656,0.004254008,0.0064947186,0.2507598,0.019931214,0.067706995,0.01310404,0.007346243,0.009241173,0.031221315,0.029437019,0.021543568,0.032760322,0.0048284316,0.019633178,0.009917667,0.01143916,0.0178755,0.052542076
18,0.009708028,0.0008215528,0.0031446908,0.02501459,0.012716886,0.2995299,0.023509696,0.016814264,0.012467542,0.0061100274,0.013198104,0.012336134,0.01776615,0.023011077,0.01802449,0.017546972,0.0021504932,0.007432508,0.002773779,0.0054860692,0.031269632,0.004960678,0.010235641,0.00497878,0.009313339,0.014754337,0.049743403,0.006456529,0.009744007,0.010018698,0.004275653,0.04044969,0.020380197,0.005659594,0.054917783,0.04620821,0.011808621,0.06377704
19,0.00011034767,0.021978078,0.009396526,0.032348935,0.017654143,0.022708423,0.0070506297,0.005978087,0.04324895,0.041932583,0.10069604,0.059643634,0.038508024,0.020987002,0.010747025,0.04082282,0.0062439553,0.020656874,0.007472217,0.010374283,0.014702774,0.009963121,0.020749014,0.010802485,0.008662017,0.0058396384,0.010887993,0.005987939,0.001757593,0.015166798,0.023537006,0.01197572,0.0016897905,0.00986597,0.34168133,0.014953246,0.0038146703,0.0028286718
20,0.004743545,0.0042411536,0.0038774752,0.0012574636,0.008597088,0.007143094,0.0062068435,0.024602968,0.009822262,0.00061046425,0.009702471,0.005561975,0.009052051,0.017812874,0.039863102,0.0032094242,0.020283083,0.065037094,0.08653514,0.05116795,0.009690416,0.027098,0.0020351713,0.020378351,0.009491955,0.00658335,0.3212049,0.07357381,0.004948526,0.0068639833,0.0053463858,0.0063562845,0.016928643,0.009569755,0.002578821,0.0029362051,0.005356462,0.009442194
21,0.005495351,0.011441593,0.0040447945,0.004412121,0.00606534,0.033701375,0.056511678,0.014959082,0.012307245,0.0091371145,0.0064588906,0.028784806,0.2778274,0.012970364,0.019762041,0.014876997,0.050223377,0.029006116,0.0035352288,0.12926503,0.08174428,0.020518124,0.020495955,0.005573593,0.022266533,0.007865285,0.022987008,0.019659778,0.011543173,0.017650172,0.017523175,0.038287006,0.021512767,0.025844421,0.010250325,0.0012875854,0.006249658,0.01575761
22,0.001781963,0.0072306553,0.009885031,0.02811015,0.033945225,0.06941074,0.03110364,0.03182431,0.0067532337,0.029702445,0.007801673,0.007561274,0.017087275,0.022738572,0.008707711,0.0016131001,0.0021402698,0.01747884,0.022548765,0.0065499214,0.0066732327,0.0027561698,0.002178554,0.004885534,0.0048804427,0.0034156078,0.0044173677,0.003124912,0.009851591,0.001495437,0.0030463287,0.19178654,0.026692813,0.0380587,0.013873248,0.014560703,0.027402144,0.023044853
23,0.0231511,0.053082425,0.0659523,0.026419222,0.041422274,0.011368863,0.0022906845,0.0246286,0.015665894,0.025489407,0.06410539,0.044205286,0.0007522698,0.0063092182,0.030575652,0.0222871,0.011666081,0.010089517,0.0077045276,0.0066715153,0.014224171,0.01528916,0.030904543,0.0015576734,0.23051956,0.014868484,0.007935461,0.073595576,0.004504187,0.002356656,0.00141702,0.0112804435,0.0023735398,0.015590684,0.0071041994,0.0048795147,0.009083671,0.05557854
24,0.04262159,0.002625461,0.015250342,0.00999628,0.013384383,0.015315769,0.2753596,0.016838755,0.0017065554,0.009047705,0.023121376,0.029569497,0.021280648,0.009047632,0.0062840623,0.008075456,0.011765698,0.03149067,0.014284473,0.0029604603,0.0052390364,0.004573921,0.012649878,0.015147566,0.005870861,0.0012354453,0.020265589,0.018212128,0.0073017054,0.016936526,0.0057050493,0.0018798455,0.019769903,0.01134857,0.021710072,0.03150081,0.008564607,0.041614156
25,0.009214175,0.0033613124,0.0042390195,0.0027665994,0.004963789,0.009635575,0.0015716173,0.0036775602,0.013313532,0.0043902406,0.004560267,0.008373084,0.005685713,0.020879507,0.0031195972,0.0009361304,0.0034573176,0.015139528,0.016864935,0.007518631,0.018500261,0.0053849975,0.005169909,0.015577653,0.008660305,0.01768386,0.0054595117,0.00558803,0.006710995,0.00659554,0.015491862,0.012780604,0.0074015344,0.006988617,0.0073550725,0.29833362,0.0036832443,0.0074773245
26,0.00762589,0.2838577,0.011964038,0.0010464926,0.0088967355,0.0014919015,0.003368514,0.0028376505,0.005513792,0.0054936097,0.00193162,0.01652883,0.019529711,0.004002625,0.0002699529,0.005564139,0.057550997,0.0039910716,0.005815382,0.012071304,0.02745352,0.015828252,0.01273154,0.002845517,0.005359411,0.0034880973,0.006062143,0.01448804,0.003932468,0.016699934,0.0029418035,0.01375602,0.023693202,0.019701611,0.008018598,0.013508573,0.002876239,0.015789926
27,0.013183868,0.013524531,0.0055799745,0.008848643,0.00075643125,0.0060159466,0.034199856,0.019522704,0.007616083,0.006277607,0.008319221,0.0015240816,0.017875325,0.010712288,0.041182328,0.0041484036,0.002156359,0.0015127843,0.0055188686,0.0046738125,0.018113295,0.007388744,0.0017016663,0.0072477534,0.0022515804,0.006977199,0.0052896235,0.007916264,0.0005947033,0.0073883953,0.0021232702,0.32331336,0.0037698166,0.005545376,0.0076387194,0.016533116,0.004677276,0.0058606244
28,0.008462049,0.013700806,0.00978102,0.013375905,0.0014396482,0.0046566715,0.009116814,0.1840733,0.020390555,0.026405536,0.025842795,0.009690169,0.0030561136,0.009571384,0.0032386302,0.0041815294,0.0038474258,0.0013522288,0.0006754077,0.00507264,0.00222887,0.004627523,0.012853572,0.0017676828,0.0045641707,0.013269077,0.00546217,0.002481484,0.014260676,0.0020502005,0.004870375,0.029469041,0.0020028807,0.016480105,0.0041105025,0.0069263116,0.013453493,0.00836457
29,0.011599226,0.014026549,0.006839721,0.0030093538,0.0041259103,0.00083572196,0.015061612,0.007264819,0.03235422,0.005178467,0.0032076226,7.7381614e-05,0.0010446081,0.01280453,0.0021389031,0.0009827607,0.0045091105,0.0059435684,0.007821178,0.0025285059,0.01017285,0.0064836205,0.0052450933,0.0069733122,0.008728397,0.0081457365,0.011708984,0.03854018,0.0058785924,0.003350152,0.010825617,0.011406524,0.013406481,0.0046005566,0.26724532,0.0069936826,0.013618197,0.025629103
