Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
0,0.66140985,0.44283342,0.24930221,0.710504,0.7948741,0.47729954,0.7086744,0.6202048,0.09774041,0.3888511,1.550752,0.39507595,0.2000142,1.418827,0.335918,0.41943344,0.8327332,1.0700591,0.16153066,1.1330476,0.23789917,0.8845265,0.7130403,0.09438843,0.19206637,0.53653795,0.11137083,0.10072543,0.026130816,0.07806903,0.0995818,0.09869014,0.20782056,0.23899047,0.05005372,0.023926847,0.012318027,0.3229952,0.4349196,0.049903795,0.45168674,0.2598569,0.17586406
1,0.21371275,0.25055313,0.05622176,0.33524173,0.14831173,0.021529168,0.09333604,0.20465077,0.32380095,0.3218642,0.46689022,0.07830562,0.45638835,0.15214145,0.28518394,0.0014375087,0.40084177,0.007795571,0.37063506,0.24789432,0.08360571,0.0005817882,0.4961317,0.06553874,0.12819348,0.008481261,0.32510385,0.30106032,0.036118165,0.23727353,0.17366365,0.29563436,0.444832,0.07570207,0.32170936,0.13905567,0.06664176,0.075351745,0.0644821,0.17200053,0.060994364,0.074415624,0.028591875
2,0.04474414,0.14323483,0.011631025,0.3067739,0.04469419,0.04406091,0.15226763,0.058072157,0.11529627,0.38703847,0.19669244,0.11869461,0.6283729,0.017132334,0.055303648,0.2086145,0.4391173,0.01662347,0.0043813167,0.28963214,0.2580186,0.23283033,0.29324865,0.033127207,0.08650103,0.043710835,0.041152835,0.2604239,0.39226642,0.05578062,0.21264645,0.31116366,0.05158149,0.27427062,0.09925031,0.085499965,0.21623762,0.022140719,0.020733617,0.2147009,0.40425977,0.22120753,0.017783338
3,0.265117,0.18474424,0.12718187,0.016965048,0.013775936,0.006460561,0.084726825,0.067652285,0.30598566,0.025501845,0.20034938,0.2021273,0.032089524,0.20298934,0.31605256,0.013403488,0.006331156,0.2795574,0.092030935,0.19520958,0.13264373,0.10614928,0.020713806,0.13528225,0.046004325,0.019892473,0.09144518,0.028044373,0.3126352,0.1695769,0.2107323,0.17685884,0.31034258,0.06123369,0.08150838,0.18459815,0.038522728,0.25575572,0.055891503,0.17929268,0.3782105,0.08554692,0.010169563
4,0.15980577,0.009454309,0.080562815,0.03454572,0.1862694,0.008288605,0.0075880312,0.017335944,0.005274801,0.122736886,0.023691569,0.17118883,0.041809447,0.12930803,0.02245351,0.35318172,0.2550245,0.17475581,0.0053109294,0.19896677,0.07908924,0.12233869,0.041868113,0.25254515,0.070451856,0.12676114,0.3404686,0.18617521,0.18854888,0.14443131,0.048011377,0.016959852,0.021423183,0.07501712,0.011649555,0.08150022,0.07029734,0.088700704,0.045280054,0.07043473,0.3832339,0.06370084,0.08492342
5,0.010548228,0.02009305,0.037949476,0.032077733,0.11752702,0.20121005,0.045696158,0.069104195,0.07314021,0.102769226,0.027935496,0.18775791,0.067959145,0.013406573,0.027214754,0.07139004,0.022530708,0.073667616,0.27230138,0.014902562,0.033207346,0.021650892,0.097524196,0.03129599,0.0055331094,0.011451273,0.046055175,0.020445216,0.070226036,0.018195614,0.007584705,0.014140232,0.047813665,0.22532955,0.11050528,0.1336597,0.11210206,0.15107113,0.18636827,0.06634928,0.016685931,0.20429133,0.0059201256
6,0.2849415,0.009617445,0.089790136,0.02884119,0.0054070107,0.10654223,0.05731167,0.11038404,0.054300644,0.03165803,0.13710247,0.06919937,0.04010202,0.05661419,0.06256626,0.03185647,0.031147258,0.05265586,0.078860186,0.020985095,0.018478116,0.04702235,0.065589815,0.06579941,0.049981594,0.06383881,0.013020534,0.07453028,0.040398605,0.013826217,0.006034675,0.11978013,0.0043570017,0.012606258,0.26656136,0.12395194,0.014813497,0.007803017,0.0037224712,0.052302033,0.050103065,0.02052617,0.018642606
7,0.03086541,0.0010833305,0.014462528,0.11979504,0.056221414,0.016784977,0.14841974,0.012092682,0.042748943,0.006804524,0.006977231,0.20936367,0.112635456,0.22576728,0.02438165,0.04324633,0.024677914,0.027171995,0.02031391,0.050167397,0.013134584,0.043134943,0.009845737,0.036952775,0.009453924,0.05888904,0.007348468,0.017562985,0.027852587,0.0094549125,0.020118225,0.039295845,0.024158677,0.07538907,0.03395585,0.015484999,0.032458883,0.07115753,0.03464438,0.003918174,0.04436961,0.059912562,0.0455615
8,0.03344984,0.023384161,0.015331419,0.019131513,0.046452038,0.088560805,0.07160147,0.07333824,0.13039958,0.015201267,0.01867021,0.033398546,0.08552251,0.026645664,0.029052123,0.04018289,0.027822454,0.047467686,0.06525786,0.011865853,0.08380533,0.42234322,0.065931335,0.076315105,0.010616771,0.019917492,0.014696856,0.009185485,0.024857752,0.003240969,0.017117014,0.0008507053,0.015672512,0.019082122,0.024926215,0.008870427,0.0047755353,0.008151749,0.033209987,0.018570147,0.024760924,0.023046969,0.013522453
9,0.05247148,0.018806472,0.01271498,0.02750056,0.07543599,0.22698122,0.013728579,0.019851089,0.032889772,0.047810175,0.04031869,0.028604455,0.018183127,0.11343045,0.021097241,0.021756921,0.030924974,0.047715526,0.057961605,0.0155468965,0.05897131,0.013246582,0.012485328,0.010235985,0.06077022,0.034594957,0.007078777,0.122371465,0.01105085,0.007552933,0.031805515,0.051965557,0.064773664,0.10997105,0.01810701,0.040096354,0.055905566,0.077890396,0.056236386,0.01808512,0.009299224,0.013350142,0.000858586
