Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
20,0.02553701,0.14444861,0.0427779,0.017926909,0.015674364,0.024832448,0.011557045,0.012138791,0.024470955,0.0556618,0.04326734,0.009244554,0.017695928,0.007988244,0.019657545,0.018742077,0.0059167123,0.0045824363
21,0.02015372,0.016642481,0.01773538,0.12584981,0.03938768,0.05183305,0.06480633,0.036719844,0.030424008,0.0030746239,0.027641026,0.062104627,0.06149789,0.035772882,0.06182153,0.019408606,0.015160783,0.040476162
22,0.15759152,0.120698296,0.122243635,0.04610441,0.03863909,0.009852285,0.015112351,0.018391676,0.043568715,0.02737806,0.24133004,0.05696075,0.012969613,0.08247817,0.03694906,0.13964424,0.068509534,0.046731472
23,0.045267634,0.020517249,0.015320318,0.024824515,0.030286908,0.074150436,0.0026463438,0.010470058,0.009051857,0.008771012,0.0035509367,0.0034738334,0.009419102,0.033068396,0.08585179,0.06167768,0.016581694,0.19031514
24,0.01943168,0.040003065,0.035634976,0.023632895,0.011604607,0.008090739,0.007993432,0.0071837544,0.20847924,0.028310373,0.0142966,0.016484143,0.0070203906,0.008521034,0.021338064,0.0054138373,0.035906047,0.030295677
25,0.03593926,0.005572765,0.0052775657,0.0098933,0.0053980723,0.010964316,0.16237111,0.0035371992,0.0065481053,0.036753535,0.017598763,0.0086898785,0.0030077163,0.05560293,0.022774465,0.029280385,0.027851164,0.055937015
26,0.0040715137,0.038899757,0.0220939,0.014623114,0.05922591,0.047530796,0.04693127,0.029116172,0.002085553,0.0035522524,0.08190029,0.08145344,0.10120757,0.090912126,0.096401826,0.041209623,0.21118426,0.007929309
27,0.014853556,0.08072819,0.041350283,0.03827333,0.025921317,0.025369853,0.010193767,0.012439453,0.18559897,0.005601939,0.03653774,0.02887395,0.0117446035,0.0065631056,0.011117723,0.00937463,0.009923656,0.014351766
28,0.0027224778,0.016340932,0.00093957136,0.0118301,0.011062335,0.0027783199,0.00875924,0.008342344,0.0046493304,0.009295904,0.010991126,0.015998267,0.13060774,0.020577764,0.0056160614,0.020287883,0.025933132,0.010173419
29,0.04152488,0.006763525,0.027218783,0.04075439,0.03922757,0.009733635,0.005528656,0.017650511,0.03194228,0.044673793,0.010537086,0.02096725,0.0012851268,0.014805934,0.19532387,0.042619348,0.017453954,0.018941779
