meeting_date,sentiment_score
2018-12-19,0.09819183
2019-01-30,-0.09871095
2019-03-20,-0.03741633
2019-05-01,-0.109940216
2019-06-19,-0.21940726
2019-07-31,0.14229201
2019-09-18,-0.025517037
2019-10-30,0.047465924
2019-12-11,0.12197484
2020-01-29,-0.13120228
2020-03-16,0.016001139
2020-04-29,-0.10853352
2020-06-10,0.017102245
2020-07-29,-0.27203462
2020-09-16,0.084393
2020-11-05,0.30764928
2020-12-16,0.13763228
2021-01-27,-0.17718755
2021-03-17,-0.13028717
2021-04-28,0.08234439
2021-06-16,-0.09777781
2021-07-28,-0.1279597
2021-09-22,-0.13131978
2021-11-03,0.04440075
2021-12-15,-0.09016795
2022-01-26,-0.12477371
2022-03-16,0.09318163
